trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Alston, E J","3","0","2","0","66.67","-3","3","0","2","0","66.67","-3","181","19","46","10.5","25.41","-47.63","37","10","89","4","19","4.49","21.35","-43.5","22","8","16","36.36","36.36","7.79","163","19","41","11.66","11.66","-29.63",
"Appleby, Charlie","8","3","5","37.5","62.5","0.38","30","13","21","43.33","70","6.56","834","253","471","30.34","56.47","-18.47","1","1","474","151","261","31.86","55.06","5.08","381","170","273","44.62","44.62","3.24","204","53","94","25.98","25.98","-30.45",
"Appleby, M","22","4","8","18.18","36.36","-4.74","42","8","16","19.05","38.1","18.22","1997","231","585","11.57","29.29","-173.83","2","5","917","120","276","13.09","30.1","-112.27","252","75","147","29.76","29.76","-22.53","1725","203","525","11.77","11.77","-149.03",
"Attwater, M J","12","2","3","16.67","25","1.25","20","2","3","10","15","-6.75","635","35","129","5.51","20.31","-216.39","3","5","337","19","73","5.64","21.66","-149.55","21","7","13","33.33","33.33","0.86","510","31","109","6.08","6.08","-151.3",
"Bailey, Liam","3","0","1","0","33.33","-3","7","0","1","0","14.29","-7","292","10","49","3.42","16.78","-181.75","65","37","136","6","22","4.41","16.18","-47.5","16","1","6","6.25","6.25","-13.5","261","8","44","3.07","3.07","-158.5",
"Balding, A M","23","4","9","17.39","39.13","9.25","58","10","18","17.24","31.03","7.96","1888","295","693","15.63","36.71","-44.84","2","3","962","140","349","14.55","36.28","-118.11","309","99","189","32.04","32.04","-57.17","894","137","319","15.32","15.32","-83.34",
"Barclay, Stella","8","2","4","25","50","20","16","2","6","12.5","37.5","12","418","27","84","6.46","20.1","-90.88","5","3","208","15","40","7.21","19.23","29.54","14","6","8","42.86","42.86","4.37","334","24","71","7.19","7.19","-19.38",
"Barron, T D","6","1","3","16.67","50","-3.25","17","5","9","29.41","52.94","2.95","575","80","192","13.91","33.39","-37.67","2","1","248","41","94","16.53","37.9","20.08","96","33","55","34.38","34.38","21.51","450","66","158","14.67","14.67","9.47",
"Barry, D J","2","0","0","0","0","-2","2","0","0","0","0","-2","50","0","4","0","8","-50","2759","148","30","0","0","0","0","-30","1","0","0","0","0","-1","35","0","4","0","0","-35",
"Beckett, R M","17","3","8","17.65","47.06","-8.89","39","7","14","17.95","35.9","-15.74","1093","197","430","18.02","39.34","-96.73","1","2","530","81","194","15.28","36.6","-111.41","268","101","166","37.69","37.69","15.99","537","97","206","18.06","18.06","-95.12",
