trainer,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Barrett, James M","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","0","66.67","-3","4","0","2","0","50","-4","92","3","17","3.26","18.48","-32.43","132","27","40","2","10","5","25","-21.43","5","1","2","20","20","-3.43","54","1","9","1.85","1.85","-13",
"Beckett, R M","0","0","0","0","0","0","3","0","3","0","100","-3","11","0","6","0","54.55","-11","39","4","17","10.26","43.59","-25","1296","237","533","18.29","41.13","-189.31","8","12","651","111","264","17.05","40.55","-145.05","312","117","206","37.5","37.5","-11.43","529","103","207","19.47","19.47","-22.97",
"Bell, M L W","0","0","0","0","0","0","4","0","1","0","25","-4","10","1","4","10","40","-7.12","24","2","5","8.33","20.83","-16.62","776","102","256","13.14","32.99","-195.02","7","8","414","58","130","14.01","31.4","-74.01","112","42","62","37.5","37.5","7.94","464","62","154","13.36","13.36","-79.32",
"Bethell, Ed","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","19","4","8","21.05","42.11","-4.64","504","87","204","17.26","40.48","-119.85","9","3","286","44","117","15.38","40.91","-109.37","121","45","72","37.19","37.19","-5.97","299","57","121","19.06","19.06","-33.22",
"Bolger, J S","3","0","1","0","33.33","-3","6","0","1","0","16.67","-6","6","0","1","0","16.67","-6","14","0","4","0","28.57","-14","641","42","158","6.55","24.65","-269.58","78","61","290","17","72","5.86","24.83","-171.08","48","13","28","27.08","27.08","-13.46","268","17","72","6.34","6.34","-45.92",
"Boughey, George","2","0","1","0","50","-2","5","1","2","20","40","-1.25","18","3","6","16.67","33.33","7.25","36","4","13","11.11","36.11","0.25","1483","239","556","16.12","37.49","-297.15","3","3","720","115","272","15.97","37.78","-121.57","304","108","197","35.53","35.53","-34.01","837","142","322","16.97","16.97","-54.03",
"Bowring, S R","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","139","19","46","13.67","33.09","9.15","94","13","62","10","23","16.13","37.1","-2.4","23","8","15","34.78","34.78","-2.35","127","18","44","14.17","14.17","15.15",
"Boyle, J R","1","0","0","0","0","-1","3","0","1","0","33.33","-3","6","0","1","0","16.67","-6","12","1","2","8.33","16.67","-3.5","399","37","110","9.27","27.57","-156.71","14","12","202","19","56","9.41","27.72","-86.79","39","10","20","25.64","25.64","-7.12","347","37","103","10.66","10.66","-104.71",
"Bridger, J / Cook, R","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","5","1","3","20","60","-0.67","256","17","52","6.64","20.31","-130.19","11","3","134","11","33","8.21","24.63","-54.57","16","3","8","18.75","18.75","-9.27","202","15","46","7.43","7.43","-85.94",
"Brittain, Antony","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","-5","9","0","1","0","11.11","-9","551","32","135","5.81","24.5","-289.04","113","40","243","9","46","3.7","18.93","-163.62","19","7","11","36.84","36.84","3.71","474","30","116","6.33","6.33","-220.17",
"Bromhead, Henry De","0","0","0","0","0","0","4","0","1","0","25","-4","14","5","6","35.71","42.86","3.15","30","9","14","30","46.67","1.15","1405","199","502","14.16","35.73","-239.8","4","5","757","113","274","14.93","36.2","-128.93","227","76","150","33.48","33.48","-29.06","548","56","163","10.22","10.22","-63.79",
"Brooke, Daniel","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","1","0","33.33","-3","6","0","2","0","33.33","-6","210","21","58","10","27.62","-73.75","17","9","130","11","35","8.46","26.92","-53.42","28","8","20","28.57","28.57","-0.21","180","18","50","10","10","-78.75",
"Browne, Michael J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","2","16","3.39","27.12","-38","143","11","28","1","7","3.57","25","-20","2","0","1","0","0","-2","36","2","11","5.56","5.56","-15",
"Budds, David Kenneth","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","5","1","3","20","60","4","175","8","40","4.57","22.86","-102.5","10","3","83","5","20","6.02","24.1","-29","5","1","3","20","20","-3","119","8","31","6.72","6.72","-46.5",
"Bunyan, Darren / OLeary, G","0","0","0","0","0","0","4","0","0","0","0","-4","7","0","0","0","0","-7","19","4","5","21.05","26.32","-1.17","294","22","55","7.48","18.71","-126.01","8","9","192","15","34","7.81","17.71","-88.84","21","6","10","28.57","28.57","2.49","188","19","41","10.11","10.11","-36.34",
"Burke, K R","0","0","0","0","0","0","3","0","0","0","0","-3","13","1","6","7.69","46.15","-11.96","45","6","17","13.33","37.78","-23.93","1539","238","591","15.46","38.4","-250.72","6","11","792","136","314","17.17","39.65","-25.25","255","95","160","37.25","37.25","-16.64","707","84","232","11.88","11.88","-155.59",
"Butler, John","1","0","0","0","0","-1","1","0","0","0","0","-1","8","1","2","12.5","25","-4","13","2","3","15.38","23.08","10","984","68","223","6.91","22.66","-440.64","4","4","491","27","106","5.5","21.59","-252.66","80","23","51","28.75","28.75","-5.86","754","57","184","7.56","7.56","-321.9",
"Byrnes, C","0","0","0","0","0","0","1","0","0","0","0","-1","6","0","4","0","66.67","-6","9","0","4","0","44.44","-9","521","59","135","11.32","25.91","-182.33","24","13","279","28","63","10.04","22.58","-87.52","72","29","44","40.28","40.28","16.09","249","31","60","12.45","12.45","-65.09",
"Camacho, Miss J A","1","0","0","0","0","-1","5","1","2","20","40","-1","14","2","4","14.29","28.57","-3.5","25","2","7","8","28","-14.5","632","62","170","9.81","26.9","-91.39","3","4","353","29","92","8.22","26.06","-60.15","59","14","30","23.73","23.73","-5.05","512","48","142","9.38","9.38","-80.82",
"Carr, Mrs R A","0","0","0","0","0","0","2","0","2","0","100","-2","15","1","5","6.67","33.33","-3","25","2","9","8","36","-6.5","856","95","254","11.1","29.67","-142.4","6","13","466","48","125","10.3","26.82","-94.92","82","24","37","29.27","29.27","1.27","806","91","244","11.29","11.29","-119.4",
"Carroll, A W","7","1","3","14.29","42.86","-0.5","11","2","4","18.18","36.36","-0.75","17","3","6","17.65","35.29","-5.02","40","5","12","12.5","30","-19.52","1955","179","498","9.16","25.47","-495.25","1","7","943","97","254","10.29","26.94","-129.19","171","57","111","33.33","33.33","-0.49","1613","155","422","9.61","9.61","-331.41",
"Carroll, D","0","0","0","0","0","0","3","0","1","0","33.33","-3","6","0","2","0","33.33","-6","11","0","3","0","27.27","-11","469","37","111","7.89","23.67","-240.66","20","20","228","9","48","3.95","21.05","-167.12","48","10","18","20.83","20.83","-11.04","362","32","95","8.84","8.84","-151.92",
"Chamings, P R","2","0","0","0","0","-2","2","0","0","0","0","-2","8","2","2","25","25","3.25","9","2","2","22.22","22.22","2.25","236","25","56","10.59","23.73","-26.17","7","7","107","10","25","9.35","23.36","-25.75","13","5","8","38.46","38.46","5.08","213","25","54","11.74","11.74","-3.17",
"Channon, Jack","1","0","1","0","100","-1","4","0","3","0","75","-4","10","1","5","10","50","-8.27","29","4","12","13.79","41.38","-16.77","627","97","256","15.47","40.83","12.72","4","5","370","63","157","17.03","42.43","28.23","102","35","69","34.31","34.31","-10.31","429","66","185","15.38","15.38","15.4",
"Chapple-Hyam, Jane","2","0","1","0","50","-2","5","1","2","20","40","-1.75","8","1","2","12.5","25","-4.75","14","1","2","7.14","14.29","-10.75","473","46","142","9.73","30.02","-116.62","3","3","246","29","79","11.79","32.11","-43.77","45","13","25","28.89","28.89","-8.95","226","24","78","10.62","10.62","-37.34",
"Chapple-Hyam, P W","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","50","50","6.5","3","1","1","33.33","33.33","5.5","139","22","46","15.83","33.09","17.9","5","2","87","13","28","14.94","32.18","20.46","20","8","15","40","40","1.9","78","17","30","21.79","21.79","29.44",
"Charlton, Roger/Harry","0","0","0","0","0","0","1","1","1","100","100","0.2","8","2","5","25","62.5","-4.17","17","3","8","17.65","47.06","-7.67","504","72","189","14.29","37.5","-149.01","3","1","244","36","95","14.75","38.93","-100.47","113","38","72","33.63","33.63","-12.31","280","44","109","15.71","15.71","-79.08",
"Coakley, D J","2","0","1","0","50","-2","4","1","2","25","50","2.5","6","1","2","16.67","33.33","0.5","8","1","2","12.5","25","-1.5","184","15","44","8.15","23.91","-92.37","3","4","92","9","26","9.78","28.26","-39.5","17","4","9","23.53","23.53","-5.62","143","14","41","9.79","9.79","-54.62",
"Cole, P F I","2","1","1","50","50","-0.2","2","1","1","50","50","-0.2","3","1","1","33.33","33.33","-1.2","10","2","3","20","30","-3.2","345","44","131","12.75","37.97","-90.84","1","2","172","27","62","15.7","36.05","-27.09","49","17","32","34.69","34.69","-3.43","212","17","70","8.02","8.02","-111.99",
"Collins, Tracey / Halford, Mick","2","0","0","0","0","-2","2","0","0","0","0","-2","4","0","0","0","0","-4","10","1","1","10","10","-3","370","41","111","11.08","30","-1.99","10","7","238","28","77","11.76","32.35","-33.07","43","11","21","25.58","25.58","-10.82","240","29","80","12.08","12.08","-31.3",
"Condon, K J","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","1","0","50","-2","3","0","1","0","33.33","-3","209","15","54","7.18","25.84","-70.53","66","20","77","5","17","6.49","22.08","-16.9","16","3","9","18.75","18.75","-10.03","85","7","23","8.24","8.24","-12",
"Cowell, R M H","5","1","1","20","20","-2.25","8","2","2","25","25","3.75","10","2","2","20","20","1.75","19","2","5","10.53","26.32","-7.25","480","47","144","9.79","30","-147.36","1","3","237","28","71","11.81","29.96","-61.74","41","13","21","31.71","31.71","-4.86","372","36","118","9.68","9.68","-152.78",
"Cox, C G","0","0","0","0","0","0","1","0","0","0","0","-1","12","1","6","8.33","50","-7.5","21","2","9","9.52","42.86","6.5","848","114","299","13.44","35.26","-178.01","6","11","379","54","143","14.25","37.73","-67.5","121","46","77","38.02","38.02","5.54","477","54","150","11.32","11.32","-134.49",
"Crisford, Simon","1","0","0","0","0","-1","5","0","1","0","20","-5","14","2","5","14.29","35.71","-4.5","29","4","9","13.79","31.03","-11.12","714","140","318","19.61","44.54","-126.09","5","7","360","69","156","19.17","43.33","-60.08","169","65","111","38.46","38.46","-18.25","315","67","134","21.27","21.27","10.45",
"Cromwell, Gavin Patrick","2","1","1","50","50","9","4","1","2","25","50","7","19","5","9","26.32","47.37","14.38","42","7","15","16.67","35.71","9.38","1769","212","560","11.98","31.66","-491.04","1","1","941","127","324","13.5","34.43","-182.64","247","87","165","35.22","35.22","-2.11","903","96","273","10.63","10.63","-201.36",
"Cuthbert, Helen","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","1","9","2.63","23.68","-30","610","31","16","0","3","0","18.75","-16","2","0","1","0","0","-2","25","1","4","4","4","-17",
"Dace, L A","1","0","0","0","0","-1","1","0","0","0","0","-1","3","0","0","0","0","-3","6","0","1","0","16.67","-6","119","7","29","5.88","24.37","-81","29","9","74","4","18","5.41","24.32","-52","9","2","5","22.22","22.22","-4.5","98","7","26","7.14","7.14","-60",
"Delany, E D","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","2","0","0","0","0","-2","97","3","18","3.09","18.56","-74","16","3","51","2","8","3.92","15.69","-32","4","1","2","25","25","0","66","2","14","3.03","3.03","-47",
"Dixon, Scott","0","0","0","0","0","0","3","0","0","0","0","-3","12","0","2","0","16.67","-12","25","1","5","4","20","-19","905","64","201","7.07","22.21","-173.49","14","24","495","38","118","7.68","23.84","-80.12","48","8","23","16.67","16.67","-20.62","831","57","180","6.86","6.86","-165.62",
"Dods, M","0","0","0","0","0","0","7","1","2","14.29","28.57","0.5","25","3","6","12","24","-7.09","36","4","10","11.11","27.78","-8.09","1107","114","335","10.3","30.26","-284.76","3","7","556","57","163","10.25","29.32","-111.95","121","38","66","31.4","31.4","6.87","908","84","273","9.25","9.25","-278.29",
"Donohoe, R","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","0","0","0","-3","185","14","44","7.57","23.78","-40.17","60","18","115","8","31","6.96","26.96","-32.5","7","1","3","14.29","14.29","-3.5","161","10","40","6.21","6.21","-52.17",
"Dowling, Thomas","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","4","0","0","0","0","-4","101","4","12","3.96","11.88","-75.12","293","52","62","1","6","1.61","9.68","-58","7","2","5","28.57","28.57","-0.62","76","4","11","5.26","5.26","-50.12",
"Doyle, Timothy","0","0","0","0","0","0","3","0","1","0","33.33","-3","3","0","1","0","33.33","-3","9","0","2","0","22.22","-9","345","26","97","7.54","28.12","-97.77","17","11","182","16","57","8.79","31.32","-80.27","25","9","17","36","36","9.73","227","22","75","9.69","9.69","-8.37",
"Duffield, Mrs A","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","-6","7","0","1","0","14.29","-7","214","15","41","7.01","19.16","-137.79","54","22","91","3","17","3.3","18.68","-73.5","15","4","9","26.67","26.67","-4.12","176","15","36","8.52","8.52","-99.79",
"Duffy, S M","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","110","4","11","3.64","10","-39.5","357","50","52","1","6","1.92","11.54","-47.5","3","0","1","0","0","-3","87","4","11","4.6","4.6","-16.5",
"Dunlop, E A L","2","0","0","0","0","-2","8","0","0","0","0","-8","17","1","3","5.88","17.65","-4","30","1","3","3.33","10","-17","995","126","305","12.66","30.65","-106.04","4","11","520","59","149","11.35","28.65","-26.45","106","36","73","33.96","33.96","1.67","739","108","252","14.61","14.61","55.53",
"Dunnett, Mrs C A","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","2","0","1","0","50","-2","228","4","32","1.75","14.04","-204","348","95","103","1","10","0.97","9.71","-97.5","4","1","3","25","25","-1","171","4","27","2.34","2.34","-147",
"Easterby, T D","0","0","0","0","0","0","7","1","1","14.29","14.29","-3.5","38","4","10","10.53","26.32","-14.5","75","5","17","6.67","22.67","-43.5","2700","213","695","7.89","25.74","-985.35","3","5","1246","102","339","8.19","27.21","-482.21","210","46","117","21.9","21.9","-56.22","2220","191","609","8.6","8.6","-687.29",
"Elliott, Gordon","0","0","0","0","0","0","1","0","0","0","0","-1","14","2","5","14.29","35.71","2.5","38","3","10","7.89","26.32","-20.17","2959","434","1060","14.67","35.82","-857.08","4","3","1461","206","494","14.1","33.81","-317.09","496","200","333","40.32","40.32","-61.9","1146","101","303","8.81","8.81","-366.9",
"Ellison, B","0","0","0","0","0","0","2","0","0","0","0","-2","8","5","6","62.5","75","19.25","21","6","8","28.57","38.1","14.75","833","95","251","11.4","30.13","-22.05","4","3","431","52","131","12.06","30.39","123.63","70","24","43","34.29","34.29","2.83","627","75","197","11.96","11.96","-94.81",
"Eustace, Harry","1","0","1","0","100","-1","4","0","1","0","25","-4","6","0","3","0","50","-6","18","0","6","0","33.33","-18","426","50","148","11.74","34.74","-85.86","31","31","261","23","85","8.81","32.57","-75.71","70","23","47","32.86","32.86","-0.4","244","35","93","14.34","14.34","20",
"Evans, H J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","2","25","50","-0.5","303","38","96","12.54","31.68","-48.79","12","3","157","15","45","9.55","28.66","-45.92","30","8","18","26.67","26.67","-4.87","258","33","87","12.79","12.79","-58.62",
"Evans, P D","0","0","0","0","0","0","2","0","0","0","0","-2","11","1","3","9.09","27.27","-3","17","1","5","5.88","29.41","-9","948","101","286","10.65","30.17","-72.98","4","6","443","47","124","10.61","27.99","41.29","100","26","61","26","26","-11.46","736","91","251","12.36","12.36","-140.92",
"Fahey, Mark","1","0","0","0","0","-1","2","0","0","0","0","-2","5","1","2","20","40","16","9","2","4","22.22","44.44","16","261","31","65","11.88","24.9","64.2","4","4","160","18","42","11.25","26.25","-24.68","34","11","19","32.35","32.35","4.87","156","25","50","16.03","16.03","107.07",
"Fahey, Peter","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","0","20","-5","11","1","2","9.09","18.18","-1.5","505","37","110","7.33","21.78","-241.26","12","10","228","13","37","5.7","16.23","-122.94","30","11","20","36.67","36.67","-3.85","241","17","43","7.05","7.05","-77.79",
"Fahey, R A","0","0","0","0","0","0","5","0","1","0","20","-5","15","2","3","13.33","20","12","52","3","9","5.77","17.31","-12","1802","206","550","11.43","30.52","-403.9","5","11","939","96","256","10.22","27.26","-252.31","180","59","99","32.78","32.78","6.34","1292","139","375","10.76","10.76","-251.67",
"Fanshawe, J R","1","1","1","100","100","0.62","5","2","3","40","60","0.12","11","2","6","18.18","54.55","-5.88","24","4","13","16.67","54.17","-7.38","649","95","251","14.64","38.67","-175.67","1","1","362","55","147","15.19","40.61","-71.81","133","44","84","33.08","33.08","-12.25","430","72","184","16.74","16.74","-88.2",
"Faulkner, T","2","0","0","0","0","-2","2","0","0","0","0","-2","3","0","0","0","0","-3","9","0","1","0","11.11","-9","12","0","2","0","16.67","-12","9999","9999","12","0","2","0","16.67","-12","1","0","1","0","0","-1","12","0","2","0","0","-12",
"Feane, John James","0","0","0","0","0","0","2","0","1","0","50","-2","2","0","1","0","50","-2","4","0","1","0","25","-4","202","15","58","7.43","28.71","-86.29","44","13","112","11","32","9.82","28.57","-26.62","29","6","17","20.69","20.69","-6.62","127","10","33","7.87","7.87","-27.5",
"Fellowes, Charlie","1","0","0","0","0","-1","5","0","3","0","60","-5","18","2","9","11.11","50","-11.12","27","2","12","7.41","44.44","-20.12","616","68","189","11.04","30.68","-148.75","5","10","304","36","104","11.84","34.21","-65.33","73","23","43","31.51","31.51","-5.21","396","47","127","11.87","11.87","-49.53",
"Ferguson, James","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","100","100","1.93","6","2","3","33.33","50","-2.07","497","64","167","12.88","33.6","-128.7","5","1","243","31","77","12.76","31.69","-40.83","83","30","53","36.14","36.14","1.84","251","39","95","15.54","15.54","12.85",
"Flint, J L","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","7","1","1","14.29","14.29","4","259","27","60","10.42","23.17","12.21","14","7","136","11","28","8.09","20.59","39.66","17","10","11","58.82","58.82","14.88","241","25","57","10.37","10.37","15.21",
"Flynn, Patrick J","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","5","1","2","20","40","8","225","15","50","6.67","22.22","-86","10","3","118","10","32","8.47","27.12","-12.5","12","2","6","16.67","16.67","-3","164","11","36","6.71","6.71","-65.5",
"Foley, Patrick T","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","5","0","0","0","0","-5","176","17","49","9.66","27.84","-74.56","69","20","98","7","24","7.14","24.49","-52.77","11","4","8","36.36","36.36","-1.64","67","6","17","8.96","8.96","-30.87",
"Foy, Kevin","1","0","0","0","0","-1","2","0","1","0","50","-2","4","0","1","0","25","-4","16","0","3","0","18.75","-16","798","97","267","12.16","33.46","-212.76","17","19","344","32","98","9.3","28.49","-177.82","123","38","75","30.89","30.89","-18.05","510","69","180","13.53","13.53","-90.9",
"Frost, Kevin","1","0","0","0","0","-1","1","0","0","0","0","-1","6","0","1","0","16.67","-6","10","0","2","0","20","-10","595","41","136","6.89","22.86","-267.35","29","24","341","20","78","5.87","22.87","-191.84","57","13","30","22.81","22.81","-11.26","497","38","125","7.65","7.65","-219.35",
"Furtado, Ivan","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","9","3","3","33.33","33.33","7.23","605","58","157","9.59","25.95","-131.35","9","5","260","27","57","10.38","21.92","-20.69","60","19","36","31.67","31.67","1.57","454","53","136","11.67","11.67","-96.35",
"Geoghegan, John","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","27","1","9","3.7","33.33","54","710","26","13","0","4","0","30.77","-13","2","0","1","0","0","-2","21","1","9","4.76","4.76","60",
"Goldie, J S","0","0","0","0","0","0","0","0","0","0","0","0","12","3","5","25","41.67","2.63","30","3","7","10","23.33","-15.37","1226","142","355","11.58","28.96","-326.94","6","5","577","74","172","12.82","29.81","-88.53","164","55","102","33.54","33.54","12.91","1122","135","341","12.03","12.03","-266.54",
"Gosden, John and Thady","0","0","0","0","0","0","4","1","1","25","25","-1.75","8","3","4","37.5","50","-2.02","26","5","10","19.23","38.46","-14.02","1185","248","523","20.93","44.14","-122.41","3","3","602","122","280","20.27","46.51","-69.1","300","121","199","40.33","40.33","-33.41","290","51","111","17.59","17.59","-51.95",
"Grassick, M C","2","0","0","0","0","-2","2","0","0","0","0","-2","4","1","1","25","25","0.33","8","1","1","12.5","12.5","-3.67","252","15","46","5.95","18.25","-124.17","7","4","93","6","15","6.45","16.13","-53.17","13","2","7","15.38","15.38","-4.5","137","10","30","7.3","7.3","-43.5",
"Greatrex, W J","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","5","0","2","0","40","-5","417","53","148","12.71","35.49","45.25","19","10","220","29","82","13.18","37.27","109.91","57","18","35","31.58","31.58","-4.33","238","41","90","17.23","17.23","-23.83",
"Haggas, W J","1","0","0","0","0","-1","6","0","2","0","33.33","-6","18","3","7","16.67","38.89","-7","47","8","16","17.02","34.04","-11","1335","271","588","20.3","44.04","-141.27","4","11","691","132","293","19.1","42.4","-62.15","399","146","258","36.59","36.59","-55.05","542","111","235","20.48","20.48","-16.85",
"Hamilton, Mrs A C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","107","11","25","10.28","23.36","-11.75","165","15","50","4","11","8","22","-14.5","4","2","2","50","50","2.75","91","9","20","9.89","9.89","-2.75",
"Hannon (Jnr), Richard","4","2","2","50","50","2.13","12","4","4","33.33","33.33","-1.91","30","4","5","13.33","16.67","-19.91","56","6","12","10.71","21.43","-26.91","1901","199","596","10.47","31.35","-443.12","1","1","910","93","272","10.22","29.89","-232.05","194","53","117","27.32","27.32","-49.93","1065","116","346","10.89","10.89","-91.77",
"Harker, G A","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","33.33","-3","6","0","1","0","16.67","-6","123","13","34","10.57","27.64","12.63","60","23","76","7","17","9.21","22.37","-14.87","7","2","3","28.57","28.57","0.13","115","12","32","10.43","10.43","9.63",
"Harrington, Mrs John","5","1","2","20","40","-0.5","11","1","3","9.09","27.27","-6.5","17","1","6","5.88","35.29","-12.5","50","2","13","4","26","-41.75","1357","145","412","10.69","30.36","-223.72","1","5","654","76","201","11.62","30.73","-46.24","143","35","83","24.48","24.48","-51.45","462","46","129","9.96","9.96","-29.92",
"Harris, Miss G","3","1","1","33.33","33.33","-0.62","3","1","1","33.33","33.33","-0.62","6","1","1","16.67","16.67","-3.62","9","2","3","22.22","33.33","-0.62","453","35","99","7.73","21.85","-150.89","1","1","238","20","55","8.4","23.11","-57.29","40","8","21","20","20","-15.72","393","32","90","8.14","8.14","-152.39",
