trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allen, C N","2","0","0","0","0","-2","6","0","0","0","0","-6","218","22","68","10.09","31.19","-46.79","20","11","120","9","35","7.5","29.17","-36.87","26","5","12","19.23","19.23","-9.62","173","20","57","11.56","11.56","-35.29",
"Appleby, Charlie","15","2","4","13.33","26.67","-12.5","27","6","9","22.22","33.33","-15.73","903","269","486","29.79","53.82","-57.63","5","4","448","129","241","28.79","53.79","-53.9","424","188","294","44.34","44.34","-16.36","227","58","105","25.55","25.55","-9.7",
"Appleby, M","16","2","7","12.5","43.75","-7","39","5","11","12.82","28.21","-1.5","1809","228","563","12.6","31.12","-278.23","1","2","910","116","308","12.75","33.85","-154.82","272","86","161","31.62","31.62","-23.77","1560","194","488","12.44","12.44","-208.5",
"Bailey, Liam","1","1","1","100","100","2.25","4","1","2","25","50","-0.75","290","12","51","4.14","17.59","-157.5","6","1","151","6","30","3.97","19.87","-107","13","2","4","15.38","15.38","-6","234","9","39","3.85","3.85","-119.5",
"Barclay, Stella","3","0","1","0","33.33","-3","13","0","3","0","23.08","-13","515","37","114","7.18","22.14","28.87","24","17","304","21","73","6.91","24.01","-1.42","28","8","16","28.57","28.57","-3.63","430","35","101","8.14","8.14","94.87",
"Barron, T D","11","0","4","0","36.36","-11","16","1","5","6.25","31.25","-7.5","492","66","172","13.41","34.96","-43.3","10","13","237","25","78","10.55","32.91","-103.93","78","20","47","25.64","25.64","-4.7","396","55","148","13.89","13.89","-9.21",
"Beckett, R M","30","1","9","3.33","30","-27.37","46","3","15","6.52","32.61","-18.8","1139","180","421","15.8","36.96","-204.53","7","30","616","101","233","16.4","37.82","-83.06","224","78","134","34.82","34.82","-17.48","513","81","176","15.79","15.79","-116.93",
"Bedi, Miss J","0","0","0","0","0","0","2","0","0","0","0","-2","91","5","14","5.49","15.38","-63.25","37","7","49","3","7","6.12","14.29","-28.5","2","1","1","50","50","0.25","78","5","13","6.41","6.41","-50.25",
"Bell, M L W","11","2","5","18.18","45.45","17","20","4","8","20","40","17.5","680","86","225","12.65","33.09","-231.44","5","5","344","43","120","12.5","34.88","-109.99","106","36","56","33.96","33.96","-0.43","404","51","133","12.62","12.62","-135.69",
"Berry, John","4","0","0","0","0","-4","6","2","2","33.33","33.33","0.1","173","11","51","6.36","29.48","-83.64","9","5","83","7","28","8.43","33.73","-35.14","15","5","9","33.33","33.33","0.36","138","11","43","7.97","7.97","-48.64",
"Bethell, Ed","4","0","0","0","0","-4","13","1","3","7.69","23.08","-4","384","61","145","15.89","37.76","-19.88","14","13","221","40","81","18.1","36.65","8.06","79","21","43","26.58","26.58","-27.21","212","38","85","17.92","17.92","26.53",
"Bethell, Harriet","3","1","2","33.33","66.67","2.5","3","1","2","33.33","66.67","2.5","111","20","43","18.02","38.74","10.56","3","3","77","15","31","19.48","40.26","12.81","13","6","9","46.15","46.15","2.56","106","19","41","17.92","17.92","14.06",
"Boanas, Miss G","3","1","2","33.33","66.67","2","5","1","4","20","80","0","263","27","84","10.27","31.94","-37.38","7","3","104","7","23","6.73","22.12","-50.92","14","5","10","35.71","35.71","4.21","208","26","75","12.5","12.5","13.87",
"Botti, M","9","1","1","11.11","11.11","-1.5","16","1","3","6.25","18.75","-8.5","751","92","241","12.25","32.09","85.43","3","3","364","39","115","10.71","31.59","-35.92","85","16","39","18.82","18.82","-39.78","496","63","156","12.7","12.7","-22.74",
"Boughey, George","21","4","8","19.05","38.1","1.71","49","7","18","14.29","36.73","-16.69","1397","225","523","16.11","37.44","-385.31","1","1","815","129","304","15.83","37.3","-227.41","306","127","215","41.5","41.5","4.16","770","136","306","17.66","17.66","-82.1",
"Brisland, Robyn","2","0","1","0","50","-2","8","0","3","0","37.5","-8","645","55","151","8.53","23.41","-136.78","17","11","299","26","74","8.7","24.75","-26.38","43","13","20","30.23","30.23","-6.93","476","42","114","8.82","8.82","-151.53",
"Brookhouse, B","4","0","2","0","50","-4","10","1","4","10","40","-7.25","63","8","21","12.7","33.33","11.12","12","6","63","8","21","12.7","33.33","11.12","14","2","7","14.29","14.29","-7.88","35","3","13","8.57","8.57","16.75",
"Burke, K R","29","4","10","13.79","34.48","-14.67","54","8","20","14.81","37.04","-13.67","1545","218","559","14.11","36.18","-223.79","3","8","750","100","273","13.33","36.4","-121.15","238","86","147","36.13","36.13","9.13","799","94","268","11.76","11.76","-167.76",
"Burrows, Owen","4","1","1","25","25","-2.75","8","3","4","37.5","50","-0.04","185","42","87","22.7","47.03","13.18","3","1","88","24","44","27.27","50","9.82","47","17","28","36.17","36.17","9.27","68","17","30","25","25","17.62",
"Butler, John","15","0","2","0","13.33","-15","25","1","5","4","20","-14","926","99","251","10.69","27.11","-183.64","9","17","485","48","123","9.9","25.36","-152.85","101","32","70","31.68","31.68","-3.33","730","82","207","11.23","11.23","-135.95",
"Camacho, Miss J A","2","1","1","50","50","8","8","2","3","25","37.5","9","575","73","178","12.7","30.96","-29.19","6","2","296","44","93","14.86","31.42","59.99","72","16","31","22.22","22.22","-16.51","447","55","143","12.3","12.3","-50.77",
"Candlish, Jennie","8","0","3","0","37.5","-8","9","1","4","11.11","44.44","-7.75","509","49","155","9.63","30.45","-154.98","13","9","248","27","75","10.89","30.24","-25.11","70","15","40","21.43","21.43","-38.94","416","39","130","9.38","9.38","-91.13",
"Candy, H","3","0","1","0","33.33","-3","6","1","3","16.67","50","-3","283","34","77","12.01","27.21","-70.79","10","5","138","18","39","13.04","28.26","-6.88","30","14","20","46.67","46.67","10.71","152","20","48","13.16","13.16","-54.04",
"Carr, Mrs R A","9","0","0","0","0","-9","22","0","1","0","4.55","-22","762","67","187","8.79","24.54","-130.24","15","24","398","49","120","12.31","30.15","-5.4","50","17","27","34","34","9.43","709","63","176","8.89","8.89","-104.57",
"Carroll, A W","32","3","5","9.38","15.63","1.75","48","5","12","10.42","25","-6.65","1990","174","528","8.74","26.53","-506.07","2","11","983","86","250","8.75","25.43","-283.02","143","44","87","30.77","30.77","-10.73","1667","156","471","9.36","9.36","-376.53",
"Channon, Jack","10","1","4","10","40","31","19","1","5","5.26","26.32","22","146","19","61","13.01","41.78","-7.45","1","1","146","19","61","13.01","41.78","-7.45","30","10","20","33.33","33.33","-4.78","99","10","39","10.1","10.1","-62.66",
"Charlton, Roger/Harry","10","4","4","40","40","0.4","19","4","6","21.05","31.58","-8.6","620","106","232","17.1","37.42","-129.46","3","2","270","41","100","15.19","37.04","-94.48","137","54","89","39.42","39.42","-6.16","342","64","130","18.71","18.71","-53.34",
"Clover, Tom","5","1","2","20","40","0.5","12","2","6","16.67","50","4.5","420","49","138","11.67","32.86","-157.3","7","4","179","18","60","10.06","33.52","-83.16","75","24","45","32","32","-13.88","254","22","72","8.66","8.66","-136.04",
"Corbett, Mrs Susan","5","1","2","20","40","-0.5","10","2","4","20","40","-1","224","22","57","9.82","25.45","-46.29","1","1","118","11","27","9.32","22.88","-26.54","14","5","7","35.71","35.71","2.46","160","21","50","13.13","13.13","14.46",
"Coulson, Jake Thomas","1","0","0","0","0","-1","2","0","0","0","0","-2","131","7","21","5.34","16.03","5","66","16","68","2","6","2.94","8.82","-44","3","1","2","33.33","33.33","-0.5","88","4","13","4.55","4.55","15.5",
"Cowell, R M H","8","0","0","0","0","-8","14","1","3","7.14","21.43","-10","557","44","140","7.9","25.13","-86.48","12","12","249","20","68","8.03","27.31","-49.29","31","9","15","29.03","29.03","-0.06","427","37","112","8.67","8.67","-34.73",
"Cox, C G","8","1","2","12.5","25","-3.5","28","2","9","7.14","32.14","-21.59","977","143","351","14.64","35.93","-169.99","5","4","475","56","159","11.79","33.47","-140.62","151","67","102","44.37","44.37","41.8","564","81","200","14.36","14.36","-106.78",
"Crawley, Matt","0","0","0","0","0","0","1","0","0","0","0","-1","68","4","18","5.88","26.47","-30.75","49","5","44","2","13","4.55","29.55","-15","6","0","1","0","0","-6","39","3","11","7.69","7.69","-5.5",
"Crisford, Simon","16","1","5","6.25","31.25","-13.12","34","4","13","11.76","38.24","-17.98","718","152","332","21.17","46.24","-96.74","6","8","345","79","166","22.9","48.12","-18.38","168","75","115","44.64","44.64","8.19","309","63","124","20.39","20.39","-25.57",
"Cunha, Dylan","4","2","2","50","50","3.63","5","3","3","60","60","28.63","60","9","19","15","31.67","-0.74","4","2","54","9","17","16.67","31.48","5.26","13","4","4","30.77","30.77","-1.74","46","7","14","15.22","15.22","7.88",
"Dalgleish, Keith","9","3","3","33.33","33.33","5.25","18","5","6","27.78","33.33","10.75","1166","131","357","11.23","30.62","-264.34","5","3","476","49","148","10.29","31.09","-100.38","144","42","94","29.17","29.17","-21.9","987","109","307","11.04","11.04","-296.59",
"Davis, D J S Ffrench","9","0","0","0","0","-9","16","2","2","12.5","12.5","-9.5","250","26","71","10.4","28.4","-73.11","10","14","150","22","46","14.67","30.67","-14.11","20","6","17","30","30","-6.19","157","14","49","8.92","8.92","-47.17",
"Dixon, Scott","5","0","0","0","0","-5","10","1","1","10","10","5","858","58","179","6.76","20.86","-208.12","8","6","449","33","101","7.35","22.49","-70.62","35","2","11","5.71","5.71","-27.5","791","51","162","6.45","6.45","-212.75",
"Dods, M","17","1","4","5.88","23.53","-12","26","2","5","7.69","19.23","-17.75","1062","115","340","10.83","32.02","-189.77","5","10","533","59","172","11.07","32.27","-141.87","127","38","79","29.92","29.92","-2.43","818","87","259","10.64","10.64","-135.03",
"Dunlop, E A L","17","1","5","5.88","29.41","-11.5","29","4","9","13.79","31.03","-1.5","890","105","278","11.8","31.24","-222.61","7","15","469","57","151","12.15","32.2","-134.67","99","31","59","31.31","31.31","-8.48","606","83","215","13.7","13.7","-86.12",
