trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Aherne, Sean","1","1","1","100","100","20","2","1","1","50","50","19","147","10","29","6.8","19.73","8.5","1","1","87","6","13","6.9","14.94","-18.5","6","0","2","0","0","-6","98","8","26","8.16","8.16","23.5",
"Allwood, S","0","0","0","0","0","0","7","1","1","14.29","14.29","0","145","4","19","2.76","13.1","-127","9","2","80","1","10","1.25","12.5","-73","5","1","2","20","20","-1.75","102","4","19","3.92","3.92","-84",
"Appleby, M","13","2","5","15.38","38.46","-2.75","27","5","11","18.52","40.74","4.08","1765","214","561","12.12","31.78","-391.52","2","2","872","109","277","12.5","31.77","-147.89","281","77","155","27.4","27.4","-59.92","1497","177","476","11.82","11.82","-330.91",
"Atkinson, P G","0","0","0","0","0","0","1","0","0","0","0","-1","31","8","14","25.81","45.16","15.33","53","4","15","6","9","40","60","23.5","2","1","2","50","50","1.5","26","7","12","26.92","26.92","16.83",
"Barnes, M A","0","0","0","0","0","0","1","0","0","0","0","-1","216","13","33","6.02","15.28","-134.49","187","39","105","6","18","5.71","17.14","-67.74","4","1","1","25","25","-1.62","124","11","23","8.87","8.87","-53.24",
"Barron, T D","0","0","0","0","0","0","2","0","0","0","0","-2","466","60","158","12.88","33.91","-68.5","69","10","242","25","76","10.33","31.4","-71.58","69","16","41","23.19","23.19","-17.32","378","50","134","13.23","13.23","-37.46",
"Boanas, Miss G","2","0","0","0","0","-2","8","0","1","0","12.5","-8","255","21","66","8.24","25.88","-82.5","100","36","108","8","25","7.41","23.15","-46.29","17","6","13","35.29","35.29","4.09","196","20","58","10.2","10.2","-27.25",
"Bolger, E","0","0","0","0","0","0","0","0","0","0","0","0","172","22","49","12.79","28.49","-60.31","32","5","78","12","27","15.38","34.62","-27.54","30","11","18","36.67","36.67","5.36","91","11","27","12.09","12.09","-47.46",
"Botti, M","7","1","2","14.29","28.57","4","18","1","7","5.56","38.89","-7","797","94","248","11.79","31.12","28.71","6","3","396","41","119","10.35","30.05","-53.17","84","13","35","15.48","15.48","-44.16","497","63","151","12.68","12.68","42.17",
"Boughey, George","6","1","2","16.67","33.33","-2.87","17","5","7","29.41","41.18","8.46","1479","241","549","16.29","37.12","-347.1","5","4","694","105","242","15.13","34.87","-162.95","300","122","206","40.67","40.67","-1.13","825","145","325","17.58","17.58","-76.42",
"Brassil, Martin","7","1","4","14.29","57.14","4","8","1","4","12.5","50","3","191","19","57","9.95","29.84","-42.29","2","4","100","12","31","12","31","-9.79","14","6","8","42.86","42.86","2.38","78","6","22","7.69","7.69","-21",
