trainer,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Ferguson, James","0","0","0","0","0","0","1","0","0","0","0","-1","10","2","4","20","40","0.88","15","3","6","20","40","-2.02","507","65","171","12.82","33.73","-140.82","5","5","248","33","82","13.31","33.06","-34.95","85","31","54","36.47","36.47","2.72","260","40","99","15.38","15.38","1.73",
"Foy, Kevin","0","0","0","0","0","0","3","0","0","0","0","-3","8","0","2","0","25","-8","16","0","3","0","18.75","-16","801","96","266","11.99","33.21","-226.76","26","31","345","31","96","8.99","27.83","-187.82","124","38","74","30.65","30.65","-19.05","517","69","181","13.35","13.35","-97.9",
"Freire, Raphael","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","1","0","33.33","-3","6","1","3","16.67","50","2","29","3","9","10.34","31.03","-10.75","13","6","29","3","9","10.34","31.03","-10.75","4","1","2","25","25","-0.75","4","0","2","0","0","-4",
"Frost, Kevin","0","0","0","0","0","0","1","0","0","0","0","-1","9","1","1","11.11","11.11","14","16","1","2","6.25","12.5","7","602","41","136","6.81","22.59","-255.35","7","8","341","21","79","6.16","23.17","-168.84","57","13","30","22.81","22.81","-11.26","502","38","125","7.57","7.57","-205.35",
"Goldie, J S","4","1","2","25","50","1.5","4","1","2","25","50","1.5","10","1","4","10","40","-4.5","20","2","6","10","30","-9","1231","142","357","11.54","29","-346.94","1","3","574","74","173","12.89","30.14","-85.36","165","55","103","33.33","33.33","11.91","1128","135","343","11.97","11.97","-287.54",
"Gosden, John and Thady","0","0","0","0","0","0","1","0","0","0","0","-1","11","0","2","0","18.18","-11","28","4","10","14.29","35.71","-18.12","1201","249","527","20.73","43.88","-140.28","8","17","609","120","279","19.7","45.81","-88.94","305","123","202","40.33","40.33","-32.78","295","52","112","17.63","17.63","-53.95",
"Greatrex, W J","0","0","0","0","0","0","2","0","0","0","0","-2","4","1","2","25","50","-1.5","7","1","3","14.29","42.86","-4.5","420","54","150","12.86","35.71","44.75","7","4","225","30","84","13.33","37.33","107.41","58","19","36","32.76","32.76","-2.83","237","41","90","17.3","17.3","-22.83",
"Haggas, W J","1","0","0","0","0","-1","3","0","1","0","33.33","-3","25","5","8","20","32","36","51","9","16","17.65","31.37","23.35","1361","276","594","20.28","43.64","-110.67","5","6","699","131","287","18.74","41.06","-38.47","405","148","261","36.54","36.54","-54.05","547","111","236","20.29","20.29","-23.35",
"Hamilton, Mrs A C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","108","11","25","10.19","23.15","-12.75","174","16","49","4","11","8.16","22.45","-13.5","4","2","2","50","50","2.75","92","9","20","9.78","9.78","-3.75",
"Hammond, Micky","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","1","0","33.33","-3","928","74","213","7.97","22.95","-274.36","37","23","464","44","121","9.48","26.08","-121.72","44","12","28","27.27","27.27","-10.22","772","67","179","8.68","8.68","-214.02",
"Hannon (Jnr), Richard","1","0","0","0","0","-1","2","0","0","0","0","-2","30","2","5","6.67","16.67","-2","68","7","14","10.29","20.59","-12.91","1915","200","599","10.44","31.28","-425.12","7","24","909","88","263","9.68","28.93","-254.05","196","53","117","27.04","27.04","-51.93","1080","116","348","10.74","10.74","-99.77",
"Harker, G A","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","7","0","1","0","14.29","-7","126","13","33","10.32","26.19","9.63","69","27","78","7","17","8.97","21.79","-16.87","7","2","3","28.57","28.57","0.13","118","12","31","10.17","10.17","6.63",
"Haslam, B M R","2","0","0","0","0","-2","4","0","0","0","0","-4","4","0","0","0","0","-4","6","0","0","0","0","-6","491","58","133","11.81","27.09","-139.4","19","18","236","27","63","11.44","26.69","-76.29","66","22","41","33.33","33.33","3.34","444","52","118","11.71","11.71","-111.5",
"Herrington,M ","0","0","0","0","0","0","2","0","0","0","0","-2","6","2","2","33.33","33.33","16","8","3","3","37.5","37.5","22","440","53","144","12.05","32.73","-14.63","5","3","226","30","72","13.27","31.86","46.41","44","20","30","45.45","45.45","19.21","407","53","139","13.02","13.02","18.37",
"Hills, Charles","0","0","0","0","0","0","0","0","0","0","0","0","12","1","3","8.33","25","-9","24","2","8","8.33","33.33","-14.5","759","98","225","12.91","29.64","22.65","5","3","330","34","92","10.3","27.88","-65.4","98","30","55","30.61","30.61","-15.7","378","50","117","13.23","13.23","20.65",
"Horton, James","0","0","0","0","0","0","1","1","1","100","100","2.25","4","1","1","25","25","-0.75","8","1","2","12.5","25","-4.75","191","19","56","9.95","29.32","-105.04","3","1","77","8","17","10.39","22.08","-40.62","21","5","12","23.81","23.81","-6.99","102","11","27","10.78","10.78","-47.87",
"Houghton, Eve Johnson","1","0","1","0","100","-1","3","1","2","33.33","66.67","6.5","10","1","5","10","50","-0.5","30","2","11","6.67","36.67","-16","833","101","281","12.12","33.73","-119.48","3","3","468","58","148","12.39","31.62","-55.43","103","30","61","29.13","29.13","-16.07","510","64","168","12.55","12.55","-54.24",
"Hughes, Richard","4","0","1","0","25","-4","9","1","2","11.11","22.22","-7.83","15","2","4","13.33","26.67","-12.43","31","3","10","9.68","32.26","-24.1","771","112","297","14.53","38.52","-136.05","2","6","373","59","139","15.82","37.27","-59.14","128","41","90","32.03","32.03","-21.71","482","72","194","14.94","14.94","-112.86",
"Jackson, Miss T","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","4","0","1","0","25","-4","117","9","27","7.69","23.08","-31.12","27","7","53","5","16","9.43","30.19","-23.12","9","3","4","33.33","33.33","0.88","98","9","26","9.18","9.18","-12.12",
"Jardine, I","2","0","1","0","50","-2","6","0","3","0","50","-6","11","0","3","0","27.27","-11","28","1","10","3.57","35.71","-25.62","1358","153","398","11.27","29.31","-243.96","8","13","661","67","178","10.14","26.93","-105.85","164","49","101","29.88","29.88","-11.03","1102","137","336","12.43","12.43","-77.21",
"Johnson, B R","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","240","10","55","4.17","22.92","-177.67","28","4","99","3","20","3.03","20.2","-80.67","19","0","9","0","0","-19","217","9","50","4.15","4.15","-159.67",
"Johnston, Charlie","5","0","0","0","0","-5","9","0","0","0","0","-9","24","1","6","4.17","25","-21.37","53","6","17","11.32","32.08","-20.79","2138","264","641","12.35","29.98","-495.36","5","13","1217","139","372","11.42","30.57","-301.89","275","78","149","28.36","28.36","-61.83","1545","187","451","12.1","12.1","-399.4",
"Jones, Jack","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","9","1","1","11.11","11.11","-5.5","365","48","125","13.15","34.25","-106.56","8","4","268","30","88","11.19","32.84","-126.12","55","21","32","38.18","38.18","1.03","250","35","96","14","14","-65.42",
"Keatley, Adrian Paul","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","50","50","1.5","4","2","2","50","50","3.25","463","62","158","13.39","34.13","-103.22","5","1","226","29","70","12.83","30.97","-73.57","54","25","38","46.3","46.3","24.28","344","42","112","12.21","12.21","-81.5",
"Kent, T J","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","100","-2","4","0","3","0","75","-4","172","18","60","10.47","34.88","-61.51","35","12","96","12","36","12.5","37.5","-19.34","17","4","10","23.53","23.53","0.33","146","17","52","11.64","11.64","-39.84",
"Kirby, P A","0","0","0","0","0","0","2","0","0","0","0","-2","4","0","0","0","0","-4","13","0","0","0","0","-13","912","73","209","8","22.92","-365.4","26","30","488","39","106","7.99","21.72","-267.52","85","26","57","30.59","30.59","-18.64","745","59","176","7.92","7.92","-363.06",
"Kittow, W S","0","0","0","0","0","0","3","2","2","66.67","66.67","14.75","7","2","3","28.57","42.86","10.75","12","4","6","33.33","50","21.25","243","30","83","12.35","34.16","13.87","2","1","135","20","51","14.81","37.78","12.49","30","8","15","26.67","26.67","-4.13","202","27","71","13.37","13.37","43.99",
"Knight, W J","2","0","0","0","0","-2","4","2","2","50","50","7","9","2","4","22.22","44.44","2","13","3","6","23.08","46.15","6.5","422","51","138","12.09","32.7","-92.25","2","3","233","39","88","16.74","37.77","18.25","59","14","33","23.73","23.73","-13.74","285","44","105","15.44","15.44","-19.75",
"Kubler, Daniel","0","0","0","0","0","0","2","0","1","0","50","-2","5","0","1","0","20","-5","15","1","7","6.67","46.67","-10","409","67","158","16.38","38.63","59.02","12","10","244","42","94","17.21","38.52","71.51","66","19","37","28.79","28.79","-5.69","298","50","120","16.78","16.78","2.02",
"Lavelle, Miss E C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","2","20","40","2","596","76","212","12.75","35.57","-174.49","13","4","317","41","124","12.93","39.12","-67.69","80","23","45","28.75","28.75","-24.03","391","47","133","12.02","12.02","-139.4",
"Lidster, Craig","1","0","0","0","0","-1","5","0","4","0","80","-5","14","0","5","0","35.71","-14","23","1","8","4.35","34.78","-4","579","53","160","9.15","27.63","-58.11","12","20","361","29","99","8.03","27.42","-14.5","39","8","20","20.51","20.51","-19.11","361","36","107","9.97","9.97","17.29",
"Longsdon, C E","3","0","2","0","66.67","-3","3","0","2","0","66.67","-3","5","1","3","20","60","0","8","1","4","12.5","50","-3","535","60","166","11.21","31.03","-244.88","4","4","253","18","68","7.11","26.88","-154.71","74","20","35","27.03","27.03","-25.08","366","35","100","9.56","9.56","-170.08",
"Loughnane, David","1","0","0","0","0","-1","3","0","0","0","0","-3","7","0","0","0","0","-7","10","0","0","0","0","-10","597","47","134","7.87","22.45","-194.97","19","13","299","18","54","6.02","18.06","-124.92","44","14","26","31.82","31.82","0.53","405","40","105","9.88","9.88","-75.47",
"Main, Mrs H S","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","7","0","2","0","28.57","-7","337","33","94","9.79","27.89","26.86","17","8","151","10","35","6.62","23.18","-101.26","37","10","23","27.03","27.03","-5.64","267","28","82","10.49","10.49","-80.39",
"Makin, Phillip","0","0","0","0","0","0","3","0","0","0","0","-3","5","0","1","0","20","-5","8","1","2","12.5","25","1","234","14","55","5.98","23.5","-146.37","13","8","103","5","23","4.85","22.33","-73.75","21","5","15","23.81","23.81","-4.87","165","11","45","6.67","6.67","-110.87",
"Meehan, B J","0","0","0","0","0","0","0","0","0","0","0","0","5","1","2","20","40","-1","11","1","2","9.09","18.18","-7","240","22","65","9.17","27.08","104.38","5","2","120","13","29","10.83","24.17","124","13","2","4","15.38","15.38","-5.75","98","7","25","7.14","7.14","-52.37",
"Menuisier, David","0","0","0","0","0","0","1","0","1","0","100","-1","6","1","3","16.67","50","-2","11","3","6","27.27","54.55","-0.37","343","38","96","11.08","27.99","-95.23","5","4","184","28","67","15.22","36.41","-33.79","35","13","23","37.14","37.14","0.11","202","25","63","12.38","12.38","-49.7",
"Menzies, Rebecca","0","0","0","0","0","0","7","0","1","0","14.29","-7","10","0","1","0","10","-10","18","1","3","5.56","16.67","-3","1152","120","337","10.42","29.25","-310.03","8","12","581","59","165","10.15","28.4","-174.1","126","42","70","33.33","33.33","-3.57","894","102","275","11.41","11.41","-183.62",
"Moore, Gary and Josh","1","0","0","0","0","-1","8","0","1","0","12.5","-8","13","0","2","0","15.38","-13","28","2","6","7.14","21.43","-23.12","1542","224","486","14.53","31.52","-255.78","8","14","774","86","207","11.11","26.74","-272.87","265","112","170","42.26","42.26","28.02","1124","152","342","13.52","13.52","-233.96",
"Morrison, H","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","10","1","3","10","30","-4.5","590","63","180","10.68","30.51","-193.21","12","6","294","32","97","10.88","32.99","-122.99","82","21","45","25.61","25.61","-24.7","380","36","118","9.47","9.47","-169.03",
"Newland, Dr R D P","1","0","0","0","0","-1","3","0","0","0","0","-3","6","0","2","0","33.33","-6","13","0","3","0","23.08","-13","717","91","231","12.69","32.22","-57.44","22","25","386","51","129","13.21","33.42","6.24","82","20","54","24.39","24.39","-23.89","530","65","165","12.26","12.26","-64.14",
"OBrien, A P","1","0","0","0","0","-1","6","1","2","16.67","33.33","-4.09","11","2","4","18.18","36.36","-7.84","26","6","12","23.08","46.15","-15.68","1170","274","550","23.42","47.01","-159.44","2","5","601","141","286","23.46","47.59","-93.92","382","167","271","43.72","43.72","-17.94","112","14","41","12.5","12.5","-52.33",
"OMeara, D","0","0","0","0","0","0","6","1","5","16.67","83.33","-3.12","24","6","12","25","50","7.71","38","9","18","23.68","47.37","26.21","1880","227","582","12.07","30.96","-239.25","2","3","960","130","326","13.54","33.96","-110.37","225","75","124","33.33","33.33","33","1526","192","489","12.58","12.58","-112.86",
"Oshea, J G M","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","-5","9","1","1","11.11","11.11","-4.5","338","24","76","7.1","22.49","-83.75","9","7","166","16","41","9.64","24.7","-6.75","25","4","9","16","16","-10.5","269","20","64","7.43","7.43","-35.5",
