trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Appleby, M","19","3","9","15.79","47.37","-2.5","40","6","19","15","47.5","-1.06","1985","236","591","11.89","29.77","-159.02","1","4","923","124","290","13.43","31.42","-76.05","262","77","152","29.39","29.39","-27.22","1716","204","528","11.89","11.89","-153.16",
"Attwater, M J","6","0","0","0","0","-6","12","1","3","8.33","25","-9.12","640","33","127","5.16","19.84","-277.01","9","9","323","19","72","5.88","22.29","-134.92","21","7","14","33.33","33.33","0.86","514","29","108","5.64","5.64","-210.92",
"Bailey, K C","2","0","0","0","0","-2","3","0","0","0","0","-3","606","95","213","15.68","35.15","-120.4","31","6","260","35","95","13.46","36.54","-54.74","113","40","70","35.4","35.4","-7.98","338","40","100","11.83","11.83","-100.98",
"Balding, A M","31","3","9","9.68","29.03","-22.38","65","7","18","10.77","27.69","-37.58","1896","290","692","15.3","36.5","-78.64","2","7","958","133","340","13.88","35.49","-144.74","311","95","187","30.55","30.55","-66.22","893","134","313","15.01","15.01","-99.68",
"Barclay, Stella","8","0","0","0","0","-8","14","0","2","0","14.29","-14","425","26","83","6.12","19.53","-101.88","29","21","209","13","39","6.22","18.66","21.54","16","6","9","37.5","37.5","2.37","342","23","71","6.73","6.73","-31.38",
"Barfoot-Saunt, Mrs Tracey","0","0","0","0","0","0","0","0","0","0","0","0","31","0","0","0","0","-31","766","35","6","0","0","0","0","-6","0","0","0","0","0","0","9","0","0","0","0","-9",
"Barr, Brian","0","0","0","0","0","0","3","0","0","0","0","-3","203","12","36","5.91","17.73","-120.25","101","17","84","3","15","3.57","17.86","-56.5","6","2","3","33.33","33.33","0.25","140","8","24","5.71","5.71","-76.25",
"Bell, M L W","10","0","1","0","10","-10","20","0","3","0","15","-20","682","91","214","13.34","31.38","-199.88","20","29","327","37","101","11.31","30.89","-169.83","109","33","56","30.28","30.28","-21.37","402","53","126","13.18","13.18","-111.94",
"Berry, John","3","0","0","0","0","-3","6","0","0","0","0","-6","166","8","38","4.82","22.89","-99.12","47","17","95","5","20","5.26","21.05","-51.62","11","2","6","18.18","18.18","-4.62","128","8","32","6.25","6.25","-61.12",
"Best, Suzi","0","0","0","0","0","0","0","0","0","0","0","0","106","8","26","7.55","24.53","-66.46","197","19","43","3","10","6.98","23.26","-31.25","6","2","3","33.33","33.33","-0.12","76","5","18","6.58","6.58","-53.62",
"Bethell, Ed","4","1","2","25","50","-2","13","2","5","15.38","38.46","15","279","38","103","13.62","36.92","-21.26","1","1","177","20","60","11.3","33.9","-24.8","47","9","25","19.15","19.15","-25.34","171","26","61","15.2","15.2","21.05",
"Botti, M","11","0","1","0","9.09","-11","24","1","4","4.17","16.67","-11","820","98","258","11.95","31.46","-14.34","11","17","397","53","127","13.35","31.99","102.69","108","28","54","25.93","25.93","-27.97","521","69","159","13.24","13.24","-26.34",
"Boughey, George","15","5","9","33.33","60","14.3","33","7","14","21.21","42.42","3.3","1006","173","386","17.2","38.37","-220.77","3","8","652","102","240","15.64","36.81","-223.11","232","96","158","41.38","41.38","11.07","538","92","207","17.1","17.1","-93.27",
"Boyle, J R","8","0","0","0","0","-8","18","0","2","0","11.11","-18","426","44","105","10.33","24.65","-170.18","17","20","225","17","48","7.56","21.33","-118.08","45","15","25","33.33","33.33","3.78","344","38","91","11.05","11.05","-117.34",
"Bridger, J J","4","1","1","25","25","9","6","1","1","16.67","16.67","7","330","20","55","6.06","16.67","24.09","4","3","128","2","17","1.56","13.28","-98","14","3","6","21.43","21.43","-3.54","259","18","52","6.95","6.95","-61.91",
"Brisland, Robyn","8","0","1","0","12.5","-8","11","1","4","9.09","36.36","-9.09","750","55","159","7.33","21.2","-320.51","14","11","315","23","66","7.3","20.95","-161.07","46","15","21","32.61","32.61","-5.83","566","44","122","7.77","7.77","-240.76",
"Brittain, Antony","7","0","1","0","14.29","-7","10","0","1","0","10","-10","772","63","217","8.16","28.11","-266.06","18","15","313","25","79","7.99","25.24","-126.77","51","16","27","31.37","31.37","9.06","694","57","203","8.21","8.21","-274.94",
"Brooke, Daniel","1","0","0","0","0","-1","2","0","1","0","50","-2","212","9","37","4.25","17.45","-106.5","80","26","115","3","21","2.61","18.26","-91","4","0","1","0","0","-4","173","9","31","5.2","5.2","-67.5",
"Burke, K R","18","2","7","11.11","38.89","-6.5","44","5","14","11.36","31.82","0.25","1557","209","538","13.42","34.55","-175.13","3","5","795","119","287","14.97","36.1","-65.83","214","77","136","35.98","35.98","14.91","833","99","269","11.88","11.88","-55.99",
"Camacho, Miss J A","9","1","2","11.11","22.22","0","20","3","4","15","20","1.83","548","62","164","11.31","29.93","-129.86","4","8","294","41","88","13.95","29.93","-2.52","72","16","35","22.22","22.22","-19.23","416","50","128","12.02","12.02","-82.61",
"Candy, H","7","1","1","14.29","14.29","-4.5","10","1","1","10","10","-7.5","321","31","87","9.66","27.1","-135.16","6","6","133","14","33","10.53","24.81","-76.29","43","15","26","34.88","34.88","-1.66","187","18","52","9.63","9.63","-88.04",
"Carr, Mrs R A","9","1","2","11.11","22.22","-2.5","11","1","2","9.09","18.18","-4.5","773","46","153","5.95","19.79","-264.51","5","7","374","21","68","5.61","18.18","-132.09","34","5","15","14.71","14.71","-13.84","717","42","142","5.86","5.86","-235.84",
"Carroll, A W","12","1","6","8.33","50","29","35","3","11","8.57","31.43","22.25","1956","180","522","9.2","26.69","-459.67","6","11","944","83","259","8.79","27.44","-148.36","146","42","84","28.77","28.77","-10.45","1672","161","468","9.63","9.63","-355.39",
"Chamings, P R","4","0","1","0","25","-4","10","0","1","0","10","-10","318","24","83","7.55","26.1","-12","27","18","145","11","34","7.59","23.45","-55","21","2","9","9.52","9.52","-12.5","283","23","78","8.13","8.13","15",
"Channon, M R","21","2","4","9.52","19.05","-5.25","35","4","8","11.43","22.86","-12.29","1039","91","290","8.76","27.91","-398.67","1","5","449","36","127","8.02","28.29","-216.46","106","26","54","24.53","24.53","-22.46","680","64","199","9.41","9.41","-222.61",
"Chapman, Ryan","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","-21","9999","9999","10","0","0","0","0","-10","0","0","0","0","0","0","14","0","0","0","0","-14",
"Coakley, D J","2","0","0","0","0","-2","5","0","0","0","0","-5","206","26","69","12.62","33.5","2.04","41","13","81","10","20","12.35","24.69","16.84","29","7","18","24.14","24.14","-7.29","153","24","60","15.69","15.69","48.04",
"Cole, P F I","7","1","5","14.29","71.43","-0.5","11","1","5","9.09","45.45","-4.5","330","41","116","12.42","35.15","-39.48","3","5","131","21","59","16.03","45.04","12.82","44","10","28","22.73","22.73","-10.22","199","27","67","13.57","13.57","12.08",
"Coltherd, W S","0","0","0","0","0","0","1","0","0","0","0","-1","299","36","92","12.04","30.77","-55.7","87","7","140","22","50","15.71","35.71","-49.2","43","17","29","39.53","39.53","14.55","233","35","84","15.02","15.02","7.05",
"Corbett, Mrs Susan","0","0","0","0","0","0","1","0","0","0","0","-1","209","19","52","9.09","24.88","15.08","84","5","95","11","30","11.58","31.58","-8.75","16","5","8","31.25","31.25","0.75","148","18","43","12.16","12.16","57.08",
"Cowell, R M H","14","1","4","7.14","28.57","-9.67","18","1","6","5.56","33.33","-13.67","622","61","159","9.81","25.56","-93.92","3","6","311","23","67","7.4","21.54","-15.34","53","19","33","35.85","35.85","7.96","446","48","116","10.76","10.76","10.11",
"Cox, C G","12","2","4","16.67","33.33","-1.5","28","4","11","14.29","39.29","-6","930","135","315","14.52","33.87","-135.29","3","4","481","73","174","15.18","36.17","-37.98","145","62","96","42.76","42.76","32.96","520","72","174","13.85","13.85","-74.58",
"Coyle, Tony","1","0","0","0","0","-1","3","0","0","0","0","-3","190","12","50","6.32","26.32","-59.12","74","17","90","9","28","10","31.11","-0.87","24","5","15","20.83","20.83","-8.12","137","11","42","8.03","8.03","-8.37",
"Craggs, R","0","0","0","0","0","0","0","0","0","0","0","0","74","9","29","12.16","39.19","16.33","67","3","30","5","12","16.67","40","27.33","7","2","6","28.57","28.57","-3.17","67","9","29","13.43","13.43","23.33",
"Crisford, Simon","12","5","9","41.67","75","7.33","23","9","15","39.13","65.22","9.27","769","150","339","19.51","44.08","-155.55","2","1","356","72","161","20.22","45.22","-80.66","190","73","123","38.42","38.42","-18.55","326","61","127","18.71","18.71","-75.79",
