trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Aherne, Sean","5","1","1","20","20","4","8","1","1","12.5","12.5","1","152","11","26","7.24","17.11","-3","2","1","94","5","14","5.32","14.89","-34.5","4","0","0","0","0","-4","97","9","23","9.28","9.28","38",
"Allwood, S","0","0","0","0","0","0","5","0","0","0","0","-5","156","2","23","1.28","14.74","-146.25","151","48","84","1","14","1.19","16.67","-77","4","0","2","0","0","-4","104","2","21","1.92","1.92","-94.25",
"Appleby, Charlie","7","2","5","28.57","71.43","0.25","23","5","9","21.74","39.13","7.25","823","239","429","29.04","52.13","-41.51","1","2","360","101","176","28.06","48.89","-37.54","390","167","259","42.82","42.82","-29.21","187","46","84","24.6","24.6","18.8",
"Appleby, M","10","1","3","10","30","-8.43","24","2","7","8.33","29.17","-18.1","1781","202","570","11.34","32","-443.54","2","1","874","98","275","11.21","31.46","-203.8","274","75","147","27.37","27.37","-57.78","1527","162","480","10.61","10.61","-399.8",
"Armson, R J","0","0","0","0","0","0","2","0","1","0","50","-2","20","2","7","10","35","-9","38","4","12","1","3","8.33","25","-6.5","3","0","3","0","0","-3","16","2","7","12.5","12.5","-5",
"Attwater, M J","6","0","0","0","0","-6","9","0","2","0","22.22","-9","602","42","133","6.98","22.09","-291.12","64","34","289","20","64","6.92","22.15","-165.38","34","9","18","26.47","26.47","-8.66","505","36","109","7.13","7.13","-225.17",
"Baker, George","5","0","1","0","20","-5","6","0","1","0","16.67","-6","373","33","106","8.85","28.42","-122.38","42","17","169","16","58","9.47","34.32","-37.76","47","9","18","19.15","19.15","-21.13","309","33","96","10.68","10.68","-58.38",
"Balding, A M","27","6","11","22.22","40.74","20.21","63","11","26","17.46","41.27","33.71","1930","293","715","15.18","37.05","-300.7","2","8","1011","149","395","14.74","39.07","-164.99","348","117","219","33.62","33.62","-35.67","844","128","282","15.17","15.17","-77.62",
"Barclay, Stella","6","0","2","0","33.33","-6","8","0","2","0","25","-8","565","41","136","7.26","24.07","-71.2","38","30","265","22","68","8.3","25.66","-57.81","31","7","16","22.58","22.58","-9.53","469","37","117","7.89","7.89","-3.28",
"Barcoe, James M","5","0","2","0","40","-5","6","1","3","16.67","50","-1.67","202","7","37","3.47","18.32","-84.67","11","6","118","3","20","2.54","16.95","-72.17","5","0","1","0","0","-5","141","6","30","4.26","4.26","-32.17",
"Barnes, M A","3","0","0","0","0","-3","9","0","3","0","33.33","-9","190","11","32","5.79","16.84","-128.74","329","64","86","2","13","2.33","15.12","-76.12","4","1","1","25","25","-1.62","104","9","20","8.65","8.65","-53.49",
"Barron, T D","6","1","2","16.67","33.33","0.5","15","2","3","13.33","20","-6.12","472","54","141","11.44","29.87","-135.6","7","6","239","28","67","11.72","28.03","-27.8","59","17","35","28.81","28.81","-5.59","381","45","119","11.81","11.81","-79.06",
"Barry, Michael","1","0","0","0","0","-1","1","0","0","0","0","-1","34","0","10","0","29.41","-34","1363","44","21","0","9","0","42.86","-21","4","0","4","0","0","-4","14","0","6","0","0","-14",
"Beamish, J","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","-4","3363","35","2","0","0","0","0","-2","0","0","0","0","0","0","2","0","0","0","0","-2",
"Beckett, R M","26","6","10","23.08","38.46","-2","41","9","16","21.95","39.02","-4.92","1252","228","504","18.21","40.26","-202.63","1","5","645","128","275","19.84","42.64","-100.19","294","108","190","36.73","36.73","-11.24","525","100","196","19.05","19.05","-68.31",
