trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allen, C N","2","0","0","0","0","-2","3","0","0","0","0","-3","214","22","65","10.28","30.37","-42.79","47","17","118","9","34","7.63","28.81","-34.87","23","5","9","21.74","21.74","-6.62","168","20","54","11.9","11.9","-30.29",
"Appleby, M","17","4","6","23.53","35.29","7","34","6","10","17.65","29.41","1.38","1831","231","568","12.62","31.02","-308.1","1","3","920","114","299","12.39","32.5","-181.94","282","89","165","31.56","31.56","-25.51","1576","195","491","12.37","12.37","-250.37",
"Attwater, M J","6","0","0","0","0","-6","13","0","1","0","7.69","-13","639","36","132","5.63","20.66","-285.04","36","28","307","18","58","5.86","18.89","-139.24","26","7","13","26.92","26.92","-5.75","526","31","107","5.89","5.89","-210.09",
"Baker, George","2","0","1","0","50","-2","10","0","2","0","20","-10","405","38","113","9.38","27.9","-175.33","28","15","185","16","53","8.65","28.65","-103.71","51","12","26","23.53","23.53","-15.21","326","34","97","10.43","10.43","-118.71",
"Balding, A M","14","2","8","14.29","57.14","-5.25","47","7","14","14.89","29.79","-10.17","1866","282","665","15.11","35.64","-274.86","1","1","899","136","308","15.13","34.26","-190.63","325","110","196","33.85","33.85","-35.79","835","125","282","14.97","14.97","-86.81",
"Barclay, Stella","11","1","3","9.09","27.27","-4","14","1","3","7.14","21.43","-7","530","37","110","6.98","20.75","22.12","4","4","321","23","75","7.17","23.36","11.58","28","7","15","25","25","-6.38","441","35","97","7.94","7.94","92.12",
"Barron, T D","11","1","1","9.09","9.09","1","16","1","3","6.25","18.75","-4","495","61","168","12.32","33.94","-101.63","4","6","241","24","77","9.96","31.95","-100.26","76","18","44","23.68","23.68","-13.7","400","51","143","12.75","12.75","-64.21",
"Beckett, R M","19","6","10","31.58","52.63","-1.84","42","9","17","21.43","40.48","-10.59","1145","185","431","16.16","37.64","-203.91","2","4","614","104","237","16.94","38.6","-98.72","228","81","139","35.53","35.53","-14.11","512","89","183","17.38","17.38","-83.79",
"Bell, M L W","12","0","3","0","25","-12","23","1","6","4.35","26.09","-20.62","685","81","224","11.82","32.7","-260.09","11","15","348","38","116","10.92","33.33","-136.36","109","34","55","31.19","31.19","-10.25","410","49","133","11.95","11.95","-154.01",
"Berry, John","1","0","0","0","0","-1","4","0","1","0","25","-4","174","12","51","6.9","29.31","-75.14","27","7","82","6","26","7.32","31.71","-30.52","16","5","9","31.25","31.25","-0.64","139","12","43","8.63","8.63","-40.14",
