trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Appleby, M","22","0","4","0","18.18","-22","31","2","9","6.45","29.03","-20.5","1843","232","568","12.59","30.82","-168.32","8","23","928","114","302","12.28","32.54","-175.28","276","89","165","32.25","32.25","-15.44","1589","201","500","12.65","12.65","-88.17",
"Baker, George","3","0","2","0","66.67","-3","7","0","3","0","42.86","-7","401","39","101","9.73","25.19","-75.74","85","24","207","13","45","6.28","21.74","-111.29","42","9","20","21.43","21.43","-14.37","310","33","85","10.65","10.65","-44.12",
"Balding, A M","20","6","7","30","35","9.93","38","10","15","26.32","39.47","3.94","1882","295","689","15.67","36.61","-116.38","2","5","951","145","343","15.25","36.07","-160.54","319","105","192","32.92","32.92","-40.93","851","129","305","15.16","15.16","-65.75",
"Barclay, Stella","6","0","1","0","16.67","-6","14","1","3","7.14","21.43","1","483","28","102","5.8","21.12","8.29","12","11","285","14","61","4.91","21.4","-23.59","24","6","13","25","25","-4.46","401","26","89","6.48","6.48","71.29",
"Barcoe, James M","0","0","0","0","0","0","0","0","0","0","0","0","166","11","32","6.63","19.28","-2.25","146","30","80","4","16","5","20","1.5","4","1","2","25","25","-0.25","119","9","27","7.56","7.56","-4.75",
"Barr, Brian","5","2","2","40","40","7.5","5","2","2","40","40","7.5","194","14","38","7.22","19.59","-90.25","4","2","81","5","17","6.17","20.99","-37.5","7","3","4","42.86","42.86","2.75","139","11","27","7.91","7.91","-47.25",
"Barrett, James M","1","0","0","0","0","-1","2","0","0","0","0","-2","148","7","22","4.73","14.86","-63.75","310","50","69","3","10","4.35","14.49","-39.5","7","1","3","14.29","14.29","-4.25","79","4","12","5.06","5.06","-39.25",
"Beckett, R M","3","1","3","33.33","100","7","6","1","3","16.67","50","4","1099","178","409","16.2","37.22","-157.33","5","2","597","93","216","15.58","36.18","-113.29","236","77","134","32.63","32.63","-21.78","520","82","177","15.77","15.77","-129.59",
"Bell, M L W","10","2","4","20","40","-1.92","17","4","8","23.53","47.06","6.58","681","96","225","14.1","33.04","-212.56","1","1","352","46","129","13.07","36.65","-147.99","114","39","61","34.21","34.21","-4.63","403","53","133","13.15","13.15","-151.44",
"Bolger, J S","11","1","2","9.09","18.18","-8.25","19","2","4","10.53","21.05","-14.05","748","60","163","8.02","21.79","-220.31","7","8","330","26","72","7.88","21.82","-94.56","46","16","26","34.78","34.78","0.56","320","22","74","6.88","6.88","-50.97",
"Botti, M","12","1","4","8.33","33.33","-5","16","2","5","12.5","31.25","-2","771","94","245","12.19","31.78","72.93","2","5","385","42","126","10.91","32.73","14.99","93","20","44","21.51","21.51","-34.28","498","66","159","13.25","13.25","-7.49",
