trainer,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Bethell, Ed","2","1","1","50","50","1.5","4","3","3","75","75","4.33","15","4","9","26.67","60","-0.67","25","7","14","28","56","0.18","514","92","213","17.9","41.44","-122.17","1","2","303","49","129","16.17","42.57","-116.19","127","50","77","39.37","39.37","2.21","304","60","126","19.74","19.74","-28.89",
"Bethell, Harriet","1","0","0","0","0","-1","2","1","1","50","50","0.38","2","1","1","50","50","0.38","4","1","1","25","25","-1.62","165","27","65","16.36","39.39","5.44","3","2","74","11","28","14.86","37.84","2.38","27","7","14","25.93","25.93","-7.81","161","27","64","16.77","16.77","9.44",
"Bolger, J S","0","0","0","0","0","0","5","1","1","20","20","-0.5","6","1","1","16.67","16.67","-1.5","9","1","1","11.11","11.11","-4.5","625","40","152","6.4","24.32","-283.71","2","2","281","15","67","5.34","23.84","-165.24","48","13","28","27.08","27.08","-12.09","267","16","69","5.99","5.99","-67.92",
"Botti, M","1","0","0","0","0","-1","3","1","1","33.33","33.33","5","11","3","5","27.27","45.45","10.33","19","3","6","15.79","31.58","2.33","832","94","258","11.3","31.01","-134.63","3","3","465","57","146","12.26","31.4","-83.04","85","21","48","24.71","24.71","-24.11","527","59","161","11.2","11.2","-116.45",
"Boughey, George","2","0","1","0","50","-2","6","0","2","0","33.33","-6","20","0","6","0","30","-20","36","1","11","2.78","30.56","-30.5","1469","231","549","15.72","37.37","-320.18","8","22","714","107","266","14.99","37.25","-164.08","298","102","191","34.23","34.23","-46.04","827","134","314","16.2","16.2","-84.56",
"Bromhead, Henry De","2","0","1","0","50","-2","3","0","1","0","33.33","-3","8","1","5","12.5","62.5","-3.5","11","3","8","27.27","72.73","1.13","1397","202","509","14.46","36.44","-218.5","6","5","756","114","279","15.08","36.9","-132.8","230","76","152","33.04","33.04","-33.76","547","57","166","10.42","10.42","-58.29",
"Brooke, Daniel","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","3","0","1","0","33.33","-3","212","21","59","9.91","27.83","-75.75","33","14","129","11","33","8.53","25.58","-52.42","28","8","20","28.57","28.57","-0.21","181","18","50","9.94","9.94","-79.75",
"Buckley, Edward","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","2","0","0","0","0","-2","15","1","3","6.67","20","2","121","11","15","1","3","6.67","20","2","0","0","0","0","0","0","4","1","2","25","25","13",
"Burke, K R","4","0","0","0","0","-4","5","0","0","0","0","-5","31","2","7","6.45","22.58","-26.82","47","3","12","6.38","25.53","-38.32","1545","238","595","15.4","38.51","-262.87","5","12","801","128","311","15.98","38.83","-104.77","257","95","160","36.96","36.96","-22.71","702","83","232","11.82","11.82","-153.09",
"Butler, John","0","0","0","0","0","0","6","0","1","0","16.67","-6","12","1","2","8.33","16.67","-10","28","4","7","14.29","25","-12.67","990","70","225","7.07","22.73","-445.56","7","11","502","30","110","5.98","21.91","-259.58","84","26","55","30.95","30.95","-1.11","757","59","186","7.79","7.79","-323.82",
"Camacho, Miss J A","2","0","1","0","50","-2","8","1","3","12.5","37.5","-4.5","16","1","4","6.25","25","-12.5","27","3","7","11.11","25.93","-8","642","63","171","9.81","26.64","-94.64","2","7","364","32","95","8.79","26.1","-52.15","59","14","30","23.73","23.73","-5.05","522","51","144","9.77","9.77","-71.82",
"Carr, Mrs R A","0","0","0","0","0","0","8","0","0","0","0","-8","12","0","0","0","0","-12","25","2","3","8","12","-11","875","97","258","11.09","29.49","-147.4","9","15","478","47","124","9.83","25.94","-109.92","83","25","37","30.12","30.12","5.27","824","93","247","11.29","11.29","-123.4",
"Carroll, A W","1","0","0","0","0","-1","13","0","5","0","38.46","-13","27","0","10","0","37.04","-27","40","1","11","2.5","27.5","-36","1962","178","501","9.07","25.54","-508.25","14","37","940","93","255","9.89","27.13","-242.52","175","57","111","32.57","32.57","-4.49","1624","154","426","9.48","9.48","-348.41",
"Carroll, D","1","0","0","0","0","-1","5","0","0","0","0","-5","14","1","2","7.14","14.29","-9.67","20","1","5","5","25","-15.67","475","36","111","7.58","23.37","-248.58","5","12","240","9","51","3.75","21.25","-183.29","45","8","15","17.78","17.78","-14.29","375","31","95","8.27","8.27","-166.84",
"Channon, Jack","1","0","0","0","0","-1","2","0","0","0","0","-2","15","2","3","13.33","20","6.63","17","2","4","11.76","23.53","4.63","647","99","260","15.3","40.19","14.35","5","5","372","63","152","16.94","40.86","36.86","106","36","70","33.96","33.96","-11.68","443","68","189","15.35","15.35","23.03",
"Chapple-Hyam, P W","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","5","0","2","0","40","-5","143","22","48","15.38","33.57","13.9","21","8","83","11","25","13.25","30.12","18.21","21","8","15","38.1","38.1","0.9","82","17","31","20.73","20.73","25.44",
"Charalambous, P / Clutterbuck, J","2","0","0","0","0","-2","2","0","0","0","0","-2","4","0","1","0","25","-4","4","0","1","0","25","-4","188","9","37","4.79","19.68","-117.92","76","23","97","3","16","3.09","16.49","-72.5","18","3","11","16.67","16.67","-8.17","142","9","33","6.34","6.34","-71.92",
"Charlton, Roger/Harry","3","1","2","33.33","66.67","0.5","7","3","5","42.86","71.43","1.55","9","3","5","33.33","55.56","-0.45","14","3","6","21.43","42.86","-5.45","511","75","191","14.68","37.38","-147.46","1","3","242","35","90","14.46","37.19","-110.55","112","40","72","35.71","35.71","-6.26","284","45","111","15.85","15.85","-79.33",
"Clover, Tom","1","0","0","0","0","-1","5","2","3","40","60","8.83","7","2","3","28.57","42.86","6.83","13","3","6","23.08","46.15","4.33","420","54","161","12.86","38.33","-103.5","2","2","235","34","94","14.47","40","-30.17","58","25","40","43.1","43.1","9.92","218","28","78","12.84","12.84","-1.41",
"Cole, P F I","0","0","0","0","0","0","1","1","1","100","100","18","5","1","1","20","20","14","8","2","3","25","37.5","12.62","350","46","130","13.14","37.14","-75.22","3","1","173","27","61","15.61","35.26","-17.47","48","18","32","37.5","37.5","-0.81","214","19","71","8.88","8.88","-93.37",
"Coleman, Kevin","0","0","0","0","0","0","1","0","0","0","0","-1","3","1","1","33.33","33.33","-1.56","9","1","3","11.11","33.33","-7.56","306","25","83","8.17","27.12","-10.19","4","2","130","10","37","7.69","28.46","51.19","33","6","17","18.18","18.18","-15.44","200","16","53","8","8","-71.25",
"Collins, Tracey / Halford, Mick","0","0","0","0","0","0","3","0","1","0","33.33","-3","5","0","1","0","20","-5","8","0","3","0","37.5","-8","379","41","114","10.82","30.08","-10.99","26","16","230","28","77","12.17","33.48","-25.07","43","11","21","25.58","25.58","-10.82","247","29","82","11.74","11.74","-38.3",
"Condon, K J","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","1","0","25","-4","207","15","52","7.25","25.12","-68.53","82","25","71","4","16","5.63","22.54","-27.9","16","3","9","18.75","18.75","-10.03","84","7","22","8.33","8.33","-11",
"Coogan, J G","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","33.33","-3","62","3","12","4.84","19.35","-37.25","43","7","23","1","5","4.35","21.74","-19.75","2","2","2","100","100","5.75","29","2","9","6.9","6.9","-7.5",
"Cotter, Kieran P","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","7","0","1","0","14.29","-7","220","16","46","7.27","20.91","-64.01","105","33","87","5","14","5.75","16.09","-28.5","16","3","7","18.75","18.75","-3.01","86","7","20","8.14","8.14","-24.84",
"Cowell, R M H","0","0","0","0","0","0","1","0","1","0","100","-1","3","0","2","0","66.67","-3","9","0","4","0","44.44","-9","479","49","146","10.23","30.48","-132.36","15","11","233","29","74","12.45","31.76","-50.74","40","13","21","32.5","32.5","-3.86","375","38","120","10.13","10.13","-141.78",
"Cox, C G","1","1","1","100","100","2.5","3","1","1","33.33","33.33","0.5","13","2","4","15.38","30.77","7.5","18","2","6","11.11","33.33","2.5","840","110","297","13.1","35.36","-174.29","1","1","358","53","135","14.8","37.71","-42.91","116","41","72","35.34","35.34","-7.24","478","52","149","10.88","10.88","-132.24",
"Coyle, Tony","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","4","0","0","0","0","-4","212","21","55","9.91","25.94","-65.75","44","13","111","10","31","9.01","27.93","-45.5","31","7","15","22.58","22.58","-7.75","168","19","50","11.31","11.31","-33.75",
"Crawley, Matt","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","103","10","33","9.71","32.04","-29.28","101","14","65","8","21","12.31","32.31","-20.28","12","4","7","33.33","33.33","-0.03","65","8","24","12.31","12.31","-7.16",
"Crisford, Simon","3","0","1","0","33.33","-3","6","0","2","0","33.33","-6","17","3","6","17.65","35.29","8","26","3","8","11.54","30.77","-1","723","141","320","19.5","44.26","-116.16","4","8","375","71","162","18.93","43.2","-50.34","168","64","110","38.1","38.1","-20.07","323","70","139","21.67","21.67","24.45",
"Cromwell, Gavin Patrick","2","0","1","0","50","-2","4","0","1","0","25","-4","11","1","4","9.09","36.36","2","21","1","6","4.76","28.57","-8","1764","209","558","11.85","31.63","-495.04","6","9","932","123","317","13.2","34.01","-190.64","246","85","161","34.55","34.55","-10.11","905","97","275","10.72","10.72","-190.36",
"Cunha, Dylan","2","0","1","0","50","-2","5","0","1","0","20","-5","5","0","1","0","20","-5","12","1","4","8.33","33.33","-10.75","346","40","104","11.56","30.06","-45.62","8","6","274","29","83","10.58","30.29","-50.88","43","18","25","41.86","41.86","6.38","236","31","77","13.14","13.14","-15.25",
"Dace, L A","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","3","1","2","33.33","66.67","23","122","8","31","6.56","25.41","-58","14","3","75","5","19","6.67","25.33","-27","9","2","5","22.22","22.22","-4.5","101","8","28","7.92","7.92","-37",
"Davidson, Tristan","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","100","-2","7","2","5","28.57","71.43","10","266","28","80","10.53","30.08","-18.25","9","6","154","16","50","10.39","32.47","-31.5","28","7","17","25","25","-1.5","213","25","70","11.74","11.74","19.75",
"Davis, D J S Ffrench","0","0","0","0","0","0","2","1","1","50","50","17","6","2","2","33.33","33.33","16","11","4","5","36.36","45.45","21","393","46","120","11.7","30.53","-26.64","2","1","210","24","68","11.43","32.38","14.05","39","12","27","30.77","30.77","-7.89","224","23","71","10.27","10.27","0.75",
"Dias, Diego","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","6","0","0","0","0","-6","87","7","28","8.05","32.18","-30.75","90","36","71","5","22","7.04","30.99","-43.25","11","2","8","18.18","18.18","-3.25","29","4","11","13.79","13.79","-0.5",
"Dixon, Scott","0","0","0","0","0","0","3","0","0","0","0","-3","9","0","1","0","11.11","-9","19","0","5","0","26.32","-19","913","62","202","6.79","22.12","-209.49","30","47","502","38","121","7.57","24.1","-87.12","48","8","23","16.67","16.67","-20.62","838","55","181","6.56","6.56","-200.62",
"Dods, M","2","0","0","0","0","-2","10","3","3","30","30","14","15","3","3","20","20","9","33","3","5","9.09","15.15","-9","1102","109","322","9.89","29.22","-281.01","2","6","564","56","157","9.93","27.84","-117.78","114","32","59","28.07","28.07","-3.88","910","83","266","9.12","9.12","-271.04",
"Doyle, Eoin","2","0","1","0","50","-2","2","0","1","0","50","-2","2","0","1","0","50","-2","2","0","1","0","50","-2","251","18","56","7.17","22.31","-99.42","35","13","128","11","31","8.59","24.22","-23.67","15","5","12","33.33","33.33","4.58","159","15","42","9.43","9.43","-24.92",
"Duke, B W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","41","1","6","2.44","14.63","-37.25","45","1","7","1","2","14.29","28.57","-3.25","0","0","0","0","0","0","23","0","4","0","0","-23",
"Dunlop, E A L","0","0","0","0","0","0","3","1","2","33.33","66.67","3","7","2","4","28.57","57.14","3","18","4","8","22.22","44.44","2","988","129","307","13.06","31.07","-85.04","2","1","506","61","147","12.06","29.05","-0.45","105","36","71","34.29","34.29","2.67","733","110","254","15.01","15.01","71.53",
"Dwyer, C A","2","0","0","0","0","-2","3","0","0","0","0","-3","3","0","0","0","0","-3","6","0","0","0","0","-6","191","18","51","9.42","26.7","-108.76","64","20","111","13","38","11.71","34.23","-55.26","25","8","15","32","32","1.24","150","18","46","12","12","-67.76",
"Easterby, M W","5","0","1","0","20","-5","9","1","3","11.11","33.33","-2.5","12","1","3","8.33","25","-5.5","23","1","4","4.35","17.39","-16.5","961","96","292","9.99","30.39","-194.81","3","8","476","46","151","9.66","31.72","-78.65","106","19","52","17.92","17.92","-47.62","758","79","244","10.42","10.42","-185.33",
"Easterby, T D","6","0","1","0","16.67","-6","20","0","5","0","25","-20","40","1","8","2.5","20","-33.5","80","3","18","3.75","22.5","-58","2678","209","691","7.8","25.8","-1058.85","4","25","1253","94","338","7.5","26.98","-529.71","207","46","119","22.22","22.22","-53.22","2198","187","605","8.51","8.51","-758.79",
"England, Sam","0","0","0","0","0","0","2","0","0","0","0","-2","4","0","1","0","25","-4","11","1","2","9.09","18.18","-7.75","505","60","152","11.88","30.1","-170.97","10","6","283","33","79","11.66","27.92","-92.08","87","22","49","25.29","25.29","-20.76","419","53","138","12.65","12.65","-140.92",
"Evans, P D","2","0","0","0","0","-2","2","0","0","0","0","-2","6","1","2","16.67","33.33","5","13","1","3","7.69","23.08","-2","945","100","282","10.58","29.84","-68.84","7","6","435","46","122","10.57","28.05","48.29","100","25","61","25","25","-12.82","738","91","250","12.33","12.33","-140.42",
"Fahey, Jarlath P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","3","40","60","12","204","21","52","10.29","25.49","-13.92","8","2","107","10","24","9.35","22.43","-6.17","13","4","8","30.77","30.77","5.5","110","16","38","14.55","14.55","35.33",
"Fahey, Mark","1","0","0","0","0","-1","3","0","0","0","0","-3","3","0","0","0","0","-3","9","2","3","22.22","33.33","-0.75","263","33","68","12.55","25.86","70.45","9","5","164","20","44","12.2","26.83","-20.43","37","12","20","32.43","32.43","5.62","159","26","52","16.35","16.35","107.82",
"Fahey, R A","2","0","0","0","0","-2","8","1","3","12.5","37.5","-4.5","27","2","11","7.41","40.74","-12.5","60","3","21","5","35","-26.5","1808","206","555","11.39","30.7","-413.78","2","5","945","91","259","9.63","27.41","-251.32","184","60","100","32.61","32.61","5.84","1297","141","383","10.87","10.87","-235.67",
"Fanshawe, J R","5","0","1","0","20","-5","11","0","2","0","18.18","-11","16","1","4","6.25","25","-11.5","33","6","12","18.18","36.36","-12.97","674","102","261","15.13","38.72","-160.81","5","12","377","61","150","16.18","39.79","-53.03","140","48","88","34.29","34.29","-8.97","446","77","190","17.26","17.26","-87.96",
"Fell, R / Murray, S","3","0","1","0","33.33","-3","5","0","2","0","40","-5","12","1","4","8.33","33.33","-6","23","2","6","8.7","26.09","0","929","79","240","8.5","25.83","-305.12","4","6","434","29","104","6.68","23.96","-127.54","69","24","44","34.78","34.78","13.97","760","70","204","9.21","9.21","-183.7",
"Fellowes, Charlie","2","0","2","0","100","-2","5","0","2","0","40","-5","8","0","3","0","37.5","-8","13","1","4","7.69","30.77","-9","605","65","188","10.74","31.07","-169.75","12","9","303","34","104","11.22","34.32","-70.01","76","23","44","30.26","30.26","-8.21","381","43","122","11.29","11.29","-70.53",
"Ferguson, James","2","0","0","0","0","-2","3","0","0","0","0","-3","5","1","1","20","20","-0.67","15","3","5","20","33.33","0.21","503","63","167","12.52","33.2","-142.62","7","5","243","33","82","13.58","33.74","-30.62","84","30","53","35.71","35.71","1.92","261","40","98","15.33","15.33","2.43",
"Frost, Kevin","0","0","0","0","0","0","7","1","2","14.29","28.57","-3.75","12","2","4","16.67","33.33","-2.25","21","3","5","14.29","23.81","11.75","609","42","139","6.9","22.82","-256.93","3","7","350","23","83","6.57","23.71","-168.09","57","13","30","22.81","22.81","-12.34","507","39","128","7.69","7.69","-204.93",
"Gammell, Paul","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","2","0","28.57","-7","9999","9999","3","0","0","0","0","-3","0","0","0","0","0","0","0","0","0","0","0","0",
"Goldie, J S","0","0","0","0","0","0","0","0","0","0","0","0","13","3","7","23.08","53.85","15.33","23","4","11","17.39","47.83","10.83","1209","141","355","11.66","29.36","-321.36","5","5","568","73","170","12.85","29.93","-87.61","166","55","105","33.13","33.13","13.66","1112","134","342","12.05","12.05","-267.96",
"Grassick, M C","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","0","0","0","-3","6","0","0","0","0","-6","246","15","44","6.1","17.89","-118.17","23","12","99","6","15","6.06","15.15","-59.17","11","2","6","18.18","18.18","-2.5","134","10","29","7.46","7.46","-40.5",
"Haggas, W J","5","0","1","0","20","-5","7","0","3","0","42.86","-7","26","4","9","15.38","34.62","21","51","9","17","17.65","33.33","57","1359","278","594","20.46","43.71","-65.96","5","12","707","133","290","18.81","41.02","-4.98","407","148","264","36.36","36.36","-54.84","543","112","240","20.63","20.63","-11.48",
"Hammond, Micky","0","0","0","0","0","0","2","0","1","0","50","-2","4","0","1","0","25","-4","5","0","1","0","20","-5","928","74","213","7.97","22.95","-274.36","44","27","465","44","122","9.46","26.24","-122.72","44","12","28","27.27","27.27","-10.22","773","67","180","8.67","8.67","-215.02",
"Hannon (Jnr), Richard","1","0","0","0","0","-1","7","1","1","14.29","14.29","0.5","28","2","7","7.14","25","-14","58","4","12","6.9","20.69","-16","1915","201","599","10.5","31.28","-420.62","3","3","906","87","259","9.6","28.59","-254.55","192","53","115","27.6","27.6","-47.93","1088","116","348","10.66","10.66","-110.77",
"Harrington, Mrs John","0","0","0","0","0","0","9","1","4","11.11","44.44","14","22","2","8","9.09","36.36","4.5","37","3","12","8.11","32.43","-4","1343","146","414","10.87","30.83","-197.72","3","7","651","76","201","11.67","30.88","-115.24","142","36","83","25.35","25.35","-47.45","459","48","130","10.46","10.46","-0.92",
"Harrison, Gary","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","28","0","1","0","3.57","-28","3989","111","17","0","1","0","5.88","-17","0","0","0","0","0","0","17","0","1","0","0","-17",
"Harty, Edward and Patrick","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","249","17","61","6.83","24.5","-109.37","60","20","118","10","33","8.47","27.97","-32.75","16","3","6","18.75","18.75","-6.87","160","16","44","10","10","-22.75",
"Hayes, Patrick Joseph","2","0","0","0","0","-2","2","0","0","0","0","-2","2","0","0","0","0","-2","2","0","0","0","0","-2","3","0","0","0","0","-3","1051","26","3","0","0","0","0","-3","0","0","0","0","0","0","1","0","0","0","0","-1",
"Haynes, Alice","1","0","0","0","0","-1","13","0","1","0","7.69","-13","19","0","3","0","15.79","-19","33","2","6","6.06","18.18","-7","1046","110","283","10.52","27.06","-313.99","9","24","579","54","147","9.33","25.39","-198.26","86","34","62","39.53","39.53","7.6","711","70","182","9.85","9.85","-177.33",
"Herrington,M ","2","0","0","0","0","-2","4","0","2","0","50","-4","8","0","3","0","37.5","-8","14","2","5","14.29","35.71","8","447","53","146","11.86","32.66","-21.63","12","11","229","29","73","12.66","31.88","32.41","44","20","30","45.45","45.45","19.21","413","53","141","12.83","12.83","12.37",
"Hills, Charles","1","0","0","0","0","-1","3","0","1","0","33.33","-3","13","0","1","0","7.69","-13","25","1","4","4","16","-22","760","98","225","12.89","29.61","21.65","12","16","332","32","86","9.64","25.9","-73.23","97","30","55","30.93","30.93","-14.7","376","50","116","13.3","13.3","22.65",
"Hobson, Miss Clare","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","152","4","26","2.63","17.11","-101","51","14","76","3","17","3.95","22.37","-51","3","0","1","0","0","-3","101","3","21","2.97","2.97","-55.5",
"Hogan, Denis Gerard","0","0","0","0","0","0","3","0","2","0","66.67","-3","5","1","3","20","60","1","17","2","7","11.76","41.18","-8.12","970","63","226","6.49","23.3","-370.7","6","5","392","19","93","4.85","23.72","-251.14","58","16","38","27.59","27.59","-6.2","611","39","139","6.38","6.38","-176.54",
"Holland, Darryll","2","0","0","0","0","-2","10","3","4","30","40","2.38","13","4","6","30.77","46.15","4.38","18","5","9","27.78","50","2.26","475","47","126","9.89","26.53","-186.64","2","4","258","23","65","8.91","25.19","-134.49","51","18","30","35.29","35.29","4.28","374","36","104","9.63","9.63","-134.29",
"Horton, James","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","1","0","33.33","-3","7","1","2","14.29","28.57","-3.75","192","19","57","9.9","29.69","-106.04","10","4","77","7","17","9.09","22.08","-47.62","20","5","12","25","25","-5.99","103","11","28","10.68","10.68","-48.87",
"Houghton, Eve Johnson","3","0","1","0","33.33","-3","6","0","2","0","33.33","-6","17","1","8","5.88","47.06","-11.5","27","2","13","7.41","48.15","-12","841","101","285","12.01","33.89","-131.98","6","13","472","55","151","11.65","31.99","-73.53","106","30","64","28.3","28.3","-19.07","520","64","172","12.31","12.31","-68.74",
"Jardine, I","1","1","1","100","100","8","7","2","4","28.57","57.14","6.5","21","4","8","19.05","38.1","10","32","4","11","12.5","34.38","-1","1360","155","398","11.4","29.26","-231.46","1","1","665","70","182","10.53","27.37","-87.35","165","50","101","30.3","30.3","-7.53","1105","139","337","12.58","12.58","-65.71",
"Jenkins, J R","0","0","0","0","0","0","3","0","0","0","0","-3","4","0","0","0","0","-4","7","0","0","0","0","-7","325","25","65","7.69","20","81.79","21","17","173","16","37","9.25","21.39","50.46","11","1","5","9.09","9.09","-9.17","230","21","52","9.13","9.13","158.83",
"Jewell, Karen","0","0","0","0","0","0","4","1","2","25","50","6","4","1","2","25","50","6","6","2","3","33.33","50","6.75","241","11","46","4.56","19.09","-142.92","3","3","122","8","27","6.56","22.13","-47.42","4","1","1","25","25","-1.25","164","11","40","6.71","6.71","-65.92",
"Johnston, Charlie","3","0","1","0","33.33","-3","13","2","5","15.38","38.46","-8.81","35","4","12","11.43","34.29","-20.31","59","5","18","8.47","30.51","-41.68","2173","268","653","12.33","30.05","-515.67","2","8","1214","136","368","11.2","30.31","-322.08","279","81","152","29.03","29.03","-59.14","1572","190","462","12.09","12.09","-413.15",
