trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allen, C N","1","0","0","0","0","-1","3","0","0","0","0","-3","208","21","63","10.1","30.29","-34.12","78","21","120","9","36","7.5","30","-39.87","20","5","9","25","25","-3.62","164","19","52","11.59","11.59","-23.62",
"Appleby, M","5","0","1","0","20","-5","14","1","3","7.14","21.43","-10.5","1808","221","566","12.22","31.31","-364.05","11","12","913","107","295","11.72","32.31","-186.17","279","84","159","30.11","30.11","-33.88","1537","185","481","12.04","12.04","-295.57",
"Attwater, M J","3","0","0","0","0","-3","11","1","1","9.09","9.09","-3.5","617","37","126","6","20.42","-291.88","13","9","305","18","55","5.9","18.03","-145.96","28","9","15","32.14","32.14","-2.84","512","32","101","6.25","6.25","-224.93",
"Balding, A M","37","6","17","16.22","45.95","-11.67","68","9","27","13.24","39.71","-29.79","1882","282","690","14.98","36.66","-270.96","1","1","930","138","332","14.84","35.7","-205.39","331","108","201","32.63","32.63","-44.18","812","119","265","14.66","14.66","-90.11",
"Barcoe, James M","0","0","0","0","0","0","4","0","0","0","0","-4","185","10","35","5.41","18.92","-62.25","85","40","99","3","15","3.03","15.15","-33.5","6","1","2","16.67","16.67","-2.25","135","9","30","6.67","6.67","-20.75",
"Beckett, R M","25","7","9","28","36","10.76","42","12","18","28.57","42.86","15.01","1224","226","494","18.46","40.36","-169.64","2","3","658","133","280","20.21","42.55","-67.26","286","108","183","37.76","37.76","0.7","543","103","205","18.97","18.97","-75.66",
"Bell, M L W","13","3","4","23.08","30.77","3.5","22","3","6","13.64","27.27","-5.5","701","82","234","11.7","33.38","-280.2","2","2","379","46","125","12.14","32.98","-119.7","104","33","52","31.73","31.73","-12.78","410","47","134","11.46","11.46","-154.55",
"Best, Jim/Suzi","1","0","0","0","0","-1","2","0","1","0","50","-2","102","7","22","6.86","21.57","-38.5","188","23","64","5","13","7.81","20.31","-8.75","7","2","4","28.57","28.57","-1","64","7","19","10.94","10.94","-0.5",
"Blake, Michael","0","0","0","0","0","0","4","1","1","25","25","9","135","18","33","13.33","24.44","58","13","2","64","11","20","17.19","31.25","39","4","1","2","25","25","0","127","17","30","13.39","13.39","55",
"Boughey, George","19","2","6","10.53","31.58","-10.75","34","3","7","8.82","20.59","-20.75","1445","232","529","16.06","36.61","-368.92","4","8","736","119","267","16.17","36.28","-153.08","306","125","211","40.85","40.85","1.76","804","138","309","17.16","17.16","-90.52",
