trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Ahern, G","2","0","0","0","0","-2","2","0","0","0","0","-2","63","4","8","6.35","12.7","-13.5","369","24","23","0","0","0","0","-23","0","0","0","0","0","0","37","3","7","8.11","8.11","1.5",
"Aherne, Sean","3","0","0","0","0","-3","4","0","1","0","25","-4","142","10","28","7.04","19.72","-33.5","76","16","70","6","18","8.57","25.71","4","9","2","6","22.22","22.22","1","97","8","23","8.25","8.25","-30.5",
"Allan, Miss Louise","2","1","1","50","50","2.33","4","1","1","25","25","0.33","83","4","12","4.82","14.46","-46.17","1","1","52","2","7","3.85","13.46","-41.17","0","0","0","0","0","0","52","4","11","7.69","7.69","-15.17",
"Appleby, M","19","0","3","0","15.79","-19","31","2","6","6.45","19.35","15","2048","226","588","11.04","28.71","-217.6","8","21","921","121","264","13.14","28.66","39.09","262","77","152","29.39","29.39","-27.3","1767","202","530","11.43","11.43","-161.92",
"Archdeacon, L J","0","0","0","0","0","0","1","0","0","0","0","-1","64","0","3","0","4.69","-64","1110","73","32","0","1","0","3.13","-32","0","0","0","0","0","0","25","0","3","0","0","-25",
"Bacon, Miss A M","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9999","9999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Bailey, K C","6","1","2","16.67","33.33","-3.37","7","1","2","14.29","28.57","-4.37","629","99","221","15.74","35.14","-131.01","4","2","269","37","95","13.75","35.32","-41.86","119","42","75","35.29","35.29","-9.09","355","45","111","12.68","12.68","-103.97",
"Bailey, Liam","4","0","1","0","25","-4","7","1","2","14.29","28.57","-2","302","13","55","4.3","18.21","-178.75","12","5","143","7","24","4.9","16.78","-53.25","18","2","7","11.11","11.11","-12.5","275","12","52","4.36","4.36","-155",
"Barclay, Stella","6","0","1","0","16.67","-6","9","0","2","0","22.22","-9","411","24","76","5.84","18.49","-112.79","49","31","207","14","40","6.76","19.32","22.88","13","6","8","46.15","46.15","6.96","325","21","64","6.46","6.46","-39.29",
"Barron, T D","8","1","2","12.5","25","5","16","2","3","12.5","18.75","4","574","68","185","11.85","32.23","-87.06","7","8","269","41","94","15.24","34.94","47.05","86","29","48","33.72","33.72","16.28","444","57","152","12.84","12.84","-22.32",
"Bell, M L W","11","1","6","9.09","54.55","-5.5","22","5","12","22.73","54.55","-6.23","693","91","227","13.13","32.76","-192.61","3","5","330","50","105","15.15","31.82","-76.38","107","32","61","29.91","29.91","-19.77","388","55","123","14.18","14.18","-65.12",
"Berry, John","3","0","0","0","0","-3","3","0","0","0","0","-3","151","7","33","4.64","21.85","-58.5","44","14","90","3","19","3.33","21.11","-65.5","7","1","4","14.29","14.29","-3","113","7","29","6.19","6.19","-20.5",
"Best, Suzi","2","0","1","0","50","-2","4","0","1","0","25","-4","123","8","28","6.5","22.76","-83.46","100","13","51","3","11","5.88","21.57","-39.25","6","2","3","33.33","33.33","-0.12","88","5","18","5.68","5.68","-65.62",
"Bethell, Ed","5","2","2","40","40","11","11","3","4","27.27","36.36","8.25","196","28","76","14.29","38.78","-21.76","4","2","153","20","60","13.07","39.22","-28.06","34","8","21","23.53","23.53","-14.34","126","20","47","15.87","15.87","7.55",
"Bethell, Harriet","1","1","1","100","100","6","2","1","1","50","50","5","29","4","10","13.79","34.48","-9.25","3","1","29","4","10","13.79","34.48","-9.25","3","1","1","33.33","33.33","-1.5","28","3","9","10.71","10.71","-9.75",
"Black, Anthony John","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","-4","1129","8","3","0","0","0","0","-3","1","0","0","0","0","-1","0","0","0","0","0","0",
"Blake, Michael","1","0","0","0","0","-1","5","0","0","0","0","-5","173","13","47","7.51","27.17","-44.17","28","9","82","4","19","4.88","23.17","-21.5","11","1","4","9.09","9.09","-9.17","156","11","43","7.05","7.05","-38",
"Boanas, Miss G","1","1","1","100","100","4","4","1","3","25","75","1","284","35","103","12.32","36.27","-40.37","3","1","151","17","55","11.26","36.42","-9.34","26","10","18","38.46","38.46","11.47","227","32","94","14.1","14.1","0.13",
"Boughey, George","21","5","9","23.81","42.86","-9.84","37","11","20","29.73","54.05","-7.77","806","144","324","17.87","40.2","-127.79","1","1","550","85","202","15.45","36.73","-180.91","190","76","132","40","40","3.46","430","78","178","18.14","18.14","-61.83",
"Bowe, Colin","0","0","0","0","0","0","2","0","0","0","0","-2","159","17","59","10.69","37.11","-14.9","129","13","73","7","20","9.59","27.4","-2.4","20","5","15","25","25","-5.9","66","7","27","10.61","10.61","8",
"Braddish, S","0","0","0","0","0","0","2","0","0","0","0","-2","44","2","6","4.55","13.64","-28","343","32","33","1","2","3.03","6.06","-23","1","0","1","0","0","-1","26","2","6","7.69","7.69","-10",
"Bromhead, Henry De","12","4","4","33.33","33.33","4.08","29","7","12","24.14","41.38","-3.95","1675","236","555","14.09","33.13","-559.42","1","1","803","117","279","14.57","34.74","-230.49","297","110","182","37.04","37.04","-49.89","604","41","140","6.79","6.79","-259.17",
"Brotherton, R","1","0","0","0","0","-1","1","0","0","0","0","-1","52","1","7","1.92","13.46","-48.5","439","32","25","0","2","0","8","-25","1","1","1","100","100","2.5","36","0","3","0","0","-36",
"Brown, A D","3","1","1","33.33","33.33","0.25","4","2","2","50","50","6.25","157","18","40","11.46","25.48","73.5","4","3","109","14","32","12.84","29.36","71","10","3","5","30","30","1","113","12","28","10.62","10.62","12.25",
"Brown, Miss Harriet","0","0","0","0","0","0","3","0","0","0","0","-3","63","2","8","3.17","12.7","-19.75","111","19","61","2","8","3.28","13.11","-17.75","2","1","1","50","50","0.25","30","1","4","3.33","3.33","11",
"Bryant, Miss M P","0","0","0","0","0","0","0","0","0","0","0","0","11","0","2","0","18.18","-11","3300","53","5","0","1","0","20","-5","0","0","0","0","0","0","10","0","2","0","0","-10",
"Budds, David Kenneth","0","0","0","0","0","0","4","0","0","0","0","-4","145","10","26","6.9","17.93","-12.5","18","5","87","7","13","8.05","14.94","24.5","4","0","1","0","0","-4","79","6","18","7.59","7.59","-41",
"Burke, K R","20","4","7","20","35","-2.37","44","9","19","20.45","43.18","0.63","1495","187","503","12.51","33.65","-284.89","3","4","778","111","284","14.27","36.5","-178.57","192","74","126","38.54","38.54","21.27","809","84","246","10.38","10.38","-101.85",
"Burke, W J","1","0","0","0","0","-1","4","0","0","0","0","-4","225","18","50","8","22.22","-53.43","136","24","110","4","13","3.64","11.82","-69","14","4","9","28.57","28.57","2.07","68","6","16","8.82","8.82","-3",
"Byrnes, C","4","0","0","0","0","-4","17","0","2","0","11.76","-17","356","41","101","11.52","28.37","-119.14","18","18","201","22","55","10.95","27.36","-62.49","67","20","41","29.85","29.85","-5.72","162","22","46","13.58","13.58","-15.27",
"Camacho, Miss J A","5","0","0","0","0","-5","16","1","2","6.25","12.5","-12.5","507","55","165","10.85","32.54","-140.6","9","11","265","28","88","10.57","33.21","-67.09","64","14","32","21.88","21.88","-20.47","387","43","127","11.11","11.11","-88.35",
"Carr, Mrs R A","8","0","0","0","0","-8","16","0","1","0","6.25","-16","752","37","133","4.92","17.69","-310.59","26","36","359","18","67","5.01","18.66","-146.34","27","2","10","7.41","7.41","-18.92","701","35","124","4.99","4.99","-272.92",
"Carroll, D","7","0","1","0","14.29","-7","13","0","3","0","23.08","-13","422","30","100","7.11","23.7","-130.88","28","25","204","18","47","8.82","23.04","-9.33","33","9","16","27.27","27.27","-4.88","333","24","84","7.21","7.21","-111.3",
"Chambers, G","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","0","0","0","-3","5131","22","2","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0",
"Channon, M R","8","0","1","0","12.5","-8","27","2","7","7.41","25.93","-23.27","1089","95","319","8.72","29.29","-450.33","8","10","510","37","137","7.25","26.86","-272.19","115","30","65","26.09","26.09","-16.5","696","63","213","9.05","9.05","-243.51",
"Chapman, Ryan","1","0","0","0","0","-1","1","0","0","0","0","-1","17","0","0","0","0","-17","9999","9999","8","0","0","0","0","-8","0","0","0","0","0","0","12","0","0","0","0","-12",
"Clarke, Keith Henry","0","0","0","0","0","0","2","0","0","0","0","-2","122","3","13","2.46","10.66","-62","61","5","67","2","8","2.99","11.94","-41","1","0","0","0","0","-1","92","3","13","3.26","3.26","-32",
"Clover, Tom","5","0","0","0","0","-5","12","0","4","0","33.33","-12","460","61","156","13.26","33.91","-74.78","18","16","246","31","81","12.6","32.93","-79.64","75","25","43","33.33","33.33","-3.69","314","34","95","10.83","10.83","-128.96",
"Cooper, Thomas","2","0","0","0","0","-2","3","0","0","0","0","-3","167","7","28","4.19","16.77","-118.17","97","22","68","5","9","7.35","13.24","-34.17","6","1","3","16.67","16.67","-1.67","86","4","19","4.65","4.65","-56.67",
"Coyle, Tony","3","1","2","33.33","66.67","0.75","6","1","3","16.67","50","-2.25","190","15","58","7.89","30.53","-44.87","2","1","112","10","36","8.93","32.14","-10.62","28","6","17","21.43","21.43","-8.62","138","12","45","8.7","8.7","-5.87",
"Crisford, Simon","7","0","5","0","71.43","-7","18","0","6","0","33.33","-18","777","151","354","19.43","45.56","-152.47","19","26","390","76","172","19.49","44.1","-93.64","201","78","138","38.81","38.81","-16.43","329","62","132","18.84","18.84","-65.33",
"Cromwell, Gavin Patrick","15","1","3","6.67","20","-5.5","34","3","11","8.82","32.35","6","1629","144","424","8.84","26.03","-572.82","1","3","798","72","219","9.02","27.44","-253.1","185","46","99","24.86","24.86","-55.5","859","69","206","8.03","8.03","-223.02",
"Curran, Ms Alice","0","0","0","0","0","0","0","0","0","0","0","0","28","3","9","10.71","32.14","22.5","437","16","13","0","2","0","15.38","-13","0","0","0","0","0","0","11","1","3","9.09","9.09","1",
"Dalgleish, Keith","25","2","5","8","20","-11","40","4","9","10","22.5","-6","1499","175","443","11.67","29.55","-171.65","3","5","712","94","223","13.2","31.32","-5.47","159","43","84","27.04","27.04","-37.6","1183","145","349","12.26","12.26","-118.37",
"Dando, P C","0","0","0","0","0","0","0","0","0","0","0","0","65","5","16","7.69","24.62","-23.4","62","6","31","2","7","6.45","22.58","-19.4","5","2","2","40","40","-0.4","47","5","13","10.64","10.64","-5.4",
"Dennis, David","0","0","0","0","0","0","4","0","2","0","50","-4","77","13","28","16.88","36.36","-13.79","19","6","76","13","28","17.11","36.84","-12.79","4","2","3","50","50","2.75","64","13","25","20.31","20.31","-0.79",
"Dennis, T W","0","0","0","0","0","0","0","0","0","0","0","0","17","2","5","11.76","29.41","-11","75","3","6","1","3","16.67","50","-3","3","2","2","66.67","66.67","3","11","2","5","18.18","18.18","-5",
"Dixon, Scott","21","1","3","4.76","14.29","-11","30","2","6","6.67","20","-14","642","45","146","7.01","22.74","-110.4","6","19","388","26","80","6.7","20.62","-83","26","3","13","11.54","11.54","-16.9","570","40","129","7.02","7.02","-88",
"Dods, M","20","0","2","0","10","-20","42","2","11","4.76","26.19","-18","1036","111","331","10.71","31.95","-163.77","11","30","533","57","162","10.69","30.39","-51.2","149","36","88","24.16","24.16","-26.01","740","79","236","10.68","10.68","-135.41",
"Dooly, N","4","0","0","0","0","-4","6","0","0","0","0","-6","77","1","12","1.3","15.58","-71.5","320","36","40","1","6","2.5","15","-34.5","1","0","0","0","0","-1","45","1","5","2.22","2.22","-39.5",
"Down, C J","2","0","0","0","0","-2","3","0","0","0","0","-3","233","18","58","7.73","24.89","-85.67","15","4","114","12","26","10.53","22.81","-19.17","11","2","5","18.18","18.18","-4","149","16","43","10.74","10.74","-28.17",
"Downey, P","0","0","0","0","0","0","1","0","0","0","0","-1","40","0","1","0","2.5","-40","2133","95","16","0","0","0","0","-16","0","0","0","0","0","0","13","0","0","0","0","-13",
"Doyle, Mary E","1","0","0","0","0","-1","2","0","1","0","50","-2","28","1","8","3.57","28.57","-2","148","10","26","1","7","3.85","26.92","0","1","0","1","0","0","-1","11","0","4","0","0","-11",
"Dreaper, J T R","0","0","0","0","0","0","2","0","0","0","0","-2","119","9","25","7.56","21.01","-54.75","120","27","57","4","9","7.02","15.79","-24.75","13","5","6","38.46","38.46","4.75","57","7","18","12.28","12.28","-5",
"Duffield, Mrs A","7","1","2","14.29","28.57","19","11","2","3","18.18","27.27","26","285","18","69","6.32","24.21","154.5","5","7","177","14","47","7.91","26.55","226.5","21","4","11","19.05","19.05","-5","213","16","56","7.51","7.51","2.5",
"Duffy, Patrick J","0","0","0","0","0","0","1","0","0","0","0","-1","21","0","1","0","4.76","-21","1056","27","10","0","0","0","0","-10","0","0","0","0","0","0","14","0","1","0","0","-14",
