trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allwood, S","0","0","0","0","0","0","0","0","0","0","0","0","144","6","24","4.17","16.67","-122.65","287","70","72","1","9","1.39","12.5","-69.25","8","3","5","37.5","37.5","1.1","97","6","24","6.19","6.19","-75.65",
"Appleby, M","17","2","4","11.76","23.53","-5.62","36","5","9","13.89","25","-9.74","1826","229","565","12.54","30.94","-283.35","1","4","924","115","301","12.45","32.58","-163.31","278","88","163","31.65","31.65","-24.51","1574","194","489","12.33","12.33","-221.62",
"Aprahamian, Billy","1","0","0","0","0","-1","3","0","0","0","0","-3","33","1","5","3.03","15.15","18","264","30","31","1","5","3.23","16.13","20","0","0","0","0","0","0","29","1","5","3.45","3.45","22",
"Attwater, M J","7","0","1","0","14.29","-7","8","0","1","0","12.5","-8","643","37","134","5.75","20.84","-276.04","29","22","308","18","59","5.84","19.16","-140.24","26","7","13","26.92","26.92","-5.75","528","32","109","6.06","6.06","-199.09",
"Banham, Chelsea","5","1","2","20","40","2.5","10","2","4","20","40","1.83","239","18","51","7.53","21.34","-86.04","7","5","95","8","23","8.42","24.21","-48.29","15","3","7","20","20","-5.37","171","12","37","7.02","7.02","-54.87",
"Barclay, Stella","3","0","0","0","0","-3","15","1","1","6.67","6.67","8","523","37","109","7.07","20.84","24.87","10","6","316","22","73","6.96","23.1","9.58","29","8","16","27.59","27.59","-4.63","436","35","97","8.03","8.03","92.87",
"Barron, T D","5","0","2","0","40","-5","15","1","4","6.67","26.67","-6.5","492","63","172","12.8","34.96","-65.63","14","11","237","24","78","10.13","32.91","-103.76","76","20","46","26.32","26.32","-2.7","398","53","147","13.32","13.32","-29.21",
"Beckett, R M","23","3","7","13.04","30.43","-8.75","36","6","16","16.67","44.44","-7.62","1140","182","426","15.96","37.37","-191.19","4","3","612","100","232","16.34","37.91","-105.68","223","78","134","34.98","34.98","-16.39","511","85","180","16.63","16.63","-96.17",
"Bell, M L W","11","1","3","9.09","27.27","-8.62","21","1","5","4.76","23.81","-18.62","683","82","222","12.01","32.5","-253.76","4","3","347","39","118","11.24","34.01","-133.53","107","34","55","31.78","31.78","-8.25","410","49","133","11.95","11.95","-154.01",
"Berry, John","3","0","1","0","33.33","-3","5","0","1","0","20","-5","175","12","52","6.86","29.71","-76.14","20","6","83","6","27","7.23","32.53","-31.52","16","5","9","31.25","31.25","-0.64","141","12","44","8.51","8.51","-42.14",
"Blake, Michael","4","0","2","0","50","-4","5","0","3","0","60","-5","137","15","33","10.95","24.09","19.5","22","7","60","8","14","13.33","23.33","11.5","6","1","4","16.67","16.67","-2","131","14","31","10.69","10.69","14.5",
"Bolger, J S","5","0","2","0","40","-5","11","2","5","18.18","45.45","8.5","704","47","157","6.68","22.3","-290.81","11","6","348","23","81","6.61","23.28","-125.37","46","12","25","26.09","26.09","-13.19","289","20","70","6.92","6.92","-27.8",
"Botti, M","8","1","4","12.5","50","-3.5","13","1","4","7.69","30.77","-8.5","747","90","244","12.05","32.66","70.93","2","2","366","36","115","9.84","31.42","-59.17","88","16","41","18.18","18.18","-42.78","491","62","157","12.63","12.63","-27.24",
"Boughey, George","12","4","7","33.33","58.33","8.07","17","4","8","23.53","47.06","3.07","1404","232","529","16.52","37.68","-363.05","1","2","800","131","304","16.38","38","-198.55","306","130","214","42.48","42.48","9.63","782","138","309","17.65","17.65","-85.68",
"Bowen, P","4","0","0","0","0","-4","11","3","4","27.27","36.36","-3.64","459","59","133","12.85","28.98","-156.2","9","6","231","33","65","14.29","28.14","-97.58","76","31","51","40.79","40.79","12.92","356","50","111","14.04","14.04","-89.67",
"Brennan, F J","0","0","0","0","0","0","2","0","0","0","0","-2","58","3","7","5.17","12.07","-42.5","99","11","38","1","3","2.63","7.89","-33.5","2","0","0","0","0","-2","39","1","5","2.56","2.56","-34.5",
"Bridgwater, D G","2","0","0","0","0","-2","3","0","0","0","0","-3","224","15","44","6.7","19.64","-100.35","69","16","83","6","16","7.23","19.28","-33.97","18","3","7","16.67","16.67","-10.68","159","11","33","6.92","6.92","-71.97",
"Brown, G","0","0","0","0","0","0","2","0","2","0","100","-2","100","9","26","9","26","-29.87","41","3","47","8","19","17.02","40.43","17.13","3","1","3","33.33","33.33","-0.25","61","7","20","11.48","11.48","0.38",
"Browne, Don","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","9999","9999","1","0","0","0","0","-1","0","0","0","0","0","0","1","0","0","0","0","-1",
"Browne, W P","1","0","0","0","0","-1","3","1","1","33.33","33.33","-1.27","103","10","31","9.71","30.1","-31.14","11","2","58","7","21","12.07","36.21","-16.64","4","3","4","75","75","3.61","26","0","2","0","0","-26",
