trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Appleby, M","13","2","6","15.38","46.15","-1.37","38","7","16","18.42","42.11","31.13","1767","207","570","11.71","32.26","-333.16","3","8","846","90","266","10.64","31.44","-183.97","277","75","150","27.08","27.08","-63.9","1508","167","480","11.07","11.07","-303.42",
"Attwater, M J","1","0","1","0","100","-1","5","0","1","0","20","-5","575","37","116","6.43","20.17","-290.62","116","59","270","18","56","6.67","20.74","-157.38","28","7","13","25","25","-10.16","478","32","96","6.69","6.69","-218.67",
"Bailey, K C","1","0","0","0","0","-1","3","0","0","0","0","-3","480","67","154","13.96","32.08","-105.58","25","5","214","30","64","14.02","29.91","-48.23","76","23","45","30.26","30.26","-12.13","316","48","103","15.19","15.19","-28.4",
"Bailey, Liam","2","0","0","0","0","-2","6","0","2","0","33.33","-6","304","20","63","6.58","20.72","-172.63","26","12","152","14","35","9.21","23.03","-64.63","14","4","9","28.57","28.57","-2.13","237","15","46","6.33","6.33","-135.63",
"Baker, George","10","2","3","20","30","-3.87","14","2","3","14.29","21.43","-7.87","359","34","103","9.47","28.69","-106.75","6","7","176","16","50","9.09","28.41","-39.54","34","9","14","26.47","26.47","-9.75","305","33","93","10.82","10.82","-55.13",
"Balding, A M","27","6","11","22.22","40.74","28.26","63","11","27","17.46","42.86","7.35","1943","291","719","14.98","37","-369.03","2","2","1049","151","411","14.39","39.18","-195.68","359","118","225","32.87","32.87","-54.3","823","117","268","14.22","14.22","-121.03",
"Barclay, Stella","5","0","1","0","20","-5","7","0","1","0","14.29","-7","564","41","134","7.27","23.76","-52.61","26","18","250","19","61","7.6","24.4","-64.19","29","6","15","20.69","20.69","-9.44","466","37","113","7.94","7.94","17.31",
"Barcoe, James M","6","0","0","0","0","-6","7","0","0","0","0","-7","218","8","38","3.67","17.43","-91.17","22","9","133","5","24","3.76","18.05","-72.67","6","1","2","16.67","16.67","-1","158","7","32","4.43","4.43","-39.67",
"Barnes, M A","4","0","0","0","0","-4","4","0","0","0","0","-4","194","8","35","4.12","18.04","-143.74","381","90","87","0","14","0","16.09","-87","3","1","1","33.33","33.33","-0.62","111","7","21","6.31","6.31","-68.74",
"Beckett, R M","14","1","6","7.14","42.86","-12.09","43","9","19","20.93","44.19","-18.79","1272","236","519","18.55","40.8","-210.72","7","14","671","135","287","20.12","42.77","-116.09","303","114","196","37.62","37.62","-7.67","525","101","203","19.24","19.24","-46.19",
"Bell, M L W","10","4","6","40","60","8.58","21","4","9","19.05","42.86","-2.42","747","93","249","12.45","33.33","-186.86","4","6","405","55","132","13.58","32.59","-55.95","109","36","56","33.03","33.03","-5.23","461","59","154","12.8","12.8","-75.19",
"Berry, John","2","0","0","0","0","-2","3","0","0","0","0","-3","168","16","49","9.52","29.17","-43.81","26","9","86","8","21","9.3","24.42","-19.17","18","5","8","27.78","27.78","-3.14","135","15","42","11.11","11.11","-15.14",
"Bethell, Ed","13","0","4","0","30.77","-13","21","2","8","9.52","38.1","-12.34","481","79","190","16.42","39.5","-109.54","8","15","262","39","108","14.89","41.22","-108.1","113","41","65","36.28","36.28","-7.33","276","52","110","18.84","18.84","-14.55",
"Bethell, Harriet","2","0","0","0","0","-2","6","0","2","0","33.33","-6","151","25","62","16.56","41.06","12.06","64","19","74","11","31","14.86","41.89","2.5","25","6","13","24","24","-8.19","147","25","61","17.01","17.01","16.06",
"Botti, M","8","0","2","0","25","-8","21","1","4","4.76","19.05","-19.17","831","92","265","11.07","31.89","-111.28","14","21","470","56","152","11.91","32.34","-60.11","90","18","47","20","20","-41.1","525","56","161","10.67","10.67","-107.69",
"Boughey, George","19","4","7","21.05","36.84","-0.63","49","8","19","16.33","38.78","-15.45","1483","236","551","15.91","37.15","-354.31","1","1","677","106","247","15.66","36.48","-135.39","301","111","195","36.88","36.88","-29.42","827","139","313","16.81","16.81","-85.57",
"Bowen, Peter / Michael","9","3","4","33.33","44.44","12.25","22","7","11","31.82","50","21","474","70","143","14.77","30.17","-110.58","1","1","239","35","75","14.64","31.38","-17.45","82","33","51","40.24","40.24","4.21","368","55","113","14.95","14.95","-51.35",
"Boyle, J R","9","0","0","0","0","-9","13","1","1","7.69","7.69","-10","435","41","115","9.43","26.44","-166.83","10","10","201","19","57","9.45","28.36","-77.54","40","12","22","30","30","-1.24","368","40","106","10.87","10.87","-108.33",
"Brennan, F J","2","0","1","0","50","-2","3","0","1","0","33.33","-3","97","8","21","8.25","21.65","-49.59","118","20","59","7","18","11.86","30.51","-16.09","4","1","1","25","25","-2.09","57","5","12","8.77","8.77","-34.09",
"Bridger, J / Cook, R","3","0","0","0","0","-3","9","1","2","11.11","22.22","-1.5","241","12","40","4.98","16.6","-141.52","8","4","127","8","27","6.3","21.26","-69.52","12","2","6","16.67","16.67","-7.52","188","12","37","6.38","6.38","-88.52",
"Bromhead, Henry De","19","6","11","31.58","57.89","24.38","25","6","13","24","52","18.38","1401","193","490","13.78","34.98","-258.05","1","1","719","104","262","14.46","36.44","-122.6","220","74","146","33.64","33.64","-31.31","548","54","154","9.85","9.85","-62.18",
"Brookhouse, B","4","2","2","50","50","42.5","8","3","4","37.5","50","53.5","281","39","94","13.88","33.45","-2.35","2","1","209","30","69","14.35","33.01","-7.22","46","14","27","30.43","30.43","-5.48","167","18","53","10.78","10.78","14.66",
"Brown, G","1","0","0","0","0","-1","2","0","0","0","0","-2","145","19","46","13.1","31.72","5.07","61","16","97","11","27","11.34","27.84","-11.06","17","5","11","29.41","29.41","-4.64","106","15","36","14.15","14.15","32.51",
"Budds, David Kenneth","3","0","1","0","33.33","-3","3","0","1","0","33.33","-3","172","4","32","2.33","18.6","-144.5","59","17","72","2","17","2.78","23.61","-61","5","1","3","20","20","-3","117","4","23","3.42","3.42","-89.5",
"Bunyan, Darren / OLeary, G","6","0","0","0","0","-6","9","0","1","0","11.11","-9","266","17","48","6.39","18.05","-113.84","19","12","191","12","33","6.28","17.28","-85.17","16","3","7","18.75","18.75","-2.84","168","15","37","8.93","8.93","-30.34",
"Burke, K R","21","6","8","28.57","38.1","2.69","41","8","17","19.51","41.46","-7.31","1527","237","577","15.52","37.79","-156.1","3","2","775","134","302","17.29","38.97","-50.77","258","91","157","35.27","35.27","-21.55","709","88","227","12.41","12.41","-154.26",
"Burke, Kieran","5","2","4","40","80","10","6","2","4","33.33","66.67","9","240","31","70","12.92","29.17","-4.16","4","3","129","15","37","11.63","28.68","38.41","35","13","21","37.14","37.14","6.18","179","29","61","16.2","16.2","12.84",
