trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Attwater, M J","12","1","5","8.33","41.67","0","16","2","7","12.5","43.75","7","622","40","134","6.43","21.54","-283.5","4","11","317","19","59","5.99","18.61","-210.08","30","10","16","33.33","33.33","-1.96","519","35","109","6.74","6.74","-218.55",
"Bailey, K C","5","2","3","40","60","3.38","17","4","7","23.53","41.18","5.88","508","77","185","15.16","36.42","-56.63","4","2","251","39","92","15.54","36.65","-16.4","87","24","51","27.59","27.59","-19.52","309","47","113","15.21","15.21","-13.4",
"Baker, George","2","0","0","0","0","-2","8","0","0","0","0","-8","401","40","119","9.98","29.68","-146.88","28","16","188","21","70","11.17","37.23","-59.26","53","12","23","22.64","22.64","-18.26","336","38","108","11.31","11.31","-91.76",
"Balding, A M","15","4","6","26.67","40","14.22","31","4","13","12.9","41.94","-1.78","1899","279","696","14.69","36.65","-373.97","2","3","948","141","351","14.87","37.03","-193.27","334","107","201","32.04","32.04","-54.69","812","116","264","14.29","14.29","-118.48",
"Barclay, Stella","6","1","1","16.67","16.67","20","9","1","2","11.11","22.22","17","543","35","117","6.45","21.55","-31.18","6","6","292","22","66","7.53","22.6","-64.59","25","5","12","20","20","-9.26","465","32","104","6.88","6.88","23.49",
"Beckett, R M","8","0","1","0","12.5","-8","17","0","5","0","29.41","-17","1228","227","490","18.49","39.9","-194.03","15","18","655","133","281","20.31","42.9","-104.69","288","108","184","37.5","37.5","-4.94","536","102","198","19.03","19.03","-73.66",
"Bell, M L W","8","2","2","25","25","2.91","14","3","3","21.43","21.43","4.41","719","86","240","11.96","33.38","-272.79","2","1","390","48","125","12.31","32.05","-111.79","105","34","54","32.38","32.38","-11.87","421","49","136","11.64","11.64","-151.05",
"Berry, John","2","0","0","0","0","-2","3","0","0","0","0","-3","175","13","46","7.43","26.29","-79.31","62","23","85","9","28","10.59","32.94","-19.69","14","5","8","35.71","35.71","0.86","139","12","40","8.63","8.63","-47.64",
"Best, Jim/Suzi","3","1","2","33.33","66.67","20","5","1","2","20","40","18","107","8","24","7.48","22.43","-20.5","7","3","67","4","14","5.97","20.9","2","7","2","4","28.57","28.57","-1","65","8","21","12.31","12.31","21.5",
"Blackford, Miss L A","0","0","0","0","0","0","1","0","0","0","0","-1","29","1","5","3.45","17.24","-26.5","269","12","13","1","3","7.69","23.08","-10.5","2","1","1","50","50","0.5","23","0","4","0","0","-23",
"Botti, M","7","1","2","14.29","28.57","-2.67","20","7","8","35","40","57.83","781","94","241","12.04","30.86","109.17","3","5","381","40","113","10.5","29.66","-68.59","86","13","37","15.12","15.12","-44.95","489","63","146","12.88","12.88","20.55",
"Boughey, George","15","2","9","13.33","60","-9.5","26","4","11","15.38","42.31","-9","1470","236","542","16.05","36.87","-373.17","1","1","702","106","246","15.1","35.04","-181.09","301","124","209","41.2","41.2","2.76","815","140","317","17.18","17.18","-91.77",
"Boyle, J R","2","0","0","0","0","-2","4","0","1","0","25","-4","434","39","111","8.99","25.58","-173.25","32","11","177","15","48","8.47","27.12","-75","34","9","16","26.47","26.47","-2.79","366","38","103","10.38","10.38","-113.75",
"Brennan, F J","1","1","1","100","100","6","4","1","1","25","25","3","62","3","6","4.84","9.68","-47.5","7","1","38","2","4","5.26","10.53","-26.5","2","0","0","0","0","-2","40","2","5","5","5","-28.5",
"Bridgwater, D G","2","0","0","0","0","-2","4","1","1","25","25","2.5","188","13","38","6.91","20.21","-81.35","14","3","85","7","18","8.24","21.18","-29.47","18","3","7","16.67","16.67","-10.68","130","9","28","6.92","6.92","-59.97",
"Brookhouse, B","4","1","1","25","25","-0.75","8","1","2","12.5","25","-4.75","146","25","55","17.12","37.67","6.26","1","1","146","25","55","17.12","37.67","6.26","31","11","19","35.48","35.48","2.63","81","9","27","11.11","11.11","1.21",
"Brown, Miss Harriet","1","0","0","0","0","-1","3","0","0","0","0","-3","95","3","11","3.16","11.58","-38.75","316","31","35","1","3","2.86","8.57","-22","3","1","2","33.33","33.33","-0.75","55","2","7","3.64","3.64","-1",
"Burke, Kieran","5","0","0","0","0","-5","7","0","1","0","14.29","-7","208","28","65","13.46","31.25","-49.66","32","16","119","11","29","9.24","24.37","-31.37","30","15","19","50","50","13.01","146","26","53","17.81","17.81","7.72",
"Burrows, Owen","2","0","0","0","0","-2","6","0","0","0","0","-6","187","44","82","23.53","43.85","34.78","30","10","121","24","48","19.83","39.67","-5.09","44","18","26","40.91","40.91","8.12","68","15","28","22.06","22.06","14.12",
"Butler, John","15","1","1","6.67","6.67","-6.5","24","2","3","8.33","12.5","35.5","988","96","259","9.72","26.21","-263.01","7","12","517","39","120","7.54","23.21","-165.61","97","32","67","32.99","32.99","-1.33","767","81","215","10.56","10.56","-162.32",
"Butler, P","0","0","0","0","0","0","1","0","0","0","0","-1","77","1","4","1.3","5.19","24","371","42","41","0","2","0","4.88","-41","0","0","0","0","0","0","52","1","4","1.92","1.92","49",
"Camacho, Miss J A","6","1","1","16.67","16.67","1.5","10","1","3","10","30","-2.5","574","76","167","13.24","29.09","-0.32","6","5","263","29","76","11.03","28.9","-80.64","71","20","31","28.17","28.17","3.69","446","58","133","13","13","-14",
"Candlish, Jennie","9","0","1","0","11.11","-9","14","2","5","14.29","35.71","-3.75","493","42","137","8.52","27.79","-172.6","11","12","248","29","74","11.69","29.84","-54.48","61","14","34","22.95","22.95","-32.06","387","32","108","8.27","8.27","-97.88",
"Carroll, A W","19","3","7","15.79","36.84","30.63","27","3","9","11.11","33.33","22.63","1981","169","509","8.53","25.69","-370.72","2","1","1015","80","245","7.88","24.14","-271.93","135","38","76","28.15","28.15","-18.46","1655","151","445","9.12","9.12","-236.51",
"Chapple-Hyam, P W","2","1","2","50","100","-0.64","2","1","2","50","100","-0.64","120","19","39","15.83","32.5","14.28","4","1","79","16","32","20.25","40.51","29.9","21","9","16","42.86","42.86","3.28","73","13","25","17.81","17.81","-1.18",
"Clarke, Ben","3","0","0","0","0","-3","7","0","1","0","14.29","-7","119","19","38","15.97","31.93","-2.99","176","12","52","7","17","13.46","32.69","-24.44","20","9","11","45","45","7.51","64","11","21","17.19","17.19","9.45",
"Clover, Tom","2","2","2","100","100","6.5","6","3","3","50","50","4.6","404","54","149","13.37","36.88","-116.87","4","1","184","21","72","11.41","39.13","-75.48","66","23","41","34.85","34.85","-10.2","227","23","73","10.13","10.13","-99.61",
"Crawley, Matt","3","0","2","0","66.67","-3","4","0","2","0","50","-4","81","5","21","6.17","25.93","-42.12","18","5","44","4","16","9.09","36.36","-8.87","8","1","3","12.5","12.5","-5.62","48","4","13","8.33","8.33","-12.87",
"Crisford, Simon","7","3","5","42.86","71.43","6","18","6","11","33.33","61.11","9.25","729","155","336","21.26","46.09","-109.15","3","5","381","72","171","18.9","44.88","-111.81","183","76","123","41.53","41.53","-9.63","317","72","138","22.71","22.71","5.83",
"Cromwell, Gavin Patrick","27","5","10","18.52","37.04","7.25","49","7","17","14.29","34.69","14.75","1698","170","501","10.01","29.51","-629.52","1","1","842","93","246","11.05","29.22","-283.72","212","64","136","30.19","30.19","-21.19","851","83","254","9.75","9.75","-209.06",
"Curran, S","0","0","0","0","0","0","1","0","0","0","0","-1","168","22","49","13.1","29.17","-23.13","217","24","62","9","19","14.52","30.65","-18.17","27","11","15","40.74","40.74","7.04","139","20","44","14.39","14.39","-6.96",
"Daly, H D","3","0","0","0","0","-3","12","1","4","8.33","33.33","-7","311","57","125","18.33","40.19","-7.26","12","10","165","27","61","16.36","36.97","-27.12","60","21","37","35","35","0.41","195","40","87","20.51","20.51","34.94",
"Davis, D J S Ffrench","3","0","0","0","0","-3","4","0","0","0","0","-4","310","34","91","10.97","29.35","-73.86","19","7","204","25","62","12.25","30.39","-37.69","27","8","21","29.63","29.63","-5.94","193","19","62","9.84","9.84","-39.17",
"De Giles, Ed","6","1","3","16.67","50","-2","9","1","5","11.11","55.56","-5","314","24","76","7.64","24.2","-118.04","5","5","168","11","48","6.55","28.57","-61.62","21","5","10","23.81","23.81","-2.92","276","20","68","7.25","7.25","-134.29",
"Dennis, T W","0","0","0","0","0","0","0","0","0","0","0","0","21","5","10","23.81","47.62","5.88","221","3","13","3","5","23.08","38.46","7.38","8","4","6","50","50","5.88","17","5","10","29.41","29.41","9.88",
"Dickin, Harriet","1","0","1","0","100","-1","3","0","1","0","33.33","-3","89","2","10","2.25","11.24","-55","235","36","62","2","9","3.23","14.52","-28","1","0","1","0","0","-1","63","2","10","3.17","3.17","-29",
"Dow, S","3","1","1","33.33","33.33","7","6","1","2","16.67","33.33","4","296","26","77","8.78","26.01","-61.26","2","3","169","18","41","10.65","24.26","-9.54","25","5","14","20","20","-10.17","260","24","70","9.23","9.23","-32.59",
"Down, C J","1","0","0","0","0","-1","4","0","0","0","0","-4","171","17","41","9.94","23.98","-89.67","39","9","67","9","19","13.43","28.36","-32.92","21","6","14","28.57","28.57","-3.42","137","15","36","10.95","10.95","-65.17",
"Drinkwater, S W","1","0","0","0","0","-1","4","0","0","0","0","-4","197","22","60","11.17","30.46","-63.49","40","14","95","8","20","8.42","21.05","-43.5","24","7","13","29.17","29.17","-2.74","135","18","45","13.33","13.33","-41.99",
"Dunlop, E A L","9","0","3","0","33.33","-9","19","4","8","21.05","42.11","-7.12","1014","128","328","12.62","32.35","-292.47","9","11","475","66","167","13.89","35.16","-137.13","121","40","77","33.06","33.06","-3.34","712","100","256","14.04","14.04","-143.63",
"Dunn, Mrs Alex","6","1","1","16.67","16.67","35","9","1","1","11.11","11.11","32","424","34","84","8.02","19.81","-142.87","3","3","233","13","37","5.58","15.88","-90.5","23","6","10","26.09","26.09","-1","342","32","78","9.36","9.36","-76.87",
"Edmunds, Stuart","5","0","1","0","20","-5","14","1","4","7.14","28.57","-4","372","49","136","13.17","36.56","-100.38","9","6","205","24","63","11.71","30.73","-58.27","44","14","26","31.82","31.82","-11.95","214","26","72","12.15","12.15","-49.23",
"England, Sam","2","0","0","0","0","-2","9","2","4","22.22","44.44","-1.5","419","54","136","12.89","32.46","-134.85","11","6","216","26","71","12.04","32.87","-65.1","82","27","53","32.93","32.93","2.32","347","48","127","13.83","13.83","-110.38",
"Fell, R / Murray, S","4","0","0","0","0","-4","11","3","3","27.27","27.27","34.5","1005","87","255","8.66","25.37","-295.19","10","7","502","48","134","9.56","26.69","-149.08","73","25","47","34.25","34.25","5.4","817","76","216","9.3","9.3","-208.52",
