trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allen, C N","3","0","0","0","0","-3","3","0","0","0","0","-3","218","23","69","10.55","31.65","-15.33","20","5","98","14","35","14.29","35.71","21.54","21","7","11","33.33","33.33","2.84","169","20","57","11.83","11.83","-20.66",
"Allen, S G","1","0","0","0","0","-1","2","0","0","0","0","-2","8","0","0","0","0","-8","9999","9999","6","0","0","0","0","-6","0","0","0","0","0","0","4","0","0","0","0","-4",
"Bailey, K C","3","0","1","0","33.33","-3","3","0","1","0","33.33","-3","480","67","154","13.96","32.08","-105.58","44","8","215","29","64","13.49","29.77","-54.23","76","23","45","30.26","30.26","-12.13","317","48","103","15.14","15.14","-29.4",
"Bailey, Liam","5","1","2","20","40","4","6","1","2","16.67","33.33","3","302","21","65","6.95","21.52","-161.63","2","2","152","14","36","9.21","23.68","-63.13","14","4","9","28.57","28.57","-2.13","239","16","48","6.69","6.69","-128.63",
"Barclay, Stella","2","0","0","0","0","-2","4","0","1","0","25","-4","562","41","136","7.3","24.2","-50.61","45","26","242","18","61","7.44","25.21","-63.19","29","6","15","20.69","20.69","-9.44","462","37","113","8.01","8.01","21.31",
"Bedi, Miss J","1","0","0","0","0","-1","2","0","0","0","0","-2","117","4","16","3.42","13.68","-43","62","16","64","2","10","3.13","15.63","-6","1","0","0","0","0","-1","99","4","16","4.04","4.04","-25",
"Bethell, Ed","11","5","5","45.45","45.45","10.83","18","5","6","27.78","33.33","3.83","492","82","195","16.67","39.63","-111.21","3","6","273","40","108","14.65","39.56","-117.4","114","42","66","36.84","36.84","-5.33","287","55","113","19.16","19.16","-16.72",
"Boanas, Miss G","0","0","0","0","0","0","0","0","0","0","0","0","198","11","39","5.56","19.7","-112.04","169","32","92","3","13","3.26","14.13","-62","5","1","3","20","20","-2.12","145","9","29","6.21","6.21","-71.29",
"Bowen, Peter / Michael","13","2","5","15.38","38.46","2","24","4","14","16.67","58.33","-1","487","71","153","14.58","31.42","-112.16","3","7","248","32","79","12.9","31.85","-53.82","88","34","54","38.64","38.64","3.38","373","56","118","15.01","15.01","-44.93",
"Bradstock, Mrs Sara V","0","0","0","0","0","0","1","0","0","0","0","-1","9","0","0","0","0","-9","904","11","7","0","0","0","0","-7","1","0","0","0","0","-1","1","0","0","0","0","-1",
