trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Ahern, G","0","0","0","0","0","0","2","0","0","0","0","-2","65","3","7","4.62","10.77","-27","101","19","32","1","3","3.13","9.38","-20","0","0","0","0","0","0","37","2","6","5.41","5.41","-10",
"Appleby, Charlie","7","4","5","57.14","71.43","0.39","18","6","8","33.33","44.44","-5.63","847","259","480","30.58","56.67","-31.25","1","1","481","151","264","31.39","54.89","-6.48","388","178","280","45.88","45.88","7.04","207","53","94","25.6","25.6","-39.87",
"Appleby, M","20","3","8","15","40","-2","34","5","16","14.71","47.06","-12.06","1982","235","590","11.86","29.77","-161.02","3","5","925","125","291","13.51","31.46","-74.05","261","77","152","29.5","29.5","-24.72","1713","203","527","11.85","11.85","-155.16",
"Auvray, Jean-Rene","2","0","0","0","0","-2","2","0","0","0","0","-2","48","0","4","0","8.33","-48","1149","85","32","0","4","0","12.5","-32","0","0","0","0","0","0","24","0","2","0","0","-24",
"Balding, A M","27","4","11","14.81","40.74","-10.38","58","6","17","10.34","29.31","-38.08","1897","287","689","15.13","36.32","-92.64","3","10","958","132","343","13.78","35.8","-140.94","312","94","187","30.13","30.13","-70.47","893","134","313","15.01","15.01","-99.68",
"Banham, Chelsea","1","0","0","0","0","-1","2","0","0","0","0","-2","323","22","72","6.81","22.29","-160.24","25","7","141","11","31","7.8","21.99","-31.5","24","8","15","33.33","33.33","2.76","246","16","56","6.5","6.5","-114.5",
"Barrett, James M","2","0","0","0","0","-2","6","0","1","0","16.67","-6","163","9","29","5.52","17.79","-58.75","89","26","69","3","11","4.35","15.94","-39.5","8","1","3","12.5","12.5","-5.25","76","6","16","7.89","7.89","-16.25",
"Barron, T D","2","0","0","0","0","-2","5","0","1","0","20","-5","567","77","186","13.58","32.8","-72.72","22","15","239","39","89","16.32","37.24","15.83","95","32","54","33.68","33.68","19.46","446","63","152","14.13","14.13","-29.58",
"Beckett, R M","21","3","8","14.29","38.1","-7.62","39","9","20","23.08","51.28","5.63","1094","200","434","18.28","39.67","-75.5","2","5","547","88","208","16.09","38.03","-95.11","263","98","161","37.26","37.26","17.22","528","98","204","18.56","18.56","-87.25",
"Bell, M L W","7","2","3","28.57","42.86","10.33","17","2","5","11.76","29.41","0.33","677","93","217","13.74","32.05","-177.55","1","1","325","37","102","11.38","31.38","-156.83","108","33","57","30.56","30.56","-20.37","399","55","129","13.78","13.78","-91.61",
"Berry, J A","0","0","0","0","0","0","0","0","0","0","0","0","47","1","6","2.13","12.77","-40.5","20","2","26","1","3","3.85","11.54","-19.5","0","0","0","0","0","0","12","0","1","0","0","-12",
"Bethell, Ed","6","2","2","33.33","33.33","-0.5","9","2","3","22.22","33.33","-3.5","283","39","104","13.78","36.75","-21.76","4","3","179","21","61","11.73","34.08","-23.3","48","10","26","20.83","20.83","-22.84","172","27","62","15.7","15.7","23.55",
"Blake, Michael","1","0","0","0","0","-1","1","0","0","0","0","-1","170","14","43","8.24","25.29","-29.67","63","14","74","6","14","8.11","18.92","4","9","1","4","11.11","11.11","-7.17","155","11","38","7.1","7.1","-36.5",
"Bolger, E","0","0","0","0","0","0","2","0","0","0","0","-2","253","26","64","10.28","25.3","-8.66","89","14","109","12","23","11.01","21.1","-43.32","45","14","23","31.11","31.11","-6.99","117","9","20","7.69","7.69","33.53",
"Botti, M","7","1","2","14.29","28.57","3","18","1","4","5.56","22.22","-8","815","99","258","12.15","31.66","0.66","4","2","398","53","127","13.32","31.91","107.94","108","28","54","25.93","25.93","-27.97","517","69","159","13.35","13.35","-22.34",
"Boughey, George","17","4","11","23.53","64.71","-7.7","30","8","17","26.67","56.67","8.8","1010","173","388","17.13","38.42","-230.27","3","3","650","103","239","15.85","36.77","-219.11","232","96","157","41.38","41.38","11.32","541","92","208","17.01","17.01","-96.02",
"Boyle, J R","16","1","2","6.25","12.5","-3","25","1","3","4","12","-12","433","45","105","10.39","24.25","-164.18","4","8","226","18","48","7.96","21.24","-106.08","46","15","25","32.61","32.61","2.78","349","39","91","11.17","11.17","-109.34",
"Brabazon, Richard","0","0","0","0","0","0","1","0","1","0","100","-1","50","4","13","8","26","-29.75","28","2","25","3","9","12","36","-12.25","9","2","4","22.22","22.22","-1.75","29","3","11","10.34","10.34","-14.25",
"Brassil, Martin","2","1","1","50","50","7","2","1","1","50","50","7","149","22","48","14.77","32.21","28.74","5","2","88","12","31","13.64","35.23","-14.89","19","9","12","47.37","47.37","4.91","59","12","21","20.34","20.34","25.01",
"Breen, Leanne","2","0","0","0","0","-2","4","0","1","0","25","-4","162","7","20","4.32","12.35","-101.67","204","27","68","2","6","2.94","8.82","-50","8","1","2","12.5","12.5","-3.67","144","7","20","4.86","4.86","-83.67",
"Bridger, J J","4","0","0","0","0","-4","8","1","1","12.5","12.5","5","331","20","55","6.04","16.62","23.09","8","6","129","2","16","1.55","12.4","-99","14","3","6","21.43","21.43","-3.54","259","18","52","6.95","6.95","-61.91",
"Brisland, Robyn","10","1","2","10","20","-3.5","16","1","5","6.25","31.25","-9.5","751","56","159","7.46","21.17","-315.01","4","4","313","23","67","7.35","21.41","-155.45","44","15","20","34.09","34.09","-3.83","566","45","122","7.95","7.95","-234.26",
"Broderick, J P","1","1","1","100","100","3","1","1","1","100","100","3","51","2","13","3.92","25.49","-39","5","1","26","2","10","7.69","38.46","-14","4","0","4","0","0","-4","26","2","12","7.69","7.69","-14",
"Bromhead, Henry De","8","0","2","0","25","-8","19","1","4","5.26","21.05","-14","1683","240","577","14.26","34.28","-539.79","12","12","764","99","242","12.96","31.68","-267.47","312","112","193","35.9","35.9","-56.93","629","48","151","7.63","7.63","-237.96",
"Brooke, Daniel","3","0","2","0","66.67","-3","4","0","2","0","50","-4","215","9","39","4.19","18.14","-109.5","84","29","118","3","23","2.54","19.49","-94","4","0","1","0","0","-4","176","9","33","5.11","5.11","-70.5",
"Brown, D H","0","0","0","0","0","0","0","0","0","0","0","0","245","30","76","12.24","31.02","-9.73","104","27","100","8","28","8","28","-23.43","34","15","25","44.12","44.12","10.02","196","28","68","14.29","14.29","34.2",
"Burke, John M","0","0","0","0","0","0","1","0","0","0","0","-1","89","4","16","4.49","17.98","-63.5","64","15","52","1","7","1.92","13.46","-44.5","3","0","1","0","0","-3","58","4","14","6.9","6.9","-32.5",
"Burke, K R","22","3","8","13.64","36.36","55.75","38","5","13","13.16","34.21","47.25","1562","210","539","13.44","34.51","-114.88","3","7","807","121","292","14.99","36.18","-7.58","216","77","137","35.65","35.65","12.91","835","99","270","11.86","11.86","-57.99",
"Burke, W J","1","0","0","0","0","-1","2","0","0","0","0","-2","221","13","45","5.88","20.36","-83.17","237","42","89","3","11","3.37","12.36","-53","10","2","6","20","20","-0.17","61","4","14","6.56","6.56","-13.5",
"Burrows, Owen","1","0","0","0","0","-1","5","1","2","20","40","-1","220","42","91","19.09","41.36","-11.79","14","5","84","20","40","23.81","47.62","32.54","49","16","31","32.65","32.65","8.25","90","19","37","21.11","21.11","12.74",
"Butler, John","12","1","4","8.33","33.33","-8.5","26","3","9","11.54","34.62","-6","860","92","233","10.7","27.09","-173.4","7","10","454","54","137","11.89","30.18","-65.03","82","29","58","35.37","35.37","7.51","672","76","194","11.31","11.31","-123.86",
