trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Ahern, G","0","0","0","0","0","0","1","0","0","0","0","-1","83","1","7","1.2","8.43","-71","443","67","51","0","4","0","7.84","-51","1","0","1","0","0","-1","44","1","5","2.27","2.27","-32",
"Appleby, Charlie","9","2","3","22.22","33.33","-5.23","16","4","7","25","43.75","-8.93","904","273","484","30.2","53.54","-34.08","2","5","431","123","225","28.54","52.2","-38.52","434","190","294","43.78","43.78","-29.56","226","56","102","24.78","24.78","-1.06",
"Appleby, M","14","3","5","21.43","35.71","20.63","30","6","12","20","40","20.38","1824","230","572","12.61","31.36","-300.17","2","4","906","108","293","11.92","32.34","-204.65","280","89","166","31.79","31.79","-24.33","1565","194","492","12.4","12.4","-240.94",
"Attwater, M J","8","3","3","37.5","37.5","8.91","13","3","3","23.08","23.08","3.91","636","36","130","5.66","20.44","-287.38","4","3","302","18","59","5.96","19.54","-138.58","27","8","14","29.63","29.63","-4.84","526","31","106","5.89","5.89","-215.43",
"Balding, A M","25","2","9","8","36","-1","55","6","18","10.91","32.73","15","1860","272","654","14.62","35.16","-284.13","1","3","893","134","305","15.01","34.15","-169.51","317","105","189","33.12","33.12","-39.18","835","124","279","14.85","14.85","-93.81",
"Barclay, Stella","4","1","1","25","25","6","6","1","1","16.67","16.67","4","522","37","110","7.09","21.07","30.12","7","4","312","22","69","7.05","22.12","2.58","26","7","15","26.92","26.92","-4.38","434","35","97","8.06","8.06","99.12",
"Barr, R E","0","0","0","0","0","0","0","0","0","0","0","0","20","0","1","0","5","-20","1473","63","9","0","1","0","11.11","-9","0","0","0","0","0","0","18","0","1","0","0","-18",
"Barron, T D","7","2","3","28.57","42.86","8.25","11","2","3","18.18","27.27","4.25","485","63","167","12.99","34.43","-76.38","3","1","239","22","74","9.21","30.96","-98.46","74","18","44","24.32","24.32","-11.7","392","53","142","13.52","13.52","-40.96",
"Beckett, R M","22","8","13","36.36","59.09","14.24","53","16","31","30.19","58.49","23.51","1166","196","453","16.81","38.85","-170.76","2","2","625","113","253","18.08","40.48","-58.71","240","89","151","37.08","37.08","-3.88","530","99","198","18.68","18.68","-50.16",
"Bedi, Miss J","2","0","1","0","50","-2","5","0","2","0","40","-5","93","3","13","3.23","13.98","-72.5","80","18","57","2","8","3.51","14.04","-41","1","0","0","0","0","-1","80","3","12","3.75","3.75","-59.5",
"Bell, M L W","12","2","5","16.67","41.67","2.67","21","4","11","19.05","52.38","-3.37","687","82","229","11.94","33.33","-270.46","2","5","346","39","119","11.27","34.39","-131.94","108","36","56","33.33","33.33","-8.62","412","49","135","11.89","11.89","-171.34",
"Berry, J A","0","0","0","0","0","0","0","0","0","0","0","0","52","1","5","1.92","9.62","-45.5","362","25","29","1","3","3.45","10.34","-22.5","0","0","0","0","0","0","7","0","0","0","0","-7",
"Bethell, Ed","4","2","3","50","75","6","10","2","4","20","40","0","392","63","145","16.07","36.99","-24.78","1","1","215","43","86","20","40","13.69","84","23","48","27.38","27.38","-26.11","220","41","87","18.64","18.64","27.66",
"Birrane, F","0","0","0","0","0","0","0","0","0","0","0","0","71","2","10","2.82","14.08","36.5","371","27","25","0","4","0","16","-25","2","0","0","0","0","-2","51","1","7","1.96","1.96","-44.5",
"Boanas, Miss G","0","0","0","0","0","0","4","0","2","0","50","-4","266","28","88","10.53","33.08","-37.5","36","7","106","8","27","7.55","25.47","-50.04","16","6","12","37.5","37.5","5.09","212","27","79","12.74","12.74","12.75",
"Bolger, J S","2","1","1","50","50","10","12","3","4","25","33.33","11.5","702","48","156","6.84","22.22","-300.06","4","1","347","25","81","7.2","23.34","-115.62","44","13","24","29.55","29.55","-8.44","284","20","70","7.04","7.04","-33.3",
"Botti, M","11","2","4","18.18","36.36","3","21","2","5","9.52","23.81","-7","748","91","243","12.17","32.49","87.1","3","5","354","33","109","9.32","30.79","-56.42","88","15","40","17.05","17.05","-44.61","482","62","152","12.86","12.86","-10.07",
"Boughey, George","13","0","4","0","30.77","-13","31","1","6","3.23","19.35","-14","1421","229","529","16.12","37.23","-372.21","13","26","780","129","296","16.54","37.95","-164.13","306","128","213","41.83","41.83","4.72","794","136","309","17.13","17.13","-95.18",
"Bourke, D F","0","0","0","0","0","0","4","1","2","25","50","-1.5","164","12","36","7.32","21.95","-50","11","3","95","8","24","8.42","25.26","-19.75","10","3","4","30","30","-1","132","10","27","7.58","7.58","-34.25",
"Breen, Leanne","1","0","0","0","0","-1","1","0","0","0","0","-1","132","7","18","5.3","13.64","-71.17","34","5","64","4","11","6.25","17.19","-25.5","6","2","3","33.33","33.33","2.83","117","7","18","5.98","5.98","-56.17",
"Broad, D","0","0","0","0","0","0","0","0","0","0","0","0","89","4","11","4.49","12.36","-19","161","22","46","1","5","2.17","10.87","-39","0","0","0","0","0","0","55","4","11","7.27","7.27","15",
"Broderick, J P","2","0","0","0","0","-2","3","0","0","0","0","-3","62","4","15","6.45","24.19","-37","55","11","41","3","9","7.32","21.95","-24","8","1","4","12.5","12.5","-3","36","3","13","8.33","8.33","-19",
"Bromhead, Henry De","7","2","3","28.57","42.86","6","16","2","5","12.5","31.25","-3","1415","184","468","13","33.07","-400.34","3","2","656","86","226","13.11","34.45","-127.49","249","86","159","34.54","34.54","-36.51","539","44","132","8.16","8.16","-160.3",
"Brooke, Daniel","2","0","0","0","0","-2","5","0","1","0","20","-5","198","12","42","6.06","21.21","-111.83","214","36","80","8","23","10","28.75","-40.83","11","4","7","36.36","36.36","4.04","162","12","36","7.41","7.41","-75.83",
"Brookhouse, B","2","0","1","0","50","-2","6","1","2","16.67","33.33","0.5","85","11","28","12.94","32.94","1.25","11","4","85","11","28","12.94","32.94","1.25","18","4","10","22.22","22.22","-6.25","50","5","18","10","10","7.38",
"Brown, A D","2","0","0","0","0","-2","4","1","1","25","25","2","270","35","78","12.96","28.89","45.54","13","3","152","20","45","13.16","29.61","-20.79","25","8","14","32","32","-0.37","197","25","55","12.69","12.69","-7.76",
"Browne, W P","1","0","0","0","0","-1","1","0","0","0","0","-1","101","9","30","8.91","29.7","-34.14","34","6","59","7","20","11.86","33.9","-17.64","4","3","4","75","75","3.61","23","0","2","0","0","-23",
"Bunyan, Darren","1","0","0","0","0","-1","4","0","0","0","0","-4","189","12","34","6.35","17.99","-69.17","23","7","90","5","17","5.56","18.89","-44.67","9","2","3","22.22","22.22","-1.17","121","9","24","7.44","7.44","-32.17",
"Burke, K R","19","2","9","10.53","47.37","-12.17","41","7","19","17.07","46.34","-0.16","1543","229","575","14.84","37.27","-183.26","3","6","751","103","280","13.72","37.28","-133.63","244","91","153","37.3","37.3","9.9","792","100","276","12.63","12.63","-141.65",
"Burke, W J","5","0","0","0","0","-5","6","0","0","0","0","-6","200","7","28","3.5","14","-123","152","52","111","4","19","3.6","17.12","-70","4","0","2","0","0","-4","49","3","12","6.12","6.12","-22.5",
"Butler, John","14","1","5","7.14","35.71","-10.5","31","1","7","3.23","22.58","-27.5","934","96","255","10.28","27.3","-224.14","2","6","500","45","126","9","25.2","-143.11","103","33","71","32.04","32.04","-1.83","733","79","210","10.78","10.78","-171.45",
"Butler, P","1","0","0","0","0","-1","2","0","0","0","0","-2","71","1","3","1.41","4.23","30","270","30","38","1","2","2.63","5.26","63","0","0","0","0","0","0","45","1","3","2.22","2.22","56",
"Byrne, Philip Michael","0","0","0","0","0","0","1","0","1","0","100","-1","83","3","13","3.61","15.66","-57.5","56","7","37","2","6","5.41","16.22","-18","2","1","1","50","50","4.5","54","3","13","5.56","5.56","-28.5",
"Byrnes, C","12","1","3","8.33","25","-7.5","18","1","3","5.56","16.67","-13.5","421","50","124","11.88","29.45","-127.3","6","11","233","29","70","12.45","30.04","-85.09","62","23","38","37.1","37.1","19.29","203","28","59","13.79","13.79","-44.19",
"Camacho, Miss J A","13","0","1","0","7.69","-13","18","0","3","0","16.67","-18","568","76","173","13.38","30.46","-12.26","27","20","279","37","81","13.26","29.03","-3.91","72","19","33","26.39","26.39","-5.91","439","58","138","13.21","13.21","-31.34",
"Candlish, Jennie","1","0","0","0","0","-1","8","1","3","12.5","37.5","-1","493","48","147","9.74","29.82","-146.35","10","7","247","26","73","10.53","29.55","-59.98","68","16","38","23.53","23.53","-34.31","399","38","122","9.52","9.52","-81.5",
"Carr, Mrs R A","10","1","3","10","30","-5","18","2","5","11.11","27.78","-8.5","768","68","196","8.85","25.52","-162.57","7","10","394","48","127","12.18","32.23","-46.23","53","19","28","35.85","35.85","13.43","714","64","186","8.96","8.96","-135.9",
"Carroll, A W","42","6","13","14.29","30.95","4.96","61","8","15","13.11","24.59","3.46","1969","168","511","8.53","25.95","-509.29","1","3","1001","84","247","8.39","24.68","-293.56","135","40","78","29.63","29.63","-13.53","1629","150","449","9.21","9.21","-361.08",
"Carroll, D","13","0","3","0","23.08","-13","18","1","6","5.56","33.33","-14","446","49","111","10.99","24.89","-75.63","14","17","240","28","65","11.67","27.08","-82.21","46","15","21","32.61","32.61","9.91","334","42","90","12.57","12.57","-22.51",
"Chapple-Hyam, Jane","6","1","3","16.67","50","-2.5","13","2","4","15.38","30.77","-3.5","475","51","152","10.74","32","-75.08","2","2","226","18","64","7.96","28.32","-65.35","60","15","32","25","25","-18.74","272","31","97","11.4","11.4","-18.11",
"Charlton, Roger/Harry","5","2","4","40","80","5","9","2","5","22.22","55.56","1","597","99","219","16.58","36.68","-102.41","6","3","265","39","100","14.72","37.74","-64.61","125","47","80","37.6","37.6","-12.66","321","57","118","17.76","17.76","-49.16",
"Clover, Tom","3","0","2","0","66.67","-3","9","0","3","0","33.33","-9","417","53","142","12.71","34.05","-135.86","23","14","178","18","58","10.11","32.58","-83.58","74","26","45","35.14","35.14","-9.94","249","23","72","9.24","9.24","-120.86",
"Cody, Patrick","4","0","1","0","25","-4","8","2","3","25","37.5","1","191","21","70","10.99","36.65","-72.57","13","6","98","12","33","12.24","33.67","-34.12","25","8","15","32","32","-0.95","91","10","33","10.99","10.99","-21.75",
"Coleman, Kevin","4","1","2","25","50","-1","10","2","5","20","50","5","296","29","77","9.8","26.01","23.37","7","4","174","17","47","9.77","27.01","-25.38","29","8","17","27.59","27.59","-3.88","172","19","49","11.05","11.05","51",
"Collins, Tracey / Halford, Mick","3","0","1","0","33.33","-3","7","1","2","14.29","28.57","4","94","8","24","8.51","25.53","30.08","13","6","94","8","24","8.51","25.53","30.08","8","1","2","12.5","12.5","-4.75","68","5","18","7.35","7.35","-13.17",
"Coltherd, W S","1","0","0","0","0","-1","3","0","0","0","0","-3","301","38","93","12.62","30.9","-60.03","118","42","160","16","43","10","26.88","-9.83","54","17","33","31.48","31.48","-3.69","245","33","82","13.47","13.47","-90.53",
"Condon, K J","2","0","1","0","50","-2","6","1","3","16.67","50","3.5","338","28","106","8.28","31.36","-175.92","14","5","129","11","41","8.53","31.78","-53.38","36","12","19","33.33","33.33","-3.17","160","14","52","8.75","8.75","-43.92",
"Connell, B","2","0","2","0","100","-2","4","0","2","0","50","-4","139","31","51","22.3","36.69","9.24","50","7","72","19","29","26.39","40.28","6.99","25","13","16","52","52","13.86","57","10","21","17.54","17.54","-3.12",
"Cooper, Thomas","3","0","0","0","0","-3","4","0","0","0","0","-4","150","7","26","4.67","17.33","-104.17","197","37","78","2","14","2.56","17.95","-66","7","2","5","28.57","28.57","0.33","81","3","14","3.7","3.7","-58.67",
"Corkery, P","0","0","0","0","0","0","0","0","0","0","0","0","11","1","5","9.09","45.45","0","593","10","6","0","1","0","16.67","-6","1","0","1","0","0","-1","1","0","0","0","0","-1",
"Cotter, Kieran P","4","0","1","0","25","-4","7","0","1","0","14.29","-7","249","21","56","8.43","22.49","-57.51","27","15","121","10","30","8.26","24.79","-30.51","18","5","11","27.78","27.78","3.49","112","13","25","11.61","11.61","6.66",
"Cox, C G","13","2","2","15.38","15.38","-2.17","25","3","7","12","28","-2.17","976","138","339","14.14","34.73","-140.24","1","4","479","63","159","13.15","33.19","-96.51","146","59","95","40.41","40.41","27.76","564","77","188","13.65","13.65","-104.27",
"Craggs, R","0","0","0","0","0","0","2","0","0","0","0","-2","74","11","27","14.86","36.49","20.33","130","13","43","6","15","13.95","34.88","-6","12","3","8","25","25","-3.67","71","11","27","15.49","15.49","23.33",
"Crisford, Simon","8","1","1","12.5","12.5","-6.09","21","5","11","23.81","52.38","-1.21","717","155","331","21.62","46.16","-102.06","1","1","358","84","174","23.46","48.6","-13.41","175","81","121","46.29","46.29","11.87","312","63","126","20.19","20.19","-29.99",
"Croke, Peter","0","0","0","0","0","0","0","0","0","0","0","0","101","4","18","3.96","17.82","-54.83","112","10","61","3","10","4.92","16.39","-29.83","5","1","1","20","20","-3.33","45","2","9","4.44","4.44","-21.5",
"Cromwell, Gavin Patrick","20","1","5","5","25","-12","31","1","8","3.23","25.81","-23","1630","159","483","9.75","29.63","-649.56","3","7","823","88","243","10.69","29.53","-312.63","204","63","128","30.88","30.88","-15.53","840","80","251","9.52","9.52","-265.87",
"Crook, A","2","0","0","0","0","-2","2","0","0","0","0","-2","124","4","17","3.23","13.71","-106.62","119","14","58","3","6","5.17","10.34","-45.12","2","1","1","50","50","0.88","97","4","15","4.12","4.12","-79.62",
"Cullen, D W","0","0","0","0","0","0","2","0","1","0","50","-2","131","5","20","3.82","15.27","-14","245","37","65","1","4","1.54","6.15","16","4","0","3","0","0","-4","81","3","17","3.7","3.7","-49.5",
"Cunha, Dylan","4","0","1","0","25","-4","6","0","1","0","16.67","-6","77","9","22","11.69","28.57","-17.74","47","19","65","8","18","12.31","27.69","-10.24","13","4","4","30.77","30.77","-1.74","56","7","16","12.5","12.5","-2.12",
"Curling, S","3","0","0","0","0","-3","4","0","0","0","0","-4","191","17","47","8.9","24.61","-95.19","55","14","94","12","24","12.77","25.53","-30.74","20","6","15","30","30","-3.57","66","8","20","12.12","12.12","-7",
"Cusack, Liam P","8","0","3","0","37.5","-8","8","0","3","0","37.5","-8","160","10","39","6.25","24.38","-88.25","59","16","74","6","19","8.11","25.68","-24.5","13","3","8","23.08","23.08","-2.25","103","7","35","6.8","6.8","-41.5",
"Dascombe, Tom","7","1","1","14.29","14.29","-5.38","13","3","3","23.08","23.08","-5.5","376","34","102","9.04","27.13","-192.75","5","5","154","17","48","11.04","31.17","-60.71","35","12","22","34.29","34.29","2.96","195","19","54","9.74","9.74","-85.92",
"Davidson, Tristan","4","1","1","25","25","-0.5","8","1","3","12.5","37.5","-4.5","208","19","57","9.13","27.4","-40.17","6","3","96","10","25","10.42","26.04","22","25","8","13","32","32","1.33","170","17","51","10","10","-7.75",
"Dobbs, Mrs Prunella","2","0","0","0","0","-2","3","0","1","0","33.33","-3","101","3","10","2.97","9.9","-55.5","206","30","53","2","5","3.77","9.43","-16","3","0","1","0","0","-3","48","3","7","6.25","6.25","-2.5",
"Dods, M","13","2","5","15.38","38.46","28","25","3","10","12","40","21","1033","110","333","10.65","32.24","-207.1","2","1","529","58","170","10.96","32.14","-147.25","122","38","74","31.15","31.15","3.74","803","83","260","10.34","10.34","-134.86",
"Donoghue, Ian","2","0","0","0","0","-2","3","0","0","0","0","-3","54","2","6","3.7","11.11","-41","103","27","54","2","6","3.7","11.11","-41","3","0","1","0","0","-3","29","2","2","6.9","6.9","-16",
"Donohoe, R","1","0","1","0","100","-1","2","0","2","0","100","-2","126","10","26","7.94","20.63","-44.09","18","4","70","7","14","10","20","-3.34","2","1","2","50","50","1.75","103","8","22","7.77","7.77","-32.09",
"Dooly, N","0","0","0","0","0","0","0","0","0","0","0","0","133","4","20","3.01","15.04","-109","248","54","86","3","10","3.49","11.63","-69.5","5","1","3","20","20","-1","56","4","9","7.14","7.14","-32",
"Doyle, Eoin","1","0","0","0","0","-1","2","0","0","0","0","-2","233","14","54","6.01","23.18","-86","53","22","113","7","26","6.19","23.01","-65.75","11","4","10","36.36","36.36","2","150","9","36","6","6","-42.25",
"Doyle, Timothy","3","0","2","0","66.67","-3","6","0","4","0","66.67","-6","212","8","37","3.77","17.45","-101","16","9","137","7","32","5.11","23.36","-60","5","1","2","20","20","-1.5","123","5","21","4.07","4.07","-38.5",
"Dunleavy, Mrs Y","1","0","0","0","0","-1","1","0","0","0","0","-1","31","0","2","0","6.45","-31","1771","91","18","0","2","0","11.11","-18","1","0","0","0","0","-1","19","0","2","0","0","-19",
"Dunlop, E A L","20","6","10","30","50","5.63","30","10","15","33.33","50","22.63","921","116","295","12.6","32.03","-190.26","2","6","467","64","151","13.7","32.33","-84.51","100","33","62","33","33","-5.5","629","90","227","14.31","14.31","-72.24",
"Dunn, Mrs Alex","1","0","1","0","100","-1","10","0","2","0","20","-10","373","31","78","8.31","20.91","-118.37","46","35","208","17","37","8.17","17.79","-88.12","22","6","10","27.27","27.27","0","297","29","73","9.76","9.76","-58.37",
"Easterby, M W","19","3","9","15.79","47.37","-2.67","32","4","12","12.5","37.5","-10.17","923","97","268","10.51","29.04","-234.47","1","1","484","57","149","11.78","30.79","-64.15","109","30","58","27.52","27.52","-16.53","720","88","235","12.22","12.22","-101.34",
"Easterby, T D","47","9","15","19.15","31.91","-5.06","100","12","26","12","26","-37.56","2995","253","790","8.45","26.38","-1007.08","1","3","1449","118","368","8.14","25.4","-476.34","276","81","160","29.35","29.35","-7.8","2417","220","677","9.1","9.1","-646.69",
"Ellam, Clare","0","0","0","0","0","0","1","0","0","0","0","-1","26","1","4","3.85","15.38","-14","24","4","17","1","3","5.88","17.65","-5","1","0","0","0","0","-1","17","1","4","5.88","5.88","-5",
"Elliott, Gordon","22","0","4","0","18.18","-22","50","2","12","4","24","-36","2887","446","1087","15.45","37.65","-705.42","8","28","1498","219","557","14.62","37.18","-557.7","554","227","372","40.97","40.97","-40.02","1004","101","271","10.06","10.06","-252.35",
