trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allwood, S","3","0","0","0","0","-3","9","0","0","0","0","-9","160","10","34","6.25","21.25","-117.02","22","11","74","6","15","8.11","20.27","-52.65","14","5","8","35.71","35.71","1.23","112","10","34","8.93","8.93","-69.02",
"Appleby, Charlie","6","2","3","33.33","50","-2.07","23","7","15","30.43","65.22","-4.01","889","269","495","30.26","55.68","-22.59","2","2","501","152","271","30.34","54.09","-8.74","410","188","291","45.85","45.85","9.9","231","60","111","25.97","25.97","-14.2",
"Appleby, M","18","2","7","11.11","38.89","-6.37","31","5","12","16.13","38.71","0.38","1934","236","577","12.2","29.83","-181.27","2","4","894","114","275","12.75","30.76","-194.63","259","79","150","30.5","30.5","-16.09","1675","206","517","12.3","12.3","-101.78",
"Attwater, M J","1","0","0","0","0","-1","7","0","2","0","28.57","-7","636","34","125","5.35","19.65","-261.01","52","33","304","18","70","5.92","23.03","-154.92","23","7","13","30.43","30.43","-1.14","513","30","105","5.85","5.85","-197.92",
"Bailey, K C","6","4","4","66.67","66.67","12.05","13","5","7","38.46","53.85","8.8","569","88","199","15.47","34.97","-110.23","2","1","254","37","96","14.57","37.8","-36.49","104","35","64","33.65","33.65","-10.78","324","39","96","12.04","12.04","-78.34",
"Baker, George","4","1","1","25","25","6","12","2","3","16.67","25","0.63","441","49","117","11.11","26.53","-61.36","1","1","212","21","52","9.91","24.53","-74.12","48","12","24","25","25","-11.12","333","39","94","11.71","11.71","-32.37",
"Balding, A M","14","2","3","14.29","21.43","-6.75","33","3","8","9.09","24.24","-14.75","1875","289","685","15.41","36.53","-171.31","5","7","947","139","350","14.68","36.96","-133.58","303","99","186","32.67","32.67","-42.69","868","133","307","15.32","15.32","-75.76",
"Bandey, R J","1","1","1","100","100","2","3","1","2","33.33","66.67","0","160","27","66","16.88","41.25","67.47","1","1","90","23","44","25.56","48.89","21.47","33","14","25","42.42","42.42","-3.03","95","19","46","20","20","94.38",
"Barcoe, James M","2","0","0","0","0","-2","5","0","0","0","0","-5","142","10","28","7.04","19.72","-29.25","74","23","84","5","18","5.95","21.43","-38","6","1","3","16.67","16.67","-2.25","101","8","23","7.92","7.92","-37.75",
"Barr, Brian","1","1","1","100","100","4.5","2","1","1","50","50","3.5","199","13","35","6.53","17.59","-110.75","7","1","81","4","16","4.94","19.75","-48","6","2","3","33.33","33.33","0.25","135","9","23","6.67","6.67","-65.75",
"Beckett, R M","24","5","7","20.83","29.17","19.88","45","8","14","17.78","31.11","6.79","1092","193","418","17.67","38.28","-88.2","1","2","571","96","209","16.81","36.6","-70.84","251","87","145","34.66","34.66","-8.65","525","89","186","16.95","16.95","-122.72",
"Berry, John","5","0","1","0","20","-5","7","0","2","0","28.57","-7","174","8","40","4.6","22.99","-107.12","105","36","89","4","17","4.49","19.1","-58.62","12","2","6","16.67","16.67","-5.62","134","8","33","5.97","5.97","-67.12",
"Best, John & Jewell, Karen","2","0","0","0","0","-2","4","0","1","0","25","-4","137","14","37","10.22","27.01","-25.74","73","21","136","14","37","10.29","27.21","-24.74","12","2","6","16.67","16.67","-6.49","110","13","34","11.82","11.82","-24.74",
