trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Ahern, G","1","0","0","0","0","-1","3","0","0","0","0","-3","67","5","9","7.46","13.43","-5.5","16","4","26","1","1","3.85","3.85","-14","0","0","0","0","0","0","40","4","8","10","10","10.5",
"Allen, C N","2","1","1","50","50","3","3","1","1","33.33","33.33","2","194","19","60","9.79","30.93","-79.29","4","2","99","12","34","12.12","34.34","-16.17","25","5","12","20","20","-8.37","151","17","52","11.26","11.26","-44.04",
"Allwood, S","0","0","0","0","0","0","0","0","0","0","0","0","156","9","34","5.77","21.79","-115.77","39","3","74","5","15","6.76","20.27","-55.4","13","5","8","38.46","38.46","2.23","110","9","34","8.18","8.18","-69.77",
"Appleby, Charlie","16","5","9","31.25","56.25","-1.82","17","5","10","29.41","58.82","-2.82","803","242","454","30.14","56.54","-28.39","1","2","443","137","247","30.93","55.76","-25.07","360","153","254","42.5","42.5","-16.67","184","47","86","25.54","25.54","-30.07",
"Appleby, M","20","1","3","5","15","-12.5","38","2","7","5.26","18.42","-24","2060","225","588","10.92","28.54","-257.6","7","19","914","119","262","13.02","28.67","-56.91","262","77","152","29.39","29.39","-27.3","1774","201","529","11.33","11.33","-186.42",
"Archdeacon, L J","0","0","0","0","0","0","2","0","0","0","0","-2","67","0","3","0","4.48","-67","1126","76","34","0","1","0","2.94","-34","0","0","0","0","0","0","28","0","3","0","0","-28",
"Bailey, Liam","7","0","2","0","28.57","-7","14","1","3","7.14","21.43","-9.5","318","13","57","4.09","17.92","-193.25","8","9","142","7","24","4.93","16.9","-51","19","1","6","5.26","5.26","-16.5","288","11","53","3.82","3.82","-171",
"Baker, George","11","0","1","0","9.09","-11","18","0","3","0","16.67","-18","458","57","141","12.45","30.79","-6.99","40","46","219","24","62","10.96","28.31","-56.12","40","12","25","30","30","-4.25","345","44","107","12.75","12.75","5",
"Balding, A M","29","6","13","20.69","44.83","1.83","45","10","20","22.22","44.44","16.58","1894","291","706","15.36","37.28","-86.17","1","2","963","150","366","15.58","38.01","-9.56","307","99","188","32.25","32.25","-53.75","873","130","314","14.89","14.89","-110.26",
"Beckett, R M","22","2","8","9.09","36.36","-17.84","43","7","16","16.28","37.21","-12.78","1112","193","425","17.36","38.22","-106.08","2","5","519","75","180","14.45","34.68","-131.78","260","98","165","37.69","37.69","14.97","545","96","204","17.61","17.61","-66.83",
