trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Aherne, Sean","0","0","0","0","0","0","0","0","0","0","0","0","142","11","28","7.75","19.72","-25","143","8","49","4","13","8.16","26.53","9","9","2","6","22.22","22.22","1","98","9","23","9.18","9.18","-23",
"Aprahamian, Billy","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","9999","9999","2","0","0","0","0","-2","0","0","0","0","0","0","1","0","0","0","0","-1",
"Archdeacon, L J","0","0","0","0","0","0","2","0","0","0","0","-2","65","0","1","0","1.54","-65","1254","82","33","0","0","0","0","-33","0","0","0","0","0","0","29","0","1","0","0","-29",
"Barcoe, James M","0","0","0","0","0","0","3","0","0","0","0","-3","139","11","29","7.91","20.86","-22.75","63","18","84","7","20","8.33","23.81","-26.75","7","2","4","28.57","28.57","0.25","99","9","24","9.09","9.09","-32.25",
"Barrett, James M","0","0","0","0","0","0","2","0","0","0","0","-2","154","7","24","4.55","15.58","-69.75","132","35","70","3","11","4.29","15.71","-40.5","8","1","3","12.5","12.5","-5.25","77","4","13","5.19","5.19","-37.25",
"Bolger, J S","10","1","1","10","10","-5.5","20","1","1","5","5","-15.5","808","66","170","8.17","21.04","-292.85","1","4","322","24","66","7.45","20.5","-172.43","47","14","26","29.79","29.79","-3.31","356","23","75","6.46","6.46","-139.17",
"Bowen, P","3","0","0","0","0","-3","7","0","0","0","0","-7","503","72","166","14.31","33","-98.94","24","16","235","31","74","13.19","31.49","-65.67","97","37","64","38.14","38.14","14.35","410","67","149","16.34","16.34","-26.51",
"Braddish, S","0","0","0","0","0","0","3","0","1","0","33.33","-3","56","2","8","3.57","14.29","-20","144","20","36","1","6","2.78","16.67","-10","0","0","0","0","0","0","36","2","8","5.56","5.56","0",
"Broad, D","1","0","0","0","0","-1","2","0","0","0","0","-2","95","4","11","4.21","11.58","-23","310","32","39","2","4","5.13","10.26","-17","2","0","0","0","0","-2","51","4","10","7.84","7.84","21",
"Bromhead, Henry De","4","0","2","0","50","-4","18","2","9","11.11","50","-13.4","1638","220","560","13.43","34.19","-612.51","8","9","749","95","238","12.68","31.78","-276.52","303","108","190","35.64","35.64","-55.4","609","44","152","7.22","7.22","-245.96",
"Budds, David Kenneth","1","0","0","0","0","-1","1","0","0","0","0","-1","145","9","22","6.21","15.17","-21.5","162","42","85","3","7","3.53","8.24","1","4","0","1","0","0","-4","89","5","15","5.62","5.62","-60",
