trainer,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Brown, A D","0","0","0","0","0","0","1","0","0","0","0","-1","5","0","0","0","0","-5","8","0","0","0","0","-8","324","37","103","11.42","31.79","-58.12","27","12","158","13","49","8.23","31.01","-53.21","46","10","22","21.74","21.74","-15.03","264","33","87","12.5","12.5","-19.17",
"Browne, Michael J","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","0","0","0","-4","61","2","16","3.28","26.23","-40","163","16","33","1","7","3.03","21.21","-25","2","0","1","0","0","-2","39","2","11","5.13","5.13","-18",
"Browne, W P","0","0","0","0","0","0","2","0","0","0","0","-2","2","0","0","0","0","-2","6","0","0","0","0","-6","129","14","42","10.85","32.56","-16.73","147","36","63","8","19","12.7","30.16","11.16","10","5","9","50","50","1.19","42","5","13","11.9","11.9","21.13",
"Bunyan, Darren / OLeary, G","1","0","1","0","100","-1","2","0","1","0","50","-2","4","0","2","0","50","-4","8","1","4","12.5","50","3","298","23","60","7.72","20.13","-119.01","14","8","187","14","37","7.49","19.79","-89.84","24","6","12","25","25","-0.51","189","20","43","10.58","10.58","-26.34",
"Burke, K R","0","0","0","0","0","0","11","1","4","9.09","36.36","10","18","1","5","5.56","27.78","3","46","3","13","6.52","28.26","-20.82","1547","239","596","15.45","38.53","-243.87","2","1","794","125","309","15.74","38.92","-104.8","256","95","160","37.11","37.11","-21.71","707","84","236","11.88","11.88","-137.09",
"Burns, Hugh","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","5","0","15.15","-33","748","35","18","0","2","0","11.11","-18","1","0","0","0","0","-1","27","0","4","0","0","-27",
"Butler, John","0","0","0","0","0","0","7","1","2","14.29","28.57","-3","14","1","3","7.14","21.43","-10","25","3","6","12","24","-14.67","994","71","227","7.14","22.84","-445.56","2","2","501","30","110","5.99","21.96","-260.08","86","27","56","31.4","31.4","0.89","761","60","188","7.88","7.88","-323.82",
"Butler, Michael","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","41","1","4","2.44","9.76","-36","441","25","21","0","3","0","14.29","-21","1","0","0","0","0","-1","20","1","2","5","5","-15",
"Byrnes, C","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","2","0","0","0","0","-2","516","57","131","11.05","25.39","-185.83","44","18","270","28","61","10.37","22.59","-78.52","68","27","42","39.71","39.71","11.59","247","29","58","11.74","11.74","-71.59",
"Camacho, Miss J A","1","0","0","0","0","-1","4","1","1","25","25","1","14","3","6","21.43","42.86","-1","25","3","7","12","28","-12","637","62","171","9.73","26.84","-99.14","2","2","368","33","96","8.97","26.09","-55.65","59","15","31","25.42","25.42","-0.05","519","51","145","9.83","9.83","-72.32",
"Cameron, S","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","6","0","1","0","16.67","-6","9999","9999","6","0","1","0","16.67","-6","0","0","0","0","0","0","3","0","1","0","0","-3",
"Candlish, Jennie","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","3","0","42.86","-7","465","54","141","11.61","30.32","-124.82","28","18","221","28","68","12.67","30.77","-56.34","54","20","37","37.04","37.04","-4.48","345","43","111","12.46","12.46","-51.48",
"Carr, Mrs R A","0","0","0","0","0","0","2","0","0","0","0","-2","12","1","1","8.33","8.33","-2.5","24","2","2","8.33","8.33","-5.5","874","98","259","11.21","29.63","-136.9","4","4","479","48","125","10.02","26.1","-101.42","82","25","37","30.49","30.49","6.27","824","94","248","11.41","11.41","-113.9",
"Carroll, A W","0","0","0","0","0","0","8","0","2","0","25","-8","25","0","8","0","32","-25","40","0","13","0","32.5","-40","1959","178","501","9.09","25.57","-505.25","18","49","941","93","258","9.88","27.42","-243.52","176","57","112","32.39","32.39","-5.49","1623","154","426","9.49","9.49","-347.41",
"Carroll, D","0","0","0","0","0","0","1","0","1","0","100","-1","7","0","1","0","14.29","-7","20","1","5","5","25","-15.67","473","35","111","7.4","23.47","-259.58","9","14","236","9","50","3.81","21.19","-179.29","44","8","15","18.18","18.18","-13.29","374","30","95","8.02","8.02","-178.84",
"Case, B I","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","246","20","54","8.13","21.95","-117.84","16","2","117","9","27","7.69","23.08","-56.17","13","5","9","38.46","38.46","3.91","189","19","47","10.05","10.05","-79.84",
"Charalambous, P / Clutterbuck, J","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","-5","7","0","1","0","14.29","-7","190","9","37","4.74","19.47","-119.92","80","26","100","3","16","3","16","-75.5","18","3","11","16.67","16.67","-8.17","143","9","33","6.29","6.29","-72.92",
"Coleman, Kevin","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","0","0","0","-4","9","1","3","11.11","33.33","-7.56","307","25","82","8.14","26.71","-11.19","8","5","132","10","37","7.58","28.03","49.19","33","6","17","18.18","18.18","-15.44","201","16","52","7.96","7.96","-72.25",
"Collins, C M","2","0","0","0","0","-2","4","0","0","0","0","-4","6","0","0","0","0","-6","11","0","1","0","9.09","-11","392","30","86","7.65","21.94","-115.71","19","20","243","17","52","7","21.4","-73.97","24","3","12","12.5","12.5","-17.54","182","17","48","9.34","9.34","-20.42",
"Collins, Paul","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","3","8","10.71","28.57","3.1","76","2","16","2","7","12.5","43.75","3.1","2","1","2","50","50","0.1","14","1","1","7.14","7.14","-2",
"Collins, Tracey / Halford, Mick","0","0","0","0","0","0","3","1","1","33.33","33.33","7","6","1","2","16.67","33.33","4","8","1","2","12.5","25","2","382","42","115","10.99","30.1","-3.99","3","3","225","29","77","12.89","34.22","-10.07","44","11","21","25","25","-11.82","249","29","82","11.65","11.65","-40.3",
"Cooper, Thomas","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","1","0","50","-2","149","7","38","4.7","25.5","-117.96","183","33","67","5","23","7.46","34.33","-47.96","13","3","11","23.08","23.08","-3.04","64","0","13","0","0","-64",
"Cowell, R M H","0","0","0","0","0","0","5","0","0","0","0","-5","7","0","1","0","14.29","-7","9","0","2","0","22.22","-9","480","49","143","10.21","29.79","-133.36","19","17","236","29","74","12.29","31.36","-53.74","40","13","21","32.5","32.5","-3.86","375","38","118","10.13","10.13","-141.78",
"Cox, C G","0","0","0","0","0","0","11","3","3","27.27","27.27","26","15","5","5","33.33","33.33","28.75","25","6","8","24","32","35.75","844","113","300","13.39","35.55","-142.04","3","9","365","56","136","15.34","37.26","-12.91","116","41","72","35.34","35.34","-7.24","480","54","151","11.25","11.25","-107.99",
"Crisford, Simon","0","0","0","0","0","0","5","1","3","20","60","-2.37","13","2","6","15.38","46.15","-5.37","26","5","11","19.23","42.31","6.63","726","143","323","19.7","44.49","-111.53","2","1","374","72","164","19.25","43.85","-43.38","170","65","112","38.24","38.24","-19.44","324","72","141","22.22","22.22","31.08",
"Cromwell, Gavin Patrick","4","1","1","25","25","9","9","3","4","33.33","44.44","17","14","3","5","21.43","35.71","12","24","4","8","16.67","33.33","15","1767","211","559","11.94","31.64","-476.37","1","3","927","124","319","13.38","34.41","-167.64","245","84","160","34.29","34.29","-13.44","906","98","275","10.82","10.82","-175.19",
"Cunha, Dylan","0","0","0","0","0","0","2","1","1","50","50","2.5","10","2","3","20","30","1","15","3","5","20","33.33","-2.75","349","42","106","12.03","30.37","-37.62","2","2","278","31","85","11.15","30.58","-43.88","42","18","25","42.86","42.86","7.38","238","33","79","13.87","13.87","-6.25",
"Dace, L A","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","1","0","33.33","-3","5","0","2","0","40","-5","125","8","32","6.4","25.6","-61","18","6","78","5","20","6.41","25.64","-30","9","2","5","22.22","22.22","-4.5","104","8","29","7.69","7.69","-40",
"Davison, Jack W","0","0","0","0","0","0","3","1","1","33.33","33.33","-0.5","8","1","3","12.5","37.5","-5.5","13","1","5","7.69","38.46","-10.5","271","32","79","11.81","29.15","-61.3","2","1","171","23","55","13.45","32.16","-35.13","33","13","20","39.39","39.39","3.29","129","16","38","12.4","12.4","-3.92",
"Dias, Diego","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","4","0","0","0","0","-4","89","7","28","7.87","31.46","-32.75","94","38","73","5","22","6.85","30.14","-45.25","11","2","8","18.18","18.18","-3.25","29","4","11","13.79","13.79","-0.5",
"Dickin, Harriet","2","0","0","0","0","-2","2","0","0","0","0","-2","2","0","0","0","0","-2","3","0","0","0","0","-3","214","9","46","4.21","21.5","-78.76","129","44","148","7","38","4.73","25.68","-46.76","11","4","6","36.36","36.36","-0.26","148","8","35","5.41","5.41","-14.49",
"Dixon, Scott","0","0","0","0","0","0","4","0","1","0","25","-4","9","0","1","0","11.11","-9","18","0","3","0","16.67","-18","909","62","200","6.82","22","-205.49","34","53","503","38","122","7.55","24.25","-88.12","47","8","23","17.02","17.02","-19.62","834","55","179","6.59","6.59","-196.62",
"Dods, M","1","0","1","0","100","-1","11","0","1","0","9.09","-11","28","4","5","14.29","17.86","19","40","4","6","10","15","7","1106","109","317","9.86","28.66","-265.01","4","18","563","57","158","10.12","28.06","-93.78","115","31","59","26.96","26.96","-7.88","913","82","262","8.98","8.98","-277.04",
"Donoghue, Ian","0","0","0","0","0","0","3","0","1","0","33.33","-3","4","0","1","0","25","-4","4","0","1","0","25","-4","201","16","39","7.96","19.4","-49.71","63","30","130","12","28","9.23","21.54","-7.21","14","2","7","14.29","14.29","-9.71","133","13","29","9.77","9.77","1.41",
"Dowling, Thomas","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","1","0","33.33","-3","3","0","1","0","33.33","-3","104","4","12","3.85","11.54","-78.12","313","57","64","1","7","1.56","10.94","-60","6","2","4","33.33","33.33","0.38","79","4","11","5.06","5.06","-53.12",
"Doyle, Timothy","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","10","0","1","0","10","-10","360","27","99","7.5","27.5","-105.27","20","14","176","13","48","7.39","27.27","-87.77","26","9","17","34.62","34.62","8.73","239","23","77","9.62","9.62","-12.87",
"Dunlop, E A L","0","0","0","0","0","0","5","0","3","0","60","-5","12","1","5","8.33","41.67","-6","19","2","8","10.53","42.11","-9","989","128","308","12.94","31.14","-90.54","6","10","498","60","144","12.05","28.92","3.22","105","36","71","34.29","34.29","2.67","734","109","255","14.85","14.85","66.03",
"Dunne, M","0","0","0","0","0","0","1","0","1","0","100","-1","1","0","1","0","100","-1","3","0","1","0","33.33","-3","109","5","23","4.59","21.1","-61","24","5","91","3","18","3.3","19.78","-77","4","0","1","0","0","-4","72","3","16","4.17","4.17","-58",
"Easterby, T D","3","0","1","0","33.33","-3","19","1","8","5.26","42.11","-12.5","49","2","16","4.08","32.65","-8.5","85","4","24","4.71","28.24","-31.5","2680","210","699","7.84","26.08","-1039.35","2","9","1240","92","335","7.42","27.02","-507.71","205","46","118","22.44","22.44","-51.22","2204","188","613","8.53","8.53","-743.29",
"Ellam, Clare","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","2","6","6.06","18.18","-4","59","2","12","1","4","8.33","33.33","5","0","0","0","0","0","0","25","2","6","8","8","4",
"Elliott, Gordon","5","1","1","20","20","-2","10","2","2","20","20","-2","18","3","5","16.67","27.78","-5","39","4","11","10.26","28.21","-24.17","2945","428","1049","14.53","35.62","-857.19","1","5","1442","201","488","13.94","33.84","-319.3","494","196","325","39.68","39.68","-67.1","1145","100","301","8.73","8.73","-370.23",
"Ellison, B","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","2","0","50","-4","20","1","6","5","30","-17","838","96","252","11.46","30.07","-21.55","13","20","437","50","134","11.44","30.66","102.8","73","25","44","34.25","34.25","2.83","632","76","198","12.03","12.03","-94.31",
"Ender, Miss S J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","144","8","33","5.56","22.92","-65.25","84","16","71","2","11","2.82","15.49","-33","6","1","3","16.67","16.67","-3.75","106","5","23","4.72","4.72","-49.25",
"England, Sam","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","0","0","0","-4","9","1","2","11.11","22.22","-5.75","505","60","152","11.88","30.1","-170.97","14","8","284","33","79","11.62","27.82","-93.08","87","22","49","25.29","25.29","-20.76","419","53","138","12.65","12.65","-140.92",
"Evans, P D","0","0","0","0","0","0","4","0","1","0","25","-4","6","0","1","0","16.67","-6","12","1","4","8.33","33.33","-1","945","100","282","10.58","29.84","-68.84","11","10","435","46","123","10.57","28.28","48.29","100","25","60","25","25","-12.82","738","91","250","12.33","12.33","-140.42",
"Fahey, Jarlath P","0","0","0","0","0","0","2","0","2","0","100","-2","3","0","3","0","100","-3","5","1","4","20","80","0","204","21","54","10.29","26.47","-13.92","12","5","108","10","27","9.26","25","-7.17","15","4","10","26.67","26.67","3.5","112","16","41","14.29","14.29","33.33",
"Fahey, Mark","1","0","1","0","100","-1","4","0","2","0","50","-4","8","0","2","0","25","-8","10","1","4","10","40","-5.5","265","33","70","12.45","26.42","68.45","13","10","167","20","46","11.98","27.54","-23.43","37","12","20","32.43","32.43","5.62","160","26","53","16.25","16.25","106.82",
"Fahey, P G","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","0","0","0","-3","4","0","0","0","0","-4","84","2","18","2.38","21.43","-65","367","36","34","0","7","0","20.59","-34","3","0","1","0","0","-3","23","2","4","8.7","8.7","-4",
"Fahey, R A","2","0","0","0","0","-2","27","2","6","7.41","22.22","-19","42","3","11","7.14","26.19","-30.5","73","5","23","6.85","31.51","-31.5","1832","207","559","11.3","30.51","-433.28","2","4","943","91","253","9.65","26.83","-250.82","190","59","104","31.05","31.05","-3.66","1318","141","386","10.7","10.7","-255.67",
"Fahey, Seamus","0","0","0","0","0","0","2","0","1","0","50","-2","3","0","1","0","33.33","-3","3","0","1","0","33.33","-3","147","4","28","2.72","19.05","-105","291","48","63","2","11","3.17","17.46","-48","5","0","3","0","0","-5","87","3","16","3.45","3.45","-53",
"Faulkner, T","0","0","0","0","0","0","3","0","0","0","0","-3","6","0","0","0","0","-6","8","0","1","0","12.5","-8","22","0","3","0","13.64","-22","9999","9999","22","0","3","0","13.64","-22","1","0","1","0","0","-1","22","0","3","0","0","-22",
"Feilden, Miss J","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","5","1","2","20","40","7","321","28","83","8.72","25.86","-106.32","9","3","159","14","40","8.81","25.16","-60.73","18","5","10","27.78","27.78","-2.31","273","27","79","9.89","9.89","-59.76",
"Fell, R / Murray, S","0","0","0","0","0","0","1","0","0","0","0","-1","10","0","4","0","40","-10","23","1","6","4.35","26.09","-17","927","76","238","8.2","25.67","-329.62","8","11","426","27","101","6.34","23.71","-139.54","68","23","44","33.82","33.82","10.47","758","67","202","8.84","8.84","-208.2",
"Fenton, M P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","103","4","17","3.88","16.5","-69.5","38","8","60","3","12","5","20","-35.5","5","1","3","20","20","0","86","4","17","4.65","4.65","-52.5",
"Ferguson, James","0","0","0","0","0","0","2","0","1","0","50","-2","6","0","1","0","16.67","-6","9","1","2","11.11","22.22","-4.67","503","63","167","12.52","33.2","-142.62","11","8","241","32","81","13.28","33.61","-33.12","84","30","53","35.71","35.71","1.92","262","40","99","15.27","15.27","1.43",
"Flannery, M","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","5","0","0","0","0","-5","78","0","10","0","12.82","-78","872","103","40","0","2","0","5","-40","3","0","1","0","0","-3","38","0","3","0","0","-38",
"Flavin, J P","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","1","0","1","0","100","-1","156","6","25","3.85","16.03","-15","24","4","71","3","16","4.23","22.54","36","5","0","1","0","0","-5","99","6","23","6.06","6.06","42",
"Flynn, Patrick J","0","0","0","0","0","0","2","0","0","0","0","-2","2","0","0","0","0","-2","6","0","3","0","50","-6","227","15","53","6.61","23.35","-88","30","12","119","10","32","8.4","26.89","-13.5","14","2","7","14.29","14.29","-5","165","11","38","6.67","6.67","-66.5",
"Flynn, Paul W","0","0","0","0","0","0","2","0","0","0","0","-2","2","0","0","0","0","-2","5","1","1","20","20","0.5","502","50","136","9.96","27.09","-83.87","10","3","301","31","86","10.3","28.57","-43.61","54","15","31","27.78","27.78","-1.12","396","43","123","10.86","10.86","-63.25",
"Foley, Patrick T","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","0","20","-5","180","17","49","9.44","27.22","-78.56","89","27","101","7","24","6.93","23.76","-55.77","11","4","8","36.36","36.36","-1.64","70","6","18","8.57","8.57","-33.87",
"Foster, Mrs Denise","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","143","7","34","4.9","23.78","-50.5","91","15","70","3","11","4.29","15.71","-21.5","6","0","1","0","0","-6","112","7","31","6.25","6.25","-19.5",
"Foy, Kevin","0","0","0","0","0","0","2","0","1","0","50","-2","4","0","2","0","50","-4","13","1","3","7.69","23.08","-1","792","95","263","11.99","33.21","-219.26","8","5","338","28","93","8.28","27.51","-188.32","122","38","72","31.15","31.15","-17.05","514","68","180","13.23","13.23","-96.4",
"Freire, Raphael","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","5","1","1","20","20","3","33","4","10","12.12","30.3","-6.75","10","3","33","4","10","12.12","30.3","-6.75","4","1","2","25","25","-0.75","4","0","2","0","0","-4",
"Frost, Kevin","0","0","0","0","0","0","3","0","0","0","0","-3","12","1","3","8.33","25","-8.75","18","2","5","11.11","27.78","-8.25","610","41","138","6.72","22.62","-261.68","7","12","355","23","84","6.48","23.66","-173.09","56","12","29","21.43","21.43","-15.09","508","38","127","7.48","7.48","-209.68",
"Furtado, Ivan","0","0","0","0","0","0","4","1","1","25","25","17","8","1","1","12.5","12.5","13","12","1","1","8.33","8.33","9","602","56","151","9.3","25.08","-125.85","2","1","269","28","59","10.41","21.93","-8.69","60","19","36","31.67","31.67","1.57","451","51","130","11.31","11.31","-90.85",
"Geoghegan, John","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","28","1","9","3.57","32.14","53","730","28","15","0","4","0","26.67","-15","2","0","1","0","0","-2","21","1","9","4.76","4.76","60",
"Gibney, Thomas","2","0","0","0","0","-2","2","0","0","0","0","-2","4","0","0","0","0","-4","8","0","0","0","0","-8","420","33","91","7.86","21.67","-88.2","51","35","188","13","38","6.91","20.21","-69.33","21","9","16","42.86","42.86","5.17","266","18","51","6.77","6.77","-29.5",
