trainer,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Burke, K R","8","1","1","12.5","12.5","-3.5","10","1","2","10","20","-5.5","20","3","6","15","30","-4.75","35","4","12","11.43","34.29","-18.71","1543","238","590","15.42","38.24","-253.05","1","8","798","135","315","16.92","39.47","-38.35","256","94","159","36.72","36.72","-21.39","703","84","230","11.95","11.95","-149.59",
"Burke, Kieran","1","1","1","100","100","11","1","1","1","100","100","11","4","1","1","25","25","8","5","1","2","20","40","7","242","31","70","12.81","28.93","12.55","1","1","131","15","39","11.45","29.77","22.41","34","11","19","32.35","32.35","2.89","180","29","61","16.11","16.11","30.55",
"Butler, John","6","0","0","0","0","-6","10","1","2","10","20","-6","18","2","5","11.11","27.78","-11.25","25","3","7","12","28","-14.25","990","69","226","6.97","22.83","-443.89","3","10","498","28","108","5.62","21.69","-257.41","83","25","54","30.12","30.12","-2.11","759","58","187","7.64","7.64","-324.15",
"Camacho, Miss J A","5","2","2","40","40","10.5","7","2","3","28.57","42.86","8.5","11","2","3","18.18","27.27","4.5","27","4","7","14.81","25.93","-1","635","64","171","10.08","26.93","-78.89","1","1","356","31","94","8.71","26.4","-47.65","60","14","30","23.33","23.33","-6.05","514","50","142","9.73","9.73","-67.32",
"Candy, H","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","226","21","59","9.29","26.11","-27.25","25","12","103","4","21","3.88","20.39","-35","17","4","12","23.53","23.53","-4.25","132","12","38","9.09","9.09","-70.25",
"Carr, Mrs R A","2","1","1","50","50","3","3","1","1","33.33","33.33","2","13","2","5","15.38","38.46","2","30","4","11","13.33","36.67","3.5","865","96","257","11.1","29.71","-146.4","1","2","476","50","129","10.5","27.1","-89.92","84","25","38","29.76","29.76","4.27","814","92","246","11.3","11.3","-122.4",
"Case, B I","1","1","1","100","100","5.5","1","1","1","100","100","5.5","1","1","1","100","100","5.5","1","1","1","100","100","5.5","247","20","54","8.1","21.86","-118.84","1","1","121","10","28","8.26","23.14","-41.17","13","5","9","38.46","38.46","3.91","190","19","47","10","10","-80.84",
"Charlton, Anthony","3","0","0","0","0","-3","3","0","0","0","0","-3","3","0","0","0","0","-3","8","0","0","0","0","-8","123","13","35","10.57","28.46","-52.7","17","10","123","13","35","10.57","28.46","-52.7","11","4","7","36.36","36.36","-1.28","62","5","11","8.06","8.06","-29.17",
"Clover, Tom","4","1","1","25","25","-0.5","6","1","3","16.67","50","-2.5","9","2","4","22.22","44.44","-1.5","12","3","7","25","58.33","-3.14","420","53","161","12.62","38.33","-112.83","1","1","234","33","94","14.1","40.17","-39.75","57","25","40","43.86","43.86","10.92","220","26","78","11.82","11.82","-17.24",
"Cowell, R M H","2","0","0","0","0","-2","4","0","1","0","25","-4","13","3","4","23.08","30.77","3.75","18","4","5","22.22","27.78","7.75","488","49","147","10.04","30.12","-141.36","4","6","241","29","73","12.03","30.29","-58.74","41","13","21","31.71","31.71","-4.86","380","38","121","10","10","-146.78",
"Cox, C G","2","0","1","0","50","-2","4","0","1","0","25","-4","6","0","1","0","16.67","-6","18","1","7","5.56","38.89","-13.5","842","110","296","13.06","35.15","-184.29","11","17","368","53","139","14.4","37.77","-59.5","117","42","73","35.9","35.9","-2.74","477","52","149","10.9","10.9","-142.74",
"Coyle, Tony","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","0","66.67","-3","212","21","56","9.91","26.42","-65.75","33","9","115","11","34","9.57","29.57","-39.5","32","7","16","21.88","21.88","-8.75","168","19","51","11.31","11.31","-33.75",
"Dods, M","8","0","1","0","12.5","-8","10","0","1","0","10","-10","15","1","2","6.67","13.33","-7.5","43","5","10","11.63","23.26","-7.59","1116","114","336","10.22","30.11","-289.01","5","14","566","57","163","10.07","28.8","-119.45","120","37","65","30.83","30.83","5.12","917","85","275","9.27","9.27","-279.79",
"Dunn, Mrs Alex","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","0","0","0","-3","8","0","2","0","25","-8","384","17","56","4.43","14.58","-221.62","296","109","172","3","19","1.74","11.05","-103","12","2","4","16.67","16.67","-6.5","309","16","49","5.18","5.18","-156.62",
"Easterby, M W","0","0","0","0","0","0","1","0","0","0","0","-1","6","1","1","16.67","16.67","-4","25","4","8","16","32","-1","960","97","295","10.1","30.73","-164.31","7","5","463","45","148","9.72","31.97","-72.15","107","19","52","17.76","17.76","-48.62","764","80","247","10.47","10.47","-161.83",
"Easterby, T D","13","1","4","7.69","30.77","-4","18","1","4","5.56","22.22","-9","23","1","5","4.35","21.74","-14","70","5","18","7.14","25.71","-37.5","2691","212","695","7.88","25.83","-1022.85","1","2","1243","102","339","8.21","27.27","-475.71","210","46","118","21.9","21.9","-56.22","2213","190","609","8.59","8.59","-726.79",
"Ellison, B","3","0","1","0","33.33","-3","7","0","1","0","14.29","-7","9","0","2","0","22.22","-9","17","5","8","29.41","47.06","10.25","836","95","252","11.36","30.14","-25.05","9","12","436","50","131","11.47","30.05","104.63","72","24","44","33.33","33.33","0.83","628","75","198","11.94","11.94","-95.81",
"Fahey, R A","6","0","2","0","33.33","-6","14","0","5","0","35.71","-14","18","1","8","5.56","44.44","-9.5","42","3","14","7.14","33.33","-6.5","1807","206","553","11.4","30.6","-412.4","5","16","944","96","261","10.17","27.65","-255.81","181","59","100","32.6","32.6","5.34","1296","140","379","10.8","10.8","-247.17",
"Fell, R / Murray, S","2","0","0","0","0","-2","4","1","2","25","50","13","7","1","3","14.29","42.86","10","17","1","6","5.88","35.29","0","936","80","242","8.55","25.85","-280.12","3","3","441","31","108","7.03","24.49","-121.54","69","24","44","34.78","34.78","13.97","768","70","204","9.11","9.11","-188.7",
"Frost, Kevin","2","0","0","0","0","-2","7","1","1","14.29","14.29","16","9","1","1","11.11","11.11","14","17","1","3","5.88","17.65","6","600","41","136","6.83","22.67","-253.35","3","6","344","21","79","6.1","22.97","-171.84","57","13","30","22.81","22.81","-11.26","501","38","125","7.58","7.58","-204.35",
"Gallagher, T","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","66","3","6","4.55","9.09","-48.17","269","15","29","1","2","3.45","6.9","-21.5","0","0","0","0","0","0","15","2","2","13.33","13.33","-1.5",
"Gardner, Mrs S","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","154","10","31","6.49","20.13","-93.71","111","11","74","5","18","6.76","24.32","-47.09","8","3","5","37.5","37.5","3.13","95","9","28","9.47","9.47","-39.04",
"Goldie, J S","4","0","1","0","25","-4","5","0","1","0","20","-5","11","1","3","9.09","27.27","-5.5","23","4","8","17.39","34.78","-2.87","1228","142","355","11.56","28.91","-328.44","4","7","577","75","172","13","29.81","-83.03","163","55","102","33.74","33.74","13.91","1125","135","341","12","12","-269.04",
"Gordon, C","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","2","0","50","-4","483","80","163","16.56","33.75","-29.01","104","24","247","29","71","11.74","28.74","-69.98","75","33","46","44","44","19.83","345","57","107","16.52","16.52","19.16",
"Gosden, John and Thady","3","0","1","0","33.33","-3","9","0","2","0","22.22","-9","20","2","7","10","35","-14.37","29","5","11","17.24","37.93","-17.39","1202","249","528","20.72","43.93","-141.28","4","15","617","123","284","19.94","46.03","-82.22","304","123","202","40.46","40.46","-31.78","294","52","112","17.69","17.69","-52.95",
"Haggas, W J","9","3","4","33.33","44.44","25.5","20","5","7","25","35","41","32","7","9","21.88","28.13","34.6","54","11","19","20.37","35.19","29.1","1359","277","595","20.38","43.78","-103.17","1","1","705","135","293","19.15","41.56","-19.72","404","148","260","36.63","36.63","-53.05","546","112","236","20.51","20.51","-16.85",
"Hales, A M","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","25","-4","338","31","107","9.17","31.66","-99.07","44","7","154","15","44","9.74","28.57","-22.2","29","6","16","20.69","20.69","-12.11","249","25","79","10.04","10.04","-36.7",
"Harker, G A","2","0","0","0","0","-2","2","0","0","0","0","-2","3","0","0","0","0","-3","6","0","1","0","16.67","-6","125","13","33","10.4","26.4","10.63","65","26","77","7","17","9.09","22.08","-15.87","7","2","3","28.57","28.57","0.13","117","12","31","10.26","10.26","7.63",
"Holland, Darryll","1","0","0","0","0","-1","2","0","1","0","50","-2","6","1","3","16.67","50","-3.37","13","2","4","15.38","30.77","-3.87","466","43","120","9.23","25.75","-190.4","7","6","255","20","61","7.84","23.92","-139.75","47","15","26","31.91","31.91","-2.48","367","32","98","8.72","8.72","-140.05",
"Honeyball, A J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","2","25","50","-2.33","563","94","203","16.7","36.06","-126.79","12","4","299","47","112","15.72","37.46","-57.85","122","43","70","35.25","35.25","-10.19","349","72","145","20.63","20.63","-4.78",
"Horton, James","0","0","0","0","0","0","2","0","0","0","0","-2","4","0","1","0","25","-4","8","0","1","0","12.5","-8","190","19","56","10","29.47","-99.29","66","39","75","7","16","9.33","21.33","-41.87","20","4","11","20","20","-9.24","101","11","27","10.89","10.89","-42.12",
"Houghton, Eve Johnson","2","0","0","0","0","-2","7","0","3","0","42.86","-7","13","0","4","0","30.77","-13","37","2","11","5.41","29.73","-27.5","833","101","281","12.12","33.73","-126.6","10","27","474","58","151","12.24","31.86","-68.73","105","31","62","29.52","29.52","-15.69","509","63","167","12.38","12.38","-62.74",
"Howell, Ms G","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79","0","5","0","6.33","-79","1054","120","37","0","3","0","8.11","-37","1","0","0","0","0","-1","71","0","5","0","0","-71",
"Jardine, I","1","0","0","0","0","-1","4","0","0","0","0","-4","14","1","5","7.14","35.71","-11.62","30","1","8","3.33","26.67","-27.62","1353","153","395","11.31","29.19","-238.96","4","6","659","68","177","10.32","26.86","-99.85","165","49","101","29.7","29.7","-12.03","1098","137","333","12.48","12.48","-73.21",
"Johnston, Charlie","6","1","1","16.67","16.67","-3.37","15","1","6","6.67","40","-12.37","30","5","13","16.67","43.33","-1.04","65","7","24","10.77","36.92","-27.29","2129","264","641","12.4","30.11","-486.36","1","4","1229","140","376","11.39","30.59","-311.79","273","78","149","28.57","28.57","-59.83","1538","187","451","12.16","12.16","-392.4",
"Jones, Jack","0","0","0","0","0","0","1","0","0","0","0","-1","4","1","1","25","25","-0.5","13","1","3","7.69","23.08","-9.5","364","48","125","13.19","34.34","-105.56","4","3","267","30","88","11.24","32.96","-125.12","55","21","32","38.18","38.18","1.03","250","35","96","14","14","-65.42",
"Keighley, M","2","0","1","0","50","-2","2","0","1","0","50","-2","2","0","1","0","50","-2","6","0","2","0","33.33","-6","417","38","112","9.11","26.86","-154.37","20","9","224","15","53","6.7","23.66","-95.01","41","12","19","29.27","29.27","-5.58","295","31","85","10.51","10.51","-65.5",
"King, A","3","2","2","66.67","66.67","6.33","6","3","4","50","66.67","5.96","7","3","4","42.86","57.14","4.96","9","3","4","33.33","44.44","2.96","1109","134","377","12.08","33.99","-317.97","1","2","493","61","173","12.37","35.09","-178.27","149","47","88","31.54","31.54","-20.79","700","80","233","11.43","11.43","-146.45",
"Knight, W J","2","0","1","0","50","-2","5","0","2","0","40","-5","7","1","4","14.29","57.14","1.5","11","1","5","9.09","45.45","-2.5","419","49","136","11.69","32.46","-100.25","7","7","230","37","86","16.09","37.39","10.25","59","14","33","23.73","23.73","-13.74","284","43","104","15.14","15.14","-25.25",
"Kubler, Daniel","2","0","0","0","0","-2","3","0","0","0","0","-3","6","0","3","0","50","-6","17","1","9","5.88","52.94","-12","411","67","158","16.3","38.44","57.02","8","8","245","43","95","17.55","38.78","76.01","66","19","37","28.79","28.79","-5.69","300","50","120","16.67","16.67","0.02",
"Lacey, T","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","402","70","152","17.41","37.81","121.78","75","16","190","38","75","20","39.47","182.09","102","41","69","40.2","40.2","7.95","251","53","115","21.12","21.12","-17.12",
"Lidster, Craig","6","0","0","0","0","-6","8","0","0","0","0","-8","13","0","1","0","7.69","-13","24","2","6","8.33","25","16","573","53","155","9.25","27.05","-52.11","8","14","357","29","95","8.12","26.61","-10.5","39","8","20","20.51","20.51","-19.11","356","36","103","10.11","10.11","22.29",
"Longsdon, C E","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","5","0","1","0","20","-5","534","60","166","11.24","31.09","-245.38","49","12","248","17","65","6.85","26.21","-154.71","75","21","36","28","28","-22.58","364","35","99","9.62","9.62","-169.58",
"McCain Jnr, D","2","1","2","50","100","-0.38","11","2","5","18.18","45.45","-5.63","12","2","5","16.67","41.67","-6.63","20","3","7","15","35","-10.13","1311","178","422","13.58","32.19","-323.46","1","1","596","70","173","11.74","29.03","-92.36","191","61","107","31.94","31.94","-49.95","895","111","266","12.4","12.4","-163.35",
"Mcsharry, Fionn","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","60","3","12","5","20","-35.9","86","18","48","3","11","6.25","22.92","-23.9","3","1","2","33.33","33.33","-0.9","40","3","9","7.5","7.5","-15.9",
"Millman, B R","1","1","1","100","100","6","3","1","2","33.33","66.67","4","12","2","4","16.67","33.33","-1.5","22","3","8","13.64","36.36","-7","658","85","212","12.92","32.22","-83.35","1","1","338","45","103","13.31","30.47","-36.57","89","28","50","31.46","31.46","-3.68","503","70","167","13.92","13.92","7.07",
"Mulholland, N P","0","0","0","0","0","0","3","2","2","66.67","66.67","5.62","3","2","2","66.67","66.67","5.62","15","4","5","26.67","33.33","0.37","993","106","262","10.67","26.38","-147.34","2","2","446","53","125","11.88","28.03","-113.18","104","34","58","32.69","32.69","-9.06","761","91","222","11.96","11.96","-1.47",
"Murphy, Olly","3","1","2","33.33","66.67","-1","3","1","2","33.33","66.67","-1","8","2","3","25","37.5","-1.5","11","2","5","18.18","45.45","-4.5","967","190","377","19.65","38.99","-105.1","1","3","484","105","199","21.69","41.12","-36.81","205","93","135","45.37","45.37","16.76","580","99","187","17.07","17.07","-13.01",
"Newland, Dr R D P","0","0","0","0","0","0","1","0","0","0","0","-1","4","0","0","0","0","-4","12","0","2","0","16.67","-12","716","91","229","12.71","31.98","-56.44","18","20","383","51","127","13.32","33.16","9.24","81","20","53","24.69","24.69","-22.89","532","65","164","12.22","12.22","-66.14",
"Nicholls, Adrian","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","1","0","50","-2","6","0","1","0","16.67","-6","338","32","93","9.47","27.51","-62.34","39","20","178","17","53","9.55","29.78","-19.79","38","9","18","23.68","23.68","-10.17","251","29","77","11.55","11.55","-19.34",
"OBrien, Fergal","1","0","0","0","0","-1","3","0","0","0","0","-3","6","0","1","0","16.67","-6","18","0","3","0","16.67","-18","1268","216","475","17.03","37.46","-183.88","18","25","563","86","206","15.28","36.59","-80.05","259","100","158","38.61","38.61","-18.67","735","117","255","15.92","15.92","-59.83",
"Oldroyd, G R","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","66","12","18","18.18","27.27","84.5","189","21","43","8","11","18.6","25.58","35.5","9","4","5","44.44","44.44","5.5","39","6","9","15.38","15.38","46",
"OMeara, D","9","2","3","22.22","33.33","1.83","17","4","6","23.53","35.29","1.83","21","5","8","23.81","38.1","23.83","45","8","14","17.78","31.11","10.08","1880","225","578","11.97","30.74","-252.13","1","6","975","128","324","13.13","33.23","-138.25","224","75","123","33.48","33.48","34","1526","191","486","12.52","12.52","-122.86",
"ONeill, Jonjo and AJ","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","7","0","2","0","28.57","-7","1078","144","341","13.36","31.63","-207.04","18","9","563","77","170","13.68","30.2","-117.23","170","62","105","36.47","36.47","-21.41","664","79","176","11.9","11.9","-162.52",
"Owen, J P","5","0","2","0","40","-5","7","0","2","0","28.57","-7","10","1","3","10","30","-4","23","5","8","21.74","34.78","5.88","483","84","176","17.39","36.44","-28.96","4","8","421","70","146","16.63","34.68","-31.06","90","33","63","36.67","36.67","-1.5","348","60","129","17.24","17.24","-63.58",
"Palmer, Hugo","9","0","1","0","11.11","-9","13","2","3","15.38","23.08","2","16","2","3","12.5","18.75","-1","33","7","11","21.21","33.33","21.5","1041","128","346","12.3","33.24","-87.94","2","10","555","83","191","14.95","34.41","90.38","136","36","84","26.47","26.47","-41.29","629","73","200","11.61","11.61","-5.93",
"Perratt, Miss L A","0","0","0","0","0","0","0","0","0","0","0","0","4","1","1","25","25","0.33","17","2","3","11.76","17.65","38.33","456","41","106","8.99","23.25","-67.74","5","2","285","27","64","9.47","22.46","1.85","40","14","29","35","35","10.3","417","37","100","8.87","8.87","-116.57",
"Quinlan, Elizabeth","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","6","0","1","0","16.67","-6","149","16","41","10.74","27.52","-2.22","15","8","100","10","25","10","25","-25.22","14","4","10","28.57","28.57","-0.22","136","16","39","11.76","11.76","10.78",
"Rees, D A","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","58","1","6","1.72","10.34","-45","49","8","37","1","4","2.7","10.81","-24","0","0","0","0","0","0","43","1","6","2.33","2.33","-30",
"Richards, Mrs L","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","104","16","25","15.38","24.04","6.75","97","7","49","8","15","16.33","30.61","11.5","4","3","4","75","75","5.25","88","14","23","15.91","15.91","5.75",
"Ryan, K A","3","0","0","0","0","-3","6","0","2","0","33.33","-6","10","0","3","0","30","-10","23","1","5","4.35","21.74","-20.12","1009","116","285","11.5","28.25","27.29","14","23","535","66","144","12.34","26.92","45.06","71","22","45","30.99","30.99","-9.21","609","61","162","10.02","10.02","-89.16",
"Scott, Miss Katie","0","0","0","0","0","0","1","0","1","0","100","-1","4","0","1","0","25","-4","11","1","4","9.09","36.36","30","493","30","128","6.09","25.96","-189.39","11","8","231","12","63","5.19","27.27","-71.37","48","9","25","18.75","18.75","-18.39","402","24","103","5.97","5.97","-179.12",
"Spencer, Richard","2","0","1","0","50","-2","4","2","3","50","75","1.88","4","2","3","50","75","1.88","11","2","4","18.18","36.36","-5.12","439","53","130","12.07","29.61","-101.12","3","3","210","31","72","14.76","34.29","-48.03","59","20","34","33.9","33.9","-11.45","307","35","90","11.4","11.4","-104.86",
"Tate, T P","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","0","0","0","-3","4","1","1","25","25","4.5","107","8","25","7.48","23.36","-71.09","13","4","47","5","13","10.64","27.66","-26.42","8","4","4","50","50","4.91","92","8","25","8.7","8.7","-56.09",
"Taylor, Mrs P","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","25","1","3","4","12","-14","451","18","16","0","1","0","6.25","-16","0","0","0","0","0","0","14","1","2","7.14","7.14","-3",
"Tinkler, N","1","0","1","0","100","-1","1","0","1","0","100","-1","8","0","3","0","37.5","-8","21","1","6","4.76","28.57","-18.8","844","66","209","7.82","24.76","-269.63","13","19","413","31","105","7.51","25.42","-189.58","59","11","26","18.64","18.64","-21.47","661","58","187","8.77","8.77","-124.25",
"Tregoning, M P","0","0","0","0","0","0","3","0","1","0","33.33","-3","6","1","2","16.67","33.33","1.5","13","3","4","23.08","30.77","12.13","260","29","76","11.15","29.23","-35.84","6","6","137","16","40","11.68","29.2","-53.42","31","10","20","32.26","32.26","-2.67","157","24","55","15.29","15.29","-5.34",
"Twiston-Davies, N A","1","1","1","100","100","1.88","2","1","2","50","100","0.88","3","1","2","33.33","66.67","-0.12","6","1","4","16.67","66.67","-3.12","892","136","329","15.25","36.88","-233.88","1","1","453","81","177","17.88","39.07","-77.29","183","53","110","28.96","28.96","-31.27","532","74","183","13.91","13.91","-158.64",
"Vaughan, Tim","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","340","28","85","8.24","25","-143.08","135","35","151","11","35","7.28","23.18","-73.75","34","6","10","17.65","17.65","-12.67","264","25","75","9.47","9.47","-97.58",
"Walford, Mark","1","0","0","0","0","-1","7","0","1","0","14.29","-7","12","0","1","0","8.33","-12","17","0","3","0","17.65","-17","704","73","196","10.37","27.84","-209.18","22","28","348","31","78","8.91","22.41","-113.7","72","21","42","29.17","29.17","-17.92","531","55","150","10.36","10.36","-116.72",
"Walker, Ed","1","0","1","0","100","-1","9","0","3","0","33.33","-9","15","1","6","6.67","40","-10.5","27","4","13","14.81","48.15","3","863","130","309","15.06","35.81","16.15","5","13","399","68","154","17.04","38.6","58.39","124","48","74","38.71","38.71","10.95","472","72","171","15.25","15.25","-12.53",
"Watson, Archie","5","1","2","20","40","3.5","12","1","4","8.33","33.33","-3.5","19","1","5","5.26","26.32","-10.5","32","2","8","6.25","25","-21.7","1531","181","453","11.82","29.59","-342.07","1","1","759","81","227","10.67","29.91","-239.52","176","58","107","32.95","32.95","-35.01","917","84","229","9.16","9.16","-278.46",
"Williams, Christian","2","0","0","0","0","-2","2","0","0","0","0","-2","4","0","0","0","0","-4","7","0","0","0","0","-7","461","37","95","8.03","20.61","-167.34","53","30","258","20","50","7.75","19.38","-141.92","40","12","20","30","30","-1.5","327","32","79","9.79","9.79","-116.67",
"Williams, S C","2","0","0","0","0","-2","3","0","0","0","0","-3","8","1","1","12.5","12.5","-3","20","2","4","10","20","-9","772","85","207","11.01","26.81","-140.24","6","7","371","43","98","11.59","26.42","-46.3","102","30","61","29.41","29.41","-13.97","608","63","162","10.36","10.36","-204.87",
"Woods, Mrs Cynthia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","1","4","1.54","6.15","-53","690","64","33","0","0","0","0","-33","0","0","0","0","0","0","45","1","4","2.22","2.22","-33",
"Woods, S P C","3","1","1","33.33","33.33","-0.75","9","2","3","22.22","33.33","-4.95","12","3","5","25","41.67","-4.7","15","3","5","20","33.33","-7.7","501","57","159","11.38","31.74","-172.58","1","1","243","32","80","13.17","32.92","-77.73","60","23","38","38.33","38.33","9.42","328","38","105","11.59","11.59","-110.04",
"Young, Maxwell","5","0","0","0","0","-5","7","0","0","0","0","-7","7","0","0","0","0","-7","8","0","0","0","0","-8","190","7","14","3.68","7.37","-27.12","136","32","103","3","5","2.91","4.85","3","4","1","1","25","25","-1.12","134","6","13","4.48","4.48","22.88",
 
