trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Appleby, Charlie","3","1","2","33.33","66.67","-1.09","7","3","5","42.86","71.43","0.41","899","271","503","30.14","55.95","-23.68","6","1","491","153","271","31.16","55.19","6.58","416","189","296","45.43","45.43","1.93","237","61","114","25.74","25.74","-13.62",
"Appleby, M","30","5","12","16.67","40","-13.34","47","12","22","25.53","46.81","41.79","1881","225","577","11.96","30.68","-225.86","1","2","895","115","300","12.85","33.52","-166.24","263","81","153","30.8","30.8","-21.35","1624","194","514","11.95","11.95","-142.01",
"Bailey, Liam","5","0","0","0","0","-5","6","0","0","0","0","-6","294","11","46","3.74","15.65","-171.25","88","17","147","7","24","4.76","16.33","-51","10","1","4","10","10","-7.5","255","7","38","2.75","2.75","-153.5",
"Balding, A M","8","1","5","12.5","62.5","-6","22","7","14","31.82","63.64","12.7","1857","286","677","15.4","36.46","-120.49","7","8","932","135","337","14.48","36.16","-180.69","304","97","187","31.91","31.91","-45.81","856","132","308","15.42","15.42","-47.43",
"Barron, T D","2","1","1","50","50","5.5","7","1","2","14.29","28.57","0.5","515","71","169","13.79","32.82","-46.63","3","2","224","32","78","14.29","34.82","-36.42","88","26","48","29.55","29.55","8.55","410","60","141","14.63","14.63","-11.29",
"Bethell, Ed","2","0","0","0","0","-2","3","0","0","0","0","-3","357","47","125","13.17","35.01","-31.81","18","6","203","24","66","11.82","32.51","-19.55","60","11","32","18.33","18.33","-32.64","206","32","74","15.53","15.53","28.3",
"Bethell, Harriet","1","0","0","0","0","-1","2","0","0","0","0","-2","74","12","26","16.22","35.14","1","62","16","63","12","24","19.05","38.1","12","8","2","4","25","25","-2","71","11","25","15.49","15.49","2.5",
"Boanas, Miss G","1","0","0","0","0","-1","5","0","0","0","0","-5","270","27","85","10","31.48","-65.82","128","38","138","12","36","8.7","26.09","-50.21","21","8","15","38.1","38.1","5.1","215","25","79","11.63","11.63","-18.57",
"Bowring, S R","1","0","0","0","0","-1","2","0","0","0","0","-2","176","31","66","17.61","37.5","56.25","35","10","88","15","36","17.05","40.91","28.31","36","11","18","30.56","30.56","-1","149","26","55","17.45","17.45","49.31",
"Breen, Leanne","2","1","1","50","50","8","4","1","2","25","50","6","144","7","19","4.86","13.19","-85.67","2","1","63","3","8","4.76","12.7","-41.5","6","2","2","33.33","33.33","2.83","128","7","19","5.47","5.47","-69.67",
"Brittain, Antony","9","2","3","22.22","33.33","11","14","2","4","14.29","28.57","6","673","50","177","7.43","26.3","-278.64","3","1","295","23","73","7.8","24.75","-80.25","33","13","18","39.39","39.39","12.23","593","46","165","7.76","7.76","-244.52",
"Bromhead, Henry De","8","1","4","12.5","50","7","13","2","5","15.38","38.46","4.25","1549","210","530","13.56","34.22","-522.49","5","2","693","87","232","12.55","33.48","-228.17","293","98","182","33.45","33.45","-64.68","600","42","153","7","7","-231.71",
"Brown, A D","6","2","3","33.33","50","4.75","7","2","4","28.57","57.14","3.75","209","22","55","10.53","26.32","14.28","2","2","133","16","36","12.03","27.07","-19.72","15","6","10","40","40","4.95","151","15","38","9.93","9.93","-36.22",
