trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allwood, S","0","0","0","0","0","0","3","0","1","0","33.33","-3","146","6","22","4.11","15.07","-124.65","423","97","73","0","9","0","12.33","-73","7","3","4","42.86","42.86","2.1","102","6","22","5.88","5.88","-80.65",
"Aprahamian, Billy","1","0","0","0","0","-1","1","0","0","0","0","-1","47","2","7","4.26","14.89","6.2","127","13","40","1","5","2.5","12.5","-37.8","2","1","1","50","50","0.2","38","2","7","5.26","5.26","15.2",
"Bandey, R J","2","0","0","0","0","-2","3","0","1","0","33.33","-3","177","30","64","16.95","36.16","-13.89","20","7","83","6","21","7.23","25.3","-44.17","41","12","23","29.27","29.27","-13.97","126","19","45","15.08","15.08","-21.04",
"Best-Turner, W De","0","0","0","0","0","0","0","0","0","0","0","0","18","2","2","11.11","11.11","35.63","274","7","10","2","2","20","20","43.63","2","1","1","50","50","0.63","9","2","2","22.22","22.22","44.63",
"Bevis, R J","1","0","0","0","0","-1","1","0","0","0","0","-1","39","4","10","10.26","25.64","15.63","290","17","23","2","6","8.7","26.09","-14.37","3","1","2","33.33","33.33","-0.37","29","3","7","10.34","10.34","23",
"Boultbee-brooks, Clive","2","0","2","0","100","-2","4","0","2","0","50","-4","53","6","14","11.32","26.42","-10.08","336","27","28","1","8","3.57","28.57","-23","2","2","2","100","100","3.42","22","1","6","4.55","4.55","-14",
"Bromhead, Henry De","19","3","8","15.79","42.11","11.9","41","7","16","17.07","39.02","21.03","1415","186","482","13.14","34.06","-320.42","4","3","673","97","239","14.41","35.51","-69.4","218","77","143","35.32","35.32","-29.3","549","49","145","8.93","8.93","-123.93",
"Burrows, Owen","0","0","0","0","0","0","2","0","1","0","50","-2","188","44","83","23.4","44.15","33.78","42","12","121","23","48","19.01","39.67","-8.84","45","18","27","40","40","7.12","69","15","29","21.74","21.74","13.12",
"Butler, P","2","0","0","0","0","-2","4","0","0","0","0","-4","79","1","4","1.27","5.06","22","383","46","44","0","1","0","2.27","-44","0","0","0","0","0","0","54","1","4","1.85","1.85","47",
"Byrne, Philip Michael","2","0","1","0","50","-2","2","0","1","0","50","-2","109","6","18","5.5","16.51","-68.25","24","8","57","5","12","8.77","21.05","-22.75","3","3","3","100","100","9.75","73","6","18","8.22","8.22","-32.25",
"Byrnes, C","7","1","1","14.29","14.29","-4","12","1","2","8.33","16.67","-9","443","49","125","11.06","28.22","-169.86","1","1","251","24","64","9.56","25.5","-129.39","65","23","38","35.38","35.38","5.56","218","28","60","12.84","12.84","-66.57",
"Candlish, Jennie","7","1","1","14.29","14.29","-3","15","3","4","20","26.67","-3","501","45","139","8.98","27.74","-168.6","4","3","247","30","74","12.15","29.96","-47.73","63","16","36","25.4","25.4","-26.56","390","35","110","8.97","8.97","-88.88",
"Case, B I","2","1","2","50","100","4.5","8","2","5","25","62.5","2.83","218","23","57","10.55","26.15","-86.35","7","2","124","11","32","8.87","25.81","-50.47","24","10","15","41.67","41.67","10.65","163","20","51","12.27","12.27","-54.09",
"Casey, Francis","0","0","0","0","0","0","0","0","0","0","0","0","76","3","13","3.95","17.11","-67.93","566","60","44","0","5","0","11.36","-44","7","2","4","28.57","28.57","-3.43","42","1","9","2.38","2.38","-37.5",
"Cawley, Edward","1","0","0","0","0","-1","4","0","1","0","25","-4","186","13","27","6.99","14.52","-29","20","11","98","8","17","8.16","17.35","23.5","5","1","2","20","20","-0.5","134","13","25","9.7","9.7","23",
"Collins, C M","3","0","0","0","0","-3","6","0","0","0","0","-6","223","17","47","7.62","21.08","-85.71","26","18","172","13","35","7.56","20.35","-69.04","14","3","7","21.43","21.43","-7.54","99","10","24","10.1","10.1","-13.92",
"Connell, B","2","0","0","0","0","-2","4","0","1","0","25","-4","141","30","55","21.28","39.01","18.94","20","6","76","14","29","18.42","38.16","4.08","30","12","19","40","40","5.86","55","11","23","20","20","19.88",
"Crawford, S R B","5","1","4","20","80","-1","16","2","9","12.5","56.25","14","544","47","155","8.64","28.49","-56.84","7","3","254","24","79","9.45","31.1","29.7","38","16","25","42.11","42.11","4.08","172","18","55","10.47","10.47","30.54",
"Cromwell, Gavin Patrick","13","3","7","23.08","53.85","9.5","36","7","15","19.44","41.67","11.75","1695","172","500","10.15","29.5","-619.02","4","4","835","95","248","11.38","29.7","-257.22","210","64","134","30.48","30.48","-19.19","845","83","252","9.82","9.82","-206.06",
"Curran, S","0","0","0","0","0","0","1","0","0","0","0","-1","166","22","49","13.25","29.52","-21.13","229","25","61","9","19","14.75","31.15","-17.17","27","11","15","40.74","40.74","7.04","137","20","44","14.6","14.6","-4.96",
"Curtis, Miss Rebecca","2","0","0","0","0","-2","5","0","1","0","20","-5","200","17","41","8.5","20.5","-103.49","34","14","75","4","15","5.33","20","-52.25","14","6","7","42.86","42.86","3.18","137","17","33","12.41","12.41","-40.49",
"Daly, H D","12","1","5","8.33","41.67","-9.62","20","2","6","10","30","-8.12","325","59","129","18.15","39.69","-9.38","3","3","173","26","61","15.03","35.26","-32.74","63","22","38","34.92","34.92","-0.21","202","41","90","20.3","20.3","37.44",
"Delany, E D","0","0","0","0","0","0","1","0","0","0","0","-1","88","4","19","4.55","21.59","-42.5","430","56","41","0","6","0","14.63","-41","5","0","2","0","0","-5","63","3","16","4.76","4.76","-21.5",
"Dempsey, J P","4","0","1","0","25","-4","6","0","2","0","33.33","-6","163","14","40","8.59","24.54","-50.41","71","30","86","5","19","5.81","22.09","-32.12","19","6","11","31.58","31.58","7.13","89","8","24","8.99","8.99","4.5",
"Derham, Harry","5","0","0","0","0","-5","11","1","2","9.09","18.18","-8.37","105","26","40","24.76","38.1","31.48","8","6","105","26","40","24.76","38.1","31.48","27","12","15","44.44","44.44","2.25","53","16","23","30.19","30.19","32.46",
"Downey, P","1","0","0","0","0","-1","3","0","0","0","0","-3","43","6","12","13.95","27.91","-2.62","368","25","24","0","3","0","12.5","-24","2","0","1","0","0","-2","29","6","11","20.69","20.69","11.38",
"Dreaper, J T R","0","0","0","0","0","0","1","0","0","0","0","-1","101","3","14","2.97","13.86","-77","236","20","47","2","9","4.26","19.15","-36","5","1","2","20","20","-1.5","49","2","10","4.08","4.08","-32.5",
"Drinkwater, S W","4","1","2","25","50","2","7","1","2","14.29","28.57","-1","201","21","60","10.45","29.85","-68.62","3","3","95","9","21","9.47","22.11","-37.5","24","6","12","25","25","-5.37","138","17","45","12.32","12.32","-46.12",
"Durkan, William","0","0","0","0","0","0","2","0","0","0","0","-2","62","4","9","6.45","14.52","-38.72","117","13","24","1","5","4.17","20.83","-19.67","1","0","0","0","0","-1","27","1","2","3.7","3.7","-14",
"Edmunds, Stuart","10","2","4","20","40","5.5","17","4","6","23.53","35.29","12.9","386","53","141","13.73","36.53","-84.48","3","6","213","27","66","12.68","30.99","-47.37","46","15","28","32.61","32.61","-12.55","221","28","75","12.67","12.67","-31.23",
"Elliott, Gordon","38","12","21","31.58","55.26","4","97","21","43","21.65","44.33","-16.57","2989","470","1111","15.72","37.17","-722.44","1","2","1494","234","564","15.66","37.75","-457.95","556","231","371","41.55","41.55","-35.72","1084","111","296","10.24","10.24","-329.64",
"Fahey, James","1","0","0","0","0","-1","2","0","0","0","0","-2","148","9","28","6.08","18.92","45.83","48","10","80","7","18","8.75","22.5","58.83","2","0","0","0","0","-2","53","2","8","3.77","3.77","-30.5",
"Fahy, P A","2","0","0","0","0","-2","6","1","1","16.67","16.67","-3.8","244","9","28","3.69","11.48","-139.8","11","6","139","3","13","2.16","9.35","-104.8","5","2","2","40","40","1.7","122","7","19","5.74","5.74","-23.5",
"Farrell, C W J","2","0","0","0","0","-2","3","0","0","0","0","-3","114","8","21","7.02","18.42","-26","24","7","76","3","15","3.95","19.74","-41","4","2","3","50","50","5","46","4","10","8.7","8.7","-16.5",
"Fitzgerald, B J","2","1","1","50","50","0","5","1","2","20","40","-3","150","16","33","10.67","22","6.5","1","1","79","6","19","7.59","24.05","-39.5","11","4","5","36.36","36.36","0.5","56","7","11","12.5","12.5","4.75",
"Fitzgerald, D E","1","0","0","0","0","-1","1","0","0","0","0","-1","83","6","19","7.23","22.89","-11.25","77","11","46","4","15","8.7","32.61","-17.75","4","2","3","50","50","5.25","42","4","14","9.52","9.52","-7",
"Flynn, Paul W","1","0","0","0","0","-1","5","0","2","0","40","-5","441","40","108","9.07","24.49","-121.97","15","7","219","24","58","10.96","26.48","11.87","49","15","29","30.61","30.61","2.28","325","36","97","11.08","11.08","-73.22",
"Fowler, Mrs Lorna","1","0","0","0","0","-1","2","0","0","0","0","-2","107","13","38","12.15","35.51","-27.14","64","13","50","6","17","12","34","-4.47","9","3","4","33.33","33.33","2.28","38","4","12","10.53","10.53","-9.75",
"Frost, Kevin","1","0","0","0","0","-1","6","0","1","0","16.67","-6","415","41","98","9.88","23.61","-76.01","39","28","265","20","54","7.55","20.38","-122.84","44","14","28","31.82","31.82","3.91","346","38","90","10.98","10.98","-45.51",
"Gallagher, T","3","0","0","0","0","-3","3","0","0","0","0","-3","65","2","8","3.08","12.31","-54.67","305","30","37","2","4","5.41","10.81","-26.67","0","0","0","0","0","0","14","1","1","7.14","7.14","-8",
"Gillard, Mark","2","0","0","0","0","-2","3","0","0","0","0","-3","157","7","35","4.46","22.29","-20.67","57","14","70","4","18","5.71","25.71","48.33","7","1","6","14.29","14.29","-4","92","5","26","5.43","5.43","-57.67",
"Gilligan, Paul John","0","0","0","0","0","0","2","1","1","50","50","1.25","214","6","30","2.8","14.02","-170.75","14","2","113","6","21","5.31","18.58","-69.75","6","2","3","33.33","33.33","1.75","83","3","18","3.61","3.61","-62.25",
"Gordon, C","14","0","2","0","14.29","-14","28","1","7","3.57","25","-25.12","511","97","180","18.98","35.23","-5.44","12","21","231","34","76","14.72","32.9","-22.19","88","42","56","47.73","47.73","26.35","346","69","116","19.94","19.94","59.08",
"Greatrex, W J","5","2","3","40","60","4","14","3","6","21.43","42.86","1","388","37","116","9.54","29.9","-63.74","2","1","184","24","65","13.04","35.33","70.59","40","11","21","27.5","27.5","-9.99","214","27","69","12.62","12.62","-59.94",
"Greenall, O / Guerriero, J","9","1","3","11.11","33.33","-4.5","23","3","6","13.04","26.09","-7.25","778","112","239","14.4","30.72","-34.68","3","3","419","60","128","14.32","30.55","-10.23","129","41","73","31.78","31.78","-14.68","542","87","187","16.05","16.05","19.88",
"Gretton, T R ","3","0","1","0","33.33","-3","8","0","2","0","25","-8","137","3","29","2.19","21.17","-109.12","335","73","78","1","10","1.28","12.82","-74","12","2","8","16.67","16.67","-5.12","101","3","25","2.97","2.97","-73.12",
"Hammond, Micky","7","2","3","28.57","42.86","1","19","2","4","10.53","21.05","-11","1081","95","238","8.79","22.02","-102.76","4","4","454","28","89","6.17","19.6","-179.75","65","24","41","36.92","36.92","7.79","880","82","198","9.32","9.32","-93.55",
"Hanmer, G D","1","0","0","0","0","-1","3","0","0","0","0","-3","386","48","118","12.44","30.57","-51.42","58","30","197","16","48","8.12","24.37","-114.22","45","17","34","37.78","37.78","1.92","300","41","99","13.67","13.67","16.52",
"Hassett, P J F","0","0","0","0","0","0","3","0","0","0","0","-3","22","0","3","0","13.64","-22","899","36","10","0","1","0","10","-10","0","0","0","0","0","0","5","0","1","0","0","-5",
"Hawke, N J","4","1","1","25","25","-1.9","9","1","1","11.11","11.11","-6.9","412","37","104","8.98","25.24","-146.72","6","3","177","24","50","13.56","28.25","1.77","33","16","25","48.48","48.48","24.95","282","31","83","10.99","10.99","-78.35",
"Heffernan, K A","0","0","0","0","0","0","3","0","0","0","0","-3","28","0","2","0","7.14","-28","9999","9999","18","0","1","0","5.56","-18","0","0","0","0","0","0","17","0","1","0","0","-17",
"Henderson, N J","20","3","8","15","40","-10.14","39","11","21","28.21","53.85","2.3","963","199","388","20.66","40.29","-140.14","1","6","469","96","188","20.47","40.09","-43.78","301","125","186","41.53","41.53","-12.62","504","89","175","17.66","17.66","-6.46",
"Hobbs, P J / White, J","8","2","3","25","37.5","5","19","3","5","15.79","26.32","-4.78","731","84","220","11.49","30.1","-255.34","2","1","308","32","84","10.39","27.27","-88.4","105","34","56","32.38","32.38","-6.88","513","60","152","11.7","11.7","-136.33",
"Holden, Miss Ellmarie","0","0","0","0","0","0","0","0","0","0","0","0","29","3","8","10.34","27.59","85","266","10","20","2","4","10","20","60","1","0","0","0","0","-1","6","0","0","0","0","-6",
"Honeyball, A J","10","2","6","20","60","1","21","6","12","28.57","57.14","7.83","485","91","179","18.76","36.91","-2.69","5","5","257","49","91","19.07","35.41","-32.12","101","40","59","39.6","39.6","-2.18","262","55","109","20.99","20.99","78.5",
"Horsfall, Miss L","0","0","0","0","0","0","0","0","0","0","0","0","68","4","12","5.88","17.65","33","33","6","34","3","7","8.82","20.59","38","1","0","0","0","0","-1","26","1","2","3.85","3.85","-14",
"Hosie, Syd","5","0","1","0","20","-5","17","1","3","5.88","17.65","-13","204","20","51","9.8","25","73.16","8","6","146","14","39","9.59","26.71","-19.67","13","5","7","38.46","38.46","5.08","116","10","29","8.62","8.62","12",
"Hourigan, Michael","1","0","0","0","0","-1","2","0","1","0","50","-2","140","7","24","5","17.14","-93.59","283","61","69","1","10","1.45","14.49","-66.75","7","2","3","28.57","28.57","-0.42","65","5","17","7.69","7.69","-29.09",
"Jefferson, Ruth","3","1","3","33.33","100","-1.17","4","1","3","25","75","-2.17","140","20","38","14.29","27.14","-55.51","2","1","63","8","19","12.7","30.16","-27.04","21","10","15","47.62","47.62","11.36","84","11","23","13.1","13.1","-31.25",
"Keane, Gerard","3","0","0","0","0","-3","3","0","0","0","0","-3","181","15","36","8.29","19.89","17.58","81","17","93","11","22","11.83","23.66","-21.42","15","4","6","26.67","26.67","3.75","118","11","20","9.32","9.32","27",
"Keatley, Adrian Paul","1","0","0","0","0","-1","3","0","0","0","0","-3","453","53","147","11.7","32.45","-80.7","24","13","234","35","91","14.96","38.89","-23.95","47","20","29","42.55","42.55","20.3","328","40","103","12.2","12.2","-74.06",
"Kiely, J E and Thomas","3","0","0","0","0","-3","4","1","1","25","25","-0.5","102","12","31","11.76","30.39","-20.3","11","4","57","8","19","14.04","33.33","-8.52","13","2","5","15.38","15.38","-10.05","46","3","13","6.52","6.52","-19",
"King, A","11","1","3","9.09","27.27","-8","25","4","9","16","36","-10.1","1283","156","431","12.16","33.59","-369.28","2","3","592","69","198","11.66","33.45","-191.87","165","58","100","35.15","35.15","-10.15","797","89","249","11.17","11.17","-206.65",
"King, N B","0","0","0","0","0","0","3","0","1","0","33.33","-3","278","26","81","9.35","29.14","-55.61","36","14","143","14","40","9.79","27.97","-54.4","28","9","17","32.14","32.14","-7.6","183","11","46","6.01","6.01","-76.42",
"Lacey, T","6","2","3","33.33","50","0","13","5","9","38.46","69.23","2.32","457","78","174","17.07","38.07","-74.23","6","3","201","30","75","14.93","37.31","-86.4","99","38","62","38.38","38.38","-1.85","284","54","120","19.01","19.01","-19.53",
"Lambe, J J","0","0","0","0","0","0","4","0","0","0","0","-4","193","6","25","3.11","12.95","46.5","142","35","95","2","11","2.11","11.58","67","7","0","3","0","0","-7","148","4","20","2.7","2.7","-68",
"Lee, Miss Kerry","4","0","1","0","25","-4","9","0","2","0","22.22","-9","194","37","80","19.07","41.24","27.63","28","12","90","22","38","24.44","42.22","35.3","40","17","25","42.5","42.5","12.55","168","30","64","17.86","17.86","5.55",
"Lidster, Craig","4","0","2","0","50","-4","8","0","3","0","37.5","-8","382","35","92","9.16","24.08","-90.61","22","19","269","25","71","9.29","26.39","-108.36","22","6","12","27.27","27.27","-8.11","224","24","61","10.71","10.71","-20.21",
"Llewellyn, Robert","3","2","2","66.67","66.67","6.5","5","2","3","40","60","4.5","118","15","36","12.71","30.51","-36.95","2","2","95","14","29","14.74","30.53","-18.95","16","5","10","31.25","31.25","-2.2","77","14","29","18.18","18.18","-6.95",
"Mackie, J","1","0","0","0","0","-1","2","0","1","0","50","-2","254","14","57","5.51","22.44","-185.54","94","19","105","3","21","2.86","20","-91.84","22","5","11","22.73","22.73","-6.03","219","13","55","5.94","5.94","-153.04",
"Martin, A J","2","0","0","0","0","-2","4","0","0","0","0","-4","561","48","129","8.56","22.99","-184.97","62","31","299","19","61","6.35","20.4","-151.63","63","13","31","20.63","20.63","-22.1","343","38","106","11.08","11.08","-47.24",
"McCain Jnr, D","15","0","0","0","0","-15","33","3","8","9.09","24.24","-22.5","1392","243","515","17.46","37","-270.6","13","26","674","88","226","13.06","33.53","-259.23","272","99","157","36.4","36.4","-30.06","927","149","325","16.07","16.07","-130.84",
"McCann, Anthony","7","0","1","0","14.29","-7","16","0","2","0","12.5","-16","353","13","61","3.68","17.28","-188.3","36","27","173","6","32","3.47","18.5","-112.17","17","3","10","17.65","17.65","-8.8","173","4","25","2.31","2.31","-96.67",
"McConnell, John C","11","1","1","9.09","9.09","0","31","1","4","3.23","12.9","-20","1735","136","410","7.84","23.63","-810.47","1","3","871","60","199","6.89","22.85","-505.19","130","45","77","34.62","34.62","-6.85","1150","67","218","5.83","5.83","-542.03",
"McKenna, P J","1","0","0","0","0","-1","4","1","2","25","50","3.5","144","6","36","4.17","25","-99.25","8","2","51","3","10","5.88","19.61","-32.75","11","2","3","18.18","18.18","-4.75","134","6","35","4.48","4.48","-89.25",
"Meade, Noel","6","2","3","33.33","50","43","11","2","4","18.18","36.36","38","986","101","305","10.24","30.93","-257","3","2","482","52","153","10.79","31.74","-23.46","99","27","55","27.27","27.27","-23.15","451","33","121","7.32","7.32","-156.75",
"Menzies, Rebecca","10","1","3","10","30","-6","19","2","7","10.53","36.84","-7","1094","137","350","12.52","31.99","-211.74","4","8","535","58","162","10.84","30.28","-131.14","149","48","83","32.21","32.21","-10.5","844","107","268","12.68","12.68","-177.58",
"Moore, G L","15","2","5","13.33","33.33","-4.75","38","4","10","10.53","26.32","-23.42","1514","246","522","16.25","34.48","-65.04","2","3","767","127","258","16.56","33.64","-79.39","295","130","196","44.07","44.07","39.69","1110","162","361","14.59","14.59","-235.45",
"Morrison, H","2","1","1","50","50","1.75","5","1","1","20","20","-1.25","576","67","177","11.63","30.73","-150.61","5","1","292","31","80","10.62","27.4","-98.22","85","27","47","31.76","31.76","-13.18","349","33","102","9.46","9.46","-153.47",
"Mulholland, N P","14","1","6","7.14","42.86","-9","27","2","11","7.41","40.74","-17","1049","114","283","10.87","26.98","-171.76","3","6","523","54","134","10.33","25.62","-8.18","119","37","66","31.09","31.09","-20.65","805","99","235","12.3","12.3","13.75",
"Mullins, Emmet","2","1","1","50","50","1.75","3","2","2","66.67","66.67","3.5","300","45","100","15","33.33","-69.34","7","2","138","25","53","18.12","38.41","-33.27","72","26","46","36.11","36.11","-19.96","131","15","41","11.45","11.45","-12.26",
"Mullins, W P","36","11","20","30.56","55.56","-10.44","52","16","28","30.77","53.85","-15.81","2012","521","975","25.89","48.46","-435.52","2","1","1023","269","500","26.3","48.88","-258.54","773","388","578","50.19","50.19","-42.69","423","40","118","9.46","9.46","-177.69",
"Murphy, C A","1","0","0","0","0","-1","5","0","0","0","0","-5","144","18","43","12.5","29.86","-51.14","134","20","85","10","27","11.76","31.76","-44.35","19","6","13","31.58","31.58","-1.98","52","9","19","17.31","17.31","-1.01",
"Murphy, Olly","13","1","5","7.69","38.46","-11.27","36","6","12","16.67","33.33","-19.02","1033","168","369","16.26","35.72","-287.5","6","10","514","94","189","18.29","36.77","-66.36","185","76","116","41.08","41.08","-16.53","576","70","169","12.15","12.15","-182.74",
"Newland, Dr R D P","5","0","1","0","20","-5","10","1","3","10","30","-0.5","674","91","218","13.5","32.34","-118.38","14","10","302","42","108","13.91","35.76","-27.52","94","30","60","31.91","31.91","-13.45","515","71","161","13.79","13.79","-49.21",
"Nicholls, P F","19","8","10","42.11","52.63","5.68","49","15","23","30.61","46.94","2.39","1172","279","514","23.81","43.86","-147.89","1","3","580","140","265","24.14","45.69","-39.08","369","166","237","44.99","44.99","-2.15","614","104","217","16.94","16.94","-105.04",
"Nolan, Paul","11","0","4","0","36.36","-11","14","0","4","0","28.57","-14","409","32","105","7.82","25.67","-196.29","27","31","220","17","63","7.73","28.64","-101.19","27","11","20","40.74","40.74","5.42","153","11","37","7.19","7.19","-63.92",
"OBrien, Fergal","21","3","9","14.29","42.86","-11.12","34","3","12","8.82","35.29","-24.12","1490","259","561","17.38","37.65","-288.13","3","8","641","115","244","17.94","38.07","-75.75","313","128","200","40.89","40.89","-3.12","903","144","302","15.95","15.95","-103.58",
