trainer,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Beckett, R M","0","0","0","0","0","0","6","2","4","33.33","66.67","0.58","21","7","12","33.33","57.14","11.88","43","14","23","32.56","53.49","19.57","1305","244","544","18.7","41.69","-172.5","2","3","646","119","270","18.42","41.8","-99.77","316","120","211","37.97","37.97","-10.45","521","104","208","19.96","19.96","-2.72",
"Bell, M L W","4","0","0","0","0","-4","7","1","1","14.29","14.29","-2.5","13","1","3","7.69","23.08","-8.5","21","1","5","4.76","23.81","-16.5","777","99","251","12.74","32.3","-213.52","2","6","406","57","124","14.04","30.54","-66.95","111","41","62","36.94","36.94","5.44","464","59","148","12.72","12.72","-92.82",
"Bethell, Ed","3","0","1","0","33.33","-3","7","3","4","42.86","57.14","1.33","15","3","8","20","53.33","-6.67","26","6","14","23.08","53.85","-2.92","517","92","214","17.79","41.39","-125.17","2","5","305","48","129","15.74","42.3","-120.69","127","50","77","39.37","39.37","2.21","306","60","126","19.61","19.61","-30.89",
"Blackford, Miss L A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","1","5","3.33","16.67","-27.5","574","28","17","0","2","0","11.76","-17","3","1","1","33.33","33.33","-0.5","18","0","2","0","0","-18",
"Blake, Michael","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","25","-4","4","0","1","0","25","-4","136","13","31","9.56","22.79","-7.5","107","31","73","4","13","5.48","17.81","-27.5","8","1","3","12.5","12.5","-4","115","13","26","11.3","11.3","13.5",
"Botti, M","2","0","0","0","0","-2","4","0","0","0","0","-4","10","3","3","30","30","11.33","18","3","5","16.67","27.78","3.33","834","94","258","11.27","30.94","-136.63","4","5","466","57","146","12.23","31.33","-84.04","85","21","48","24.71","24.71","-24.11","528","59","161","11.17","11.17","-117.45",
"Boughey, George","3","1","1","33.33","33.33","12","8","1","3","12.5","37.5","7","21","1","7","4.76","33.33","-6","36","2","11","5.56","30.56","-15.5","1466","232","548","15.83","37.38","-302.18","1","2","714","108","266","15.13","37.25","-149.08","297","102","190","34.34","34.34","-45.04","825","134","313","16.24","16.24","-82.56",
"Bowen, Peter / Michael","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","8","2","4","25","50","3.88","490","71","153","14.49","31.22","-109.01","9","2","247","33","77","13.36","31.17","-51.72","89","35","56","39.33","39.33","7.65","373","53","113","14.21","14.21","-53.28",
"Boyle, J R","0","0","0","0","0","0","3","1","2","33.33","66.67","0.75","5","1","3","20","60","-1.25","15","4","7","26.67","46.67","7.58","387","35","106","9.04","27.39","-165.13","2","1","201","21","59","10.45","29.35","-71.46","37","9","19","24.32","24.32","-8.87","340","35","99","10.29","10.29","-118.13",
"Breen, Leanne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119","7","24","5.88","20.17","-61.75","110","16","49","3","13","6.12","26.53","-30.25","5","2","5","40","40","2","107","7","23","6.54","6.54","-49.75",
"Brennan, F J","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","2","0","0","0","0","-2","108","9","23","8.33","21.3","20.41","29","6","69","8","20","11.59","28.99","54.91","5","1","2","20","20","-3.09","62","6","14","9.68","9.68","41.91",
"Bromhead, Henry De","0","0","0","0","0","0","3","0","1","0","33.33","-3","8","1","5","12.5","62.5","-3.5","11","3","8","27.27","72.73","1.13","1397","202","509","14.46","36.44","-218.5","7","5","751","114","278","15.18","37.02","-127.8","230","76","152","33.04","33.04","-33.76","547","57","166","10.42","10.42","-58.29",
"Brookhouse, B","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","-4","5","0","0","0","0","-5","320","44","103","13.75","32.19","-3.6","21","8","214","30","64","14.02","29.91","-4.18","51","16","29","31.37","31.37","-2.23","199","23","62","11.56","11.56","20.41",
"Browne, W P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","1","0","12.5","-8","127","14","42","11.02","33.07","-14.73","144","34","63","8","20","12.7","31.75","11.16","10","5","9","50","50","1.19","42","5","13","11.9","11.9","21.13",
"Budds, David Kenneth","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","3","0","1","0","33.33","-3","173","8","42","4.62","24.28","-100.5","27","8","80","5","20","6.25","25","-26","5","1","3","20","20","-3","116","8","32","6.9","6.9","-43.5",
"Bunyan, Darren / OLeary, G","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","0","66.67","-3","6","1","3","16.67","50","5","296","23","59","7.77","19.93","-117.01","11","6","188","14","36","7.45","19.15","-90.84","23","6","11","26.09","26.09","0.49","188","20","43","10.64","10.64","-25.34",
"Burke, K R","2","0","1","0","50","-2","6","0","1","0","16.67","-6","28","2","8","7.14","28.57","-23.82","48","3","12","6.25","25","-39.32","1545","238","596","15.4","38.58","-262.87","6","14","800","127","310","15.88","38.75","-106.77","257","95","160","36.96","36.96","-22.71","701","83","232","11.84","11.84","-152.09",
"Burrows, Owen","0","0","0","0","0","0","1","0","1","0","100","-1","7","1","2","14.29","28.57","-1.5","12","2","4","16.67","33.33","4.5","238","45","94","18.91","39.5","-31.57","7","7","133","23","49","17.29","36.84","-10.98","58","24","36","41.38","41.38","-1.15","84","11","30","13.1","13.1","-32.71",
"Butler, John","1","0","0","0","0","-1","4","0","0","0","0","-4","9","0","1","0","11.11","-9","27","3","6","11.11","22.22","-15.67","991","70","225","7.06","22.7","-446.56","8","12","503","30","110","5.96","21.87","-260.58","85","26","55","30.59","30.59","-2.11","758","59","186","7.78","7.78","-324.82",
"Byrne, M J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","7","0","1","0","14.29","-7","4662","99","1","0","0","0","0","-1","0","0","0","0","0","0","5","0","1","0","0","-5",
"Carr, Mrs R A","2","1","1","50","50","7.5","8","1","1","12.5","12.5","1.5","12","1","1","8.33","8.33","-2.5","26","3","4","11.54","15.38","-2.5","875","98","259","11.2","29.6","-137.9","1","2","480","48","125","10","26.04","-102.42","83","25","37","30.12","30.12","5.27","825","94","248","11.39","11.39","-114.9",
"Carroll, A W","4","0","1","0","25","-4","10","0","2","0","20","-10","30","0","11","0","36.67","-30","37","0","11","0","29.73","-37","1966","178","502","9.05","25.53","-512.25","15","41","942","93","256","9.87","27.18","-244.52","176","57","112","32.39","32.39","-5.49","1628","154","427","9.46","9.46","-352.41",
"Casey, Francis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","72","0","8","0","11.11","-72","859","79","35","0","5","0","14.29","-35","7","0","3","0","0","-7","42","0","7","0","0","-42",
"Channon, Jack","1","0","1","0","100","-1","2","0","1","0","50","-2","14","2","4","14.29","28.57","7.63","18","2","5","11.11","27.78","3.63","648","99","261","15.28","40.28","13.35","6","6","373","63","153","16.89","41.02","35.86","107","36","71","33.64","33.64","-12.68","443","68","189","15.35","15.35","23.03",
"Chapple-Hyam, Jane","0","0","0","0","0","0","2","0","0","0","0","-2","6","0","0","0","0","-6","9","2","2","22.22","22.22","5.25","473","48","143","10.15","30.23","-102.37","14","8","247","29","78","11.74","31.58","-45.52","47","14","27","29.79","29.79","-7.7","229","25","78","10.92","10.92","-37.09",
"Charlton, Anthony","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","-4","124","13","35","10.48","28.23","-53.7","29","11","124","13","35","10.48","28.23","-53.7","11","4","7","36.36","36.36","-1.28","63","5","11","7.94","7.94","-30.17",
"Charlton, Roger/Harry","3","0","1","0","33.33","-3","9","2","5","22.22","55.56","-4.2","12","3","6","25","50","-3.45","16","3","6","18.75","37.5","-7.45","512","75","192","14.65","37.5","-148.46","2","6","243","35","91","14.4","37.45","-111.55","111","40","72","36.04","36.04","-5.26","284","45","111","15.85","15.85","-79.33",
"Clarke, Keith Henry","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108","3","14","2.78","12.96","-29","203","28","54","1","6","1.85","11.11","13","4","0","1","0","0","-4","97","2","13","2.06","2.06","-85",
"Cleary, Thomas","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","50","2","9","4","18","-40.25","448","29","17","0","3","0","17.65","-17","6","2","5","33.33","33.33","3.75","36","2","9","5.56","5.56","-26.25",
"Clover, Tom","1","0","1","0","100","-1","4","1","3","25","75","0.33","7","2","4","28.57","57.14","6.83","13","3","6","23.08","46.15","4.33","421","54","162","12.83","38.48","-104.5","3","3","234","34","94","14.53","40.17","-29.17","58","25","40","43.1","43.1","9.92","219","28","79","12.79","12.79","-2.41",
"Cluskey, P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101","1","9","0.99","8.91","-95","703","94","50","0","2","0","4","-50","4","1","1","25","25","2","66","1","8","1.52","1.52","-60",
"Coakley, D J","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","0","20","-5","7","0","2","0","28.57","-7","186","15","47","8.06","25.27","-94.37","20","14","95","9","28","9.47","29.47","-42.5","17","4","9","23.53","23.53","-5.62","146","14","43","9.59","9.59","-57.62",
"Cody, Patrick","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","5","0","1","0","20","-5","180","18","51","10","28.33","-65.12","35","11","87","7","22","8.05","25.29","-38","19","4","12","21.05","21.05","-7","96","10","21","10.42","10.42","-22",
"Cole, P F I","1","0","0","0","0","-1","1","0","0","0","0","-1","4","1","1","25","25","15","8","2","3","25","37.5","12.62","350","46","130","13.14","37.14","-75.22","4","2","174","27","61","15.52","35.06","-18.47","48","18","32","37.5","37.5","-0.81","214","19","71","8.88","8.88","-93.37",
"Collins, C M","0","0","0","0","0","0","1","0","0","0","0","-1","5","0","0","0","0","-5","10","0","2","0","20","-10","391","30","86","7.67","21.99","-114.71","16","16","244","18","53","7.38","21.72","-59.97","24","3","12","12.5","12.5","-17.54","182","17","48","9.34","9.34","-20.42",
"Collins, Darren","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","57","2","12","3.51","21.05","-44.5","27","3","45","2","9","4.44","20","-32.5","3","1","1","33.33","33.33","2","40","2","12","5","5","-27.5",
"Collins, Tracey / Halford, Mick","0","0","0","0","0","0","2","0","0","0","0","-2","5","0","1","0","20","-5","7","0","3","0","42.86","-7","379","41","114","10.82","30.08","-10.99","27","16","230","28","77","12.17","33.48","-25.07","43","11","21","25.58","25.58","-10.82","247","29","82","11.74","11.74","-38.3",
"Condon, K J","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","4","0","0","0","0","-4","208","15","52","7.21","25","-69.53","83","26","72","4","16","5.56","22.22","-28.9","16","3","9","18.75","18.75","-10.03","85","7","22","8.24","8.24","-12",
"Connors, Rosemary","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","12","0","0","0","0","-12","9999","9999","5","0","0","0","0","-5","0","0","0","0","0","0","5","0","0","0","0","-5",
"Coogan, J G","2","0","0","0","0","-2","2","0","0","0","0","-2","2","0","0","0","0","-2","5","0","1","0","20","-5","64","3","12","4.69","18.75","-39.25","44","9","25","1","5","4","20","-21.75","2","2","2","100","100","5.75","30","2","9","6.67","6.67","-8.5",
"Cotter, Kieran P","1","0","0","0","0","-1","1","0","0","0","0","-1","3","0","0","0","0","-3","8","0","1","0","12.5","-8","221","16","46","7.24","20.81","-65.01","106","34","88","5","14","5.68","15.91","-29.5","16","3","7","18.75","18.75","-3.01","87","7","20","8.05","8.05","-25.84",
"Cowell, R M H","1","0","0","0","0","-1","2","0","1","0","50","-2","4","0","2","0","50","-4","8","0","3","0","37.5","-8","478","49","144","10.25","30.13","-131.36","16","12","233","29","74","12.45","31.76","-50.74","40","13","21","32.5","32.5","-3.86","375","38","119","10.13","10.13","-141.78",
"Cox, C G","1","1","1","100","100","2.25","2","2","2","100","100","4.75","14","3","5","21.43","35.71","9.75","18","3","7","16.67","38.89","5.75","841","111","298","13.2","35.43","-172.04","1","1","358","53","135","14.8","37.71","-42.91","116","41","72","35.34","35.34","-7.24","479","53","150","11.06","11.06","-129.99",
"Coyle, Thomas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","100","-2","87","6","22","6.9","25.29","-0.5","58","9","41","5","15","12.2","36.59","32.5","3","1","1","33.33","33.33","2.5","72","5","21","6.94","6.94","-11.5",
"Crawley, Matt","2","0","0","0","0","-2","2","0","0","0","0","-2","3","0","0","0","0","-3","3","0","0","0","0","-3","104","10","32","9.62","30.77","-30.28","102","16","67","8","21","11.94","31.34","-22.28","12","4","7","33.33","33.33","-0.03","66","8","23","12.12","12.12","-8.16",
"Crisford, Simon","2","1","1","50","50","3","6","1","2","16.67","33.33","-1","16","4","7","25","43.75","14","26","4","9","15.38","34.62","4","724","142","321","19.61","44.34","-112.16","1","2","374","72","162","19.25","43.32","-44.34","169","64","110","37.87","37.87","-21.07","324","71","140","21.91","21.91","28.45",
"Cromwell, Gavin Patrick","1","0","0","0","0","-1","3","0","1","0","33.33","-3","12","1","4","8.33","33.33","1","22","1","6","4.55","27.27","-9","1764","208","557","11.79","31.58","-499.37","7","10","930","122","316","13.12","33.98","-191.64","245","84","160","34.29","34.29","-13.44","905","96","274","10.61","10.61","-194.69",
"Curling, S","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","4","0","0","0","0","-4","226","23","54","10.18","23.89","-102.7","64","17","121","11","28","9.09","23.14","-54.46","24","10","17","41.67","41.67","9.76","75","11","25","14.67","14.67","-15.84",
"Daly, H D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","376","56","140","14.89","37.23","-59.63","115","9","210","25","74","11.9","35.24","-58.32","53","21","30","39.62","39.62","8.79","230","39","93","16.96","16.96","16.69",
"Davis, D J S Ffrench","2","0","1","0","50","-2","3","1","2","33.33","66.67","16","8","2","3","25","37.5","14","12","4","5","33.33","41.67","20","395","46","121","11.65","30.63","-28.64","3","3","210","24","68","11.43","32.38","14.05","39","12","27","30.77","30.77","-7.89","226","23","72","10.18","10.18","-1.25",
"Davison, Jack W","0","0","0","0","0","0","0","0","0","0","0","0","8","0","3","0","37.5","-8","14","2","7","14.29","50","-4.33","269","31","78","11.52","29","-61.8","14","13","170","23","55","13.53","32.35","-23.63","32","12","19","37.5","37.5","1.79","128","15","37","11.72","11.72","-5.42",
"Dawson, Mrs Sarah","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","52","1","7","1.92","13.46","-29","282","13","18","1","4","5.56","22.22","5","1","0","1","0","0","-1","35","1","7","2.86","2.86","-12",
"De Giles, Ed","0","0","0","0","0","0","1","0","0","0","0","-1","4","2","2","50","50","21","5","2","2","40","40","20","270","23","75","8.52","27.78","-74.21","5","2","111","13","38","11.71","34.23","-25.84","21","5","9","23.81","23.81","0.66","238","21","68","8.82","8.82","-86.96",
"Delany, E D","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","4","0","0","0","0","-4","100","3","16","3","16","-77","33","8","55","2","8","3.64","14.55","-36","4","1","2","25","25","0","69","2","12","2.9","2.9","-50",
"Dias, Diego","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","6","0","0","0","0","-6","88","7","28","7.95","31.82","-31.75","91","37","72","5","22","6.94","30.56","-44.25","11","2","8","18.18","18.18","-3.25","29","4","11","13.79","13.79","-0.5",
"Dods, M","7","1","1","14.29","14.29","16","13","2","2","15.38","15.38","14","20","4","4","20","20","27","40","4","6","10","15","7","1104","110","319","9.96","28.89","-260.01","1","7","568","57","158","10.04","27.82","-98.78","115","32","59","27.83","27.83","-4.88","910","83","263","9.12","9.12","-271.04",
"Donoghue, Ian","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","0","0","0","-3","198","16","38","8.08","19.19","-46.71","60","27","129","12","27","9.3","20.93","-6.21","14","2","7","14.29","14.29","-9.71","130","13","28","10","10","4.41",
"Donovan, D","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","62","3","11","4.84","17.74","-25.75","102","19","62","3","11","4.84","17.74","-25.75","4","1","1","25","25","-1.75","47","2","8","4.26","4.26","-25.75",
"Dow, S","0","0","0","0","0","0","1","0","1","0","100","-1","4","0","2","0","50","-4","9","0","3","0","33.33","-9","326","33","82","10.12","25.15","-5.71","20","15","190","20","48","10.53","25.26","42.71","20","3","10","15","15","-11.62","285","31","77","10.88","10.88","21.29",
"Dowling, Thomas","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","3","0","1","0","33.33","-3","102","4","12","3.92","11.76","-76.12","310","55","62","1","7","1.61","11.29","-58","6","2","4","33.33","33.33","0.38","78","4","11","5.13","5.13","-52.12",
"Doyle, Eoin","1","0","0","0","0","-1","3","0","1","0","33.33","-3","3","0","1","0","33.33","-3","3","0","1","0","33.33","-3","252","18","56","7.14","22.22","-100.42","36","14","129","11","31","8.53","24.03","-24.67","15","5","12","33.33","33.33","4.58","159","15","42","9.43","9.43","-24.92",
"Doyle, Sean Thomas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89","9","21","10.11","23.6","-20.99","69","8","35","4","9","11.43","25.71","-15","7","1","2","14.29","14.29","-4.12","33","2","7","6.06","6.06","3.88",
"Duffy, S M","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","112","4","11","3.57","9.82","-41.5","374","54","51","0","4","0","7.84","-51","3","0","1","0","0","-3","86","4","11","4.65","4.65","-15.5",
"Dunlop, E A L","4","0","0","0","0","-4","6","1","2","16.67","33.33","0","11","2","4","18.18","36.36","-1","21","3","7","14.29","33.33","-4.5","988","128","306","12.96","30.97","-89.54","3","5","506","61","147","12.06","29.05","-0.45","105","36","71","34.29","34.29","2.67","733","109","253","14.87","14.87","67.03",
"Dunn, Mrs Alex","0","0","0","0","0","0","2","0","1","0","50","-2","3","0","1","0","33.33","-3","5","1","2","20","40","21","384","17","56","4.43","14.58","-198.62","12","4","161","3","19","1.86","11.8","-71","11","1","3","9.09","9.09","-8.5","309","16","49","5.18","5.18","-133.62",
"Easterby, M W","6","1","1","16.67","16.67","-1.5","13","1","3","7.69","23.08","-8.5","16","2","4","12.5","25","-5","29","2","5","6.9","17.24","-18","963","97","293","10.07","30.43","-192.31","1","1","481","47","151","9.77","31.39","-79.15","107","19","52","17.76","17.76","-48.62","758","80","245","10.55","10.55","-180.83",
"Easterby, T D","10","1","3","10","30","24","22","1","6","4.55","27.27","12","47","2","10","4.26","21.28","-6.5","88","4","21","4.55","23.86","-32","2679","210","692","7.84","25.83","-1025.85","1","4","1258","94","338","7.47","26.87","-506.21","207","46","118","22.22","22.22","-53.22","2199","188","606","8.55","8.55","-725.79",
"Elliott, Gordon","0","0","0","0","0","0","6","1","3","16.67","50","-1","16","1","5","6.25","31.25","-11","34","2","9","5.88","26.47","-27.17","2955","430","1056","14.55","35.74","-862.89","2","2","1440","200","488","13.89","33.89","-320.8","495","197","327","39.8","39.8","-67.46","1153","101","303","8.76","8.76","-373.9",
"England, Sam","1","0","0","0","0","-1","1","0","0","0","0","-1","3","0","0","0","0","-3","12","1","2","8.33","16.67","-8.75","506","60","152","11.86","30.04","-171.97","11","7","284","33","79","11.62","27.82","-93.08","87","22","49","25.29","25.29","-20.76","420","53","138","12.62","12.62","-141.92",
"Eustace, Harry","0","0","0","0","0","0","8","1","2","12.5","25","-4.75","12","1","3","8.33","25","-8.75","19","1","3","5.26","15.79","-15.75","443","50","150","11.29","33.86","-101.34","2","1","265","22","84","8.3","31.7","-83.16","71","23","47","32.39","32.39","0.12","257","36","96","14.01","14.01","10.25",
"Evans, P D","0","0","0","0","0","0","2","0","0","0","0","-2","5","0","1","0","20","-5","11","1","3","9.09","27.27","0","945","100","282","10.58","29.84","-68.84","8","6","435","46","122","10.57","28.05","48.29","100","25","61","25","25","-12.82","738","91","250","12.33","12.33","-140.42",
"Fahey, Jarlath P","1","0","1","0","100","-1","1","0","1","0","100","-1","1","0","1","0","100","-1","4","1","2","25","50","1","203","21","53","10.34","26.11","-12.92","9","3","108","10","25","9.26","23.15","-7.17","13","4","8","30.77","30.77","5.5","110","16","39","14.55","14.55","35.33",
"Fahey, P G","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","3","0","0","0","0","-3","85","2","18","2.35","21.18","-66","364","35","35","1","8","2.86","22.86","-23","3","0","1","0","0","-3","24","2","4","8.33","8.33","-5",
"Fahey, Peter","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","6","0","1","0","16.67","-6","496","36","106","7.26","21.37","-235.14","29","16","212","10","31","4.72","14.62","-114.42","29","11","19","37.93","37.93","-2.85","235","17","41","7.23","7.23","-71.79",
"Fahey, R A","7","0","2","0","28.57","-7","14","1","5","7.14","35.71","-10.5","30","2","12","6.67","40","-15.5","63","3","22","4.76","34.92","-29.5","1811","205","554","11.32","30.59","-420.28","3","12","948","91","260","9.6","27.43","-254.32","186","59","101","31.72","31.72","0.34","1300","140","382","10.77","10.77","-242.17",
"Fahey, Seamus","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","145","4","27","2.76","18.62","-103","288","46","65","2","11","3.08","16.92","-50","5","0","3","0","0","-5","85","3","15","3.53","3.53","-51",
"Fanshawe, J R","2","0","1","0","50","-2","11","0","3","0","27.27","-11","15","1","4","6.67","26.67","-10.5","30","5","11","16.67","36.67","-12.47","675","101","261","14.96","38.67","-167.31","6","14","376","61","151","16.22","40.16","-52.03","140","48","88","34.29","34.29","-8.97","447","76","190","17","17","-94.46",
"Faulkner, T","0","0","0","0","0","0","2","0","0","0","0","-2","5","0","1","0","20","-5","6","0","1","0","16.67","-6","19","0","3","0","15.79","-19","9999","9999","19","0","3","0","15.79","-19","1","0","1","0","0","-1","19","0","3","0","0","-19",
"Feane, John James","0","0","0","0","0","0","0","0","0","0","0","0","4","1","2","25","50","7","5","1","2","20","40","6","202","16","59","7.92","29.21","-75.29","6","4","112","11","32","9.82","28.57","-19.12","29","6","17","20.69","20.69","-6.62","129","11","34","8.53","8.53","-18.5",
"Fell, R / Murray, S","4","0","2","0","50","-4","8","0","3","0","37.5","-8","14","1","6","7.14","42.86","-8","25","1","6","4","24","-19","932","78","241","8.37","25.86","-312.62","5","10","436","29","106","6.65","24.31","-129.54","69","23","44","33.33","33.33","9.47","763","69","205","9.04","9.04","-191.2",
