trainer,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Botti, M","0","0","0","0","0","0","2","0","0","0","0","-2","7","1","2","14.29","28.57","1","15","2","4","13.33","26.67","-3","826","93","257","11.26","31.11","-121.71","5","6","462","57","146","12.34","31.6","-84.12","84","20","47","23.81","23.81","-27.44","524","59","160","11.26","11.26","-91.78",
"Boughey, George","1","0","1","0","100","-1","2","0","1","0","50","-2","9","0","3","0","33.33","-9","27","3","8","11.11","29.63","-1.75","1480","236","553","15.95","37.36","-306.9","9","10","706","111","264","15.72","37.39","-130.62","303","106","196","34.98","34.98","-38.76","835","140","320","16.77","16.77","-62.78",
"Bourke, D F","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","5","0","0","0","0","-5","216","20","57","9.26","26.39","-67.5","58","22","117","9","29","7.69","24.79","-71.25","21","5","11","23.81","23.81","-3.25","180","18","49","10","10","-47.75",
"Bowen, Peter / Michael","0","0","0","0","0","0","1","0","1","0","100","-1","2","0","1","0","50","-2","15","2","8","13.33","53.33","-7.8","491","70","152","14.26","30.96","-120.32","8","5","250","31","78","12.4","31.2","-66.6","90","36","57","40","40","8.22","373","53","113","14.21","14.21","-53.28",
"Boyle, J R","0","0","0","0","0","0","2","0","0","0","0","-2","5","0","1","0","20","-5","13","0","2","0","15.38","-13","394","35","108","8.88","27.41","-164.21","20","16","201","19","57","9.45","28.36","-85.79","37","9","19","24.32","24.32","-9.62","343","35","101","10.2","10.2","-113.21",
"Breen, Patrick","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","-7","4451","145","4","0","0","0","0","-4","0","0","0","0","0","0","0","0","0","0","0","0",
"Brooke, Daniel","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","6","0","1","0","16.67","-6","211","21","58","9.95","27.49","-74.75","23","11","127","11","33","8.66","25.98","-50.42","28","8","20","28.57","28.57","-0.21","181","18","50","9.94","9.94","-79.75",
"Bunyan, Darren / OLeary, G","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","12","1","2","8.33","16.67","-5","292","22","56","7.53","19.18","-124.01","14","11","187","13","33","6.95","17.65","-100.84","22","6","10","27.27","27.27","1.49","187","19","42","10.16","10.16","-35.34",
"Burke, K R","4","0","2","0","50","-4","13","1","3","7.69","23.08","-8.5","24","3","8","12.5","33.33","-8.75","39","4","14","10.26","35.9","-22.71","1547","238","592","15.38","38.27","-257.05","2","12","796","133","314","16.71","39.45","-53.85","256","94","159","36.72","36.72","-21.39","706","84","231","11.9","11.9","-152.59",
"Burke, W J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","207","7","32","3.38","15.46","-147.5","58","17","96","3","14","3.13","14.58","-77.5","7","0","3","0","0","-7","66","4","18","6.06","6.06","-37.5",
"Butler, Michael","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","42","1","4","2.38","9.52","-37","427","24","20","0","3","0","15","-20","1","0","0","0","0","-1","22","1","2","4.55","4.55","-17",
"Candlish, Jennie","0","0","0","0","0","0","4","0","2","0","50","-4","6","0","2","0","33.33","-6","13","3","8","23.08","61.54","18","467","55","141","11.78","30.19","-111.82","14","11","220","28","67","12.73","30.45","-55.34","54","20","37","37.04","37.04","-4.48","348","44","111","12.64","12.64","-39.48",
"Carey, Gerard","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57","6","17","10.53","29.82","-25.25","125","8","30","3","9","10","30","-11.12","9","2","5","22.22","22.22","-4.5","18","4","7","22.22","22.22","8.88",
"Carr, Mrs R A","2","0","1","0","50","-2","4","1","2","25","50","1","15","2","6","13.33","40","0","32","4","12","12.5","37.5","1.5","867","96","258","11.07","29.76","-148.4","2","4","475","49","129","10.32","27.16","-99.92","84","25","38","29.76","29.76","4.27","816","92","247","11.27","11.27","-124.4",
"Carroll, A W","0","0","0","0","0","0","5","0","0","0","0","-5","28","2","6","7.14","21.43","-17.5","42","4","9","9.52","21.43","-26.02","1961","179","498","9.13","25.4","-503.25","4","9","934","95","252","10.17","26.98","-226.52","173","57","111","32.95","32.95","-2.49","1621","155","423","9.56","9.56","-341.41",
"Carson, Anthony","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","1","0","1","0","100","-1","143","8","33","5.59","23.08","-63.25","210","28","59","5","19","8.47","32.2","-34.25","12","3","7","25","25","-0.75","113","7","32","6.19","6.19","-59.25",
"Casey, Francis","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","3","0","0","0","0","-3","72","0","8","0","11.11","-72","848","78","36","0","5","0","13.89","-36","7","0","3","0","0","-7","43","0","7","0","0","-43",
"Christie, D M","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","140","16","36","11.43","25.71","-67.44","33","8","67","6","14","8.96","20.9","-34.72","22","7","15","31.82","31.82","-4.19","57","8","13","14.04","14.04","-4.92",
"Cody, Patrick","0","0","0","0","0","0","2","0","1","0","50","-2","2","0","1","0","50","-2","4","0","2","0","50","-4","180","19","53","10.56","29.44","-59.12","24","8","90","7","22","7.78","24.44","-41","19","4","12","21.05","21.05","-7","95","11","23","11.58","11.58","-15",
"Cole, Miss D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","104","11","35","10.58","33.65","-41.5","54","7","54","7","21","12.96","38.89","-21.5","6","3","6","50","50","3.25","78","10","29","12.82","12.82","-24",
"Collins, C M","0","0","0","0","0","0","3","0","1","0","33.33","-3","9","1","2","11.11","22.22","6","16","2","7","12.5","43.75","5.5","388","30","86","7.73","22.16","-111.71","5","9","243","18","53","7.41","21.81","-58.97","24","3","12","12.5","12.5","-17.54","182","17","48","9.34","9.34","-20.42",
"Collins, Darren","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","56","2","12","3.57","21.43","-43.5","16","2","46","2","10","4.35","21.74","-33.5","3","1","1","33.33","33.33","2","39","2","12","5.13","5.13","-26.5",
"Coltherd, W S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","357","31","86","8.68","24.09","-71.24","86","9","193","15","42","7.77","21.76","-57.41","36","6","20","16.67","16.67","-22.28","293","25","73","8.53","8.53","-99.62",
"Connell, B","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","181","30","67","16.57","37.02","-3.37","20","4","107","12","38","11.21","35.51","-6.69","37","11","21","29.73","29.73","-6.95","69","11","31","15.94","15.94","29.88",
"Corbett, Mrs Susan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","277","28","77","10.11","27.8","-51.33","23","5","143","17","49","11.89","34.27","-8.79","15","6","8","40","40","7.84","191","23","65","12.04","12.04","-12.33",
"Coyle, Thomas","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","1","0","33.33","-3","89","7","22","7.87","24.72","12.5","47","7","41","5","13","12.2","31.71","32.5","3","1","1","33.33","33.33","2.5","73","6","20","8.22","8.22","2.5",
"Crawford, S R B","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","25","-4","544","51","159","9.38","29.23","-83.33","29","14","277","21","80","7.58","28.88","-116.06","52","17","33","32.69","32.69","-5.16","204","21","63","10.29","10.29","3.17",
"Croke, Peter","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","90","5","16","5.56","17.78","-37.33","140","14","33","2","6","6.06","18.18","-11.5","5","2","2","40","40","1.17","40","3","8","7.5","7.5","-10",
"Crowley, Bernard Martin","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","19","0","5","0","26.32","-19","9999","9999","15","0","5","0","33.33","-15","1","0","1","0","0","-1","5","0","3","0","0","-5",
"Curling, S","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","4","0","0","0","0","-4","223","23","54","10.31","24.22","-99.7","53","14","121","11","28","9.09","23.14","-54.46","24","10","17","41.67","41.67","9.76","74","11","25","14.86","14.86","-14.84",
"Daniels, Richard","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","2","7","10.53","36.84","-5","183","6","10","1","5","10","50","-2","4","0","2","0","0","-4","16","2","7","12.5","12.5","-2",
"Dascombe, Tom","0","0","0","0","0","0","2","0","1","0","50","-2","5","0","1","0","20","-5","12","0","1","0","8.33","-12","319","28","83","8.78","26.02","-137.71","30","22","153","12","37","7.84","24.18","-77.25","24","9","14","37.5","37.5","1.71","148","11","40","7.43","7.43","-74.13",
"Davis, D J S Ffrench","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","0","66.67","-3","9","0","2","0","22.22","-9","385","43","118","11.17","30.65","-46.31","37","25","206","21","67","10.19","32.52","-0.95","37","10","25","27.03","27.03","-11.89","221","22","71","9.95","9.95","2.08",
"Dempsey, J P","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","178","16","46","8.99","25.84","-56.15","34","5","105","9","27","8.57","25.71","-43.11","25","6","13","24","24","1.26","90","9","26","10","10","10",
"Dickin, Harriet","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","100","-2","211","9","46","4.27","21.8","-75.76","115","41","145","7","38","4.83","26.21","-43.76","11","4","6","36.36","36.36","-0.26","145","8","35","5.52","5.52","-11.49",
"Dixon, J E","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","2","5","5.71","14.29","-14.5","121","5","14","1","3","7.14","21.43","1","0","0","0","0","0","0","29","2","5","6.9","6.9","-8.5",
"Dods, M","1","0","0","0","0","-1","11","0","1","0","9.09","-11","16","1","2","6.25","12.5","-8.5","41","4","8","9.76","19.51","-15.59","1117","114","336","10.21","30.08","-290.01","6","15","562","55","160","9.79","28.47","-126.45","120","37","65","30.83","30.83","5.12","917","85","275","9.27","9.27","-279.79",
"Donoghue, Alan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","1","0","5.56","-18","1215","53","9","0","0","0","0","-9","0","0","0","0","0","0","9","0","1","0","0","-9",
"Dow, S","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","25","-4","10","2","4","20","40","1.5","317","33","79","10.41","24.92","3.29","9","6","186","20","49","10.75","26.34","46.71","19","3","9","15.79","15.79","-10.62","277","31","74","11.19","11.19","29.29",
"Doyle, Timothy","0","0","0","0","0","0","0","0","0","0","0","0","6","1","1","16.67","16.67","1.5","9","1","2","11.11","22.22","-1.5","351","27","98","7.69","27.92","-96.27","6","4","181","16","54","8.84","29.83","-77.27","26","9","17","34.62","34.62","8.73","233","23","76","9.87","9.87","-6.87",
"Dreaper, Tom","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","33","1","6","3.03","18.18","-30.9","188","29","33","1","6","3.03","18.18","-30.9","5","1","2","20","20","-2.9","27","0","3","0","0","-27",
"Duffy, S M","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","3","0","0","0","0","-3","113","4","11","3.54","9.73","-42.5","363","53","55","1","6","1.82","10.91","-50.5","3","0","1","0","0","-3","88","4","11","4.55","4.55","-17.5",
"Dunleavy, Mrs Y","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","3","0","10","-30","2166","103","7","0","1","0","14.29","-7","3","0","0","0","0","-3","21","0","3","0","0","-21",
"Elliott, Gordon","0","0","0","0","0","0","5","0","0","0","0","-5","10","0","1","0","10","-10","33","2","8","6.06","24.24","-16.5","2956","433","1059","14.65","35.83","-855.7","10","13","1464","206","493","14.07","33.67","-320.09","494","199","331","40.28","40.28","-61.52","1146","101","302","8.81","8.81","-366.9",
"England, Sam","0","0","0","0","0","0","4","0","0","0","0","-4","4","0","0","0","0","-4","9","1","2","11.11","22.22","-1.5","501","60","151","11.98","30.14","-166.22","12","7","280","32","77","11.43","27.5","-92.33","87","23","50","26.44","26.44","-16.76","415","53","137","12.77","12.77","-136.17",
"Eustace, Harry","0","0","0","0","0","0","2","0","0","0","0","-2","6","0","1","0","16.67","-6","11","0","3","0","27.27","-11","430","50","148","11.63","34.42","-89.86","37","36","261","22","83","8.43","31.8","-80.21","69","23","47","33.33","33.33","0.6","247","35","93","14.17","14.17","17",
"Evans, P D","0","0","0","0","0","0","3","0","0","0","0","-3","7","0","1","0","14.29","-7","20","1","5","5","25","-12","949","100","285","10.54","30.03","-75.34","10","13","437","45","121","10.3","27.69","35.29","100","25","60","25","25","-12.82","740","91","251","12.3","12.3","-144.92",
"Fahey, James","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","152","9","35","5.92","23.03","-2.17","45","14","82","4","16","4.88","19.51","-48.5","3","0","1","0","0","-3","67","4","16","5.97","5.97","-33.5",
"Fahey, Peter","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","1","0","12.5","-8","499","36","107","7.21","21.44","-238.14","18","10","225","13","37","5.78","16.44","-119.94","29","11","19","37.93","37.93","-2.85","237","17","41","7.17","7.17","-73.79",
"Fahey, R A","7","0","1","0","14.29","-7","17","0","5","0","29.41","-17","25","1","9","4","36","-16.5","47","3","13","6.38","27.66","-11.5","1814","206","554","11.36","30.54","-419.4","6","23","945","94","258","9.95","27.3","-263.44","181","59","100","32.6","32.6","5.34","1301","140","379","10.76","10.76","-252.17",
"Fanshawe, J R","0","0","0","0","0","0","5","1","3","20","60","-0.67","16","6","10","37.5","62.5","20.78","29","8","17","27.59","58.62","15.78","659","99","257","15.02","39","-154.51","2","2","366","57","150","15.57","40.98","-55.23","136","46","86","33.82","33.82","-10.92","435","74","187","17.01","17.01","-88.54",
"Feilden, Miss J","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","50","50","6","7","1","1","14.29","14.29","1","327","28","84","8.56","25.69","-121.07","7","1","164","14","41","8.54","25","-65.73","19","6","11","31.58","31.58","-0.06","278","27","80","9.71","9.71","-73.51",
"Fell, R / Murray, S","1","0","0","0","0","-1","3","0","0","0","0","-3","8","1","3","12.5","37.5","9","18","1","6","5.56","33.33","-1","937","80","242","8.54","25.83","-281.12","4","4","438","31","107","7.08","24.43","-118.54","69","24","44","34.78","34.78","13.97","768","70","204","9.11","9.11","-188.7",
"Fenton, Philip","0","0","0","0","0","0","1","1","1","100","100","33","2","1","1","50","50","32","3","1","1","33.33","33.33","31","265","15","70","5.66","26.42","-30","3","1","140","9","34","6.43","24.29","51.25","10","2","6","20","20","-4.5","152","11","37","7.24","7.24","-28",
"Ferguson, James","0","0","0","0","0","0","5","2","4","40","80","5.88","13","2","5","15.38","38.46","-2.12","15","4","7","26.67","46.67","-0.19","507","65","171","12.82","33.73","-140.82","2","4","248","33","82","13.31","33.06","-34.95","85","31","54","36.47","36.47","2.72","260","40","99","15.38","15.38","1.73",
"Fitzgerald, D E","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79","7","23","8.86","29.11","-35.25","33","4","31","4","12","12.9","38.71","-2.5","6","3","4","50","50","7.25","44","6","18","13.64","13.64","-3",
"Flannery, M","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","74","0","10","0","13.51","-74","858","98","39","0","4","0","10.26","-39","3","0","1","0","0","-3","34","0","3","0","0","-34",
"Flynn, Paul W","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","7","1","1","14.29","14.29","2","506","50","137","9.88","27.08","-89.62","9","5","309","31","86","10.03","27.83","-42.11","56","16","32","28.57","28.57","0.63","400","44","125","11","11","-63.5",
"Foley, Patrick T","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","4","0","0","0","0","-4","178","17","49","9.55","27.53","-76.56","75","22","100","7","24","7","24","-54.77","11","4","8","36.36","36.36","-1.64","67","6","17","8.96","8.96","-30.87",
"Foy, Kevin","0","0","0","0","0","0","3","0","0","0","0","-3","10","0","2","0","20","-10","13","0","3","0","23.08","-13","801","97","267","12.11","33.33","-215.76","23","28","342","31","96","9.06","28.07","-184.82","124","38","74","30.65","30.65","-19.05","515","69","181","13.4","13.4","-95.9",
"Freire, Raphael","0","0","0","0","0","0","2","0","1","0","50","-2","4","0","2","0","50","-4","6","1","4","16.67","66.67","2","28","3","9","10.71","32.14","-9.75","10","5","28","3","9","10.71","32.14","-9.75","3","1","2","33.33","33.33","0.25","4","0","2","0","0","-4",
"Frost, J D","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103","4","13","3.88","12.62","-35.75","185","24","56","3","9","5.36","16.07","-17.75","2","1","2","50","50","1.75","79","3","10","3.8","3.8","-17.25",
"Gallagher, J","0","0","0","0","0","0","0","0","0","0","0","0","5","1","1","20","20","-1.25","7","1","1","14.29","14.29","-3.25","254","23","66","9.06","25.98","-95.87","7","5","113","13","31","11.5","27.43","-22.75","27","7","15","25.93","25.93","-2.87","217","21","59","9.68","9.68","-73.37",
"Gardner, Mrs S","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","0","0","0","-2","2","0","0","0","0","-2","155","10","31","6.45","20","-94.71","112","12","75","5","18","6.67","24","-48.09","8","3","5","37.5","37.5","3.13","96","9","28","9.38","9.38","-40.04",
"Gibney, Thomas","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","15","0","2","0","13.33","-15","421","33","96","7.84","22.8","-89.2","37","27","190","16","42","8.42","22.11","-42.33","21","9","16","42.86","42.86","5.17","264","18","54","6.82","6.82","-27.5",
"Gillard, Mark","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","1","0","33.33","-3","4","0","1","0","25","-4","152","12","42","7.89","27.63","61.66","33","10","80","9","27","11.25","33.75","108.33","7","1","7","14.29","14.29","-2.67","106","8","35","7.55","7.55","-39.67",
"Gilligan, Paul John","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","4","0","0","0","0","-4","243","11","38","4.53","15.64","-172.85","52","32","132","8","25","6.06","18.94","-92.85","9","4","6","44.44","44.44","4.65","91","6","24","6.59","6.59","-51.42",
"Greenall, O / Guerriero, J","0","0","0","0","0","0","8","0","1","0","12.5","-8","8","0","1","0","12.5","-8","16","0","1","0","6.25","-16","835","126","264","15.09","31.62","-124.71","60","34","420","65","126","15.48","30","-97.01","155","57","95","36.77","36.77","4.92","606","97","211","16.01","16.01","-17.68",
"Guest, Rae","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","5","0","2","0","40","-5","264","30","75","11.36","28.41","-97.06","30","17","121","7","31","5.79","25.62","-65","26","12","14","46.15","46.15","4.94","158","21","52","13.29","13.29","-35.7",
"Hackett, Ray","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","33.33","-3","5","1","2","20","40","18","128","12","34","9.38","26.56","1.75","10","4","73","7","22","9.59","30.14","-20.25","8","3","7","37.5","37.5","1.75","74","10","24","13.51","13.51","45.75",
"Hales, A M","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","5","0","1","0","20","-5","339","31","107","9.14","31.56","-100.07","45","8","155","15","44","9.68","28.39","-23.2","29","6","16","20.69","20.69","-12.11","250","25","79","10","10","-37.7",
"Hamer, Mrs D A","0","0","0","0","0","0","1","0","1","0","100","-1","1","0","1","0","100","-1","4","0","1","0","25","-4","90","11","23","12.22","25.56","-22.95","50","10","45","6","12","13.33","26.67","-13.45","9","2","4","22.22","22.22","-3.2","68","10","20","14.71","14.71","-7.95",
"Hanlon, John Joseph","0","0","0","0","0","0","5","0","0","0","0","-5","8","0","0","0","0","-8","22","2","5","9.09","22.73","-12.12","794","29","110","3.65","13.85","-457.67","8","10","400","17","61","4.25","15.25","-170.12","25","7","12","28","28","-7","418","14","60","3.35","3.35","-224.5",
"Harrington, Mrs John","0","0","0","0","0","0","8","0","2","0","25","-8","18","3","7","16.67","38.89","-4","32","4","13","12.5","40.63","-14.25","1354","147","412","10.86","30.43","-211.22","4","10","650","76","202","11.69","31.08","-52.74","144","36","84","25","25","-49.45","461","47","128","10.2","10.2","-25.92",
"Harrison, Miss L","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","9","32","8.82","31.37","-40.75","78","13","55","7","19","12.73","34.55","-6.75","4","1","2","25","25","-0.75","91","9","31","9.89","9.89","-29.75",
"Hawke, N J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","0","20","-5","377","37","101","9.81","26.79","-81.35","43","8","187","14","42","7.49","22.46","-34.15","32","15","26","46.88","46.88","18.82","248","30","78","12.1","12.1","-55.48",
"Haynes, Alice","0","0","0","0","0","0","3","0","0","0","0","-3","12","1","3","8.33","25","1","26","1","6","3.85","23.08","-13","1034","112","285","10.83","27.56","-269.11","4","7","568","54","147","9.51","25.88","-198.46","87","36","63","41.38","41.38","11.48","700","70","180","10","10","-176.45",
"Hearne, Jayne","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","1","2","3.57","7.14","-23.5","659","25","14","0","0","0","0","-14","0","0","0","0","0","0","12","0","0","0","0","-12",
"Heffernan, K A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","2","5","4.44","11.11","-28.67","28","3","37","2","4","5.41","10.81","-20.67","0","0","0","0","0","0","30","2","4","6.67","6.67","-13.67",
"Herrington,M ","0","0","0","0","0","0","3","1","1","33.33","33.33","6","4","2","2","50","50","18","6","3","3","50","50","24","438","53","144","12.1","32.88","-12.63","2","1","225","31","73","13.78","32.44","52.41","44","20","30","45.45","45.45","19.21","406","53","139","13.05","13.05","19.37",
"Hills, Charles","0","0","0","0","0","0","8","1","2","12.5","25","-5","15","2","5","13.33","33.33","-5.5","26","3","9","11.54","34.62","-14.67","761","98","226","12.88","29.7","20.65","2","3","332","34","93","10.24","28.01","-67.4","98","30","55","30.61","30.61","-15.7","380","50","118","13.16","13.16","18.65",
