trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allwood, S","2","0","0","0","0","-2","3","0","0","0","0","-3","147","4","20","2.72","13.61","-129","75","22","77","1","8","1.3","10.39","-70","5","1","3","20","20","-1.75","97","4","19","4.12","4.12","-79",
"Appleby, M","16","2","6","12.5","37.5","-9.5","39","5","16","12.82","41.03","-21.59","1792","213","578","11.89","32.25","-371.05","1","2","865","90","265","10.4","30.64","-263.12","280","76","149","27.14","27.14","-56.7","1520","173","485","11.38","11.38","-311.67",
"Armson, R J","0","0","0","0","0","0","0","0","0","0","0","0","19","1","7","5.26","36.84","-13.5","640","13","7","0","2","0","28.57","-7","2","0","2","0","0","-2","15","1","6","6.67","6.67","-9.5",
"Bailey, K C","1","1","1","100","100","20","3","1","1","33.33","33.33","18","493","71","166","14.4","33.67","-92.33","1","1","241","36","79","14.94","32.78","-26.15","86","26","50","30.23","30.23","-17.39","317","49","109","15.46","15.46","-5.77",
"Bailey, Liam","2","0","0","0","0","-2","5","1","1","20","20","-1.75","296","18","57","6.08","19.26","-134.75","8","3","127","11","26","8.66","20.47","-61.75","13","3","6","23.08","23.08","-2.75","224","13","40","5.8","5.8","-91.25",
"Barron, T D","0","0","0","0","0","0","1","0","0","0","0","-1","467","60","151","12.85","32.33","-63.9","22","4","238","28","72","11.76","30.25","-17.93","64","16","37","25","25","-14.22","374","51","128","13.64","13.64","-5.36",
"Bedi, Miss J","1","0","0","0","0","-1","3","0","0","0","0","-3","99","4","13","4.04","13.13","-37.5","84","16","62","2","8","3.23","12.9","-11","0","0","0","0","0","0","84","4","13","4.76","4.76","-22.5",
"Bolger, E","0","0","0","0","0","0","1","0","0","0","0","-1","161","20","46","12.42","28.57","-63.31","38","6","75","12","26","16","34.67","-21.54","28","10","17","35.71","35.71","1.86","85","11","26","12.94","12.94","-34.96",
"Bolger, J S","0","0","0","0","0","0","0","0","0","0","0","0","678","53","167","7.82","24.63","-266.15","93","4","350","26","95","7.43","27.14","-181.39","51","17","31","33.33","33.33","-5.03","270","21","71","7.78","7.78","-36.3",
"Bowen, P","2","0","0","0","0","-2","4","0","1","0","25","-4","431","63","142","14.62","32.95","-132.79","68","24","211","35","72","16.59","34.12","-49.72","81","32","52","39.51","39.51","3","337","52","120","15.43","15.43","-79.93",
"Bridgwater, D G","0","0","0","0","0","0","0","0","0","0","0","0","149","10","28","6.71","18.79","-82.85","56","11","62","7","14","11.29","22.58","-9.97","14","3","5","21.43","21.43","-6.68","108","9","25","8.33","8.33","-43.47",
"Brittain, Antony","8","1","3","12.5","37.5","13","15","2","6","13.33","40","15.5","575","33","138","5.74","24","-301.17","5","4","298","12","70","4.03","23.49","-194.17","20","7","10","35","35","2.58","492","31","121","6.3","6.3","-232.67",
"Brooke, Daniel","0","0","0","0","0","0","3","0","0","0","0","-3","187","14","45","7.49","24.06","-102.08","27","6","85","4","21","4.71","24.71","-56.75","17","5","13","29.41","29.41","0.29","152","13","37","8.55","8.55","-80.08",
"Budds, David Kenneth","0","0","0","0","0","0","1","0","0","0","0","-1","180","5","33","2.78","18.33","-104.5","188","39","80","2","21","2.5","26.25","-70","6","1","3","16.67","16.67","-4","118","3","22","2.54","2.54","-99.5",
"Byrnes, C","2","1","1","50","50","2.33","6","3","3","50","50","17.08","476","51","131","10.71","27.52","-138.03","1","1","277","23","60","8.3","21.66","-111.31","65","23","37","35.38","35.38","8.39","231","30","61","12.99","12.99","-28.49",
"Camacho, Miss J A","6","0","0","0","0","-6","10","0","1","0","10","-10","596","71","165","11.91","27.68","-53.57","22","22","280","25","72","8.93","25.71","-102.14","72","20","33","27.78","27.78","2.94","455","55","135","12.09","12.09","-34",
"Carey, Gerard","0","0","0","0","0","0","1","0","0","0","0","-1","56","5","16","8.93","28.57","-27.13","144","13","38","5","11","13.16","28.95","-9.13","8","1","3","12.5","12.5","-6.38","24","3","7","12.5","12.5","0",
"Carr, Mrs R A","7","0","2","0","28.57","-7","11","0","5","0","45.45","-11","776","79","213","10.18","27.45","-123.57","30","22","418","48","128","11.48","30.62","-87.91","62","20","29","32.26","32.26","7.6","733","77","207","10.5","10.5","-94.57",
"Case, B I","5","0","0","0","0","-5","7","0","0","0","0","-7","232","17","52","7.33","22.41","-129.93","41","19","123","10","27","8.13","21.95","-52.22","14","6","8","42.86","42.86","4.82","177","15","46","8.47","8.47","-95.84",
"Charalambous, P / Clutterbuck, J","3","0","0","0","0","-3","7","1","1","14.29","14.29","2","180","12","34","6.67","18.89","-81.92","14","7","96","3","16","3.13","16.67","-60.5","16","3","8","18.75","18.75","-6.17","139","11","31","7.91","7.91","-46.42",
"Charlton, Anthony","5","1","1","20","20","0","5","1","1","20","20","0","94","11","32","11.7","34.04","-32.95","1","2","94","11","32","11.7","34.04","-32.95","11","4","7","36.36","36.36","-1.28","44","4","10","9.09","9.09","-17.17",
