trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Appleby, Charlie","7","2","4","28.57","57.14","-3.33","14","4","7","28.57","50","-7.03","902","274","487","30.38","53.99","-30.01","1","1","429","124","227","28.9","52.91","-33.21","433","191","297","44.11","44.11","-26.49","229","57","104","24.89","24.89","-2.23",
"Appleby, M","16","2","5","12.5","31.25","-5.75","34","4","13","11.76","38.24","-12.25","1831","231","574","12.62","31.35","-327.85","3","6","913","110","296","12.05","32.42","-216.78","285","90","168","31.58","31.58","-25.26","1570","193","492","12.29","12.29","-274.37",
"Attwater, M J","7","1","1","14.29","14.29","-1","15","1","3","6.67","20","-9","641","36","131","5.62","20.44","-293.04","1","1","305","17","58","5.57","19.02","-144.49","26","7","13","26.92","26.92","-5.75","531","31","107","5.84","5.84","-221.09",
"Baker, George","2","0","1","0","50","-2","4","0","2","0","50","-4","395","38","112","9.62","28.35","-165.33","38","19","177","16","54","9.04","30.51","-95.71","51","12","26","23.53","23.53","-15.21","317","34","97","10.73","10.73","-109.71",
"Balding, A M","32","3","8","9.38","25","7","50","7","13","14","26","20.25","1858","276","654","14.85","35.2","-285.37","3","17","894","136","305","15.21","34.12","-165.26","323","107","193","33.13","33.13","-41.8","835","124","280","14.85","14.85","-95.31",
"Barcoe, James M","3","0","0","0","0","-3","8","1","1","12.5","12.5","-0.5","170","12","34","7.06","20","1.75","11","7","89","4","14","4.49","15.73","-15","4","1","2","25","25","-0.25","122","10","29","8.2","8.2","0.25",
"Barr, Brian","0","0","0","0","0","0","3","0","1","0","33.33","-3","182","18","46","9.89","25.27","-59.42","16","4","91","14","29","15.38","31.87","0.08","8","5","6","62.5","62.5","6.83","134","15","35","11.19","11.19","-23.17",
"Barron, T D","4","0","0","0","0","-4","15","1","2","6.67","13.33","-3","487","61","166","12.53","34.09","-93.63","14","14","236","20","71","8.47","30.08","-110.71","74","18","44","24.32","24.32","-11.7","393","51","141","12.98","12.98","-57.21",
"Beckett, R M","35","9","21","25.71","60","17.02","56","17","35","30.36","62.5","26.65","1161","195","450","16.8","38.76","-169.17","1","2","631","113","256","17.91","40.57","-62.13","238","88","149","36.97","36.97","-3.54","529","98","197","18.53","18.53","-49.79",
"Bell, M L W","10","2","7","20","70","-7.04","28","4","12","14.29","42.86","-12.04","687","82","229","11.94","33.33","-275.63","3","7","350","39","120","11.14","34.29","-143.23","108","36","56","33.33","33.33","-6.29","411","50","135","12.17","12.17","-164.84",
"Bethell, Ed","4","0","1","0","25","-4","12","0","4","0","33.33","-12","391","62","143","15.86","36.57","-18.78","15","13","214","41","84","19.16","39.25","4.69","84","23","47","27.38","27.38","-26.11","220","41","86","18.64","18.64","37.16",
"Blake, Michael","3","1","1","33.33","33.33","3","3","1","1","33.33","33.33","3","138","16","32","11.59","23.19","24.5","5","3","60","9","15","15","25","17.5","5","1","3","20","20","-1","132","15","30","11.36","11.36","19.5",
"Botti, M","11","0","1","0","9.09","-11","14","0","1","0","7.14","-14","743","89","239","11.98","32.17","78.1","15","17","359","35","111","9.75","30.92","-57.17","88","15","40","17.05","17.05","-44.61","481","61","150","12.68","12.68","-19.07",
"Boughey, George","18","1","3","5.56","16.67","-1","34","2","6","5.88","17.65","-6","1418","231","528","16.29","37.24","-363.55","7","16","786","130","297","16.54","37.79","-166.38","307","129","214","42.02","42.02","5.63","791","136","308","17.19","17.19","-92.18",
"Bourke, D F","4","1","2","25","50","-1.5","6","2","3","33.33","50","7.5","164","12","36","7.32","21.95","-50","5","3","95","8","24","8.42","25.26","-19.75","10","3","4","30","30","-1","132","10","27","7.58","7.58","-34.25",
"Brassil, Martin","4","0","1","0","25","-4","5","0","1","0","20","-5","187","21","54","11.23","28.88","-56.85","15","6","100","9","24","9","24","-37.46","21","10","13","47.62","47.62","4.82","77","10","23","12.99","12.99","-17.99",
"Bridger, J / Cook, R","5","1","3","20","60","4","10","1","5","10","50","-1","259","8","35","3.09","13.51","-182.5","3","2","123","6","18","4.88","14.63","-66","10","0","5","0","0","-10","194","8","35","4.12","4.12","-117.5",
"Brittain, Antony","7","0","1","0","14.29","-7","17","1","4","5.88","23.53","-13.75","621","48","168","7.73","27.05","-252.19","11","11","310","24","90","7.74","29.03","-124.92","29","14","17","48.28","48.28","21.43","542","44","155","8.12","8.12","-221.69",
"Browne, Don","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","50","-2","9999","9999","2","0","1","0","50","-2","0","0","0","0","0","0","2","0","1","0","0","-2",
"Burke, John M","0","0","0","0","0","0","0","0","0","0","0","0","103","2","17","1.94","16.5","-88","28","4","50","1","9","2","18","-42.5","4","0","2","0","0","-4","59","2","12","3.39","3.39","-44",
"Burke, K R","24","3","11","12.5","45.83","1.88","47","10","21","21.28","44.68","0.67","1556","229","577","14.72","37.08","-179.59","2","9","761","108","285","14.19","37.45","-106.68","242","90","150","37.19","37.19","10.07","799","100","275","12.52","12.52","-134.65",
"Burke, W J","1","0","0","0","0","-1","5","0","0","0","0","-5","197","7","28","3.55","14.21","-120","146","47","106","4","19","3.77","17.92","-65","4","0","2","0","0","-4","47","3","12","6.38","6.38","-20.5",
"Butler, John","17","0","4","0","23.53","-17","25","0","5","0","20","-25","937","97","257","10.35","27.43","-215.64","16","29","499","44","126","8.82","25.25","-145.61","103","32","71","31.07","31.07","-5.33","740","80","212","10.81","10.81","-166.95",
"Byrnes, C","4","0","0","0","0","-4","11","0","1","0","9.09","-11","417","50","125","11.99","29.98","-126.13","52","30","231","31","72","13.42","31.17","-80.14","63","24","39","38.1","38.1","19.96","201","28","60","13.93","13.93","-42.19",
"Caldwell, G B","0","0","0","0","0","0","0","0","0","0","0","0","29","0","0","0","0","-29","1136","59","12","0","0","0","0","-12","0","0","0","0","0","0","15","0","0","0","0","-15",
"Camacho, Miss J A","9","0","3","0","33.33","-9","10","0","3","0","30","-10","567","76","177","13.4","31.22","-11.26","21","11","277","37","83","13.36","29.96","-1.91","72","19","33","26.39","26.39","-5.91","438","58","142","13.24","13.24","-30.34",
"Campion, Mark","0","0","0","0","0","0","0","0","0","0","0","0","9","1","2","11.11","22.22","0.5","412","2","1","0","0","0","0","-1","0","0","0","0","0","0","6","1","2","16.67","16.67","3.5",
"Candy, H","0","0","0","0","0","0","1","0","1","0","100","-1","262","33","77","12.6","29.39","-66.04","16","2","131","18","40","13.74","30.53","2.25","28","14","20","50","50","11.96","137","20","48","14.6","14.6","-40.29",
"Carr, Mrs R A","8","1","2","12.5","25","-3","17","3","7","17.65","41.18","-3.5","765","69","195","9.02","25.49","-146.57","1","1","392","49","126","12.5","32.14","-39.9","52","19","28","36.54","36.54","14.43","711","65","185","9.14","9.14","-119.9",
"Carroll, D","3","0","1","0","33.33","-3","11","1","3","9.09","27.27","-7","442","51","112","11.54","25.34","-41.88","8","5","231","28","62","12.12","26.84","-73.21","46","15","21","32.61","32.61","9.91","333","43","90","12.91","12.91","-17.76",
"Chamings, P R","5","0","1","0","20","-5","8","1","2","12.5","25","9","284","26","71","9.15","25","-31.42","12","8","133","13","30","9.77","22.56","-30.92","24","6","13","25","25","-2.42","245","25","67","10.2","10.2","-0.42",
"Channon, Jack","14","1","3","7.14","21.43","12","25","2","8","8","32","4.75","204","27","83","13.24","40.69","-4.39","1","2","204","27","83","13.24","40.69","-4.39","40","14","27","35","35","-5.47","139","15","56","10.79","10.79","-49.18",
"Chapple-Hyam, Jane","5","1","1","20","20","1","12","1","2","8.33","16.67","-6","475","51","151","10.74","31.79","-73.58","3","2","226","17","61","7.52","26.99","-68.85","62","16","34","25.81","25.81","-15.74","275","32","98","11.64","11.64","-16.11",
"Charalambous, P / Clutterbuck, J","4","0","0","0","0","-4","5","0","0","0","0","-5","150","10","28","6.67","18.67","-66.42","112","38","100","7","22","7","22","-41.42","14","3","7","21.43","21.43","-4.17","111","9","25","8.11","8.11","-32.92",
"Charlton, Roger/Harry","5","1","2","20","40","-2","11","2","3","18.18","27.27","18","601","100","220","16.64","36.61","-109.58","1","1","266","40","99","15.04","37.22","-67.23","127","49","82","38.58","38.58","-10.83","326","58","121","17.79","17.79","-57.33",
"Cluskey, P","0","0","0","0","0","0","1","0","0","0","0","-1","100","3","12","3","12","-58","291","40","58","1","7","1.72","12.07","-52","4","1","1","25","25","2","70","3","11","4.29","4.29","-28",
"Cody, Patrick","6","2","2","33.33","33.33","3","6","2","2","33.33","33.33","3","189","21","69","11.11","36.51","-70.57","7","4","97","13","33","13.4","34.02","-31.12","24","8","15","33.33","33.33","0.05","89","10","32","11.24","11.24","-19.75",
"Cole, P F I","6","0","3","0","50","-6","10","0","4","0","40","-10","311","39","131","12.54","42.12","-71.68","39","20","174","18","75","10.34","43.1","-68.75","45","12","34","26.67","26.67","-12.68","192","20","75","10.42","10.42","-74.29",
"Coleman, Kevin","3","2","2","66.67","66.67","12","9","2","5","22.22","55.56","6","293","29","76","9.9","25.94","26.37","1","1","175","18","48","10.29","27.43","-3.38","28","8","16","28.57","28.57","-2.88","169","19","48","11.24","11.24","54",
"Comer, Luke","16","1","1","6.25","6.25","-7","21","1","1","4.76","4.76","-12","638","27","93","4.23","14.58","-301.92","5","14","376","11","48","2.93","12.77","-239","18","4","12","22.22","22.22","-1.75","371","23","63","6.2","6.2","-61.75",
"Corbett, Mrs Susan","3","0","0","0","0","-3","6","0","0","0","0","-6","224","22","57","9.82","25.45","-46.29","38","10","126","11","27","8.73","21.43","-34.54","15","5","7","33.33","33.33","1.46","158","21","50","13.29","13.29","16.46",
"Cowell, R M H","13","0","2","0","15.38","-13","19","0","4","0","21.05","-19","555","41","136","7.39","24.5","-97.46","15","20","250","19","71","7.6","28.4","-58.29","25","7","12","28","28","1.46","431","35","110","8.12","8.12","-46.21",
"Cox, C G","12","1","4","8.33","33.33","0","24","3","10","12.5","41.67","11","975","138","345","14.15","35.38","-142.19","5","6","482","62","160","12.86","33.2","-87.34","146","60","96","41.1","41.1","33.81","562","77","191","13.7","13.7","-105.77",
"Coyle, Tony","1","0","0","0","0","-1","6","0","1","0","16.67","-6","191","19","55","9.95","28.8","-27.87","26","12","93","9","20","9.68","21.51","-31","29","7","17","24.14","24.14","-7.87","147","17","46","11.56","11.56","8.38",
"Cromwell, Gavin Patrick","14","0","4","0","28.57","-14","24","0","7","0","29.17","-24","1633","162","486","9.92","29.76","-619.81","16","29","815","88","244","10.8","29.94","-309.38","206","63","130","30.58","30.58","-17.53","840","81","253","9.64","9.64","-236.87",
"Dace, L A","2","0","1","0","50","-2","3","0","1","0","33.33","-3","80","7","18","8.75","22.5","-18.25","35","6","39","3","8","7.69","20.51","-23","2","1","1","50","50","0.75","58","6","15","10.34","10.34","-13.25",
"Davidson, Tristan","4","0","2","0","50","-4","6","0","3","0","50","-6","209","18","57","8.61","27.27","-44.67","26","11","93","9","24","9.68","25.81","21.5","25","7","13","28","28","-2.17","172","16","51","9.3","9.3","-13.25",
"Dods, M","7","1","4","14.29","57.14","-2","25","2","9","8","36","-15","1034","109","332","10.54","32.11","-228.1","4","2","532","59","172","11.09","32.33","-176.65","123","38","73","30.89","30.89","2.74","803","81","257","10.09","10.09","-175.86",
"Donoghue, Ian","0","0","0","0","0","0","2","0","0","0","0","-2","52","2","6","3.85","11.54","-39","97","25","52","2","6","3.85","11.54","-39","3","0","1","0","0","-3","27","2","2","7.41","7.41","-14",
"Dow, S","2","0","1","0","50","-2","2","0","1","0","50","-2","308","20","73","6.49","23.7","-157.64","23","8","120","11","27","9.17","22.5","-48.42","28","5","15","17.86","17.86","-12.55","271","18","65","6.64","6.64","-127.97",
"Duffield, Mrs A","5","0","0","0","0","-5","8","1","1","12.5","12.5","-3.5","322","33","94","10.25","29.19","-29.66","10","7","128","16","35","12.5","27.34","-42.29","34","10","19","29.41","29.41","-2.49","250","30","79","12","12","10.59",
"Dunleavy, Mrs Y","0","0","0","0","0","0","2","0","0","0","0","-2","31","0","2","0","6.45","-31","1765","90","18","0","2","0","11.11","-18","1","0","0","0","0","-1","20","0","2","0","0","-20",
"Dunlop, E A L","16","8","10","50","62.5","28.5","23","9","12","39.13","52.17","30","918","114","292","12.42","31.81","-195.39","1","2","471","63","149","13.38","31.63","-93.39","100","32","61","32","32","-8.13","626","88","225","14.06","14.06","-77.37",
