trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Appleby, M","25","3","9","12","36","12.25","29","3","9","10.34","31.03","8.25","1902","227","565","11.93","29.71","-185.85","3","5","896","106","272","11.83","30.36","-238.75","255","76","147","29.8","29.8","-20.67","1646","198","506","12.03","12.03","-105.61",
"Attwater, M J","7","0","0","0","0","-7","8","0","0","0","0","-8","634","37","129","5.84","20.35","-176.51","16","10","303","21","74","6.93","24.42","-71.42","22","7","12","31.82","31.82","-0.14","511","33","109","6.46","6.46","-113.42",
"Bailey, K C","12","2","3","16.67","25","-4.67","24","7","13","29.17","54.17","19.96","556","84","190","15.11","34.17","-100.82","2","4","273","43","104","15.75","38.1","-21.77","99","31","60","31.31","31.31","-14.29","320","42","99","13.13","13.13","-57.88",
"Barclay, Stella","4","0","1","0","25","-4","4","0","1","0","25","-4","437","28","90","6.41","20.59","18.12","37","22","250","13","51","5.2","20.4","34.41","22","7","13","31.82","31.82","0.37","360","25","78","6.94","6.94","82.62",
"Best, John & Jewell, Karen","5","0","0","0","0","-5","7","0","0","0","0","-7","151","14","38","9.27","25.17","-39.74","112","35","132","12","32","9.09","24.24","-39.74","13","2","6","15.38","15.38","-7.49","116","13","34","11.21","11.21","-30.74",
"Botti, M","6","1","3","16.67","50","2","8","1","3","12.5","37.5","0","800","100","252","12.5","31.5","95.66","5","3","399","53","128","13.28","32.08","181.13","99","24","48","24.24","24.24","-29.8","521","70","162","13.44","13.44","1.24",
"Boughey, George","15","2","5","13.33","33.33","-8.75","19","2","5","10.53","26.32","-12.75","1224","213","475","17.4","38.81","-279.04","2","1","765","131","297","17.12","38.82","-188.83","275","119","194","43.27","43.27","21.47","663","121","268","18.25","18.25","-79.27",
"Brisland, Robyn","10","0","1","0","10","-10","11","0","1","0","9.09","-11","755","62","171","8.21","22.65","-275.26","24","24","353","24","72","6.8","20.4","-191.63","48","16","23","33.33","33.33","-5.08","551","50","132","9.07","9.07","-185.01",
"Brittain, Antony","4","2","4","50","100","9.5","6","3","6","50","100","20.5","687","54","184","7.86","26.78","-252.89","6","3","298","23","78","7.72","26.17","-98.62","37","14","19","37.84","37.84","11.98","609","49","171","8.05","8.05","-227.77",
"Brooke, Daniel","2","0","0","0","0","-2","5","2","3","40","60","1.96","227","16","49","7.05","21.59","-85.83","13","4","115","9","26","7.83","22.61","-61.83","10","3","6","30","30","1.54","189","16","44","8.47","8.47","-47.83",
