trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Aherne, Sean","2","0","0","0","0","-2","3","0","0","0","0","-3","151","10","29","6.62","19.21","4.5","19","7","92","6","13","6.52","14.13","-23.5","7","0","2","0","0","-7","100","8","26","8","8","21.5",
"Allen, C N","2","0","0","0","0","-2","4","0","0","0","0","-4","206","20","59","9.71","28.64","-58.99","42","9","110","8","27","7.27","24.55","-40.87","19","6","9","31.58","31.58","0.01","160","19","49","11.88","11.88","-41.99",
"Appleby, M","23","1","6","4.35","26.09","-17.5","50","3","14","6","28","-28.5","1763","211","560","11.97","31.76","-404.9","6","17","875","100","268","11.43","30.63","-233.5","282","75","151","26.6","26.6","-64.3","1501","174","474","11.59","11.59","-342.79",
"Armson, R J","0","0","0","0","0","0","1","0","0","0","0","-1","20","1","8","5","40","-14.5","592","12","8","0","2","0","25","-8","2","0","2","0","0","-2","16","1","7","6.25","6.25","-10.5",
"Attwater, M J","5","1","1","20","20","4.5","11","1","2","9.09","18.18","-1.5","618","41","134","6.63","21.68","-270","1","1","316","20","62","6.33","19.62","-199.58","31","10","17","32.26","32.26","-2.96","525","36","109","6.86","6.86","-215.05",
"Austin, W J","0","0","0","0","0","0","0","0","0","0","0","0","34","0","3","0","8.82","-34","804","46","15","0","0","0","0","-15","1","0","1","0","0","-1","20","0","3","0","0","-20",
"Balding, A M","13","1","4","7.69","30.77","-11.09","31","4","11","12.9","35.48","-14.71","1919","278","700","14.49","36.48","-427.79","1","3","989","142","366","14.36","37.01","-252.85","338","110","204","32.54","32.54","-51.51","833","117","271","14.05","14.05","-132.25",
"Barcoe, James M","2","0","0","0","0","-2","2","0","0","0","0","-2","185","7","33","3.78","17.84","-80.5","174","67","105","2","17","1.9","16.19","-90.5","5","0","1","0","0","-5","136","6","28","4.41","4.41","-40",
"Boughey, George","4","2","2","50","50","1.6","13","4","6","30.77","46.15","8.1","1474","240","545","16.28","36.97","-339.13","5","3","678","104","235","15.34","34.66","-148.93","299","121","205","40.47","40.47","-2.91","823","147","325","17.86","17.86","-60.82",
"Brace, D","2","0","0","0","0","-2","2","0","0","0","0","-2","85","12","23","14.12","27.06","-18.47","19","3","40","7","14","17.5","35","1.83","8","5","7","62.5","62.5","7.2","50","10","18","20","20","10.4",
"Bridgwater, D G","2","0","0","0","0","-2","3","1","1","33.33","33.33","2.5","167","12","33","7.19","19.76","-68.85","8","3","72","7","16","9.72","22.22","-19.97","17","3","6","17.65","17.65","-9.68","120","9","27","7.5","7.5","-55.47",
"Brittain, Antony","8","0","2","0","25","-8","8","0","2","0","25","-8","586","38","140","6.48","23.89","-271.17","108","64","292","17","70","5.82","23.97","-171.92","20","7","9","35","35","2.58","506","34","127","6.72","6.72","-239.67",
"Brown, Miss Harriet","0","0","0","0","0","0","0","0","0","0","0","0","86","3","11","3.49","12.79","-29.75","372","36","35","0","4","0","11.43","-35","2","1","2","50","50","0.25","53","2","8","3.77","3.77","1",
"Butler, John","10","0","1","0","10","-10","17","1","2","5.88","11.76","-11.5","1000","94","260","9.4","26","-294.21","9","11","533","36","123","6.75","23.08","-215.99","102","34","71","33.33","33.33","-1.2","774","79","218","10.21","10.21","-188.52",
"Byrnes, C","5","0","0","0","0","-5","9","0","1","0","11.11","-9","468","49","129","10.47","27.56","-155.11","18","13","266","23","62","8.65","23.31","-115.64","63","21","35","33.33","33.33","2.31","223","29","60","13","13","-30.57",
"Carey, Gerard","1","0","0","0","0","-1","1","0","0","0","0","-1","56","5","17","8.93","30.36","-27.13","96","9","36","5","12","13.89","33.33","-7.13","8","1","3","12.5","12.5","-6.38","25","3","8","12","12","-1",
"Carroll, A W","20","3","8","15","40","18.45","40","6","14","15","35","30.36","1973","171","514","8.67","26.05","-364.73","1","3","992","80","239","8.06","24.09","-274.69","144","42","83","29.17","29.17","-18.22","1653","153","450","9.26","9.26","-236.52",
"Carson, Anthony","1","0","0","0","0","-1","2","0","0","0","0","-2","185","9","33","4.86","17.84","-94.75","33","8","83","6","19","7.23","22.89","-12.75","10","2","4","20","20","-2.25","142","8","30","5.63","5.63","-77.75",
"Carter, Lee","4","0","1","0","25","-4","4","0","1","0","25","-4","150","5","25","3.33","16.67","-101.25","51","10","75","4","13","5.33","17.33","-30","6","1","5","16.67","16.67","-2.25","133","5","24","3.76","3.76","-84.25",
"Case, B I","6","0","2","0","33.33","-6","8","0","2","0","25","-8","219","18","53","8.22","24.2","-107.93","51","22","119","10","30","8.4","25.21","-50.47","17","7","11","41.18","41.18","5.82","164","16","47","9.76","9.76","-73.84",
"Charlton, Anthony","9","1","4","11.11","44.44","-2.5","20","2","6","10","30","-9.17","53","3","19","5.66","35.85","-40.07","3","9","53","3","19","5.66","35.85","-40.07","3","1","3","33.33","33.33","-0.9","25","1","6","4","4","-18.5",
"Clarke, Mrs Belinda","0","0","0","0","0","0","0","0","0","0","0","0","17","0","2","0","11.76","-17","4995","25","15","0","2","0","13.33","-15","0","0","0","0","0","0","11","0","2","0","0","-11",
"Cole, Miss D","2","1","1","50","50","2.5","2","1","1","50","50","2.5","82","6","22","7.32","26.83","-41","3","1","47","4","18","8.51","38.3","-18","2","0","2","0","0","-2","52","6","17","11.54","11.54","-11",
"Cooper, Thomas","2","1","1","50","50","2.33","4","2","2","50","50","4.66","153","7","30","4.58","19.61","-120.76","3","2","70","4","16","5.71","22.86","-48.59","8","3","7","37.5","37.5","3.66","72","1","11","1.39","1.39","-67.67",
"Crate, Peter","0","0","0","0","0","0","0","0","0","0","0","0","29","3","7","10.34","24.14","-14.17","117","9","18","1","3","5.56","16.67","-13.67","3","1","2","33.33","33.33","1.33","23","3","7","13.04","13.04","-8.17",
"Crawford, S R B","7","1","1","14.29","14.29","-3.25","17","4","5","23.53","29.41","-6.55","557","49","161","8.8","28.9","-84.83","4","7","273","26","84","9.52","30.77","-20.98","44","19","30","43.18","43.18","7.34","191","20","62","10.47","10.47","16.67",
"Crawley, Matt","0","0","0","0","0","0","1","0","0","0","0","-1","89","5","24","5.62","26.97","-50.12","74","16","44","3","15","6.82","34.09","-25.87","8","1","4","12.5","12.5","-5.62","54","4","16","7.41","7.41","-18.87",
