trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Appleby, Charlie","4","2","2","50","50","0.73","23","6","8","26.09","34.78","-7.75","844","256","477","30.33","56.52","-32.64","5","3","480","151","263","31.46","54.79","-5.94","386","175","278","45.34","45.34","4.65","207","53","94","25.6","25.6","-39.87",
"Appleby, M","22","4","10","18.18","45.45","-1.5","36","5","15","13.89","41.67","-14.06","1983","237","591","11.95","29.8","-153.02","1","1","924","125","290","13.53","31.39","-73.05","263","78","153","29.66","29.66","-24.22","1715","205","528","11.95","11.95","-148.16",
"Attwater, M J","8","0","0","0","0","-8","16","1","3","6.25","18.75","-13.12","643","33","127","5.13","19.75","-280.01","11","13","325","19","72","5.85","22.15","-136.92","22","7","14","31.82","31.82","-0.14","517","29","108","5.61","5.61","-213.92",
"Baker, George","3","1","1","33.33","33.33","0.25","9","1","1","11.11","11.11","-5.75","457","55","130","12.04","28.45","-17.74","6","3","212","22","54","10.38","25.47","-63.25","49","13","25","26.53","26.53","-9","343","45","101","13.12","13.12","17.25",
"Balding, A M","29","4","10","13.79","34.48","-12.38","62","6","18","9.68","29.03","-42.08","1894","288","689","15.21","36.38","-84.64","1","2","959","133","341","13.87","35.56","-139.74","311","94","186","30.23","30.23","-69.47","894","134","313","14.99","14.99","-100.68",
"Beckett, R M","18","4","12","22.22","66.67","-0.12","42","11","21","26.19","50","10.63","1087","199","434","18.31","39.93","-74","3","5","539","88","207","16.33","38.4","-86.11","262","97","160","37.02","37.02","12.72","528","98","206","18.56","18.56","-87.25",
"Bedi, Miss J","1","0","0","0","0","-1","3","0","0","0","0","-3","83","3","13","3.61","15.66","-71.25","60","6","36","1","4","2.78","11.11","-31.5","3","1","1","33.33","33.33","-0.75","61","3","11","4.92","4.92","-49.25",
"Bethell, Ed","7","2","3","28.57","42.86","-1.5","14","3","4","21.43","28.57","17.5","282","39","104","13.83","36.88","-20.76","2","2","178","21","61","11.8","34.27","-22.3","48","10","26","20.83","20.83","-22.84","172","27","62","15.7","15.7","23.55",
"Bourke, D F","1","0","0","0","0","-1","1","0","0","0","0","-1","132","11","30","8.33","22.73","48.75","184","31","68","4","12","5.88","17.65","-29.25","7","1","2","14.29","14.29","-3.75","103","11","25","10.68","10.68","77.75",
"Brisland, Robyn","11","1","2","9.09","18.18","-4.5","15","1","5","6.67","33.33","-8.5","752","56","160","7.45","21.28","-316.01","2","3","317","24","68","7.57","21.45","-156.57","45","15","21","33.33","33.33","-4.83","568","45","123","7.92","7.92","-236.26",
