trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Appleby, Charlie","7","2","3","28.57","42.86","1.25","16","7","9","43.75","56.25","7","896","268","480","29.91","53.57","-32.14","3","4","413","116","215","28.09","52.06","-35.9","425","181","286","42.59","42.59","-36.76","223","55","103","24.66","24.66","1.09",
"Appleby, M","18","3","5","16.67","27.78","5.5","36","3","10","8.33","27.78","-12.5","1845","229","581","12.41","31.49","-296.77","1","4","923","105","288","11.38","31.2","-218.92","277","85","163","30.69","30.69","-29.93","1585","195","501","12.3","12.3","-230.87",
"Balding, A M","31","8","16","25.81","51.61","13.42","56","10","22","17.86","39.29","-8.98","1862","273","668","14.66","35.88","-279.96","1","4","908","142","325","15.64","35.79","-154.21","317","104","190","32.81","32.81","-43.43","825","121","275","14.67","14.67","-93.68",
"Barrett, James M","1","0","0","0","0","-1","3","0","1","0","33.33","-3","121","4","18","3.31","14.88","-50.5","105","20","53","1","7","1.89","13.21","-12","7","0","3","0","0","-7","62","3","11","4.84","4.84","3",
"Barron, T D","5","1","3","20","60","3","16","3","6","18.75","37.5","16","482","61","163","12.66","33.82","-78.13","4","5","246","24","76","9.76","30.89","-76.71","72","17","44","23.61","23.61","-12.95","391","52","140","13.3","13.3","-41.21",
"Bolger, J S","14","2","5","14.29","35.71","-5.09","17","2","7","11.76","41.18","-8.09","676","49","157","7.25","23.22","-269.15","2","7","354","25","87","7.06","24.58","-102.72","44","14","24","31.82","31.82","-6.53","270","19","67","7.04","7.04","-38.3",
"Boughey, George","21","4","10","19.05","47.62","2.05","28","5","12","17.86","42.86","-1.45","1430","230","531","16.08","37.13","-390.64","1","3","774","125","289","16.15","37.34","-176.28","311","130","218","41.8","41.8","4.79","798","137","308","17.17","17.17","-106.93",
"Bowen, P","4","1","3","25","75","-2.33","13","2","6","15.38","46.15","-4.33","464","68","144","14.66","31.03","-108.29","7","3","241","39","74","16.18","30.71","-53.72","81","35","53","43.21","43.21","18","363","57","121","15.7","15.7","-48.43",
"Breen, Leanne","0","0","0","0","0","0","4","0","1","0","25","-4","135","6","18","4.44","13.33","-78.5","64","16","69","4","11","5.8","15.94","-30.5","4","1","2","25","25","0.5","120","6","18","5","5","-63.5",
"Brown, G","2","0","0","0","0","-2","4","1","2","25","50","-1.12","100","10","29","10","29","-26.99","9","3","56","8","23","14.29","41.07","8.26","8","2","7","25","25","-2.37","64","8","21","12.5","12.5","0.26",
"Burke, K R","20","6","8","30","40","19.85","37","7","14","18.92","37.84","4.29","1558","228","571","14.63","36.65","-206.2","1","2","751","105","278","13.98","37.02","-203.2","246","89","152","36.18","36.18","1.96","787","97","265","12.33","12.33","-158.43",
"Candy, H","2","0","0","0","0","-2","5","0","0","0","0","-5","258","31","72","12.02","27.91","-70.54","52","21","125","17","38","13.6","30.4","5.75","27","14","21","51.85","51.85","12.96","133","18","44","13.53","13.53","-44.79",
"Cody, Patrick","0","0","0","0","0","0","1","0","0","0","0","-1","190","22","69","11.58","36.32","-61.57","28","2","90","12","31","13.33","34.44","-18.12","24","8","14","33.33","33.33","0.05","92","11","34","11.96","11.96","-12.75",
"Collins, Tracey / Halford, Mick","9","0","1","0","11.11","-9","22","2","5","9.09","22.73","-6.5","141","13","35","9.22","24.82","22.08","8","10","141","13","35","9.22","24.82","22.08","12","2","3","16.67","16.67","-5.25","97","8","25","8.25","8.25","-15.67",
"Condon, K J","7","0","0","0","0","-7","13","0","1","0","7.69","-13","336","29","104","8.63","30.95","-164.92","29","21","132","10","35","7.58","26.52","-53.63","38","12","20","31.58","31.58","-5.17","162","14","51","8.64","8.64","-45.92",
"Cox, C G","23","2","7","8.7","30.43","-18.09","32","3","10","9.38","31.25","-23.09","965","131","330","13.58","34.2","-169.89","1","6","480","58","159","12.08","33.13","-128.88","132","51","83","38.64","38.64","16.11","556","68","179","12.23","12.23","-147.83",
"Crisford, Simon","6","0","0","0","0","-6","17","2","6","11.76","35.29","-10.93","716","146","327","20.39","45.67","-130.93","8","8","355","70","161","19.72","45.35","-68.58","173","76","118","43.93","43.93","2.75","307","61","125","19.87","19.87","-27.08",
"Cromwell, Gavin Patrick","9","0","2","0","22.22","-9","31","2","8","6.45","25.81","4.44","1641","153","477","9.32","29.07","-676.9","10","12","828","83","235","10.02","28.38","-322.9","203","59","126","29.06","29.06","-28.12","842","77","245","9.14","9.14","-260.81",
"Dascombe, Tom","7","0","2","0","28.57","-7","17","1","5","5.88","29.41","-14.12","346","30","94","8.67","27.17","-176.12","13","16","166","16","46","9.64","27.71","-60.46","31","11","18","35.48","35.48","3.09","176","16","49","9.09","9.09","-75.67",
"Davis, D J S Ffrench","2","0","0","0","0","-2","6","0","2","0","33.33","-6","281","28","79","9.96","28.11","-95.36","38","27","179","22","51","12.29","28.49","-45.36","22","7","19","31.82","31.82","-5.44","175","14","53","8","8","-65.17",
"Davison, Jack W","4","0","1","0","25","-4","9","1","2","11.11","22.22","-7.38","234","19","53","8.12","22.65","-72.04","12","6","107","9","25","8.41","23.36","-42.67","15","5","10","33.33","33.33","0.13","101","12","27","11.88","11.88","13.96",
"Dods, M","10","3","5","30","50","6","28","4","10","14.29","35.71","-3.5","1032","109","327","10.56","31.69","-205.89","1","1","555","59","176","10.63","31.71","-163.56","127","34","72","26.77","26.77","-16.05","808","81","256","10.02","10.02","-136.09",
"Dunn, Mrs Alex","7","0","1","0","14.29","-7","8","1","2","12.5","25","0.5","383","31","79","8.09","20.63","-170.87","13","8","212","14","37","6.6","17.45","-118.62","21","6","10","28.57","28.57","1","309","29","74","9.39","9.39","-112.87",
"Easterby, M W","12","0","2","0","16.67","-12","32","0","4","0","12.5","-32","938","92","266","9.81","28.36","-289.8","16","37","497","52","147","10.46","29.58","-92.16","112","30","60","26.79","26.79","-19.53","736","83","233","11.28","11.28","-157.67",
