trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Alston, E J","1","0","0","0","0","-1","1","0","0","0","0","-1","176","17","43","9.66","24.43","-41.13","16","5","87","5","20","5.75","22.99","-0.5","20","7","14","35","35","6.29","157","16","38","10.19","10.19","-63.13",
"Appleby, M","20","3","9","15","45","2.44","32","6","14","18.75","43.75","4.94","1983","236","588","11.9","29.65","-119.52","2","1","909","122","281","13.42","30.91","-74.55","261","76","150","29.12","29.12","-28.72","1713","204","526","11.91","11.91","-112.66",
"Attwater, M J","7","1","2","14.29","28.57","-4.12","14","2","3","14.29","21.43","-3.12","637","33","126","5.18","19.78","-274.01","1","1","328","19","72","5.79","21.95","-139.92","20","7","13","35","35","1.86","510","29","107","5.69","5.69","-206.92",
"Balding, A M","34","3","8","8.82","23.53","-17.2","60","8","18","13.33","30","-10.45","1889","289","690","15.3","36.53","-62.32","2","13","953","131","340","13.75","35.68","-137.48","306","94","184","30.72","30.72","-63.4","889","134","313","15.07","15.07","-84.18",
"Barry, Michael","0","0","0","0","0","0","2","0","0","0","0","-2","18","1","3","5.56","16.67","-9","728","18","8","0","0","0","0","-8","0","0","0","0","0","0","6","1","2","16.67","16.67","3",
"Bennett, J A","1","0","0","0","0","-1","1","0","0","0","0","-1","32","0","9","0","28.13","-32","2004","96","16","0","2","0","12.5","-16","2","0","2","0","0","-2","21","0","6","0","0","-21",
"Berry, John","1","0","0","0","0","-1","2","0","0","0","0","-2","162","8","38","4.94","23.46","-95.12","39","12","93","5","20","5.38","21.51","-49.62","10","2","6","20","20","-3.62","123","8","32","6.5","6.5","-56.12",
"Bolger, E","2","0","1","0","50","-2","3","0","1","0","33.33","-3","257","26","65","10.12","25.29","-12.66","77","13","110","13","24","11.82","21.82","-42.32","44","14","23","31.82","31.82","-5.99","120","9","21","7.5","7.5","30.53",
"Botti, M","13","1","3","7.69","23.08","0","23","2","5","8.7","21.74","-5","813","98","258","12.05","31.73","-7.34","3","5","395","56","131","14.18","33.16","125.02","107","28","54","26.17","26.17","-26.97","516","69","159","13.37","13.37","-21.34",
"Boughey, George","20","2","6","10","30","-13","34","4","11","11.76","32.35","-11.67","997","169","379","16.95","38.01","-232.07","2","2","645","102","236","15.81","36.59","-194.91","227","93","153","40.97","40.97","10.27","530","90","203","16.98","16.98","-101.77",
"Bowen, P","6","0","4","0","66.67","-6","10","1","6","10","60","-6","493","68","164","13.79","33.27","-68.89","9","10","226","27","70","11.95","30.97","-54.62","91","32","58","35.16","35.16","10.03","405","64","147","15.8","15.8","-6.32",
"Bowring, S R","0","0","0","0","0","0","1","1","1","100","100","2.75","173","29","63","16.76","36.42","28.7","13","1","86","16","35","18.6","40.7","24.26","30","9","13","30","30","-0.05","143","23","51","16.08","16.08","16.76",
"Boyle, J R","9","0","3","0","33.33","-9","19","1","6","5.26","31.58","-16.12","423","45","108","10.64","25.53","-154.18","9","10","219","17","48","7.76","21.92","-112.08","45","15","25","33.33","33.33","3.78","342","39","93","11.4","11.4","-102.34",
"Braddish, S","0","0","0","0","0","0","0","0","0","0","0","0","54","2","7","3.7","12.96","-18","89","13","36","1","4","2.78","11.11","-10","1","0","1","0","0","-1","33","2","7","6.06","6.06","3",
"Brisland, Robyn","4","1","2","25","50","-2.09","13","4","6","30.77","46.15","-0.34","750","55","159","7.33","21.2","-320.51","6","1","314","25","68","7.96","21.66","-151.57","47","15","21","31.91","31.91","-6.83","565","44","122","7.79","7.79","-239.76",
"Bromhead, Henry De","16","1","3","6.25","18.75","-11","36","3","10","8.33","27.78","-20.62","1687","244","580","14.46","34.38","-522.04","3","10","760","99","240","13.03","31.58","-264.47","312","113","193","36.22","36.22","-53.93","626","48","149","7.67","7.67","-234.96",
"Budds, David Kenneth","3","0","0","0","0","-3","10","0","0","0","0","-10","151","9","23","5.96","15.23","-27.5","107","27","89","4","7","4.49","7.87","1.5","4","0","1","0","0","-4","88","5","16","5.68","5.68","-59",
"Burke, K R","27","2","7","7.41","25.93","2.25","49","6","14","12.24","28.57","-4.37","1551","207","534","13.35","34.43","-180.38","4","16","801","123","291","15.36","36.33","-59.23","211","78","137","36.97","36.97","21.66","828","98","268","11.84","11.84","-54.99",
"Burke, W J","1","0","0","0","0","-1","4","0","2","0","50","-4","220","13","45","5.91","20.45","-82.17","225","40","87","3","11","3.45","12.64","-51","10","2","6","20","20","-0.17","61","4","14","6.56","6.56","-13.5",
"Butler, John","16","3","5","18.75","31.25","25.5","26","4","10","15.38","38.46","20","853","91","227","10.67","26.61","-177.9","1","1","444","54","134","12.16","30.18","-57.03","81","29","57","35.8","35.8","8.01","669","75","189","11.21","11.21","-132.36",
"Butler, P","0","0","0","0","0","0","1","0","0","0","0","-1","115","0","5","0","4.35","-115","1034","151","33","0","1","0","3.03","-33","0","0","0","0","0","0","93","0","4","0","0","-93",
"Byrnes, C","6","0","2","0","33.33","-6","11","1","3","9.09","27.27","-8.9","351","37","101","10.54","28.77","-117.57","14","9","183","20","52","10.93","28.42","-45.71","60","18","33","30","30","-3.9","163","21","47","12.88","12.88","-11.27",
"Camacho, Miss J A","12","2","2","16.67","16.67","0.83","18","3","4","16.67","22.22","-0.17","545","61","166","11.19","30.46","-135.86","2","1","290","40","88","13.79","30.34","-7.52","73","16","35","21.92","21.92","-20.23","415","49","130","11.81","11.81","-90.61",
"Candlish, Jennie","4","0","0","0","0","-4","4","0","0","0","0","-4","544","57","171","10.48","31.43","-143","31","9","243","22","73","9.05","30.04","-83.37","72","19","41","26.39","26.39","-11.29","469","47","149","10.02","10.02","-143.19",
"Candy, H","2","0","0","0","0","-2","10","0","2","0","20","-10","323","30","89","9.29","27.55","-139.66","25","18","134","15","37","11.19","27.61","-71.29","41","14","25","34.15","34.15","-2.16","189","18","54","9.52","9.52","-90.04",
"Carey, Gerard","0","0","0","0","0","0","0","0","0","0","0","0","58","5","19","8.62","32.76","-24.62","234","16","29","1","9","3.45","31.03","-23.5","4","0","2","0","0","-4","33","3","11","9.09","9.09","-7.5",
"Carroll, A W","19","1","1","5.26","5.26","-6","29","2","4","6.9","13.79","-10","1955","180","516","9.21","26.39","-484.92","4","10","958","84","258","8.77","26.93","-193.73","143","42","82","29.37","29.37","-7.45","1673","161","463","9.62","9.62","-382.64",
"Carroll, D","6","1","3","16.67","50","-1","11","3","6","27.27","54.55","6.83","422","38","103","9","24.41","-73.47","2","2","207","23","49","11.11","23.67","15.41","34","10","14","29.41","29.41","-1.8","330","30","83","9.09","9.09","-67.89",
"Chamings, P R","4","0","0","0","0","-4","10","0","0","0","0","-10","320","25","84","7.81","26.25","-7","19","12","145","11","36","7.59","24.83","-55","23","2","9","8.7","8.7","-14.5","282","23","78","8.16","8.16","16",
"Channon, M R","16","2","7","12.5","43.75","-9.04","32","6","13","18.75","40.63","-1.19","1034","92","293","8.9","28.34","-391.54","2","9","457","36","129","7.88","28.23","-226.21","105","26","54","24.76","24.76","-20.21","675","63","198","9.33","9.33","-229.36",
"Christie, D M","2","0","0","0","0","-2","2","0","0","0","0","-2","158","19","46","12.03","29.11","2.86","87","27","84","11","24","13.1","28.57","53.03","17","10","15","58.82","58.82","6.78","49","4","15","8.16","8.16","64",
"Cody, Patrick","2","0","0","0","0","-2","5","0","1","0","20","-5","159","11","50","6.92","31.45","-88.95","17","6","98","9","38","9.18","38.78","-43.45","20","5","10","25","25","-1.45","69","7","26","10.14","10.14","-18.25",
"Cole, Miss D","0","0","0","0","0","0","0","0","0","0","0","0","29","1","3","3.45","10.34","22","256","18","26","1","2","3.85","7.69","25","0","0","0","0","0","0","11","0","0","0","0","-11",
"Commins, Donal","0","0","0","0","0","0","1","0","0","0","0","-1","71","6","9","8.45","12.68","54.5","255","19","38","3","4","7.89","10.53","34","6","2","4","33.33","33.33","1","39","5","8","12.82","12.82","83.5",
"Corcoran, Una","0","0","0","0","0","0","1","0","0","0","0","-1","11","0","1","0","9.09","-11","9999","9999","3","0","0","0","0","-3","0","0","0","0","0","0","2","0","0","0","0","-2",
"Coyle, Thomas","0","0","0","0","0","0","1","0","0","0","0","-1","101","2","12","1.98","11.88","-59","38","8","48","1","6","2.08","12.5","-25","0","0","0","0","0","0","62","2","9","3.23","3.23","-20",
"Crawford, S R B","0","0","0","0","0","0","2","0","0","0","0","-2","494","40","147","8.1","29.76","-165.62","20","8","252","16","63","6.35","25","-87.19","40","17","28","42.5","42.5","4.25","141","7","39","4.96","4.96","-56.5",
"Crisford, Simon","10","3","5","30","50","1.88","17","4","8","23.53","47.06","-3.72","769","147","338","19.12","43.95","-155.09","1","1","355","71","158","20","44.51","-81.05","189","71","121","37.57","37.57","-21.26","325","59","124","18.15","18.15","-79.79",
"Cromwell, Gavin Patrick","15","4","9","26.67","60","9.88","25","4","11","16","44","-0.12","1593","142","431","8.91","27.06","-583.36","3","9","812","71","243","8.74","29.93","-330.55","185","47","97","25.41","25.41","-49.17","833","65","203","7.8","7.8","-237.4",
"Cullen, D W","2","0","0","0","0","-2","2","0","0","0","0","-2","164","8","33","4.88","20.12","-86.77","17","4","64","4","16","6.25","25","-28","9","2","5","22.22","22.22","-0.77","100","6","27","6","6","-29",
"Cullen, J J","0","0","0","0","0","0","0","0","0","0","0","0","7","0","1","0","14.29","-7","2925","16","6","0","1","0","16.67","-6","0","0","0","0","0","0","1","0","0","0","0","-1",
"Curling, S","0","0","0","0","0","0","1","0","0","0","0","-1","231","14","63","6.06","27.27","-21.7","98","19","95","5","22","5.26","23.16","-62.45","20","5","14","25","25","-6.7","45","3","8","6.67","6.67","-25.25",
"Curran, S","0","0","0","0","0","0","0","0","0","0","0","0","248","38","76","15.32","30.65","104.7","25","1","103","14","32","13.59","31.07","15.04","26","12","14","46.15","46.15","6.45","178","27","54","15.17","15.17","92.54",
"Curtis, Miss Rebecca","1","0","0","0","0","-1","1","0","0","0","0","-1","245","27","64","11.02","26.12","-62.15","29","4","126","12","29","9.52","23.02","-58.86","20","8","11","40","40","0.14","156","23","46","14.74","14.74","-11.15",
"Davies, J J","0","0","0","0","0","0","0","0","0","0","0","0","91","2","23","2.2","25.27","-83.75","464","52","39","0","6","0","15.38","-39","10","2","8","20","20","-2.75","67","2","21","2.99","2.99","-59.75",
"Davies, Miss Sarah-Jayne","0","0","0","0","0","0","0","0","0","0","0","0","167","5","16","2.99","9.58","-98","221","43","72","1","5","1.39","6.94","-51","0","0","0","0","0","0","126","5","16","3.97","3.97","-57",
"De Giles, Ed","5","0","1","0","20","-5","11","2","3","18.18","27.27","-1.5","300","25","67","8.33","22.33","-127.17","10","6","149","14","30","9.4","20.13","-50.42","27","6","15","22.22","22.22","-6.92","242","22","54","9.09","9.09","-82.42",
"Deacon, Geoffrey","3","0","0","0","0","-3","4","0","0","0","0","-4","115","11","22","9.57","19.13","95.58","119","14","62","5","10","8.06","16.13","9.58","6","4","5","66.67","66.67","8.08","65","7","12","10.77","10.77","56.58",
"Dixon, Scott","8","1","1","12.5","12.5","-4.25","22","2","6","9.09","27.27","-8.75","726","54","169","7.44","23.28","-109.65","5","6","434","31","88","7.14","20.28","-109.25","31","4","14","12.9","12.9","-18.4","651","49","149","7.53","7.53","-84.25",
"Dods, M","12","1","3","8.33","25","-8","21","2","8","9.52","38.1","-14","1040","113","337","10.87","32.4","-129.8","3","3","484","51","160","10.54","33.06","-46.6","140","32","84","22.86","22.86","-39.54","768","84","251","10.94","10.94","-109.54",
"Donoghue, Alan","0","0","0","0","0","0","0","0","0","0","0","0","69","1","7","1.45","10.14","-54","466","34","26","0","4","0","15.38","-26","3","0","2","0","0","-3","34","1","5","2.94","2.94","-19",
"Dunlop, E A L","13","0","4","0","30.77","-13","27","1","9","3.7","33.33","-23.75","793","75","226","9.46","28.5","-253.47","12","22","453","51","144","11.26","31.79","-109.08","74","22","41","29.73","29.73","-16.68","535","50","166","9.35","9.35","-167.43",
"Dunn, Mrs Alex","4","1","2","25","50","2","6","1","2","16.67","33.33","0","399","26","79","6.52","19.8","-61.42","4","3","168","14","40","8.33","23.81","-78.25","18","5","9","27.78","27.78","3.5","316","24","70","7.59","7.59","-31.42",
"Dwyer, C A","4","1","3","25","75","-1.62","4","1","3","25","75","-1.62","211","39","76","18.48","36.02","17.95","1","1","122","22","43","18.03","35.25","3.47","44","15","23","34.09","34.09","4.32","168","35","62","20.83","20.83","43.22",
"Easterby, M W","11","1","1","9.09","9.09","-8.75","33","3","7","9.09","21.21","-23.29","918","74","227","8.06","24.73","-428.98","4","5","434","40","116","9.22","26.73","-172.27","92","24","48","26.09","26.09","-15.27","687","69","200","10.04","10.04","-214.35",
"Easterby, T D","42","6","11","14.29","26.19","-19.87","80","11","22","13.75","27.5","-38.74","3017","289","823","9.58","27.28","-781.35","3","14","1518","132","411","8.7","27.08","-585.69","318","89","181","27.99","27.99","-29.99","2395","247","699","10.31","10.31","-497.83",
