trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Aherne, Sean","3","0","0","0","0","-3","4","0","0","0","0","-4","128","13","31","10.16","24.22","39.5","16","5","57","6","14","10.53","24.56","32.5","9","2","6","22.22","22.22","1","95","11","27","11.58","11.58","38.5",
"Aprahamian, Billy","2","0","0","0","0","-2","2","0","0","0","0","-2","21","1","4","4.76","19.05","30","170","18","20","1","4","5","20","31","0","0","0","0","0","0","18","1","4","5.56","5.56","33",
"Bailey, K C","11","1","3","9.09","27.27","-1","19","3","7","15.79","36.84","-1.67","550","75","187","13.64","34","-122.63","3","8","265","35","89","13.21","33.58","-81.35","81","21","49","25.93","25.93","-25.1","328","42","105","12.8","12.8","-52.78",
"Bandey, R J","3","0","0","0","0","-3","4","0","0","0","0","-4","180","32","71","17.78","39.44","6.22","29","8","86","16","33","18.6","38.37","14.56","43","15","26","34.88","34.88","-9.03","120","21","48","17.5","17.5","12.13",
"Barcoe, James M","1","0","0","0","0","-1","1","0","0","0","0","-1","166","11","32","6.63","19.28","-2.25","150","31","80","3","15","3.75","18.75","-15.5","4","1","2","25","25","-0.25","119","9","27","7.56","7.56","-4.75",
"Barry, Michael","1","0","1","0","100","-1","1","0","1","0","100","-1","10","0","1","0","10","-10","965","20","10","0","1","0","10","-10","0","0","0","0","0","0","1","0","0","0","0","-1",
"Berry, John","3","1","2","33.33","66.67","23","4","1","2","25","50","22","166","8","41","4.82","24.7","-88.12","1","1","78","4","20","5.13","25.64","-29.12","11","2","6","18.18","18.18","-4.62","133","8","35","6.02","6.02","-55.12",
"Best, Jim/Suzi","3","1","1","33.33","33.33","2","5","1","1","20","20","0","107","9","25","8.41","23.36","-35.67","3","1","57","5","13","8.77","22.81","-1.75","7","2","4","28.57","28.57","-1","70","8","20","11.43","11.43","-3",
"Bishop, Miss E J","1","0","0","0","0","-1","2","0","1","0","50","-2","60","9","17","15","28.33","11","19","4","24","4","9","16.67","37.5","19.5","5","3","4","60","60","6","40","9","15","22.5","22.5","31",
"Bolger, E","3","0","0","0","0","-3","3","0","0","0","0","-3","216","18","48","8.33","22.22","-124","56","7","80","7","19","8.75","23.75","-47.77","38","11","18","28.95","28.95","-5","115","7","22","6.09","6.09","-86.97",
