trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allen, C N","2","1","1","50","50","2.33","4","1","3","25","75","0.33","216","23","66","10.65","30.56","-36.83","5","2","101","13","30","12.87","29.7","15.54","20","8","12","40","40","7.34","172","21","55","12.21","12.21","-26.16",
"Appleby, Charlie","7","1","4","14.29","57.14","-5.2","13","2","6","15.38","46.15","-9.53","821","240","430","29.23","52.38","-41.97","3","4","349","105","174","30.09","49.86","-19.4","392","170","261","43.37","43.37","-21.67","181","46","82","25.41","25.41","24.8",
"Appleby, M","16","1","3","6.25","18.75","-13","24","1","4","4.17","16.67","-21","1760","202","566","11.48","32.16","-416.54","4","7","856","94","266","10.98","31.07","-205.05","273","76","149","27.84","27.84","-53.78","1507","163","478","10.82","10.82","-367.3",
"Atkinson, P G","0","0","0","0","0","0","0","0","0","0","0","0","21","6","10","28.57","47.62","17.5","215","9","9","1","2","11.11","22.22","1","3","1","2","33.33","33.33","0.5","21","6","10","28.57","28.57","17.5",
"Attwater, M J","5","0","1","0","20","-5","9","0","1","0","11.11","-9","595","39","127","6.55","21.34","-297.37","84","46","284","19","62","6.69","21.83","-166.88","33","8","17","24.24","24.24","-11.41","496","34","104","6.85","6.85","-223.42",
"Bailey, K C","1","0","0","0","0","-1","4","0","2","0","50","-4","478","66","155","13.81","32.43","-108.58","16","7","213","29","65","13.62","30.52","-52.23","77","23","45","29.87","29.87","-13.13","311","47","103","15.11","15.11","-28.4",
"Baker, George","10","0","0","0","0","-10","13","0","0","0","0","-13","363","33","102","9.09","28.1","-112.38","62","33","171","14","51","8.19","29.82","-51.76","40","9","15","22.5","22.5","-14.13","301","33","92","10.96","10.96","-50.38",
"Balding, A M","35","6","15","17.14","42.86","-9.06","63","9","23","14.29","36.51","-28.33","1941","289","710","14.89","36.58","-359.86","1","4","1029","151","399","14.67","38.78","-190.27","348","117","219","33.62","33.62","-40.5","841","123","276","14.63","14.63","-112.22",
"Banham, Chelsea","1","0","0","0","0","-1","4","0","0","0","0","-4","237","22","56","9.28","23.63","-64.95","27","7","143","15","36","10.49","25.17","-34.83","17","7","8","41.18","41.18","7.72","169","17","45","10.06","10.06","-26.53",
"Barnes, M A","0","0","0","0","0","0","2","0","0","0","0","-2","192","9","33","4.69","17.19","-138.99","349","73","84","1","15","1.19","17.86","-76.5","3","1","1","33.33","33.33","-0.62","105","7","19","6.67","6.67","-62.74",
