trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Appleby, M","16","3","7","18.75","43.75","14.5","41","7","14","17.07","34.15","15.67","1808","227","562","12.56","31.08","-280.23","4","7","906","116","308","12.8","34","-150.32","271","86","161","31.73","31.73","-22.77","1560","193","487","12.37","12.37","-211.5",
"Attwater, M J","2","1","1","50","50","2.5","9","1","3","11.11","33.33","-4.5","652","38","132","5.83","20.25","-283.13","6","2","306","19","63","6.21","20.59","-134.24","27","8","13","29.63","29.63","-4.84","528","32","106","6.06","6.06","-199.09",
"Bailey, K C","1","0","1","0","100","-1","4","0","2","0","50","-4","530","74","188","13.96","35.47","-97.09","23","6","268","37","91","13.81","33.96","-59.35","83","23","49","27.71","27.71","-22.35","319","44","109","13.79","13.79","-25.28",
"Baker, George","4","0","1","0","25","-4","11","0","2","0","18.18","-11","412","43","115","10.44","27.91","-123.83","17","14","190","18","51","9.47","26.84","-73.71","49","12","25","24.49","24.49","-13.21","329","38","99","11.55","11.55","-92.21",
"Balding, A M","41","1","4","2.44","9.76","-35.5","68","4","13","5.88","19.12","-52.22","1881","284","671","15.1","35.67","-235.65","3","12","906","136","305","15.01","33.66","-181.02","319","107","193","33.54","33.54","-39.54","841","126","286","14.98","14.98","-69.63",
"Bandey, R J","1","0","0","0","0","-1","1","0","0","0","0","-1","175","32","69","18.29","39.43","-9.28","20","5","88","13","28","14.77","31.82","-19.32","43","15","26","34.88","34.88","-9.03","121","20","46","16.53","16.53","-14.87",
"Barcoe, James M","0","0","0","0","0","0","2","0","0","0","0","-2","167","11","33","6.59","19.76","-2.75","71","12","84","3","15","3.57","17.86","-17.5","3","1","2","33.33","33.33","0.75","120","9","28","7.5","7.5","-5.25",
"Beckett, R M","31","2","10","6.45","32.26","-5.37","50","4","16","8","32","-19.55","1139","183","421","16.07","36.96","-189.78","4","21","610","102","232","16.72","38.03","-71.06","226","79","134","34.96","34.96","-15.98","517","83","177","16.05","16.05","-109.43",
"Bell, M L W","9","2","4","22.22","44.44","19","20","4","6","20","30","17.5","679","86","224","12.67","32.99","-230.44","2","1","346","43","120","12.43","34.68","-111.99","106","36","56","33.96","33.96","-0.43","404","51","133","12.62","12.62","-135.69",
"Bethell, Harriet","0","0","0","0","0","0","1","0","0","0","0","-1","108","19","41","17.59","37.96","8.06","28","5","74","14","29","18.92","39.19","10.31","13","6","9","46.15","46.15","2.56","103","18","39","17.48","17.48","11.56",
"Blake, Michael","0","0","0","0","0","0","2","1","1","50","50","1.5","137","14","30","10.22","21.9","13.5","8","1","58","9","12","15.52","20.69","23","4","1","3","25","25","0","131","13","28","9.92","9.92","8.5",
"Botti, M","11","0","1","0","9.09","-11","16","0","2","0","12.5","-16","753","93","242","12.35","32.14","88.93","27","35","363","38","115","10.47","31.68","-42.42","86","17","40","19.77","19.77","-36.28","499","64","157","12.83","12.83","-21.24",
"Bowen, P","7","3","5","42.86","71.43","0.88","13","4","8","30.77","61.54","-1.99","467","59","134","12.63","28.69","-154.23","3","4","234","34","70","14.53","29.91","-93.36","81","30","49","37.04","37.04","5.89","367","51","113","13.9","13.9","-88.97",
"Brabazon, Richard","0","0","0","0","0","0","0","0","0","0","0","0","59","4","14","6.78","23.73","-41.25","275","19","30","3","7","10","23.33","-17.75","10","2","3","20","20","-2.75","35","3","11","8.57","8.57","-22.75",
"Bridger, J / Cook, R","5","0","2","0","40","-5","11","1","5","9.09","45.45","-1","276","6","36","2.17","13.04","-225.92","13","9","113","2","11","1.77","9.73","-90","10","1","4","10","10","-5.67","207","6","35","2.9","2.9","-156.92",
"Burke, K R","33","4","12","12.12","36.36","-20.17","52","8","19","15.38","36.54","-11.67","1546","218","559","14.1","36.16","-224.29","2","2","743","99","271","13.32","36.47","-119.15","238","86","147","36.13","36.13","9.13","798","93","266","11.65","11.65","-171.76",
"Burrows, Owen","3","0","1","0","33.33","-3","8","3","5","37.5","62.5","8.21","185","42","87","22.7","47.03","13.5","8","4","86","23","43","26.74","50","10.57","47","17","28","36.17","36.17","9.59","68","17","30","25","25","17.62",
"Butler, John","11","1","3","9.09","27.27","0","24","1","4","4.17","16.67","-13","923","99","250","10.73","27.09","-180.64","6","9","482","49","123","10.17","25.52","-147.75","98","32","69","32.65","32.65","-0.33","726","82","206","11.29","11.29","-131.95",
"Candlish, Jennie","6","0","2","0","33.33","-6","9","1","4","11.11","44.44","-7.75","508","49","154","9.65","30.31","-153.98","10","7","248","27","75","10.89","30.24","-25.11","70","15","40","21.43","21.43","-38.94","416","39","129","9.38","9.38","-91.13",
"Carroll, A W","18","1","4","5.56","22.22","-15.9","33","3","10","9.09","30.3","-22.52","1976","171","525","8.65","26.57","-525.82","6","12","974","84","250","8.62","25.67","-305.27","141","43","86","30.5","30.5","-11.98","1655","153","468","9.24","9.24","-398.28",
"Carter, Lee","2","0","0","0","0","-2","4","0","0","0","0","-4","174","3","25","1.72","14.37","-155.25","53","8","80","3","15","3.75","18.75","-61.25","8","1","5","12.5","12.5","-4.25","153","3","23","1.96","1.96","-134.25",
"Channon, Jack","14","0","4","0","28.57","-14","22","1","6","4.55","27.27","-18","144","18","60","12.5","41.67","-46.45","14","21","144","18","60","12.5","41.67","-46.45","30","10","20","33.33","33.33","-4.78","98","10","39","10.2","10.2","-61.66",
"Charlton, Roger/Harry","13","3","5","23.08","38.46","-4.17","23","4","7","17.39","30.43","-6.67","622","105","233","16.88","37.46","-133.03","1","1","269","40","99","14.87","36.8","-95.05","140","53","90","37.86","37.86","-10.73","344","64","132","18.6","18.6","-55.34",
"Cole, P F I","8","1","3","12.5","37.5","0","10","2","4","20","40","10","314","42","136","13.38","43.31","-65.06","2","1","169","20","75","11.83","44.38","-51.84","47","13","35","27.66","27.66","-12.31","193","21","76","10.88","10.88","-71.29",
