trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Appleby, Charlie","7","3","4","42.86","57.14","-1.17","8","3","5","37.5","62.5","-2.17","858","257","457","29.95","53.26","-34.22","3","1","369","104","184","28.18","49.86","-41.76","409","179","279","43.77","43.77","-19.26","212","55","98","25.94","25.94","24.21",
"Appleby, M","16","2","5","12.5","31.25","-7","45","4","14","8.89","31.11","-24.12","1770","213","564","12.03","31.86","-403.67","2","5","871","97","265","11.14","30.42","-242.78","282","77","153","27.3","27.3","-60.07","1501","174","475","11.59","11.59","-341.79",
"Attwater, M J","5","1","1","20","20","-2.25","10","1","2","10","20","-7.25","613","42","136","6.85","22.19","-279.75","3","1","321","20","64","6.23","19.94","-203.58","33","11","19","33.33","33.33","-2.21","523","38","111","7.27","7.27","-204.8",
"Bailey, K C","7","0","2","0","28.57","-7","15","1","3","6.67","20","-6.5","512","77","178","15.04","34.77","-84.2","11","15","245","35","81","14.29","33.06","-51.15","91","28","54","30.77","30.77","-15.01","324","52","114","16.05","16.05","-14.14",
"Banham, Chelsea","3","0","1","0","33.33","-3","4","0","1","0","25","-4","240","19","52","7.92","21.67","-88.58","15","6","129","10","26","7.75","20.16","-56.96","17","5","8","29.41","29.41","0.09","170","14","40","8.24","8.24","-52.66",
"Botti, M","5","0","3","0","60","-5","17","1","7","5.88","41.18","-15.2","797","91","251","11.42","31.49","12.75","8","6","401","44","123","10.97","30.67","-34.37","80","14","38","17.5","17.5","-39.62","487","58","151","11.91","11.91","13.59",
"Boughey, George","7","0","2","0","28.57","-7","14","2","5","14.29","35.71","-2.38","1471","238","544","16.18","36.98","-341.41","13","11","671","102","232","15.2","34.58","-143.03","297","121","203","40.74","40.74","-1.19","823","145","325","17.62","17.62","-64.02",
"Bowen, P","2","0","0","0","0","-2","2","0","0","0","0","-2","434","65","143","14.98","32.95","-128.29","37","10","210","36","72","17.14","34.29","-44.22","82","33","53","40.24","40.24","5","338","54","120","15.98","15.98","-73.43",
"Brace, D","2","0","0","0","0","-2","2","0","0","0","0","-2","84","12","21","14.29","25","-17.47","36","6","43","7","14","16.28","32.56","-1.17","8","5","7","62.5","62.5","7.2","50","10","16","20","20","10.4",
"Bradstock, Mrs Sara V","0","0","0","0","0","0","0","0","0","0","0","0","4","1","1","25","25","-1.62","726","4","2","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0",
