trainer,1Day_Runs,1Day_Wins,1Day_Places,1Day_Win_Strike,1Day_Place_Strike,1Day_SP_ProfitLoss,3Day_Runs,3Day_Wins,3Day_Places,3Day_Win_Strike,3Day_Place_Strike,3Day_SP_ProfitLoss,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Barron, T D","3","0","0","0","0","-3","5","1","1","20","20","5","12","3","3","25","25","7.75","18","4","5","22.22","27.78","5.75","495","54","152","10.91","30.71","-128.01","2","4","249","29","74","11.65","29.72","-55.8","55","14","29","25.45","25.45","-11.55","410","49","133","11.95","11.95","-59.77",
"Beckett, R M","3","1","2","33.33","66.67","-1.2","9","3","6","33.33","66.67","-0.62","14","4","9","28.57","64.29","-1.87","39","12","22","30.77","56.41","12.87","1306","245","546","18.76","41.81","-171.7","1","1","646","119","270","18.42","41.8","-102.47","317","121","212","38.17","38.17","-9.65","520","104","208","20","20","-1.72",
"Bell, M L W","3","0","0","0","0","-3","9","1","1","11.11","11.11","-4.5","13","1","3","7.69","23.08","-8.5","24","1","5","4.17","20.83","-19.5","779","99","250","12.71","32.09","-215.52","3","9","409","57","124","13.94","30.32","-69.95","111","41","62","36.94","36.94","5.44","465","59","148","12.69","12.69","-93.82",
"Bethell, Ed","1","0","0","0","0","-1","6","1","2","16.67","33.33","-2.5","11","3","7","27.27","63.64","-2.67","25","6","13","24","52","-1.92","517","92","213","17.79","41.2","-125.17","3","6","304","48","129","15.79","42.43","-119.69","127","50","77","39.37","39.37","2.21","307","60","126","19.54","19.54","-31.89",
"Bolger, J S","0","0","0","0","0","0","0","0","0","0","0","0","6","1","1","16.67","16.67","-1.5","9","1","1","11.11","11.11","-4.5","622","40","152","6.43","24.44","-280.71","4","2","278","15","67","5.4","24.1","-162.24","48","13","28","27.08","27.08","-12.09","266","16","69","6.02","6.02","-66.92",
"Botti, M","2","0","1","0","50","-2","5","0","1","0","20","-5","12","3","4","25","33.33","9.33","19","3","6","15.79","31.58","2.33","836","94","259","11.24","30.98","-138.63","5","7","467","57","146","12.21","31.26","-85.04","86","21","49","24.42","24.42","-25.11","529","59","162","11.15","11.15","-118.45",
"Boughey, George","3","1","1","33.33","33.33","4","8","2","3","25","37.5","14","21","2","6","9.52","28.57","1","39","3","12","7.69","30.77","-11.5","1462","233","548","15.94","37.48","-291.18","1","3","710","109","267","15.35","37.61","-138.08","296","102","189","34.46","34.46","-44.04","824","135","313","16.38","16.38","-74.56",
"Bromhead, Henry De","7","0","3","0","42.86","-7","9","0","4","0","44.44","-9","10","0","4","0","40","-10","16","2","9","12.5","56.25","-8.87","1400","201","510","14.36","36.43","-223.88","8","12","758","114","281","15.04","37.07","-134.8","230","75","152","32.61","32.61","-36.14","549","57","166","10.38","10.38","-60.29",
"Brown, A D","0","0","0","0","0","0","2","0","0","0","0","-2","4","0","0","0","0","-4","9","0","0","0","0","-9","324","37","103","11.42","31.79","-58.12","25","11","157","13","49","8.28","31.21","-52.21","46","10","22","21.74","21.74","-15.03","264","33","87","12.5","12.5","-19.17",
"Burke, K R","6","0","0","0","0","-6","12","0","1","0","8.33","-12","29","2","6","6.9","20.69","-24.82","53","3","12","5.66","22.64","-44.32","1551","238","596","15.34","38.43","-268.87","7","20","801","126","308","15.73","38.45","-128.77","257","95","160","36.96","36.96","-22.71","704","83","232","11.79","11.79","-155.09",
"Butler, John","4","0","1","0","25","-4","5","0","1","0","20","-5","12","0","2","0","16.67","-12","29","3","6","10.34","20.69","-17.67","993","70","226","7.05","22.76","-448.56","9","16","504","30","110","5.95","21.83","-261.58","85","26","55","30.59","30.59","-2.11","760","59","187","7.76","7.76","-326.82",
"Camacho, Miss J A","0","0","0","0","0","0","4","1","3","25","75","0.5","15","2","6","13.33","40","-7","27","4","8","14.81","29.63","-3.5","635","61","170","9.61","26.77","-102.14","2","1","365","33","96","9.04","26.3","-48.65","59","14","30","23.73","23.73","-5.05","518","50","144","9.65","9.65","-76.32",
"Carr, Mrs R A","1","0","0","0","0","-1","3","1","1","33.33","33.33","6.5","12","1","1","8.33","8.33","-2.5","27","3","4","11.11","14.81","-3.5","874","98","259","11.21","29.63","-136.9","2","3","480","48","125","10","26.04","-102.42","82","25","37","30.49","30.49","6.27","824","94","248","11.41","11.41","-113.9",
"Carroll, A W","2","0","0","0","0","-2","7","0","1","0","14.29","-7","30","0","11","0","36.67","-30","36","0","11","0","30.56","-36","1961","178","502","9.08","25.6","-507.25","16","43","941","93","256","9.88","27.21","-243.52","176","57","112","32.39","32.39","-5.49","1623","154","427","9.49","9.49","-347.41",
"Carroll, D","0","0","0","0","0","0","2","0","0","0","0","-2","14","1","2","7.14","14.29","-9.67","20","1","4","5","20","-15.67","473","35","110","7.4","23.26","-259.58","7","13","238","9","49","3.78","20.59","-181.29","45","8","15","17.78","17.78","-14.29","374","30","94","8.02","8.02","-178.84",
"Channon, Jack","3","0","0","0","0","-3","5","0","1","0","20","-5","15","2","3","13.33","20","6.63","21","2","5","9.52","23.81","0.63","651","99","261","15.21","40.09","10.35","7","9","375","63","153","16.8","40.8","33.86","108","36","71","33.33","33.33","-13.68","444","68","189","15.32","15.32","22.03",
"Chapple-Hyam, Jane","3","0","0","0","0","-3","5","0","0","0","0","-5","8","0","0","0","0","-8","10","0","0","0","0","-10","473","48","141","10.15","29.81","-102.37","15","11","250","29","78","11.6","31.2","-48.52","46","14","26","30.43","30.43","-6.7","228","25","76","10.96","10.96","-36.09",
"Chapple-Hyam, P W","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","2","0","40","-5","142","22","47","15.49","33.1","14.9","23","8","82","10","24","12.2","29.27","15.46","21","8","15","38.1","38.1","0.9","81","17","30","20.99","20.99","26.44",
"Charlton, Roger/Harry","1","0","0","0","0","-1","7","1","3","14.29","42.86","-3.5","12","3","6","25","50","-3.45","15","3","6","20","40","-6.45","509","75","190","14.73","37.33","-145.46","3","7","243","34","90","13.99","37.04","-115.55","110","40","71","36.36","36.36","-4.26","281","45","109","16.01","16.01","-76.33",
"Clover, Tom","1","1","1","100","100","7","3","1","2","33.33","66.67","5","7","3","5","42.86","71.43","14.83","13","4","6","30.77","46.15","12.33","419","54","162","12.89","38.66","-105.5","1","1","232","35","95","15.09","40.95","-19.17","58","25","40","43.1","43.1","9.92","216","27","78","12.5","12.5","-10.41",
"Cody, Patrick","1","1","1","100","100","3.5","1","1","1","100","100","3.5","2","1","1","50","50","2.5","4","1","1","25","25","0.5","181","19","52","10.5","28.73","-61.62","1","1","88","8","23","9.09","26.14","-34.5","20","5","13","25","25","-3.5","97","11","22","11.34","11.34","-18.5",
"Cole, P F I","1","0","0","0","0","-1","2","0","0","0","0","-2","5","1","1","20","20","14","7","1","1","14.29","14.29","12","351","46","130","13.11","37.04","-76.22","5","3","175","27","61","15.43","34.86","-19.47","48","18","32","37.5","37.5","-0.81","215","19","71","8.84","8.84","-94.37",
"Coleman, Kevin","0","0","0","0","0","0","2","0","0","0","0","-2","5","1","1","20","20","-3.56","10","1","3","10","30","-8.56","307","25","82","8.14","26.71","-11.19","6","4","132","10","37","7.58","28.03","49.19","33","6","17","18.18","18.18","-15.44","201","16","52","7.96","7.96","-72.25",
"Cotter, Kieran P","1","0","1","0","100","-1","2","0","1","0","50","-2","4","0","1","0","25","-4","9","0","2","0","22.22","-9","222","16","47","7.21","21.17","-66.01","107","35","89","5","15","5.62","16.85","-30.5","16","3","7","18.75","18.75","-3.01","88","7","21","7.95","7.95","-26.84",
"Cowell, R M H","1","0","0","0","0","-1","2","0","0","0","0","-2","5","0","2","0","40","-5","9","0","3","0","33.33","-9","478","49","144","10.25","30.13","-131.36","17","13","233","29","74","12.45","31.76","-50.74","40","13","21","32.5","32.5","-3.86","374","38","119","10.16","10.16","-140.78",
"Cox, C G","7","3","3","42.86","42.86","30","9","5","5","55.56","55.56","34.75","17","6","6","35.29","35.29","43.75","24","6","10","25","41.67","36.75","843","114","301","13.52","35.71","-137.04","1","5","365","56","138","15.34","37.81","-12.91","116","41","72","35.34","35.34","-7.24","478","54","151","11.3","11.3","-105.99",
"Crisford, Simon","2","0","1","0","50","-2","7","1","3","14.29","42.86","-2","16","3","6","18.75","37.5","7","25","4","9","16","36","5","725","142","322","19.59","44.41","-113.16","2","4","372","71","162","19.09","43.55","-44.01","169","64","111","37.87","37.87","-21.07","323","71","140","21.98","21.98","29.45",
"Cromwell, Gavin Patrick","2","0","1","0","50","-2","5","0","2","0","40","-5","10","0","3","0","30","-10","19","1","5","5.26","26.32","-6","1765","208","557","11.78","31.56","-500.37","8","12","927","121","316","13.05","34.09","-193.64","245","84","160","34.29","34.29","-13.44","905","96","274","10.61","10.61","-194.69",
"Cunha, Dylan","0","0","0","0","0","0","5","1","2","20","40","1.5","8","1","2","12.5","25","-1.5","14","2","5","14.29","35.71","-6.25","348","41","105","11.78","30.17","-41.12","2","2","276","30","84","10.87","30.43","-46.38","43","18","25","41.86","41.86","6.38","237","32","78","13.5","13.5","-9.75",
"Dace, L A","0","0","0","0","0","0","1","0","1","0","100","-1","1","0","1","0","100","-1","3","0","2","0","66.67","-3","123","8","32","6.5","26.02","-59","16","4","76","5","20","6.58","26.32","-28","9","2","5","22.22","22.22","-4.5","102","8","29","7.84","7.84","-38",
"Davidson, Tristan","0","0","0","0","0","0","1","0","1","0","100","-1","3","0","3","0","100","-3","7","1","5","14.29","71.43","-3","266","28","81","10.53","30.45","-18.25","11","7","155","16","51","10.32","32.9","-32.5","28","7","17","25","25","-1.5","214","25","71","11.68","11.68","18.75",
"Davis, D J S Ffrench","2","0","0","0","0","-2","4","0","1","0","25","-4","10","2","3","20","30","12","14","4","5","28.57","35.71","18","396","46","121","11.62","30.56","-29.64","4","5","212","24","68","11.32","32.08","12.05","39","12","27","30.77","30.77","-7.89","225","23","72","10.22","10.22","-0.25",
"Davison, Jack W","2","0","0","0","0","-2","2","0","0","0","0","-2","10","0","3","0","30","-10","12","0","4","0","33.33","-12","271","31","78","11.44","28.78","-63.8","15","15","172","23","55","13.37","31.98","-25.63","32","12","19","37.5","37.5","1.79","128","15","37","11.72","11.72","-5.42",
"De Giles, Ed","1","0","1","0","100","-1","1","0","1","0","100","-1","5","2","3","40","60","20","6","2","3","33.33","50","19","270","23","76","8.52","28.15","-74.21","6","3","109","12","38","11.01","34.86","-27.59","20","5","9","25","25","1.66","238","21","69","8.82","8.82","-86.96",
"Delany, E D","0","0","0","0","0","0","1","0","0","0","0","-1","2","0","0","0","0","-2","3","0","0","0","0","-3","100","3","16","3","16","-77","34","8","55","2","8","3.64","14.55","-36","4","1","2","25","25","0","69","2","12","2.9","2.9","-50",
"Dixon, Scott","0","0","0","0","0","0","2","0","0","0","0","-2","8","0","0","0","0","-8","17","0","3","0","17.65","-17","910","62","202","6.81","22.2","-206.49","32","49","504","38","121","7.54","24.01","-89.12","47","8","23","17.02","17.02","-19.62","835","55","181","6.59","6.59","-197.62",
"Dods, M","2","0","0","0","0","-2","11","1","1","9.09","9.09","12","22","4","4","18.18","18.18","25","40","4","6","10","15","7","1100","110","317","10","28.82","-256.01","2","9","564","57","158","10.11","28.01","-94.78","115","32","59","27.83","27.83","-4.88","906","83","262","9.16","9.16","-267.04",
"Donoghue, Ian","2","0","0","0","0","-2","2","0","0","0","0","-2","3","0","0","0","0","-3","3","0","0","0","0","-3","200","16","38","8","19","-48.71","61","29","130","12","27","9.23","20.77","-7.21","14","2","7","14.29","14.29","-9.71","132","13","28","9.85","9.85","2.41",
"Donohoe, R","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","188","14","45","7.45","23.94","-43.17","78","23","114","8","30","7.02","26.32","-31.5","7","1","3","14.29","14.29","-3.5","162","10","41","6.17","6.17","-53.17",
"Dowling, Thomas","1","0","0","0","0","-1","1","0","0","0","0","-1","2","0","1","0","50","-2","4","0","1","0","25","-4","103","4","12","3.88","11.65","-77.12","311","56","63","1","7","1.59","11.11","-59","6","2","4","33.33","33.33","0.38","78","4","11","5.13","5.13","-52.12",
"Dunlop, E A L","2","0","2","0","100","-2","6","0","2","0","33.33","-6","12","2","6","16.67","50","-2","21","3","9","14.29","42.86","-4.5","990","128","308","12.93","31.11","-91.54","4","7","501","61","145","12.18","28.94","4.55","105","36","71","34.29","34.29","2.67","735","109","255","14.83","14.83","65.03",
"Dunne, M","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","3","0","0","0","0","-3","108","5","22","4.63","20.37","-60","22","4","91","4","18","4.4","19.78","-60","4","0","1","0","0","-4","71","3","15","4.23","4.23","-57",
"Durkan, William","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100","-1","4","0","1","0","25","-4","78","10","22","12.82","28.21","0.28","23","5","56","8","19","14.29","33.93","15.75","6","1","1","16.67","16.67","-2.75","31","4","11","12.9","12.9","6",
"Easterby, M W","5","1","1","20","20","12","16","2","3","12.5","18.75","5.5","21","3","5","14.29","23.81","7","33","3","6","9.09","18.18","-5","967","98","294","10.13","30.4","-179.31","1","3","479","47","149","9.81","31.11","-65.65","108","19","52","17.59","17.59","-49.62","762","81","246","10.63","10.63","-167.83",
"Easterby, T D","6","0","3","0","50","-6","22","1","7","4.55","31.82","12","49","2","12","4.08","24.49","-8.5","91","4","24","4.4","26.37","-35","2677","210","695","7.84","25.96","-1023.85","2","10","1252","93","340","7.43","27.16","-506.71","206","46","118","22.33","22.33","-52.22","2199","188","609","8.55","8.55","-725.79",
"Eddery, Robert","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","184","13","35","7.07","19.02","-51.25","36","10","98","8","19","8.16","19.39","-31.75","12","2","6","16.67","16.67","-4.75","136","12","29","8.82","8.82","-5.75",
"Elliott, Gordon","4","1","1","25","25","1","9","2","4","22.22","44.44","1","13","2","4","15.38","30.77","-3","34","3","10","8.82","29.41","-22.17","2948","428","1052","14.52","35.69","-858.86","1","2","1444","201","489","13.92","33.86","-319.8","494","195","325","39.47","39.47","-70.1","1149","101","303","8.79","8.79","-369.9",
"Ellison, B","0","0","0","0","0","0","3","0","2","0","66.67","-3","11","0","5","0","45.45","-11","23","2","8","8.7","34.78","-10.5","839","96","252","11.44","30.04","-22.55","11","19","440","51","135","11.59","30.68","108.8","73","25","44","34.25","34.25","2.83","634","76","198","11.99","11.99","-96.31",
"Eustace, Harry","2","0","1","0","50","-2","7","1","3","14.29","42.86","-3.75","14","1","4","7.14","28.57","-10.75","21","1","4","4.76","19.05","-17.75","445","50","151","11.24","33.93","-103.34","3","3","264","22","85","8.33","32.2","-82.16","71","23","47","32.39","32.39","0.12","259","36","97","13.9","13.9","8.25",
"Evans, H J","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-2","3","0","0","0","0","-3","302","39","96","12.91","31.79","-41.79","16","5","158","15","45","9.49","28.48","-49.42","30","8","18","26.67","26.67","-4.87","259","34","87","13.13","13.13","-53.62",
"Evans, Mrs N S","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-1","179","8","23","4.47","12.85","-110.54","130","36","91","6","17","6.59","18.68","-47.04","3","3","3","100","100","8.96","146","7","22","4.79","4.79","-92.54",
"Evans, P D","1","0","1","0","100","-1","3","0","1","0","33.33","-3","5","0","2","0","40","-5","12","1","4","8.33","33.33","-1","944","100","282","10.59","29.87","-67.84","9","7","434","46","123","10.6","28.34","49.29","99","25","60","25.25","25.25","-11.82","737","91","250","12.35","12.35","-139.42",
"Fahey, Jarlath P","1","0","1","0","100","-1","2","0","2","0","100","-2","2","0","2","0","100","-2","5","1","3","20","60","0","204","21","54","10.29","26.47","-13.92","10","4","108","10","26","9.26","24.07","-7.17","14","4","9","28.57","28.57","4.5","111","16","40","14.41","14.41","34.33",
"Fahey, Mark","0","0","0","0","0","0","2","0","0","0","0","-2","4","0","0","0","0","-4","6","1","2","16.67","33.33","-1.5","262","33","68","12.6","25.95","71.45","11","6","164","20","44","12.2","26.83","-20.43","37","12","20","32.43","32.43","5.62","159","26","52","16.35","16.35","107.82",
"Fahey, R A","10","0","2","0","20","-10","19","0","4","0","21.05","-19","35","2","12","5.71","34.29","-20.5","69","3","22","4.35","31.88","-35.5","1819","205","556","11.27","30.57","-428.28","4","22","950","91","261","9.58","27.47","-256.32","188","59","102","31.38","31.38","-1.66","1306","140","383","10.72","10.72","-248.17",
"Fahey, Seamus","1","0","1","0","100","-1","1","0","1","0","100","-1","2","0","1","0","50","-2","2","0","1","0","50","-2","146","4","28","2.74","19.18","-104","289","47","64","2","11","3.13","17.19","-49","5","0","3","0","0","-5","86","3","16","3.49","3.49","-52",
"Fanshawe, J R","2","1","1","50","50","19","9","1","3","11.11","33.33","12","16","2","5","12.5","31.25","9.5","31","6","12","19.35","38.71","7.53","675","102","261","15.11","38.67","-146.31","1","1","377","62","152","16.45","40.32","-32.03","140","48","88","34.29","34.29","-8.97","446","76","189","17.04","17.04","-93.46",
"Faulkner, T","1","0","0","0","0","-1","1","0","0","0","0","-1","6","0","1","0","16.67","-6","7","0","1","0","14.29","-7","20","0","3","0","15","-20","9999","9999","20","0","3","0","15","-20","1","0","1","0","0","-1","20","0","3","0","0","-20",
"Fellowes, Charlie","3","0","0","0","0","-3","7","0","3","0","42.86","-7","11","0","3","0","27.27","-11","17","1","5","5.88","29.41","-13","608","65","189","10.69","31.09","-172.75","14","14","306","33","103","10.78","33.66","-80.51","77","23","44","29.87","29.87","-9.21","381","43","123","11.29","11.29","-70.53",
"Ferguson, James","1","0","0","0","0","-1","4","0","0","0","0","-4","6","0","0","0","0","-6","12","2","4","16.67","33.33","0.33","504","63","167","12.5","33.13","-143.62","9","7","242","32","80","13.22","33.06","-34.12","84","30","53","35.71","35.71","1.92","262","40","98","15.27","15.27","1.43",
"Flannery, M","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","4","0","0","0","0","-4","77","0","10","0","12.99","-77","870","102","39","0","2","0","5.13","-39","3","0","1","0","0","-3","37","0","3","0","0","-37",
"Flint, J L","0","0","0","0","0","0","0","0","0","0","0","0","8","1","1","12.5","12.5","-4.75","9","1","1","11.11","11.11","-5.75","269","28","60","10.41","22.3","-4.54","5","1","139","11","27","7.91","19.42","34.08","20","12","13","60","60","18.13","251","26","57","10.36","10.36","-1.54",
"Flynn, Patrick J","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","3","0","75","-4","229","15","53","6.55","23.14","-90","28","10","117","10","32","8.55","27.35","-11.5","13","2","7","15.38","15.38","-4","166","11","38","6.63","6.63","-67.5",
"Flynn, Paul W","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","5","1","1","20","20","0.5","503","50","136","9.94","27.04","-84.87","8","2","302","31","86","10.26","28.48","-44.61","54","15","31","27.78","27.78","-1.12","397","43","123","10.83","10.83","-64.25",
"Foy, Kevin","0","0","0","0","0","0","0","0","0","0","0","0","6","1","2","16.67","33.33","6","13","1","2","7.69","15.38","-1","791","95","262","12.01","33.12","-218.26","6","3","341","28","92","8.21","26.98","-191.32","122","38","72","31.15","31.15","-17.05","513","68","179","13.26","13.26","-95.4",
"Freire, Raphael","0","0","0","0","0","0","1","0","0","0","0","-1","1","0","0","0","0","-1","6","1","2","16.67","33.33","2","32","4","10","12.5","31.25","-5.75","8","2","32","4","10","12.5","31.25","-5.75","4","1","2","25","25","-0.75","4","0","2","0","0","-4",
"Frost, Kevin","0","0","0","0","0","0","2","0","1","0","50","-2","11","1","3","9.09","27.27","-7.75","18","2","5","11.11","27.78","-8.25","610","42","139","6.89","22.79","-257.93","5","9","352","23","84","6.53","23.86","-170.09","57","13","30","22.81","22.81","-12.34","508","39","128","7.68","7.68","-205.93",
"Furtado, Ivan","0","0","0","0","0","0","2","0","0","0","0","-2","6","0","0","0","0","-6","13","0","0","0","0","-13","603","56","153","9.29","25.37","-143.85","27","23","266","27","58","10.15","21.8","-26.69","60","19","36","31.67","31.67","1.57","453","51","132","11.26","11.26","-109.85",
"Goldie, J S","7","1","2","14.29","28.57","-1.5","14","3","5","21.43","35.71","-3.08","23","5","9","21.74","39.13","-2.75","36","7","16","19.44","44.44","8.75","1221","144","360","11.79","29.48","-322.44","1","2","569","75","172","13.18","30.23","-82.69","169","56","107","33.14","33.14","12.33","1124","137","347","12.19","12.19","-269.04",
"Gosden, John and Thady","6","0","1","0","16.67","-6","12","0","2","0","16.67","-12","19","1","5","5.26","26.32","-17.43","32","3","8","9.38","25","-24.8","1202","244","520","20.3","43.26","-162.19","5","13","618","120","277","19.42","44.82","-100.15","306","121","201","39.54","39.54","-37.69","300","52","112","17.33","17.33","-58.95",
"Grassick, M C","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","-3","3","0","0","0","0","-3","246","15","44","6.1","17.89","-118.17","25","12","99","6","15","6.06","15.15","-59.17","11","2","6","18.18","18.18","-2.5","134","10","29","7.46","7.46","-40.5",
"Greatrex, W J","2","0","1","0","50","-2","2","0","1","0","50","-2","6","1","3","16.67","50","0","10","1","3","10","30","-4","425","55","153","12.94","36","45.75","7","6","233","31","87","13.3","37.34","105.41","59","19","37","32.2","32.2","-3.83","239","41","92","17.15","17.15","-24.83",
"Guest, Rae","1","0","0","0","0","-1","2","1","1","50","50","5","6","1","2","16.67","33.33","1","8","1","3","12.5","37.5","-1","267","30","77","11.24","28.84","-98.06","3","2","121","8","34","6.61","28.1","-58","26","12","14","46.15","46.15","4.94","158","21","54","13.29","13.29","-33.7",
"Haggas, W J","4","0","1","0","25","-4","12","2","4","16.67","33.33","11.5","25","5","10","20","40","38","47","9","17","19.15","36.17","58","1364","280","595","20.53","43.62","-47.46","2","5","702","133","289","18.95","41.17","15.02","409","148","264","36.19","36.19","-56.84","545","112","239","20.55","20.55","-13.48",
"Hannon (Jnr), Richard","7","0","1","0","14.29","-7","10","0","1","0","10","-10","22","2","4","9.09","18.18","-8","53","2","9","3.77","16.98","-39","1917","200","599","10.43","31.25","-431.62","5","12","906","85","256","9.38","28.26","-263.38","193","53","115","27.46","27.46","-48.93","1088","116","349","10.66","10.66","-110.77",
"Harrington, Mrs John","3","0","1","0","33.33","-3","8","0","1","0","12.5","-8","30","2","9","6.67","30","-3.5","40","2","10","5","25","-13.5","1347","146","415","10.84","30.81","-201.72","5","15","657","76","202","11.57","30.75","-121.24","143","36","83","25.17","25.17","-48.45","460","48","130","10.43","10.43","-1.92",
"Harris, Miss G","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","-5","6","0","0","0","0","-6","458","36","100","7.86","21.83","-151.89","18","10","236","20","53","8.47","22.46","-57.29","39","8","21","20.51","20.51","-14.72","398","33","91","8.29","8.29","-153.39",
"Harty, Edward and Patrick","0","0","0","0","0","0","3","1","2","33.33","66.67","98","4","1","2","25","50","97","4","1","2","25","50","97","250","18","63","7.2","25.2","-9.37","2","3","121","11","35","9.09","28.93","65.25","16","3","6","18.75","18.75","-6.87","159","16","45","10.06","10.06","-21.75",
