trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Appleby, M","22","2","10","9.09","45.45","-15.5","31","2","11","6.45","35.48","-24.5","2027","217","579","10.71","28.56","-314.86","1","2","902","112","256","12.42","28.38","-126.41","249","71","144","28.51","28.51","-32.73","1741","192","518","11.03","11.03","-246.68",
"Baker, George","5","0","0","0","0","-5","14","2","3","14.29","21.43","3","451","58","140","12.86","31.04","0.01","10","6","220","25","63","11.36","28.64","-48.12","45","13","26","28.89","28.89","-5.25","338","45","106","13.31","13.31","12",
"Beckett, R M","19","6","10","31.58","52.63","5.01","40","7","15","17.5","37.5","-13.36","1102","195","427","17.7","38.75","-92.88","2","2","525","80","188","15.24","35.81","-119.97","260","99","166","38.08","38.08","21.67","541","99","207","18.3","18.3","-47.95",
"Bell, M L W","8","2","4","25","50","0.1","23","3","7","13.04","30.43","-12.65","693","91","226","13.13","32.61","-208.13","4","5","334","43","105","12.87","31.44","-119.45","117","35","64","29.91","29.91","-22.79","398","56","127","14.07","14.07","-85.64",
"Bergin, David","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","-8","9999","9999","6","0","0","0","0","-6","0","0","0","0","0","0","0","0","0","0","0","0",
"Berry, John","3","1","2","33.33","66.67","14","5","1","3","20","60","12","157","8","36","5.1","22.93","-47.5","5","2","88","4","22","4.55","25","-46.5","8","1","4","12.5","12.5","-4","118","8","32","6.78","6.78","-8.5",
"Birrane, F","0","0","0","0","0","0","0","0","0","0","0","0","102","2","9","1.96","8.82","-80.5","144","9","44","1","5","2.27","11.36","-37.5","3","0","0","0","0","-3","79","2","9","2.53","2.53","-57.5",
"Bolger, J S","16","2","3","12.5","18.75","-4.5","25","3","4","12","16","-10.87","933","85","211","9.11","22.62","-181.11","3","8","356","24","69","6.74","19.38","-165.69","74","25","41","33.78","33.78","7.43","405","34","95","8.4","8.4","-86.09",
"Boughey, George","23","5","8","21.74","34.78","-6.24","47","12","18","25.53","38.3","6.3","880","161","352","18.3","40","-140.25","3","5","581","96","220","16.52","37.87","-156.9","210","88","144","41.9","41.9","13.75","472","89","195","18.86","18.86","-39.96",
"Bowen, P","2","0","2","0","100","-2","13","2","7","15.38","53.85","-0.37","518","63","160","12.16","30.89","-111.64","9","4","231","25","64","10.82","27.71","-58.87","89","29","55","32.58","32.58","1.2","416","58","139","13.94","13.94","-39.4",
"Bridgwater, D G","2","0","1","0","50","-2","3","0","1","0","33.33","-3","251","16","53","6.37","21.12","-107.88","42","8","143","9","28","6.29","19.58","-68.38","21","4","9","19.05","19.05","-8.38","175","10","37","5.71","5.71","-89.5",
"Brisland, Robyn","2","0","0","0","0","-2","6","0","0","0","0","-6","769","60","168","7.8","21.85","-289.85","28","19","347","30","79","8.65","22.77","-106.9","50","15","22","30","30","-10.17","579","49","133","8.46","8.46","-207.42",
"Bromhead, Henry De","4","0","0","0","0","-4","11","0","3","0","27.27","-11","1703","240","571","14.09","33.53","-561.23","15","12","785","107","267","13.63","34.01","-263.01","308","110","189","35.71","35.71","-59.37","621","43","148","6.92","6.92","-263.17",
"Burke, John M","0","0","0","0","0","0","1","0","0","0","0","-1","83","5","14","6.02","16.87","-46","348","43","46","1","5","2.17","10.87","-40.5","2","0","1","0","0","-2","51","4","13","7.84","7.84","-18",
"Butler, John","12","0","1","0","8.33","-12","23","0","4","0","17.39","-23","817","79","209","9.67","25.58","-235.26","28","39","442","50","127","11.31","28.73","-33.89","73","25","51","34.25","34.25","2.75","632","64","173","10.13","10.13","-186.62",
"Camacho, Miss J A","12","1","3","8.33","25","-5.5","19","2","4","10.53","21.05","4.5","528","56","166","10.61","31.44","-154.19","3","5","278","29","85","10.43","30.58","-88.18","70","15","35","21.43","21.43","-24.56","403","45","129","11.17","11.17","-86.94",
"Candy, H","1","0","0","0","0","-1","4","0","1","0","25","-4","339","31","90","9.14","26.55","-142.78","24","10","145","16","38","11.03","26.21","-63.91","41","14","24","34.15","34.15","0.22","199","18","54","9.05","9.05","-101.04",
"Carroll, A W","15","2","5","13.33","33.33","-8.75","38","4","10","10.53","26.32","-19.5","1971","175","515","8.88","26.13","-525.62","2","3","1001","88","275","8.79","27.47","-217.05","146","42","86","28.77","28.77","-9.57","1687","158","467","9.37","9.37","-408.64",
"Carroll, Vincent","0","0","0","0","0","0","1","0","1","0","100","-1","2","0","1","0","50","-2","9999","9999","2","0","1","0","50","-2","0","0","0","0","0","0","1","0","1","0","0","-1",
"Chapple-Hyam, P W","1","0","0","0","0","-1","1","0","0","0","0","-1","92","9","21","9.78","22.83","-38.43","41","7","43","5","12","11.63","27.91","-21.93","8","3","4","37.5","37.5","-1.26","44","4","12","9.09","9.09","-20.12",
"Charlton, Roger/Harry","8","2","3","25","37.5","9.88","17","3","5","17.65","29.41","15.88","699","119","248","17.02","35.48","-126.6","3","2","350","65","132","18.57","37.71","-34.98","143","60","93","41.96","41.96","15.19","372","72","150","19.35","19.35","-47.11",
"Cleary, Michael G","0","0","0","0","0","0","1","0","0","0","0","-1","44","0","1","0","2.27","-44","2179","136","17","0","1","0","5.88","-17","0","0","0","0","0","0","24","0","0","0","0","-24",
"Cleary, Thomas","2","0","0","0","0","-2","4","0","0","0","0","-4","168","5","31","2.98","18.45","-98.5","269","39","57","1","6","1.75","10.53","-45","4","0","3","0","0","-4","126","5","30","3.97","3.97","-56.5",
"Clover, Tom","4","2","3","50","75","-0.1","12","4","7","33.33","58.33","6.08","467","57","152","12.21","32.55","-144.78","5","3","240","31","78","12.92","32.5","-73.14","77","25","44","32.47","32.47","-10.19","310","27","87","8.71","8.71","-165.04",
"Cody, Patrick","1","0","0","0","0","-1","1","0","0","0","0","-1","160","11","51","6.88","31.88","-87.95","25","6","85","7","32","8.24","37.65","-39.45","15","5","10","33.33","33.33","5.05","63","5","24","7.94","7.94","-25.25",
"Coleman, Kevin","3","1","1","33.33","33.33","8","8","2","3","25","37.5","6","198","18","47","9.09","23.74","10.43","2","2","119","11","27","9.24","22.69","28.75","10","4","6","40","40","2.75","111","10","29","9.01","9.01","21",
"Coyle, Thomas","1","0","0","0","0","-1","2","0","0","0","0","-2","99","1","8","1.01","8.08","-80","635","87","41","0","2","0","4.88","-41","0","0","0","0","0","0","61","1","6","1.64","1.64","-42",
"Crisford, Simon","5","0","0","0","0","-5","15","1","4","6.67","26.67","-12.37","774","152","350","19.64","45.22","-130.24","11","11","373","72","166","19.3","44.5","-79.41","195","75","133","38.46","38.46","-19.66","327","62","131","18.96","18.96","-64.16",
"Cromwell, Gavin Patrick","4","1","2","25","50","-1.37","11","1","3","9.09","27.27","-8.37","1640","144","431","8.78","26.28","-601.19","4","3","804","71","232","8.83","28.86","-278.97","185","46","99","24.86","24.86","-55.5","861","68","208","7.9","7.9","-245.02",
"Dalgleish, Keith","17","1","3","5.88","17.65","-12","39","1","7","2.56","17.95","-34","1528","177","455","11.58","29.78","-190.21","6","13","688","82","208","11.92","30.23","-161.96","169","44","91","26.04","26.04","-42.16","1221","148","363","12.12","12.12","-144.57",
"Davidson, Tristan","0","0","0","0","0","0","1","0","0","0","0","-1","240","32","86","13.33","35.83","-77.95","46","6","122","12","38","9.84","31.15","-56.17","42","14","28","33.33","33.33","-0.16","200","29","78","14.5","14.5","-47.53",
"Davis, D J S Ffrench","1","0","0","0","0","-1","4","1","2","25","50","11","183","10","43","5.46","23.5","-91.67","10","3","101","4","25","3.96","24.75","-60","9","2","8","22.22","22.22","-2.5","130","9","38","6.92","6.92","-53.67",
"De Giles, Ed","1","0","0","0","0","-1","3","0","0","0","0","-3","283","24","63","8.48","22.26","-113.17","15","4","144","14","30","9.72","20.83","-45.92","27","7","13","25.93","25.93","-2.92","232","23","54","9.91","9.91","-65.92",
"Dunlop, E A L","19","6","7","31.58","36.84","5.79","35","7","12","20","34.29","-6.71","760","70","207","9.21","27.24","-240.54","1","2","421","47","126","11.16","29.93","-91.94","60","20","34","33.33","33.33","-6","507","48","151","9.47","9.47","-142.62",
"Dunn, Mrs Alex","4","0","1","0","25","-4","6","1","2","16.67","33.33","-3","382","24","72","6.28","18.85","-57.92","8","5","157","14","36","8.92","22.93","-23.75","14","5","7","35.71","35.71","7.5","301","22","64","7.31","7.31","-29.92",
"Easterby, M W","8","2","3","25","37.5","23.88","18","3","6","16.67","33.33","17.88","882","64","210","7.26","23.81","-403.7","1","1","441","34","114","7.71","25.85","-186.91","76","15","38","19.74","19.74","-27.66","658","60","186","9.12","9.12","-193.07",
"Easterby, T D","40","3","7","7.5","17.5","-24.12","101","9","26","8.91","25.74","-43.46","2969","286","803","9.63","27.05","-681.4","1","2","1517","135","414","8.9","27.29","-533.58","291","84","165","28.87","28.87","-16.53","2360","247","690","10.47","10.47","-391.16",
"Eddery, Robert","0","0","0","0","0","0","5","0","0","0","0","-5","242","15","57","6.2","23.55","-108.29","27","12","112","7","25","6.25","22.32","-43.17","12","2","5","16.67","16.67","-5.62","197","15","55","7.61","7.61","-63.29",
"Edmunds, Stuart","0","0","0","0","0","0","1","1","1","100","100","1.75","296","39","113","13.18","38.18","-13.05","8","1","160","21","64","13.13","40","-39.25","34","9","20","26.47","26.47","-9.88","162","20","58","12.35","12.35","10",
"Evans, Mrs N S","0","0","0","0","0","0","5","1","1","20","20","4","189","3","13","1.59","6.88","-128","14","5","105","3","9","2.86","8.57","-44","0","0","0","0","0","0","122","2","7","1.64","1.64","-72",
"Evans, P D","13","2","6","15.38","46.15","-6","24","3","8","12.5","33.33","2","1209","137","325","11.33","26.88","-212.23","6","7","537","61","159","11.36","29.61","-160.96","126","39","66","30.95","30.95","-5.84","873","114","261","13.06","13.06","-89.31",
"Eyre, J L","5","0","0","0","0","-5","9","1","1","11.11","11.11","-5.75","280","26","76","9.29","27.14","-82.5","10","6","138","8","35","5.8","25.36","-79.75","25","8","17","32","32","6.75","222","23","65","10.36","10.36","-50.5",
"Fahey, Mark","0","0","0","0","0","0","5","0","2","0","40","-5","189","15","48","7.94","25.4","-70.32","42","22","88","9","26","10.23","29.55","-21.15","17","4","10","23.53","23.53","-4.32","105","11","35","10.48","10.48","-13.82",
"Fahey, Peter","3","0","2","0","66.67","-3","5","1","3","20","60","-2.9","578","57","183","9.86","31.66","-4.18","14","5","290","31","94","10.69","32.41","-5.94","60","13","34","21.67","21.67","-23.09","287","24","68","8.36","8.36","-24.34",
"Fahey, R A","22","3","6","13.64","27.27","7.62","55","8","17","14.55","30.91","61.62","2625","271","742","10.32","28.27","-730.77","1","3","1036","100","273","9.65","26.35","-316.62","217","80","129","36.87","36.87","43.38","1841","186","505","10.1","10.1","-501.79",
"Faulkner, Ms D C","1","0","0","0","0","-1","2","0","0","0","0","-2","58","4","8","6.9","13.79","92","32","9","58","4","8","6.9","13.79","92","1","0","0","0","0","-1","37","3","5","8.11","8.11","79",
"Feilden, Miss J","4","0","0","0","0","-4","7","1","2","14.29","28.57","-3","331","25","88","7.55","26.59","-116.92","14","7","155","9","38","5.81","24.52","-89.25","20","6","12","30","30","6.08","266","25","83","9.4","9.4","-51.92",
"Fell, Roger","11","1","4","9.09","36.36","-1.5","24","4","8","16.67","33.33","0","1027","87","273","8.47","26.58","-295.41","1","2","462","41","115","8.87","24.89","-97.93","85","24","46","28.24","28.24","-13.07","882","77","241","8.73","8.73","-237.89",
"Frost, Kevin","2","1","1","50","50","3","5","2","2","40","40","2","291","23","61","7.9","20.96","-7.62","4","1","118","13","30","11.02","25.42","64.25","14","4","5","28.57","28.57","-1.62","226","20","49","8.85","8.85","23.63",
