trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Appleby, Charlie","4","1","2","25","50","-1.37","5","1","3","20","60","-2.37","857","258","458","30.11","53.44","-25.46","3","3","369","105","189","28.46","51.22","-28.55","407","178","277","43.73","43.73","-17.58","212","56","99","26.42","26.42","26.01",
"Appleby, M","8","2","3","25","37.5","13","10","2","3","20","30","11","1772","210","556","11.85","31.38","-430.22","2","2","877","105","281","11.97","32.04","-184.97","277","76","153","27.44","27.44","-57.75","1503","173","471","11.51","11.51","-367.74",
"Atkinson, P G","0","0","0","0","0","0","1","0","0","0","0","-1","34","8","14","23.53","41.18","12.33","34","2","13","6","9","46.15","69.23","25.5","2","1","2","50","50","1.5","26","7","12","26.92","26.92","16.83",
"Bailey, K C","1","0","0","0","0","-1","12","3","4","25","33.33","-5.12","511","79","189","15.46","36.99","-70.5","12","7","238","38","86","15.97","36.13","-29.73","92","28","55","30.43","30.43","-14.39","315","52","119","16.51","16.51","-7.77",
"Balding, A M","16","2","6","12.5","37.5","-12.17","22","2","7","9.09","31.82","-18.17","1901","277","695","14.57","36.56","-427.14","4","13","966","143","359","14.8","37.16","-207.44","340","109","203","32.06","32.06","-56.86","818","115","264","14.06","14.06","-132.75",
"Barron, T D","1","0","0","0","0","-1","1","0","0","0","0","-1","470","61","162","12.98","34.47","-64","50","7","244","26","78","10.66","31.97","-67.58","69","16","41","23.19","23.19","-17.32","382","51","137","13.35","13.35","-32.96",
"Beckett, R M","6","1","4","16.67","66.67","7","6","1","4","16.67","66.67","7","1222","225","492","18.41","40.26","-189.78","3","1","653","133","283","20.37","43.34","-92.57","288","107","184","37.15","37.15","-6.94","531","101","198","19.02","19.02","-70.66",
"Bethell, Ed","2","0","1","0","50","-2","3","0","1","0","33.33","-3","427","67","156","15.69","36.53","-66.99","43","21","225","44","91","19.56","40.44","-35.89","94","29","52","30.85","30.85","-17.57","244","44","95","18.03","18.03","-0.88",
"Blake, Michael","0","0","0","0","0","0","1","0","0","0","0","-1","136","18","33","13.24","24.26","57","65","8","64","11","21","17.19","32.81","39","4","1","2","25","25","0","128","17","30","13.28","13.28","54",
"Bolger, E","0","0","0","0","0","0","4","1","2","25","50","-0.5","177","22","47","12.43","26.55","-65.31","13","2","79","12","25","15.19","31.65","-28.54","30","11","18","36.67","36.67","5.36","95","11","26","11.58","11.58","-51.46",
"Botti, M","9","0","0","0","0","-9","10","0","0","0","0","-10","781","93","240","11.91","30.73","104.71","19","15","384","40","111","10.42","28.91","-78.42","85","13","36","15.29","15.29","-45.16","489","62","146","12.68","12.68","18.17",
"Boughey, George","10","1","2","10","20","-4","16","1","5","6.25","31.25","-10","1472","237","544","16.1","36.96","-373.07","4","9","700","104","244","14.86","34.86","-181.99","302","125","209","41.39","41.39","3.86","819","141","322","17.22","17.22","-93.67",
"Boultbee-brooks, Clive","0","0","0","0","0","0","2","0","2","0","100","-2","53","6","14","11.32","26.42","-10.08","343","27","27","1","8","3.7","29.63","-22","2","2","2","100","100","3.42","22","1","6","4.55","4.55","-14",
"Brennan, F J","2","0","1","0","50","-2","2","0","1","0","50","-2","62","3","7","4.84","11.29","-47.5","26","4","39","2","6","5.13","15.38","-27.5","2","0","0","0","0","-2","39","2","5","5.13","5.13","-27.5",
"Bromhead, Henry De","13","2","5","15.38","38.46","-3.67","32","5","13","15.63","40.63","8.23","1403","186","481","13.26","34.28","-310.09","2","2","671","99","241","14.75","35.92","-58.07","219","77","143","35.16","35.16","-30.3","549","49","146","8.93","8.93","-123.93",
"Brown, A D","4","0","2","0","50","-4","4","0","2","0","50","-4","298","43","96","14.43","32.21","29.3","36","15","170","29","64","17.06","37.65","23.97","34","11","21","32.35","32.35","0.39","226","34","74","15.04","15.04","26",
"Burke, John M","0","0","0","0","0","0","0","0","0","0","0","0","92","2","17","2.17","18.48","-77","154","16","42","1","6","2.38","14.29","-34.5","3","0","2","0","0","-3","51","2","12","3.92","3.92","-36",
"Burke, K R","4","3","4","75","100","21","4","3","4","75","100","21","1553","241","573","15.52","36.9","-84.8","1","1","744","119","276","15.99","37.1","-57.06","260","94","157","36.15","36.15","2.12","759","100","247","13.18","13.18","-105.4",
"Burke, Kieran","1","0","0","0","0","-1","5","0","0","0","0","-5","213","28","66","13.15","30.99","-54.66","51","26","121","11","31","9.09","25.62","-33.37","31","15","20","48.39","48.39","12.01","150","26","55","17.33","17.33","3.72",
"Butler, John","13","0","2","0","15.38","-13","16","0","3","0","18.75","-16","991","96","260","9.69","26.24","-269.01","18","23","529","39","121","7.37","22.87","-201.11","98","33","68","33.67","33.67","0.17","768","81","216","10.55","10.55","-166.32",
"Byrnes, C","3","0","0","0","0","-3","10","1","1","10","10","-7","441","49","124","11.11","28.12","-167.86","8","4","251","23","61","9.16","24.3","-134.39","64","23","37","35.94","35.94","6.56","215","28","59","13.02","13.02","-63.57",
"Callaghan, Mrs G","0","0","0","0","0","0","0","0","0","0","0","0","29","2","6","6.9","20.69","-19","190","8","14","1","4","7.14","28.57","-8.5","1","0","0","0","0","-1","18","2","6","11.11","11.11","-8",
"Camacho, Miss J A","2","0","0","0","0","-2","2","0","0","0","0","-2","571","76","168","13.31","29.42","22.43","15","4","263","29","76","11.03","28.9","-60.64","70","19","30","27.14","27.14","1.44","444","59","135","13.29","13.29","11",
"Carr, Mrs R A","3","1","1","33.33","33.33","10","4","1","1","25","25","9","754","74","199","9.81","26.39","-138.57","2","2","398","42","119","10.55","29.9","-105.86","61","21","30","34.43","34.43","12.93","710","71","192","10","10","-112.9",
"Carroll, A W","13","2","2","15.38","15.38","4","19","2","2","10.53","10.53","-2","1950","168","505","8.62","25.9","-353.72","2","1","1003","80","243","7.98","24.23","-262.93","134","38","76","28.36","28.36","-17.46","1629","150","441","9.21","9.21","-224.51",
"Case, B I","2","0","0","0","0","-2","4","1","2","25","50","2.5","216","23","55","10.65","25.46","-84.35","14","4","121","11","30","9.09","24.79","-47.47","24","10","15","41.67","41.67","10.65","162","20","49","12.35","12.35","-53.09",
"Chapple-Hyam, Jane","6","1","2","16.67","33.33","-1.5","6","1","2","16.67","33.33","-1.5","455","46","139","10.11","30.55","-97.59","5","5","212","22","58","10.38","27.36","-12.84","55","14","29","25.45","25.45","-15.25","233","25","81","10.73","10.73","-24.99",
"Charlton, Anthony","1","0","0","0","0","-1","1","0","0","0","0","-1","1","0","0","0","0","-1","9999","9999","1","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0",
"Charlton, Roger/Harry","3","0","0","0","0","-3","3","0","0","0","0","-3","556","92","205","16.55","36.87","-68.76","31","12","258","38","96","14.73","37.21","-32.66","120","41","73","34.17","34.17","-20.39","303","57","112","18.81","18.81","-33.75",
"Clarke, Ben","0","0","0","0","0","0","2","1","1","50","50","6.5","117","20","39","17.09","33.33","7.51","10","2","51","8","16","15.69","31.37","-14.94","19","9","11","47.37","47.37","8.51","66","12","22","18.18","18.18","15.95",
"Cluskey, P","1","0","0","0","0","-1","1","0","0","0","0","-1","100","1","9","1","9","-94","417","57","49","0","6","0","12.24","-49","4","1","1","25","25","2","69","1","8","1.45","1.45","-63",
"Cole, P F I","3","0","2","0","66.67","-3","4","1","3","25","75","7","313","36","126","11.5","40.26","-96.68","14","4","170","15","64","8.82","37.65","-56.12","44","15","32","34.09","34.09","1.57","189","16","68","8.47","8.47","-101.54",
"Collier, Tjade","1","1","1","100","100","4","2","1","1","50","50","3","157","12","41","7.64","26.11","-84.75","5","1","56","6","16","10.71","28.57","-14.5","20","5","13","25","25","-1.75","117","12","41","10.26","10.26","-44.75",
"Connell, B","4","0","1","0","25","-4","6","0","1","0","16.67","-6","145","30","56","20.69","38.62","14.94","27","10","77","13","29","16.88","37.66","-3.42","31","12","19","38.71","38.71","4.86","57","11","24","19.3","19.3","17.88",
"Cooper, Thomas","0","0","0","0","0","0","3","0","1","0","33.33","-3","146","7","27","4.79","18.49","-105.42","42","7","70","2","11","2.86","15.71","-57.25","7","2","6","28.57","28.57","0.33","72","2","12","2.78","2.78","-58.67",
"Crawford, S R B","2","0","1","0","50","-2","7","1","5","14.29","71.43","-3","545","47","155","8.62","28.44","-57.84","14","5","254","24","80","9.45","31.5","29.7","38","16","25","42.11","42.11","4.08","174","18","56","10.34","10.34","28.54",
"Crawley, Shane","2","0","1","0","50","-2","3","0","1","0","33.33","-3","124","8","23","6.45","18.55","-64.17","15","4","74","5","15","6.76","20.27","-32.5","15","3","7","20","20","-2.67","98","8","23","8.16","8.16","-38.17",
"Crisford, Simon","5","2","3","40","60","2.12","6","2","3","33.33","50","1.12","730","156","338","21.37","46.3","-111.46","3","4","387","74","174","19.12","44.96","-109.9","182","77","124","42.31","42.31","-7.44","316","72","137","22.78","22.78","6.1",
"Cromwell, Gavin Patrick","21","1","5","4.76","23.81","-18","34","4","12","11.76","35.29","-8.5","1698","172","500","10.13","29.45","-624.02","6","13","838","94","251","11.22","29.95","-264.79","210","64","133","30.48","30.48","-21.19","845","83","254","9.82","9.82","-208.06",
"Curling, S","1","0","0","0","0","-1","3","2","2","66.67","66.67","5.13","212","23","52","10.85","24.53","-92.98","12","2","124","15","31","12.1","25","-57.28","25","10","19","40","40","4.81","70","12","26","17.14","17.14","6.33",
"Curtis, Miss Rebecca","2","0","1","0","50","-2","4","0","1","0","25","-4","196","16","41","8.16","20.92","-106.49","41","16","71","4","15","5.63","21.13","-48.25","14","6","7","42.86","42.86","3.18","131","16","32","12.21","12.21","-41.49",
"Daly, H D","7","1","3","14.29","42.86","-3","19","2","8","10.53","42.11","-12.62","324","58","127","17.9","39.2","-10.98","3","2","173","26","62","15.03","35.84","-30.47","62","21","37","33.87","33.87","-1.81","202","41","90","20.3","20.3","36.94",
