trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Bailey, K C","11","1","4","9.09","36.36","-3","24","3","8","12.5","33.33","-7.7","554","82","187","14.8","33.75","-125.12","2","1","258","39","95","15.12","36.82","-33.23","96","30","57","31.25","31.25","-15.5","318","40","94","12.58","12.58","-77.13",
"Bandey, R J","0","0","0","0","0","0","3","0","1","0","33.33","-3","171","29","71","16.96","41.52","68.97","17","5","92","23","42","25","45.65","28.53","37","15","27","40.54","40.54","-3.03","103","20","49","19.42","19.42","90.38",
"Barrett, James M","0","0","0","0","0","0","2","0","0","0","0","-2","151","7","24","4.64","15.89","-66.75","170","40","68","3","11","4.41","16.18","-38.5","7","1","3","14.29","14.29","-4.25","81","4","13","4.94","4.94","-41.25",
"Bridgwater, D G","2","0","0","0","0","-2","5","0","0","0","0","-5","227","14","47","6.17","20.7","-109.88","190","23","105","6","20","5.71","19.05","-53.88","19","4","9","21.05","21.05","-6.38","157","9","32","5.73","5.73","-78.5",
"Broad, D","0","0","0","0","0","0","2","0","0","0","0","-2","94","3","10","3.19","10.64","-31","348","38","39","1","3","2.56","7.69","-34","2","0","0","0","0","-2","51","3","9","5.88","5.88","12",
"Bromhead, Henry De","15","1","6","6.67","40","-10","30","5","12","16.67","40","11","1595","220","551","13.79","34.55","-555.81","6","12","740","91","240","12.3","32.43","-244.33","301","109","188","36.21","36.21","-51.62","609","45","153","7.39","7.39","-225.96",
"Browne, Michael J","2","0","1","0","50","-2","3","0","1","0","33.33","-3","70","9","18","12.86","25.71","-1.77","57","10","30","2","7","6.67","23.33","-8","4","3","3","75","75","9.23","38","6","10","15.79","15.79","16",
"Candlish, Jennie","5","1","1","20","20","-2.25","14","2","3","14.29","21.43","-6.25","526","50","162","9.51","30.8","-223.21","1","1","245","14","62","5.71","25.31","-115.37","75","17","41","22.67","22.67","-23.17","451","41","140","9.09","9.09","-178.9",
"Carroll, A W","16","2","5","12.5","31.25","0.5","29","3","7","10.34","24.14","13.5","1946","181","519","9.3","26.67","-414.34","4","5","959","88","262","9.18","27.32","-104.79","139","39","78","28.06","28.06","-16.95","1658","162","465","9.77","9.77","-306.06",
"Carroll, Vincent","2","0","0","0","0","-2","2","0","0","0","0","-2","10","0","1","0","10","-10","9999","9999","10","0","1","0","10","-10","1","0","0","0","0","-1","4","0","1","0","0","-4",
"Case, B I","4","1","1","25","25","4.5","10","4","4","40","40","10.63","188","23","49","12.23","26.06","-57.04","3","1","90","12","24","13.33","26.67","-31.88","31","13","19","41.94","41.94","10.08","129","17","39","13.18","13.18","-46.79",
"Clarke, Ben","0","0","0","0","0","0","4","1","2","25","50","9","91","17","31","18.68","34.07","27.51","8","2","65","12","21","18.46","32.31","23.45","14","6","7","42.86","42.86","7.18","42","10","17","23.81","23.81","24.95",
"Clarke, Keith Henry","2","0","2","0","100","-2","3","0","2","0","66.67","-3","128","5","17","3.91","13.28","-34","21","5","70","3","11","4.29","15.71","-27","4","0","0","0","0","-4","106","5","16","4.72","4.72","-12",
"Cleary, Thomas","1","0","0","0","0","-1","1","0","0","0","0","-1","131","3","17","2.29","12.98","-91","114","19","48","1","4","2.08","8.33","-27","2","0","2","0","0","-2","92","3","17","3.26","3.26","-52",
"Cody, Patrick","2","0","0","0","0","-2","3","0","1","0","33.33","-3","162","14","52","8.64","32.1","-79.45","43","9","103","9","34","8.74","33.01","-46","21","6","11","28.57","28.57","-0.45","75","8","28","10.67","10.67","-18.25",
"Cole, Miss D","0","0","0","0","0","0","2","1","1","50","50","2.5","43","3","6","6.98","13.95","20","9","2","32","3","5","9.38","15.63","31","0","0","0","0","0","0","20","2","3","10","10","-8",
"Comer, Luke","8","0","3","0","37.5","-8","13","0","4","0","30.77","-13","455","20","75","4.4","16.48","-181.92","48","48","243","11","41","4.53","16.87","-79.42","16","2","10","12.5","12.5","-9.75","286","18","51","6.29","6.29","-22.75",
"Corbett, Mrs Susan","5","0","0","0","0","-5","7","0","0","0","0","-7","204","19","54","9.31","26.47","36.83","19","13","101","13","28","12.87","27.72","18.58","16","5","8","31.25","31.25","1.33","142","18","45","12.68","12.68","79.83",
"Crawley, Shane","2","0","0","0","0","-2","5","0","1","0","20","-5","150","9","30","6","20","-90.79","147","21","52","3","7","5.77","13.46","-33.67","17","4","8","23.53","23.53","-2.79","83","7","22","8.43","8.43","-35.79",
"Cromwell, Gavin Patrick","13","2","3","15.38","23.08","-5.42","42","4","12","9.52","28.57","-17.92","1585","148","443","9.34","27.95","-537.05","5","6","852","77","253","9.04","29.69","-341.8","183","51","107","27.87","27.87","-23.61","818","71","217","8.68","8.68","-188.17",
"Crook, A","2","1","1","50","50","0.88","3","1","1","33.33","33.33","-0.12","135","5","24","3.7","17.78","-104.12","6","2","59","2","10","3.39","16.95","-51.62","5","3","4","60","60","4.38","108","5","21","4.63","4.63","-77.12",
"Daly, H D","5","2","4","40","80","1.25","14","6","8","42.86","57.14","12.25","291","51","111","17.53","38.14","0.69","1","1","148","32","67","21.62","45.27","24.11","51","22","35","43.14","43.14","14.61","173","32","75","18.5","18.5","22.63",
"Davidson, Tristan","1","0","0","0","0","-1","1","0","0","0","0","-1","239","30","82","12.55","34.31","-64.7","36","6","84","5","17","5.95","20.24","-15","42","13","27","30.95","30.95","-3.66","198","27","76","13.64","13.64","-33.28",
"Davis, D J S Ffrench","2","1","1","50","50","6","2","1","1","50","50","6","199","12","50","6.03","25.13","-109.67","5","2","105","9","29","8.57","27.62","-35.17","8","1","6","12.5","12.5","-4.5","141","11","45","7.8","7.8","-66.67",
"Dennis, David","5","0","0","0","0","-5","11","0","2","0","18.18","-11","115","15","39","13.04","33.91","-42.29","21","14","92","12","33","13.04","35.87","-38.29","4","2","3","50","50","2.75","94","15","35","15.96","15.96","-21.29",
"Dobbs, Mrs Prunella","1","1","1","100","100","25","2","1","1","50","50","24","106","3","14","2.83","13.21","-67.5","3","1","55","2","6","3.64","10.91","-20.5","4","0","3","0","0","-4","42","2","8","4.76","4.76","-7.5",
"Earle, Simon","1","0","0","0","0","-1","1","0","0","0","0","-1","53","2","8","3.77","15.09","-18.5","189","18","26","1","3","3.85","11.54","3","1","0","0","0","0","-1","44","2","8","4.55","4.55","-9.5",
"Easterby, M W","5","1","1","20","20","-0.67","12","4","6","33.33","50","7.83","890","78","231","8.76","25.96","-325.47","7","3","427","49","125","11.48","29.27","-56.39","100","24","50","24","24","-20.84","670","71","201","10.6","10.6","-133.34",
"Easterby, T D","13","0","2","0","15.38","-13","29","0","4","0","13.79","-29","3024","279","822","9.23","27.18","-836.56","22","45","1515","122","392","8.05","25.87","-487.94","312","86","172","27.56","27.56","-29.82","2409","242","699","10.05","10.05","-488.06",
"Elliott, Gordon","32","12","19","37.5","59.38","4.1","70","19","37","27.14","52.86","-19.96","2198","354","849","16.11","38.63","-450.86","1","1","1481","236","546","15.94","36.87","-233.76","428","192","304","44.86","44.86","-5.29","741","66","178","8.91","8.91","-174.6",
