trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Alexander, N W","9","2","4","22.22","44.44","-1.42","18","2","4","11.11","22.22","-10.42","436","56","143","12.84","32.8","21.11","4","5","197","33","70","16.75","35.53","-1.22","52","18","34","34.62","34.62","5.95","300","45","111","15","15","79.67",
"Bailey, K C","12","2","4","16.67","33.33","-4.67","24","7","13","29.17","54.17","19.96","557","85","192","15.26","34.47","-100.57","1","3","274","43","104","15.69","37.96","-22.77","101","32","62","31.68","31.68","-15.04","320","42","99","13.13","13.13","-57.88",
"Bewley, G T","3","0","0","0","0","-3","5","1","1","20","20","-2.25","164","22","54","13.41","32.93","-32.38","10","4","97","15","35","15.46","36.08","-15.38","15","5","8","33.33","33.33","-0.71","119","21","48","17.65","17.65","8.12",
"Bishop, Miss E J","0","0","0","0","0","0","0","0","0","0","0","0","56","5","9","8.93","16.07","-28.5","270","11","25","4","4","16","16","-0.75","4","2","3","50","50","3","38","5","8","13.16","13.16","-10.5",
"Bissett, Catch","0","0","0","0","0","0","0","0","0","0","0","0","5","1","1","20","20","16","18","1","5","1","1","20","20","16","0","0","0","0","0","0","4","1","1","25","25","17",
"Bourke, D F","2","0","0","0","0","-2","5","1","2","20","40","2","139","10","29","7.19","20.86","-39.75","10","4","77","4","15","5.19","19.48","-48.25","7","1","2","14.29","14.29","-3.75","109","10","23","9.17","9.17","-9.75",
"Brassil, Martin","2","0","0","0","0","-2","7","0","1","0","14.29","-7","156","22","50","14.1","32.05","26.64","79","19","92","7","28","7.61","30.43","-37.12","18","8","11","44.44","44.44","3.81","64","12","21","18.75","18.75","20.01",
"Bromhead, Henry De","17","2","7","11.76","41.18","9","31","2","12","6.45","38.71","-5","1587","216","548","13.61","34.53","-555","3","7","744","88","243","11.83","32.66","-257.02","299","107","187","35.79","35.79","-49.81","604","43","152","7.12","7.12","-244.96",
"Callaghan, Mrs G","1","0","0","0","0","-1","1","0","0","0","0","-1","26","2","4","7.69","15.38","-2.5","206","10","14","1","2","7.14","14.29","-9.5","1","0","0","0","0","-1","20","1","3","5","5","-15.5",
"Carson, Anthony","1","0","1","0","100","-1","1","0","1","0","100","-1","207","9","34","4.35","16.43","-80","82","16","106","4","17","3.77","16.04","-78","7","0","3","0","0","-7","144","6","24","4.17","4.17","-69",
"Case, B I","5","0","2","0","40","-5","10","1","3","10","30","-1.5","191","22","50","11.52","26.18","-62.24","14","9","94","12","25","12.77","26.6","-35.88","29","12","18","41.38","41.38","9.88","131","16","40","12.21","12.21","-50.99",
"Cody, Patrick","0","0","0","0","0","0","2","1","1","50","50","6","162","15","53","9.26","32.72","-71.45","11","1","101","10","34","9.9","33.66","-36","21","6","11","28.57","28.57","-0.45","76","9","29","11.84","11.84","-11.25",
"Coltherd, W S","6","1","2","16.67","33.33","-2","12","1","3","8.33","25","-8","289","36","90","12.46","31.14","-54.24","2","2","151","25","53","16.56","35.1","16.68","47","17","31","36.17","36.17","6.68","225","34","80","15.11","15.11","-60.49",
