trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allen, C N","1","0","0","0","0","-1","3","0","1","0","33.33","-3","204","21","62","10.29","30.39","-30.12","43","10","117","9","34","7.69","29.06","-36.87","21","5","9","23.81","23.81","-4.62","161","19","51","11.8","11.8","-20.62",
"Appleby, M","22","3","6","13.64","27.27","1.5","34","3","10","8.82","29.41","-10.5","1844","229","581","12.42","31.51","-295.77","4","9","923","105","289","11.38","31.31","-218.92","277","85","163","30.69","30.69","-29.93","1583","195","500","12.32","12.32","-228.87",
"Attwater, M J","4","0","1","0","25","-4","12","0","1","0","8.33","-12","623","35","128","5.62","20.55","-308.38","37","35","310","16","58","5.16","18.71","-161.46","27","8","14","29.63","29.63","-4.84","515","30","103","5.83","5.83","-238.43",
"Baker, George","6","2","3","33.33","50","13","9","3","5","33.33","55.56","11.83","393","41","116","10.43","29.52","-142.38","5","2","182","20","62","10.99","34.07","-73.63","51","13","26","25.49","25.49","-13.26","315","37","101","11.75","11.75","-86.76",
"Balding, A M","32","6","13","18.75","40.63","5.25","53","10","22","18.87","41.51","-5.98","1852","272","664","14.69","35.85","-275.96","4","11","909","140","322","15.4","35.42","-168.21","314","104","188","33.12","33.12","-40.43","819","121","273","14.77","14.77","-87.68",
"Barclay, Stella","9","0","2","0","22.22","-9","15","0","3","0","20","-15","530","37","111","6.98","20.94","36.32","27","22","318","24","70","7.55","22.01","13.91","25","5","12","20","20","-9.26","444","34","98","7.66","7.66","98.99",
"Barcoe, James M","3","0","0","0","0","-3","8","0","1","0","12.5","-8","189","12","38","6.35","20.11","-17.25","50","29","101","3","14","2.97","13.86","-35.5","6","1","2","16.67","16.67","-2.25","136","10","33","7.35","7.35","-13.75",
"Beckett, R M","31","6","13","19.35","41.94","-13.46","44","7","16","15.91","36.36","-24.79","1207","216","481","17.9","39.85","-152.87","4","6","660","128","275","19.39","41.67","-52.85","264","99","168","37.5","37.5","-6.15","538","102","202","18.96","18.96","-53.29",
"Bell, M L W","16","0","6","0","37.5","-16","29","2","8","6.9","27.59","-20.37","690","78","229","11.3","33.19","-293.34","11","20","374","43","127","11.5","33.96","-136.51","103","32","51","31.07","31.07","-16.8","409","46","135","11.25","11.25","-165.42",
"Berry, John","1","0","1","0","100","-1","4","1","2","25","50","2","170","12","47","7.06","27.65","-69.14","12","3","79","7","29","8.86","36.71","-21.52","14","4","8","28.57","28.57","-2.64","136","12","41","8.82","8.82","-35.14",
