trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Alston, E J","3","0","0","0","0","-3","5","1","2","20","40","10","191","19","49","9.95","25.65","-57.63","9","4","92","5","20","5.43","21.74","-42.75","24","8","17","33.33","33.33","5.79","169","19","44","11.24","11.24","-35.63",
"Appleby, Charlie","14","4","6","28.57","42.86","-0.37","28","8","13","28.57","46.43","-5.45","829","247","465","29.79","56.09","-21.22","1","1","464","144","251","31.03","54.09","-1.18","373","163","268","43.7","43.7","-1.21","197","47","89","23.86","23.86","-43.28",
"Appleby, M","20","2","8","10","40","-10.5","34","5","16","14.71","47.06","-12.25","2006","217","576","10.82","28.71","-292.55","2","4","906","114","265","12.58","29.25","-119.04","244","70","141","28.69","28.69","-29.92","1729","191","516","11.05","11.05","-236.87",
"Baker, George","9","0","0","0","0","-9","13","1","1","7.69","7.69","-4.5","458","58","139","12.66","30.35","-1.49","11","12","221","23","61","10.41","27.6","-62.62","45","12","25","26.67","26.67","-8.25","343","46","106","13.41","13.41","15.5",
"Balding, A M","37","2","11","5.41","29.73","-10","57","6","19","10.53","33.33","-14","1894","285","695","15.05","36.69","-129.33","1","8","979","145","362","14.81","36.98","-86.34","309","99","189","32.04","32.04","-55.83","895","133","321","14.86","14.86","-110.46",
"Barrett, James M","0","0","0","0","0","0","2","0","0","0","0","-2","171","14","34","8.19","19.88","19.75","33","7","69","4","11","5.8","15.94","-34.5","5","1","1","20","20","-2.25","73","10","18","13.7","13.7","44.25",
"Barron, T D","3","0","2","0","66.67","-3","10","1","3","10","30","-6","571","74","184","12.96","32.22","-57.95","10","7","255","40","94","15.69","36.86","49.3","93","32","52","34.41","34.41","22.31","451","63","155","13.97","13.97","-4.86",
"Barry, D J","1","0","0","0","0","-1","1","0","0","0","0","-1","49","0","5","0","10.2","-49","2731","143","29","0","0","0","0","-29","1","0","0","0","0","-1","35","0","5","0","0","-35",
"Beckett, R M","26","5","14","19.23","53.85","19.83","47","10","21","21.28","44.68","20.46","1111","195","433","17.55","38.97","-76.43","1","4","542","83","197","15.31","36.35","-97.14","265","97","167","36.6","36.6","11.79","550","99","210","18","18","-62.12",
"Bell, M L W","16","4","5","25","31.25","3.17","24","4","8","16.67","33.33","-4.83","694","95","225","13.69","32.42","-189.96","1","1","341","45","106","13.2","31.09","-115.98","118","36","66","30.51","30.51","-22.12","399","57","127","14.29","14.29","-84.97",
"Botti, M","12","2","5","16.67","41.67","-2.25","19","3","7","15.79","36.84","-0.75","807","100","260","12.39","32.22","16.04","4","6","384","54","129","14.06","33.59","126.6","101","28","53","27.72","27.72","-21.59","510","69","160","13.53","13.53","-21.96",
"Boughey, George","18","3","7","16.67","38.89","-4.84","36","6","12","16.67","33.33","-12.59","903","164","358","18.16","39.65","-147.92","3","9","587","99","222","16.87","37.82","-150.07","214","89","146","41.59","41.59","13.75","488","90","198","18.44","18.44","-46.46",
"Boyle, J R","9","1","2","11.11","22.22","-1.5","19","1","3","5.26","15.79","-11.5","394","40","99","10.15","25.13","-151.56","2","5","199","15","47","7.54","23.62","-104.21","41","13","22","31.71","31.71","0.9","323","35","85","10.84","10.84","-101.22",
