trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Ahern, G","1","0","0","0","0","-1","2","0","0","0","0","-2","83","1","7","1.2","8.43","-71","432","66","52","0","4","0","7.69","-52","1","0","1","0","0","-1","44","1","5","2.27","2.27","-32",
"Appleby, M","19","2","7","10.53","36.84","-7.5","37","6","13","16.22","35.14","-4.62","1833","230","571","12.55","31.15","-334.6","3","5","917","111","297","12.1","32.39","-216.65","281","89","165","31.67","31.67","-24.51","1576","194","493","12.31","12.31","-274.87",
"Attwater, M J","10","0","2","0","20","-10","14","0","2","0","14.29","-14","642","36","134","5.61","20.87","-288.04","41","36","306","17","59","5.56","19.28","-148.24","26","7","13","26.92","26.92","-5.75","531","31","109","5.84","5.84","-215.09",
"Balding, A M","19","5","5","26.32","26.32","19.25","33","6","12","18.18","36.36","11.75","1849","280","655","15.14","35.42","-267.37","2","4","885","137","306","15.48","34.58","-162.01","321","107","192","33.33","33.33","-39.8","830","126","280","15.18","15.18","-95.81",
"Beckett, R M","26","8","18","30.77","69.23","14.75","42","13","26","30.95","61.9","12.41","1151","189","444","16.42","38.58","-185.19","2","4","614","108","248","17.59","40.39","-74.42","233","84","144","36.05","36.05","-8.56","519","95","193","18.3","18.3","-55.54",
"Bell, M L W","12","2","4","16.67","33.33","1","21","2","7","9.52","33.33","-8","686","82","226","11.95","32.94","-253.09","4","2","348","39","117","11.21","33.62","-135.36","107","34","55","31.78","31.78","-8.25","412","51","135","12.38","12.38","-143.01",
"Best, Jim/Suzi","1","0","0","0","0","-1","2","0","0","0","0","-2","106","8","22","7.55","20.75","-39","109","18","61","5","12","8.2","19.67","-5.75","7","2","4","28.57","28.57","-1","69","8","19","11.59","11.59","-2",
"Blake, Michael","0","0","0","0","0","0","2","0","1","0","50","-2","136","15","31","11.03","22.79","20.5","34","8","57","8","14","14.04","24.56","14.5","5","1","3","20","20","-1","129","14","29","10.85","10.85","16.5",
"Bolger, J S","10","2","3","20","30","1.5","26","4","7","15.38","26.92","-6.75","720","50","160","6.94","22.22","-295.06","3","5","352","26","84","7.39","23.86","-115.62","47","13","25","27.66","27.66","-11.44","294","21","72","7.14","7.14","-26.8",
"Botti, M","2","0","0","0","0","-2","10","2","4","20","40","3.5","742","90","240","12.13","32.35","83.1","10","7","360","35","112","9.72","31.11","-58.17","85","15","40","17.65","17.65","-41.61","482","61","151","12.66","12.66","-20.07",
