trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Alexander, N W","0","0","0","0","0","0","5","0","0","0","0","-5","431","50","130","11.6","30.16","-30.64","21","11","188","25","60","13.3","31.91","-38.17","43","15","27","34.88","34.88","1.7","297","41","101","13.8","13.8","55.92",
"Allan, Miss Louise","0","0","0","0","0","0","1","0","1","0","100","-1","93","4","14","4.3","15.05","-65.17","18","2","46","3","9","6.52","19.57","-31.17","2","1","2","50","50","2","55","3","12","5.45","5.45","-31.17",
"Allen, C N","4","2","2","50","50","3","8","2","4","25","50","-1","208","26","73","12.5","35.1","-52.16","1","1","99","13","32","13.13","32.32","-23.62","30","8","15","26.67","26.67","-4.74","166","24","62","14.46","14.46","-17.91",
"Allwood, S","4","0","0","0","0","-4","5","0","1","0","20","-5","149","9","27","6.04","18.12","-108.9","115","32","63","3","10","4.76","15.87","-52","11","4","6","36.36","36.36","1.35","106","9","27","8.49","8.49","-65.9",
"Appleby, M","22","4","8","18.18","36.36","-2.77","50","9","20","18","40","-14.11","1865","226","571","12.12","30.62","-239.13","1","1","894","117","300","13.09","33.56","-151.89","258","81","153","31.4","31.4","-16.12","1610","195","508","12.11","12.11","-157.28",
"Archdeacon, L J","0","0","0","0","0","0","0","0","0","0","0","0","61","0","1","0","1.64","-61","1358","85","29","0","0","0","0","-29","0","0","0","0","0","0","25","0","1","0","0","-25",
"Armson, R J","0","0","0","0","0","0","0","0","0","0","0","0","41","2","10","4.88","24.39","-28","240","4","12","1","6","8.33","50","-6.5","2","0","2","0","0","-2","36","2","9","5.56","5.56","-23",
"Attwater, M J","2","2","2","100","100","5.25","8","2","3","25","37.5","-0.75","637","39","133","6.12","20.88","-172.26","1","1","294","23","74","7.82","25.17","-55.17","23","7","13","30.43","30.43","-1.14","517","33","109","6.38","6.38","-119.42",
"Austin, W J","0","0","0","0","0","0","0","0","0","0","0","0","57","2","15","3.51","26.32","-33","452","31","17","0","3","0","17.65","-17","3","0","2","0","0","-3","46","2","15","4.35","4.35","-22",
"Auvray, Jean-Rene","0","0","0","0","0","0","0","0","0","0","0","0","51","1","5","1.96","9.8","-22","59","4","34","1","3","2.94","8.82","-5","1","0","0","0","0","-1","29","1","3","3.45","3.45","0",
"Bailey, K C","2","0","1","0","50","-2","5","0","1","0","20","-5","562","84","194","14.95","34.52","-120.58","18","10","267","42","97","15.73","36.33","-33.05","96","30","62","31.25","31.25","-14.35","325","43","104","13.23","13.23","-68.81",
"Balding, A M","5","0","1","0","20","-5","12","0","5","0","41.67","-12","1860","285","676","15.32","36.34","-127.99","15","14","933","134","337","14.36","36.12","-184.94","305","97","187","31.8","31.8","-46.81","855","131","307","15.32","15.32","-50.93",
"Bandey, R J","0","0","0","0","0","0","0","0","0","0","0","0","178","30","74","16.85","41.57","-2.28","53","10","82","21","38","25.61","46.34","41.73","39","15","27","38.46","38.46","-5.03","110","20","50","18.18","18.18","15.38",
"Banham, Chelsea","0","0","0","0","0","0","3","0","0","0","0","-3","265","18","58","6.79","21.89","-118.62","38","11","112","9","26","8.04","23.21","-32.62","18","5","9","27.78","27.78","-1.12","204","13","43","6.37","6.37","-90.12",
"Boanas, Miss G","0","0","0","0","0","0","2","0","0","0","0","-2","268","26","82","9.7","30.6","-67.82","136","39","135","12","35","8.89","25.93","-47.21","20","8","14","40","40","6.1","215","25","78","11.63","11.63","-18.57",
"Botti, M","8","1","2","12.5","25","-4.75","15","1","6","6.67","40","-11.75","796","99","250","12.44","31.41","79.91","5","4","398","47","127","11.81","31.91","45.12","100","23","49","23","23","-33.3","516","70","157","13.57","13.57","-2.51",
"Boughey, George","14","1","6","7.14","42.86","-11.12","28","7","13","25","46.43","-0.03","1301","228","510","17.52","39.2","-294.32","7","10","800","136","311","17","38.88","-198.38","305","128","213","41.97","41.97","13.98","715","134","297","18.74","18.74","-80.69",
"Bowe, Michael J","1","1","1","100","100","10","1","1","1","100","100","10","39","2","11","5.13","28.21","-17","3","1","26","2","9","7.69","34.62","-4","1","0","1","0","0","-1","26","1","9","3.85","3.85","-15",
"Bowen, P","6","0","2","0","33.33","-6","6","0","2","0","33.33","-6","471","68","146","14.44","31","-95.09","37","19","221","29","68","13.12","30.77","-81.07","90","36","58","40","40","18.7","382","62","129","16.23","16.23","-28.76",
"Brassil, Martin","3","0","0","0","0","-3","7","0","1","0","14.29","-7","168","22","51","13.1","30.36","16.31","33","13","91","4","23","4.4","25.27","-62.5","18","8","11","44.44","44.44","3.81","67","12","22","17.91","17.91","17.01",
"Brennan, F J","1","0","0","0","0","-1","2","0","1","0","50","-2","80","2","8","2.5","10","-69","415","28","23","0","1","0","4.35","-23","0","0","0","0","0","0","47","0","6","0","0","-47",
"Brisland, Robyn","6","0","0","0","0","-6","11","0","0","0","0","-11","744","57","164","7.66","22.04","-255.11","28","23","339","24","70","7.08","20.65","-124.63","43","13","19","30.23","30.23","-6.93","541","46","127","8.5","8.5","-183.86",
"Bromhead, Henry De","12","1","6","8.33","50","-10.71","21","2","10","9.52","47.62","-4.71","1557","211","535","13.55","34.36","-529.2","6","8","691","87","232","12.59","33.57","-226.05","294","99","183","33.67","33.67","-64.39","601","42","153","6.99","6.99","-232.71",
