trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Ahern, G","3","0","1","0","33.33","-3","3","0","1","0","33.33","-3","98","3","14","3.06","14.29","-60","69","16","43","3","8","6.98","18.6","-5","1","0","1","0","0","-1","58","3","11","5.17","5.17","-20",
"Aherne, Sean","7","0","1","0","14.29","-7","10","0","1","0","10","-10","159","10","26","6.29","16.35","-18.5","18","12","100","5","15","5","15","-40.5","5","0","1","0","0","-5","103","8","23","7.77","7.77","23.5",
"Allan, Miss Louise","0","0","0","0","0","0","1","0","0","0","0","-1","57","3","12","5.26","21.05","-21.62","19","2","19","1","4","5.26","21.05","10","4","2","4","50","50","2.38","38","2","9","5.26","5.26","-6.62",
"Appleby, M","14","0","2","0","14.29","-14","23","0","4","0","17.39","-23","1762","201","567","11.41","32.18","-421.54","16","25","859","94","267","10.94","31.08","-205.05","273","75","148","27.47","27.47","-56.78","1509","162","478","10.74","10.74","-372.3",
"Attwater, M J","4","0","0","0","0","-4","6","0","0","0","0","-6","594","40","128","6.73","21.55","-290.37","80","41","280","19","61","6.79","21.79","-162.88","33","8","17","24.24","24.24","-11.41","496","34","105","6.85","6.85","-223.42",
"Bailey, Liam","4","0","0","0","0","-4","5","0","0","0","0","-5","309","19","60","6.15","19.42","-189.63","46","29","143","14","30","9.79","20.98","-64.38","13","4","8","30.77","30.77","-1.13","238","14","42","5.88","5.88","-148.63",
"Baker, George","2","0","0","0","0","-2","7","0","1","0","14.29","-7","361","33","102","9.14","28.25","-110.38","58","25","165","14","52","8.48","31.52","-45.76","40","9","15","22.5","22.5","-14.13","299","33","92","11.04","11.04","-48.38",
"Balding, A M","30","7","10","23.33","33.33","-5.83","57","8","19","14.04","33.33","-30.08","1940","290","707","14.95","36.44","-352.61","1","5","1025","153","397","14.93","38.73","-180.57","347","118","219","34.01","34.01","-36.25","844","125","275","14.81","14.81","-101.72",
"Barclay, Stella","7","0","0","0","0","-7","12","1","2","8.33","16.67","3","566","43","136","7.6","24.03","-40.2","11","8","263","20","63","7.6","23.95","-60.56","31","7","16","22.58","22.58","-9.53","470","39","117","8.3","8.3","27.72",
"Barron, T D","12","1","4","8.33","33.33","-9","19","2","8","10.53","42.11","-11.67","475","53","142","11.16","29.89","-143.48","2","6","240","27","64","11.25","26.67","-42.3","57","17","35","29.82","29.82","-3.47","388","45","121","11.6","11.6","-88.06",
"Beckett, R M","21","1","5","4.76","23.81","-11","47","6","19","12.77","40.43","-16.47","1261","230","512","18.24","40.6","-196.16","3","7","652","125","277","19.17","42.48","-116.9","295","109","192","36.95","36.95","-9.44","522","100","199","19.16","19.16","-63.14",
"Bell, M L W","7","2","3","28.57","42.86","-3.22","18","4","6","22.22","33.33","-4.89","751","90","246","11.98","32.76","-216.55","2","2","399","49","127","12.28","31.83","-64.41","111","35","57","31.53","31.53","-14.42","456","53","144","11.62","11.62","-108.38",
"Best, Jim/Suzi","2","0","0","0","0","-2","3","0","0","0","0","-3","134","10","26","7.46","19.4","-36.75","84","23","77","5","14","6.49","18.18","-35","6","2","3","33.33","33.33","-1.25","88","9","22","10.23","10.23","3.75",
"Bethell, Ed","8","1","5","12.5","62.5","-5.37","18","4","12","22.22","66.67","-7.67","461","75","178","16.27","38.61","-86.61","3","4","239","37","99","15.48","41.42","-85.26","106","35","59","33.02","33.02","-15.57","263","47","103","17.87","17.87","-16",
"Bolger, E","4","0","0","0","0","-4","4","0","0","0","0","-4","157","17","44","10.83","28.03","-81.64","21","6","82","13","30","15.85","36.59","-26.04","20","8","12","40","40","3.03","82","9","25","10.98","10.98","-38.54",
"Bolger, J S","3","0","0","0","0","-3","16","0","0","0","0","-16","674","50","161","7.42","23.89","-263.95","26","39","324","24","81","7.41","25","-139.59","48","14","27","29.17","29.17","-10.58","263","19","67","7.22","7.22","-26.8",
"Botti, M","13","3","7","23.08","53.85","10.13","23","3","10","13.04","43.48","0.13","833","97","273","11.64","32.77","-7.12","2","3","457","53","146","11.6","31.95","-50.2","84","14","42","16.67","16.67","-45.69","522","62","165","11.88","11.88","-21.32",
"Boughey, George","19","3","9","15.79","47.37","-10.5","32","8","14","25","43.75","-3.15","1466","226","529","15.42","36.08","-389.72","5","14","654","92","224","14.07","34.25","-183.29","292","108","190","36.99","36.99","-26","820","134","302","16.34","16.34","-114.64",
"Bourke, D F","3","0","2","0","66.67","-3","4","0","3","0","75","-4","188","16","51","8.51","27.13","-60.5","17","5","99","10","27","10.1","27.27","-33.25","17","2","8","11.76","11.76","-11.25","155","14","42","9.03","9.03","-43.75",
"Boyle, J R","6","1","1","16.67","16.67","-3.12","14","2","3","14.29","21.43","1.88","442","42","117","9.5","26.47","-165.83","6","4","194","19","55","9.79","28.35","-80.04","42","11","22","26.19","26.19","-6.24","376","41","108","10.9","10.9","-108.33",
"Bridger, J / Cook, R","4","0","0","0","0","-4","7","0","1","0","14.29","-7","233","10","35","4.29","15.02","-145.52","18","9","118","9","28","7.63","23.73","-43.52","13","2","6","15.38","15.38","-8.52","177","10","33","5.65","5.65","-89.52",
"Brittain, Antony","5","0","0","0","0","-5","7","0","0","0","0","-7","569","33","138","5.8","24.25","-304.54","21","10","284","10","58","3.52","20.42","-201.37","21","8","11","38.1","38.1","4.21","486","31","118","6.38","6.38","-229.67",
"Bromhead, Henry De","17","1","4","5.88","23.53","-9","20","3","7","15","35","0","1403","192","493","13.68","35.14","-272","6","13","704","101","251","14.35","35.65","-119.21","218","73","145","33.49","33.49","-29.26","552","54","155","9.78","9.78","-78.18",
"Brooke, Daniel","5","1","1","20","20","6","10","1","3","10","30","1","201","19","58","9.45","28.86","-71.25","5","5","110","9","32","8.18","29.09","-36.92","21","6","16","28.57","28.57","-1.71","165","17","49","10.3","10.3","-67.25",
"Brookhouse, B","5","0","2","0","40","-5","10","2","5","20","50","-0.25","259","35","87","13.51","33.59","-43.29","10","6","211","29","72","13.74","34.12","-43.66","43","13","26","30.23","30.23","-3.92","150","15","48","10","10","-29.84",
"Budds, David Kenneth","6","0","1","0","16.67","-6","9","0","1","0","11.11","-9","172","4","31","2.33","18.02","-144.5","23","13","78","2","18","2.56","23.08","-67","5","1","3","20","20","-3","118","4","22","3.39","3.39","-90.5",
"Bunyan, Darren / OLeary, G","5","0","0","0","0","-5","13","1","3","7.69","23.08","-6","245","15","43","6.12","17.55","-103.67","14","12","182","10","33","5.49","18.13","-87","10","2","5","20","20","-1.17","153","13","32","8.5","8.5","-26.17",
