trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Appleby, Charlie","5","1","3","20","60","-3.2","11","3","6","27.27","54.55","-5.43","819","241","430","29.43","52.5","-34.47","1","1","349","105","174","30.09","49.86","-19.4","391","170","260","43.48","43.48","-20.67","181","46","82","25.41","25.41","24.8",
"Appleby, M","16","1","3","6.25","18.75","-13","24","1","4","4.17","16.67","-21","1761","202","567","11.47","32.2","-417.54","2","4","856","94","266","10.98","31.07","-205.05","274","76","149","27.74","27.74","-54.78","1507","163","478","10.82","10.82","-367.3",
"Bailey, Liam","6","0","0","0","0","-6","8","0","0","0","0","-8","310","19","60","6.13","19.35","-190.63","48","32","146","14","30","9.59","20.55","-67.38","13","4","8","30.77","30.77","-1.13","239","14","42","5.86","5.86","-149.63",
"Baker, George","6","0","0","0","0","-6","10","0","1","0","10","-10","363","33","102","9.09","28.1","-112.38","60","29","169","14","52","8.28","30.77","-49.76","41","9","15","21.95","21.95","-15.13","302","33","92","10.93","10.93","-51.38",
"Balding, A M","28","7","10","25","35.71","-2.33","56","8","17","14.29","30.36","-25.83","1935","290","706","14.99","36.49","-349.61","2","4","1027","153","397","14.9","38.66","-181.57","346","118","219","34.1","34.1","-35.25","838","124","274","14.8","14.8","-103.72",
"Barrett, James M","2","0","1","0","50","-2","2","0","1","0","50","-2","99","4","17","4.04","17.17","-22.43","42","6","35","2","8","5.71","22.86","-16.43","8","1","4","12.5","12.5","-6.43","63","2","10","3.17","3.17","-5",
"Barron, T D","10","1","3","10","30","-7","17","2","8","11.76","47.06","-9.67","473","53","142","11.21","30.02","-141.48","4","6","238","27","64","11.34","26.89","-40.3","57","17","35","29.82","29.82","-3.47","386","45","121","11.66","11.66","-86.06",
"Beckett, R M","21","2","8","9.52","38.1","-4.5","46","7","21","15.22","45.65","-8.97","1262","231","514","18.3","40.73","-190.66","1","1","654","126","280","19.27","42.81","-112.4","295","109","192","36.95","36.95","-9.44","525","101","202","19.24","19.24","-59.64",
"Bell, M L W","11","3","5","27.27","45.45","4.4","22","5","7","22.73","31.82","0.78","754","92","249","12.2","33.02","-205.55","1","2","405","51","130","12.59","32.1","-56.41","112","36","58","32.14","32.14","-12.42","459","54","146","11.76","11.76","-108.38",
"Bethell, Ed","6","1","4","16.67","66.67","-3.37","15","2","9","13.33","60","-10.17","459","75","178","16.34","38.78","-84.61","5","5","239","37","98","15.48","41","-85.26","106","35","59","33.02","33.02","-15.57","262","47","103","17.94","17.94","-15",
"Blake, Michael","2","0","0","0","0","-2","5","0","1","0","20","-5","131","15","30","11.45","22.9","17","16","6","70","8","19","11.43","27.14","7.5","6","1","2","16.67","16.67","-2","116","14","26","12.07","12.07","21",
"Bolger, J S","5","1","1","20","20","7","12","1","1","8.33","8.33","0","676","51","162","7.54","23.96","-253.95","2","2","319","24","79","7.52","24.76","-126.59","48","14","27","29.17","29.17","-10.58","265","20","68","7.55","7.55","-16.8",
