trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allan, Miss Louise","1","0","0","0","0","-1","1","0","0","0","0","-1","92","3","12","3.26","13.04","-68.17","231","24","45","2","7","4.44","15.56","-34.17","0","0","0","0","0","0","56","3","12","5.36","5.36","-32.17",
"Appleby, M","24","4","12","16.67","50","22.75","43","7","19","16.28","44.19","23.98","1875","218","568","11.63","30.29","-255.32","1","1","889","108","291","12.15","32.73","-206.15","256","76","149","29.69","29.69","-27.64","1621","189","507","11.66","11.66","-171.31",
"Bailey, K C","8","2","6","25","75","-1.83","20","3","9","15","45","-2.83","558","84","193","15.05","34.59","-104.71","2","5","271","43","102","15.87","37.64","-24.68","97","30","61","30.93","30.93","-15.35","324","43","103","13.27","13.27","-67.81",
"Bandey, R J","2","0","0","0","0","-2","5","0","1","0","20","-5","180","31","76","17.22","42.22","76.72","35","9","88","21","39","23.86","44.32","35.73","40","15","28","37.5","37.5","-6.03","111","21","52","18.92","18.92","95.38",
"Banham, Chelsea","3","0","0","0","0","-3","5","0","0","0","0","-5","273","18","59","6.59","21.61","-126.62","20","6","119","10","28","8.4","23.53","-36.87","18","5","9","27.78","27.78","-1.12","208","13","44","6.25","6.25","-94.12",
"Barron, T D","2","0","0","0","0","-2","6","0","0","0","0","-6","512","71","168","13.87","32.81","-47.88","26","10","224","32","78","14.29","34.82","-40.92","89","27","49","30.34","30.34","10.8","406","59","139","14.53","14.53","-14.79",
"Bethell, Harriet","1","0","0","0","0","-1","3","0","0","0","0","-3","72","12","26","16.67","36.11","3","52","14","62","12","24","19.35","38.71","13","8","2","4","25","25","-2","69","11","25","15.94","15.94","4.5",
"Bevis, R J","0","0","0","0","0","0","2","1","1","50","50","0.63","35","6","9","17.14","25.71","46.38","13","2","14","2","4","14.29","28.57","29.63","4","2","3","50","50","0.88","30","5","8","16.67","16.67","48.75",
"Boanas, Miss G","2","0","0","0","0","-2","3","0","0","0","0","-3","270","27","85","10","31.48","-65.82","118","35","141","12","38","8.51","26.95","-53.21","21","8","15","38.1","38.1","5.1","215","25","79","11.63","11.63","-18.57",
"Boughey, George","10","1","3","10","30","-7.5","22","2","10","9.09","45.45","-15.17","1276","221","498","17.32","39.03","-297.79","2","2","792","134","307","16.92","38.76","-200.2","291","123","202","42.27","42.27","15.51","696","128","286","18.39","18.39","-81.56",
