trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Ahern, G","0","0","0","0","0","0","2","0","0","0","0","-2","73","2","5","2.74","6.85","-50","284","41","50","1","4","2","8","-38","0","0","0","0","0","0","39","1","3","2.56","2.56","-27",
"Armson, R J","0","0","0","0","0","0","1","0","0","0","0","-1","43","2","10","4.65","23.26","-30","276","6","12","1","5","8.33","41.67","-6.5","2","0","2","0","0","-2","38","2","9","5.26","5.26","-25",
"Bailey, K C","0","0","0","0","0","0","5","0","0","0","0","-5","552","78","187","14.13","33.88","-138.46","54","32","251","35","87","13.94","34.66","-65.18","91","27","58","29.67","29.67","-21.23","322","41","103","12.73","12.73","-74.81",
"Barcoe, James M","1","0","0","0","0","-1","4","0","1","0","25","-4","165","11","31","6.67","18.79","-1.25","108","25","82","5","18","6.1","21.95","8","5","1","2","20","20","-1.25","119","9","26","7.56","7.56","-4.75",
"Berry, John","0","0","0","0","0","0","0","0","0","0","0","0","162","7","39","4.32","24.07","-110.12","234","44","80","4","18","5","22.5","-49.62","11","2","6","18.18","18.18","-4.62","129","7","32","5.43","5.43","-77.12",
"Bevis, R J","0","0","0","0","0","0","2","0","2","0","100","-2","37","6","11","16.22","29.73","27.38","18","3","16","2","6","12.5","37.5","-7.37","4","2","3","50","50","0.88","30","5","8","16.67","16.67","31.75",
"Bolger, E","1","0","0","0","0","-1","5","1","1","20","20","4","233","22","56","9.44","24.03","-18","14","3","87","8","20","9.2","22.99","-42.77","40","11","19","27.5","27.5","-7","118","9","24","7.63","7.63","20.53",
"Bowe, Michael J","1","0","0","0","0","-1","3","0","0","0","0","-3","44","2","11","4.55","25","-22","39","8","33","2","9","6.06","27.27","-11","1","0","1","0","0","-1","29","1","9","3.45","3.45","-18",
"Bowen, P","0","0","0","0","0","0","4","0","0","0","0","-4","469","67","146","14.29","31.13","-119.59","28","9","220","28","70","12.73","31.82","-83.07","89","36","58","40.45","40.45","19.7","379","61","127","16.09","16.09","-52.26",
"Bradstock, M","0","0","0","0","0","0","1","0","0","0","0","-1","63","3","10","4.76","15.87","-45.67","95","11","23","1","4","4.35","17.39","-17.5","0","0","0","0","0","0","38","2","6","5.26","5.26","-26.17",
"Brassil, Martin","1","0","0","0","0","-1","5","0","1","0","20","-5","175","20","49","11.43","28","-39.09","33","11","96","5","23","5.21","23.96","-65.4","19","9","12","47.37","47.37","4.91","68","12","22","17.65","17.65","16.01",
"Bridgwater, D G","0","0","0","0","0","0","6","0","2","0","33.33","-6","224","14","44","6.25","19.64","-104.88","86","32","87","3","14","3.45","16.09","-72.88","20","4","8","20","20","-7.38","154","9","30","5.84","5.84","-73.5",
"Bromhead, Henry De","4","0","2","0","50","-4","13","1","5","7.69","38.46","-10.75","1538","206","533","13.39","34.66","-482.36","14","12","685","83","230","12.12","33.58","-209.07","289","95","181","32.87","32.87","-68.79","590","42","151","7.12","7.12","-221.71",
"Budds, David Kenneth","0","0","0","0","0","0","2","0","0","0","0","-2","172","10","28","5.81","16.28","-40","109","28","100","3","12","3","12","-34.5","4","0","1","0","0","-4","103","6","18","5.83","5.83","-65.5",
"Burke, W J","3","0","1","0","33.33","-3","5","0","1","0","20","-5","222","10","41","4.5","18.47","-116","47","11","80","2","14","2.5","17.5","-53","6","0","2","0","0","-6","54","3","11","5.56","5.56","-21",
"Byrnes, C","0","0","0","0","0","0","0","0","0","0","0","0","356","48","118","13.48","33.15","-92.21","15","1","199","28","71","14.07","35.68","-26.72","65","25","42","38.46","38.46","19.21","171","27","57","15.79","15.79","-24.52",
"Carey, Gerard","0","0","0","0","0","0","0","0","0","0","0","0","59","4","21","6.78","35.59","-40.62","429","24","18","0","5","0","27.78","-18","5","0","3","0","0","-5","33","2","12","6.06","6.06","-22.5",
"Carson, Anthony","4","0","0","0","0","-4","6","0","1","0","16.67","-6","201","6","29","2.99","14.43","-109","173","40","88","3","13","3.41","14.77","-68","7","0","3","0","0","-7","141","5","23","3.55","3.55","-72",
"Case, B I","1","0","1","0","100","-1","6","1","3","16.67","50","-2.25","196","17","48","8.67","24.49","-110.75","11","5","109","7","25","6.42","22.94","-77.71","26","9","17","34.62","34.62","4.5","140","13","41","9.29","9.29","-66.87",
"Cawley, Edward","2","0","0","0","0","-2","6","0","0","0","0","-6","165","6","18","3.64","10.91","-117.5","74","26","77","4","7","5.19","9.09","-49","6","1","3","16.67","16.67","-1.5","112","6","17","5.36","5.36","-64.5",
"Collins, C M","1","0","0","0","0","-1","5","1","1","20","20","-3.82","78","5","17","6.41","21.79","-42.49","11","4","78","5","17","6.41","21.79","-42.49","1","1","1","100","100","0.18","31","4","10","12.9","12.9","3.33",
"Comer, Luke","7","0","1","0","14.29","-7","12","0","2","0","16.67","-12","563","24","93","4.26","16.52","-256.92","44","60","313","11","45","3.51","14.38","-168","19","4","12","21.05","21.05","-2.75","342","21","62","6.14","6.14","-58.75",
"Connell, B","1","0","0","0","0","-1","4","2","2","50","50","3.75","139","27","50","19.42","35.97","-11.01","8","2","63","17","25","26.98","39.68","13.61","25","11","16","44","44","6.11","55","7","18","12.73","12.73","-12.12",
"Cooper, Thomas","2","0","1","0","50","-2","5","0","1","0","20","-5","159","8","28","5.03","17.61","-106.17","38","11","83","2","14","2.41","16.87","-71","9","2","6","22.22","22.22","-1.67","82","4","18","4.88","4.88","-52.67",
"Cornwall, J R","0","0","0","0","0","0","1","0","0","0","0","-1","33","3","5","9.09","15.15","-10","346","12","16","2","3","12.5","18.75","-3","0","0","0","0","0","0","33","3","5","9.09","9.09","-10",
"Croke, Peter","0","0","0","0","0","0","2","0","0","0","0","-2","109","4","21","3.67","19.27","-73.83","110","20","57","2","10","3.51","17.54","-46.83","4","1","1","25","25","-2.33","43","3","11","6.98","6.98","-9.5",
"Cromwell, Gavin Patrick","15","4","6","26.67","40","0.41","27","5","12","18.52","44.44","-7.09","1610","164","475","10.19","29.5","-557.24","1","2","843","89","259","10.56","30.72","-350.08","202","60","124","29.7","29.7","-22.63","832","80","240","9.62","9.62","-195.8",
"Curtis, Miss Rebecca","2","0","0","0","0","-2","4","0","0","0","0","-4","224","22","48","9.82","21.43","-84.48","130","36","92","10","18","10.87","19.57","-40.57","16","6","8","37.5","37.5","0.31","152","22","38","14.47","14.47","-12.48",
"Daly, H D","3","2","2","66.67","66.67","6","8","2","4","25","50","1","307","62","122","20.2","39.74","31.13","5","2","147","31","58","21.09","39.46","21.82","60","24","40","40","40","8.97","189","39","83","20.63","20.63","49.19",
"Daly, Matthew A","0","0","0","0","0","0","1","0","1","0","100","-1","7","0","1","0","14.29","-7","9999","9999","6","0","1","0","16.67","-6","0","0","0","0","0","0","0","0","0","0","0","0",
"Dando, P C","0","0","0","0","0","0","0","0","0","0","0","0","51","5","16","9.8","31.37","-9.4","346","10","11","1","2","9.09","18.18","-1.5","5","2","2","40","40","-0.4","41","5","14","12.2","12.2","0.6",
"Dartnall, V R A","0","0","0","0","0","0","2","0","0","0","0","-2","122","11","32","9.02","26.23","-4.67","26","5","55","3","11","5.45","20","14","11","2","5","18.18","18.18","-2.25","82","9","26","10.98","10.98","27.33",
"Davies, Miss Sarah-Jayne","3","0","0","0","0","-3","3","0","0","0","0","-3","162","2","9","1.23","5.56","-129","416","90","73","0","4","0","5.48","-73","0","0","0","0","0","0","121","2","9","1.65","1.65","-88",
"Davis, Katherine","0","0","0","0","0","0","1","0","0","0","0","-1","63","1","3","1.59","4.76","-55","452","26","20","0","2","0","10","-20","1","0","1","0","0","-1","32","1","3","3.13","3.13","-24",
"Dempsey, J P","2","0","1","0","50","-2","4","0","1","0","25","-4","176","12","41","6.82","23.3","-97.29","110","27","67","6","15","8.96","22.39","-39.29","15","3","9","20","20","-6.37","104","7","25","6.73","6.73","-42",
"Dennis, David","4","3","3","75","75","20.5","5","3","3","60","60","19.5","156","19","51","12.18","32.69","-49.79","1","1","106","12","33","11.32","31.13","-34.25","6","2","3","33.33","33.33","0.75","129","19","47","14.73","14.73","-22.79",
"Derham, Harry","2","1","2","50","100","1","3","2","3","66.67","100","5","29","7","13","24.14","44.83","32.7","1","1","29","7","13","24.14","44.83","32.7","5","2","3","40","40","-0.8","12","4","6","33.33","33.33","17.5",
"Dickin, Harriet","0","0","0","0","0","0","1","0","0","0","0","-1","48","1","3","2.08","6.25","-35","94","20","48","1","3","2.08","6.25","-35","1","0","1","0","0","-1","33","1","3","3.03","3.03","-20",
"Dobbs, Mrs Prunella","1","0","0","0","0","-1","2","0","0","0","0","-2","110","4","15","3.64","13.64","-60.5","47","8","59","3","8","5.08","13.56","-13.5","5","0","3","0","0","-5","47","3","10","6.38","6.38","-1.5",
"Doyle, Eoin","0","0","0","0","0","0","1","0","0","0","0","-1","256","14","61","5.47","23.83","-113.5","38","9","111","9","30","8.11","27.03","-36","12","3","9","25","25","-4","164","9","40","5.49","5.49","-60.75",
"Doyle, Miss Elizabeth","2","0","1","0","50","-2","3","0","1","0","33.33","-3","285","20","81","7.02","28.42","-74.62","28","12","152","14","53","9.21","34.87","0","28","3","12","10.71","10.71","-19.12","140","10","40","7.14","7.14","-17.5",
"Drinkwater, S W","4","0","1","0","25","-4","4","0","1","0","25","-4","208","23","63","11.06","30.29","-67.38","32","16","97","10","28","10.31","28.87","-39.87","27","7","14","25.93","25.93","-6.46","138","15","44","10.87","10.87","-58.74",
"Earle, Simon","2","0","1","0","50","-2","3","0","2","0","66.67","-3","59","3","12","5.08","20.34","101.5","100","11","35","2","8","5.71","22.86","120","2","0","1","0","0","-2","45","2","10","4.44","4.44","-10.5",
"Eckley, B J","1","0","0","0","0","-1","1","0","0","0","0","-1","39","5","10","12.82","25.64","17.63","423","17","9","0","0","0","0","-9","3","1","1","33.33","33.33","-0.37","21","2","7","9.52","9.52","-8",
"Edmunds, Stuart","2","0","1","0","50","-2","11","1","5","9.09","45.45","-4","320","45","126","14.06","39.38","-45.87","12","6","173","26","69","15.03","39.88","-41.14","36","12","23","33.33","33.33","-7.78","172","23","66","13.37","13.37","-5.64",
"Elliott, Gordon","20","2","8","10","40","-11.67","50","8","23","16","46","-21.63","2258","361","861","15.99","38.13","-492.09","1","1","1493","228","545","15.27","36.5","-398.2","443","189","304","42.66","42.66","-16.44","738","74","189","10.03","10.03","-159.64",
"Evans, Mrs N S","1","0","0","0","0","-1","5","0","0","0","0","-5","188","3","14","1.6","7.45","-127","264","59","91","2","7","2.2","7.69","-41","1","0","0","0","0","-1","128","2","8","1.56","1.56","-78",
"Fitzgerald, Martin Paul","0","0","0","0","0","0","0","0","0","0","0","0","37","3","5","8.11","13.51","-10","177","10","21","3","4","14.29","19.05","6","0","0","0","0","0","0","19","2","3","10.53","10.53","-7",
"Flood, F","1","0","0","0","0","-1","1","0","0","0","0","-1","96","1","8","1.04","8.33","-79","339","33","38","1","1","2.63","2.63","-21","2","0","1","0","0","-2","61","1","6","1.64","1.64","-44",
"Flynn, Ms M","0","0","0","0","0","0","4","0","0","0","0","-4","88","1","10","1.14","11.36","-71","627","70","47","0","5","0","10.64","-47","1","0","0","0","0","-1","42","0","6","0","0","-42",
"Foley, Patrick T","3","1","1","33.33","33.33","0.5","5","2","2","40","40","2","120","11","30","9.17","25","-53.74","7","3","61","8","19","13.11","31.15","-6.87","7","3","6","42.86","42.86","2.01","67","4","16","5.97","5.97","-42.87",
"Foster, Mrs Denise","2","0","0","0","0","-2","3","0","0","0","0","-3","687","65","185","9.46","26.93","-165.61","39","12","73","5","17","6.85","23.29","-8.5","65","16","38","24.62","24.62","-26.32","314","17","66","5.41","5.41","-83.5",
"Fryer, Miss C","1","0","1","0","100","-1","1","0","1","0","100","-1","50","4","12","8","24","-20.5","31","4","27","3","7","11.11","25.93","-6.5","4","0","2","0","0","-4","46","4","12","8.7","8.7","-16.5",
"Gardner, Mrs S","2","1","2","50","100","3","5","1","2","20","40","0","198","9","41","4.55","20.71","-126.12","7","2","77","2","15","2.6","19.48","-67","17","5","11","29.41","29.41","1.38","150","7","36","4.67","4.67","-121.12",
"George, T R","2","0","0","0","0","-2","5","0","1","0","20","-5","441","53","129","12.02","29.25","-114.61","17","9","152","14","47","9.21","30.92","-57.92","46","13","23","28.26","28.26","-8.44","328","48","99","14.63","14.63","-27.15",
"Gibney, Thomas","3","0","1","0","33.33","-3","7","0","4","0","57.14","-7","469","36","120","7.68","25.59","-140.25","25","14","247","15","56","6.07","22.67","-109.92","36","8","20","22.22","22.22","-7.24","261","22","75","8.43","8.43","-71.42",
"Gifford, N J","5","0","0","0","0","-5","8","1","2","12.5","25","-3","212","15","41","7.08","19.34","-65.75","10","6","90","9","18","10","20","23.5","10","2","6","20","20","-5.5","125","8","29","6.4","6.4","-50",
"Gretton, T R ","0","0","0","0","0","0","4","0","0","0","0","-4","150","6","30","4","20","-107.37","63","21","51","3","7","5.88","13.73","-23.12","12","3","8","25","25","-1.12","106","6","26","5.66","5.66","-63.37",
