trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allen, C N","1","0","0","0","0","-1","2","0","1","0","50","-2","206","20","61","9.71","29.61","-47.12","87","23","119","9","35","7.56","29.41","-38.87","20","5","9","25","25","-3.62","163","18","50","11.04","11.04","-37.62",
"Appleby, Charlie","6","2","4","33.33","66.67","3.13","15","8","11","53.33","73.33","13.17","877","263","467","29.99","53.25","-33.98","2","2","376","111","196","29.52","52.13","-25.24","408","181","282","44.36","44.36","-18.1","222","56","103","25.23","25.23","13.96",
"Appleby, M","9","0","2","0","22.22","-9","18","1","5","5.56","27.78","-13.5","1798","218","564","12.12","31.37","-392.68","9","11","904","104","289","11.5","31.97","-198.05","279","82","158","29.39","29.39","-41.51","1529","181","478","11.84","11.84","-330.7",
"Attwater, M J","6","0","1","0","16.67","-6","10","0","2","0","20","-10","616","36","126","5.84","20.45","-307.88","22","19","312","18","56","5.77","17.95","-152.96","28","9","15","32.14","32.14","-2.84","511","31","101","6.07","6.07","-240.93",
"Balding, A M","17","2","10","11.76","58.82","-5","51","7","24","13.73","47.06","-20.17","1880","277","689","14.73","36.65","-337.22","2","5","933","138","339","14.79","36.33","-203.64","329","105","200","31.91","31.91","-49.94","811","117","265","14.43","14.43","-104.11",
"Barberot, Y","0","0","0","0","0","0","1","0","0","0","0","-1","5","1","1","20","20","6","560","5","2","0","0","0","0","-2","0","0","0","0","0","0","0","0","0","0","0","0",
"Barcoe, James M","6","0","1","0","16.67","-6","8","0","3","0","37.5","-8","189","8","36","4.23","19.05","-77.5","94","48","105","3","18","2.86","17.14","-39.5","5","0","1","0","0","-5","138","7","30","5.07","5.07","-35",
"Beckett, R M","15","2","6","13.33","40","-8.75","40","9","15","22.5","37.5","-6.14","1218","228","489","18.72","40.15","-158.41","2","3","647","132","280","20.4","43.28","-87.57","282","108","182","38.3","38.3","3.18","538","104","201","19.33","19.33","-67.16",
"Bell, M L W","6","1","2","16.67","33.33","1","18","3","4","16.67","22.22","-4","702","83","235","11.82","33.48","-274.2","2","3","377","45","122","11.94","32.36","-117.2","105","33","53","31.43","31.43","-13.78","410","48","134","11.71","11.71","-147.55",
"Best, Jim/Suzi","0","0","0","0","0","0","2","0","0","0","0","-2","102","7","22","6.86","21.57","-38.5","197","24","65","5","13","7.69","20","-9.75","7","2","4","28.57","28.57","-1","64","7","19","10.94","10.94","-0.5",
"Bethell, Ed","5","0","1","0","20","-5","10","0","2","0","20","-10","415","66","150","15.9","36.14","-56.9","32","30","212","45","85","21.23","40.09","-0.8","90","28","50","31.11","31.11","-15.48","239","44","94","18.41","18.41","4.12",
"Bolger, J S","8","2","4","25","50","3.5","27","4","10","14.81","37.04","-4.25","657","52","162","7.91","24.66","-252.65","5","1","338","26","91","7.69","26.92","-183.22","51","17","31","33.33","33.33","-5.03","257","21","70","8.17","8.17","-23.3",
