trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Ahern, G","3","0","1","0","33.33","-3","3","0","1","0","33.33","-3","98","3","14","3.06","14.29","-60","68","16","43","3","8","6.98","18.6","-5","1","0","1","0","0","-1","58","3","11","5.17","5.17","-20",
"Aherne, Sean","6","0","1","0","16.67","-6","9","0","1","0","11.11","-9","158","10","26","6.33","16.46","-17.5","17","11","99","5","15","5.05","15.15","-39.5","5","0","1","0","0","-5","102","8","23","7.84","7.84","24.5",
"Allen, C N","2","0","2","0","100","-2","6","0","3","0","50","-6","215","23","66","10.7","30.7","-35.16","17","7","103","12","29","11.65","28.16","9.21","20","8","12","40","40","7.34","172","22","56","12.79","12.79","-21.16",
"Appleby, M","9","0","0","0","0","-9","18","0","2","0","11.11","-18","1763","202","566","11.46","32.1","-415.04","15","20","857","94","265","10.97","30.92","-203.05","272","75","147","27.57","27.57","-55.78","1509","163","477","10.8","10.8","-364.8",
"Balding, A M","25","6","8","24","32","-3.08","54","7","17","12.96","31.48","-29.33","1944","290","709","14.92","36.47","-351.86","1","1","1026","153","396","14.91","38.6","-176.32","347","117","219","33.72","33.72","-38.5","846","125","277","14.78","14.78","-103.72",
"Barron, T D","8","1","3","12.5","37.5","-5","18","2","7","11.11","38.89","-10.67","474","53","141","11.18","29.75","-142.48","1","2","240","29","66","12.08","27.5","-25.8","58","17","35","29.31","29.31","-4.47","386","45","120","11.66","11.66","-86.06",
"Berry, John","4","1","3","25","75","2.5","6","2","4","33.33","66.67","15.5","167","16","52","9.58","31.14","-34.31","5","4","83","10","23","12.05","27.71","-9.07","17","5","9","29.41","29.41","-2.14","138","15","45","10.87","10.87","-9.64",
"Best, Jim/Suzi","3","0","0","0","0","-3","3","0","0","0","0","-3","134","10","26","7.46","19.4","-36.75","83","23","77","5","14","6.49","18.18","-35","6","2","3","33.33","33.33","-1.25","88","9","22","10.23","10.23","3.75",
"Bethell, Harriet","1","0","1","0","100","-1","3","0","2","0","66.67","-3","145","27","62","18.62","42.76","33.31","27","7","71","12","33","16.9","46.48","11","24","6","13","25","25","-7.19","141","27","61","19.15","19.15","37.31",
"Bolger, E","2","0","0","0","0","-2","2","0","0","0","0","-2","155","17","44","10.97","28.39","-79.64","20","4","80","13","30","16.25","37.5","-24.04","20","8","12","40","40","3.03","81","9","25","11.11","11.11","-37.54",
