trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Aherne, Sean","1","0","0","0","0","-1","4","0","0","0","0","-4","123","10","28","8.13","22.76","22","74","19","60","5","11","8.33","18.33","21","8","1","5","12.5","12.5","-2","86","8","24","9.3","9.3","25",
"Allan, Miss Louise","0","0","0","0","0","0","2","0","0","0","0","-2","92","4","14","4.35","15.22","-74.79","36","6","38","2","7","5.26","18.42","-31.62","4","2","4","50","50","2.38","52","3","11","5.77","5.77","-38.79",
"Appleby, M","10","2","5","20","50","-0.5","37","6","15","16.22","40.54","-2.25","1807","229","566","12.67","31.32","-247.9","2","2","895","110","304","12.29","33.97","-192.99","270","86","160","31.85","31.85","-17.94","1558","195","493","12.52","12.52","-195",
"Attwater, M J","10","0","2","0","20","-10","17","1","4","5.88","23.53","-10.5","660","38","131","5.76","19.85","-291.88","14","14","317","20","67","6.31","21.14","-136.49","28","9","14","32.14","32.14","-2.09","533","32","105","6","6","-204.84",
"Bailey, Liam","0","0","0","0","0","0","4","0","0","0","0","-4","301","12","52","3.99","17.28","-169.25","39","22","158","5","28","3.16","17.72","-117.25","12","2","3","16.67","16.67","-5.75","244","9","40","3.69","3.69","-130.25",
"Baker, George","9","1","3","11.11","33.33","-7.09","14","2","8","14.29","57.14","-9.09","411","44","115","10.71","27.98","-114.83","4","6","196","20","53","10.2","27.04","-62.71","49","12","25","24.49","24.49","-13.21","327","38","98","11.62","11.62","-90.21",
"Balding, A M","23","5","10","21.74","43.48","-1.05","41","7","17","17.07","41.46","-6.55","1867","287","672","15.37","35.99","-179.48","3","5","903","138","310","15.28","34.33","-156.92","318","106","193","33.33","33.33","-40.62","835","128","288","15.33","15.33","-48.08",
"Banham, Chelsea","1","0","0","0","0","-1","3","0","0","0","0","-3","235","16","48","6.81","20.43","-93.87","49","7","92","6","19","6.52","20.65","-57.12","15","3","7","20","20","-5.37","170","11","35","6.47","6.47","-61.37",
"Barclay, Stella","2","0","0","0","0","-2","5","1","2","20","40","-2.37","509","37","113","7.27","22.2","34.87","8","3","301","23","72","7.64","23.92","16.49","29","8","16","27.59","27.59","-4.63","426","35","100","8.22","8.22","98.87",
"Barron, T D","4","0","0","0","0","-4","15","3","5","20","33.33","5.83","491","66","170","13.44","34.62","-50.42","10","8","233","24","76","10.3","32.62","-105.31","79","22","48","27.85","27.85","0.18","394","55","146","13.96","13.96","-15.33",
"Beckett, R M","19","4","7","21.05","36.84","1.3","31","6","11","19.35","35.48","-1.7","1127","182","413","16.15","36.65","-193.9","4","9","605","104","230","17.19","38.02","-75.87","222","77","129","34.68","34.68","-15.1","514","82","175","15.95","15.95","-125",
"Bell, M L W","10","1","4","10","40","-3","16","1","5","6.25","31.25","-9","680","88","226","12.94","33.24","-240.06","6","6","349","42","122","12.03","34.96","-142.14","106","36","57","33.96","33.96","-2.8","399","50","132","12.53","12.53","-156.19",
"Berry, John","2","0","1","0","50","-2","4","1","3","25","75","-1.12","170","9","49","5.29","28.82","-86.74","13","4","82","6","30","7.32","36.59","-23.24","13","3","7","23.08","23.08","-3.74","135","9","41","6.67","6.67","-51.74",
"Bethell, Ed","3","1","1","33.33","33.33","3","8","2","3","25","37.5","-0.85","373","58","140","15.55","37.53","-24.29","3","2","220","39","80","17.73","36.36","6.65","78","20","42","25.64","25.64","-28.12","207","36","81","17.39","17.39","25.12",
"Botti, M","9","0","1","0","11.11","-9","21","2","6","9.52","28.57","-4","758","96","244","12.66","32.19","97.93","14","20","376","42","121","11.17","32.18","27.08","88","18","41","20.45","20.45","-35.28","500","65","158","13","13","-14.24",
"Bridger, J J","2","0","0","0","0","-2","7","0","2","0","28.57","-7","272","5","31","1.84","11.4","-231.92","291","84","109","1","6","0.92","5.5","-96","8","1","2","12.5","12.5","-3.67","204","5","30","2.45","2.45","-163.92",
"Brittain, Antony","5","0","1","0","20","-5","9","0","2","0","22.22","-9","630","48","169","7.62","26.83","-258.94","39","24","291","23","81","7.9","27.84","-109.17","29","13","16","44.83","44.83","18.18","552","44","156","7.97","7.97","-229.44",
"Broderick, J P","1","0","0","0","0","-1","4","0","0","0","0","-4","55","3","15","5.45","27.27","-38","194","14","35","3","10","8.57","28.57","-18","9","1","5","11.11","11.11","-4","36","3","14","8.33","8.33","-19",
"Brookhouse, B","2","1","1","50","50","21","5","1","1","20","20","18","51","7","16","13.73","31.37","20.37","6","2","51","7","16","13.73","31.37","20.37","14","2","7","14.29","14.29","-7.88","25","2","8","8","8","24",
"Brown, A D","1","0","0","0","0","-1","3","1","1","33.33","33.33","9","258","32","74","12.4","28.68","42.79","13","3","146","17","42","11.64","28.77","-29.54","23","8","14","34.78","34.78","1.63","186","22","51","11.83","11.83","-11.51",
"Brown, Andi","0","0","0","0","0","0","0","0","0","0","0","0","43","4","8","9.3","18.6","-15.5","41","1","18","3","4","16.67","22.22","2.5","2","1","1","50","50","1.5","23","3","5","13.04","13.04","-6.5",
"Burke, K R","17","2","5","11.76","29.41","8.33","35","4","12","11.43","34.29","-1.6","1538","216","552","14.04","35.89","-226.79","6","12","747","100","273","13.39","36.55","-68.1","237","88","148","37.13","37.13","18.13","798","93","266","11.65","11.65","-166.93",
"Burrows, Owen","4","1","1","25","25","5.5","6","2","3","33.33","50","9","188","42","90","22.34","47.87","14.79","1","1","87","21","40","24.14","45.98","2.86","46","16","28","34.78","34.78","8.21","69","17","31","24.64","24.64","18.29",
"Butler, John","9","0","1","0","11.11","-9","16","1","3","6.25","18.75","-13.37","913","98","248","10.73","27.16","-181.64","12","14","478","48","123","10.04","25.73","-154.75","96","32","67","33.33","33.33","1.67","719","82","206","11.4","11.4","-124.95",
"Byrnes, C","4","0","0","0","0","-4","15","0","1","0","6.67","-15","436","55","135","12.61","30.96","-127.63","33","37","227","32","75","14.1","33.04","-63.64","74","27","45","36.49","36.49","17.96","213","30","65","14.08","14.08","-47.19",
"Camacho, Miss J A","3","1","1","33.33","33.33","4.5","11","2","3","18.18","27.27","6","578","71","180","12.28","31.14","-49.19","3","3","306","44","93","14.38","30.39","56.49","74","16","33","21.62","21.62","-18.51","449","54","144","12.03","12.03","-59.77",
"Candy, H","3","1","1","33.33","33.33","3.5","5","2","2","40","40","9","291","33","76","11.34","26.12","-81.79","3","3","137","17","37","12.41","27.01","-8.88","32","13","18","40.63","40.63","5.71","158","19","47","12.03","12.03","-63.04",
"Carr, Mrs R A","14","0","5","0","35.71","-14","28","2","10","7.14","35.71","-8","759","66","189","8.7","24.9","-130.74","10","18","394","49","122","12.44","30.96","24.1","47","16","27","34.04","34.04","8.93","707","62","178","8.77","8.77","-106.07",
"Carroll, A W","21","1","5","4.76","23.81","-12","38","3","8","7.89","21.05","-9","1981","172","527","8.68","26.6","-521.97","3","5","979","85","251","8.68","25.64","-291.75","142","42","85","29.58","29.58","-12.96","1662","154","470","9.27","9.27","-396.43",
"Carroll, D","4","0","0","0","0","-4","8","1","1","12.5","12.5","-4.75","439","48","108","10.93","24.6","-55.54","10","6","224","29","58","12.95","25.89","-42.71","43","14","19","32.56","32.56","4.75","338","39","90","11.54","11.54","-40.59",
"Carson, Anthony","0","0","0","0","0","0","3","0","1","0","33.33","-3","190","4","28","2.11","14.74","-162","273","68","86","2","15","2.33","17.44","-71.5","8","0","3","0","0","-8","139","4","24","2.88","2.88","-111",
"Cawley, Brian Francis","0","0","0","0","0","0","0","0","0","0","0","0","39","1","1","2.56","2.56","-29.5","574","23","14","0","0","0","0","-14","0","0","0","0","0","0","25","1","1","4","4","-15.5",
"Chamings, P R","3","1","1","33.33","33.33","1.5","7","2","3","28.57","42.86","10.5","287","23","72","8.01","25.09","-63.42","1","1","129","10","26","7.75","20.16","-56.92","25","5","13","20","20","-6.92","253","22","69","8.7","8.7","-37.42",
"Channon, Jack","10","3","4","30","40","0.2","22","3","8","13.64","36.36","-11.8","124","18","56","14.52","45.16","-26.45","1","1","124","18","56","14.52","45.16","-26.45","28","10","20","35.71","35.71","-2.78","85","10","36","11.76","11.76","-48.66",
"Chapman, M C","1","0","0","0","0","-1","2","0","0","0","0","-2","86","0","2","0","2.33","-86","1678","162","47","0","0","0","0","-47","0","0","0","0","0","0","69","0","2","0","0","-69",
