trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allwood, S","1","0","0","0","0","-1","7","0","1","0","14.29","-7","152","8","27","5.26","17.76","-117.4","166","56","75","3","13","4","17.33","-64","11","4","6","36.36","36.36","1.35","104","8","27","7.69","7.69","-69.4",
"Aprahamian, Billy","0","0","0","0","0","0","2","0","0","0","0","-2","16","1","3","6.25","18.75","35","143","13","15","1","3","6.67","20","36","0","0","0","0","0","0","14","1","3","7.14","7.14","37",
"Bailey, K C","10","1","3","10","30","-1.5","17","1","4","5.88","23.53","-8.5","540","75","183","13.89","33.89","-133.94","2","4","250","34","86","13.6","34.4","-73.18","86","25","55","29.07","29.07","-20.96","315","40","98","12.7","12.7","-64.79",
"Bromhead, Henry De","32","5","10","15.63","31.25","11.08","43","8","17","18.6","39.53","7.82","1542","203","535","13.16","34.7","-479.11","2","1","693","88","238","12.7","34.34","-174.18","284","92","180","32.39","32.39","-69.37","595","43","154","7.23","7.23","-203.71",
"Bryson, W J","1","0","0","0","0","-1","1","0","0","0","0","-1","24","0","1","0","4.17","-24","9999","9999","13","0","0","0","0","-13","0","0","0","0","0","0","6","0","0","0","0","-6",
"Butler, John","7","2","3","28.57","42.86","7","14","3","7","21.43","50","5.5","884","95","237","10.75","26.81","-184.22","3","2","454","55","131","12.11","28.85","-95.58","93","28","65","30.11","30.11","-6.74","703","79","194","11.24","11.24","-142.23",
"Byrnes, C","4","0","1","0","25","-4","5","1","2","20","40","-1.5","363","49","120","13.5","33.06","-95.71","8","5","203","29","73","14.29","35.96","-27.22","65","25","42","38.46","38.46","19.21","174","27","58","15.52","15.52","-27.52",
"Callaghan, Mrs G","0","0","0","0","0","0","0","0","0","0","0","0","24","2","4","8.33","16.67","-0.5","312","13","13","1","2","7.69","15.38","-8.5","1","0","0","0","0","-1","17","1","3","5.88","5.88","-12.5",
"Candlish, Jennie","3","2","2","66.67","66.67","-0.6","9","4","4","44.44","44.44","-3","513","48","156","9.36","30.41","-192.2","5","2","231","19","61","8.23","26.41","-80.66","69","16","39","23.19","23.19","-26.99","436","41","137","9.4","9.4","-136.9",
"Cann, J G","0","0","0","0","0","0","0","0","0","0","0","0","25","2","3","8","12","-18.5","391","8","4","0","0","0","0","-4","3","2","2","66.67","66.67","3.5","18","2","3","11.11","11.11","-11.5",
"Cawley, Edward","3","0","0","0","0","-3","6","0","0","0","0","-6","160","6","18","3.75","11.25","-112.5","89","33","74","2","5","2.7","6.76","-57","6","1","3","16.67","16.67","-1.5","117","6","17","5.13","5.13","-69.5",
"Cody, Patrick","1","0","0","0","0","-1","2","0","0","0","0","-2","171","16","57","9.36","33.33","-77.45","84","11","99","11","32","11.11","32.32","-31","23","7","12","30.43","30.43","0.55","79","9","29","11.39","11.39","-14.25",
"Crawford, S R B","8","0","3","0","37.5","-8","15","1","4","6.67","26.67","-10.5","530","48","159","9.06","30","-166.96","8","10","258","23","72","8.91","27.91","-76.35","48","20","28","41.67","41.67","2.83","168","16","54","9.52","9.52","-8.29",
"Cromwell, Gavin Patrick","13","1","2","7.69","15.38","0","25","1","6","4","24","-12","1598","162","473","10.14","29.6","-566.49","2","3","824","85","257","10.32","31.19","-346.5","203","61","126","30.05","30.05","-20.88","829","81","243","9.77","9.77","-179.8",
"Dartnall, V R A","1","0","1","0","100","-1","3","0","1","0","33.33","-3","124","11","33","8.87","26.61","14.08","15","4","53","5","13","9.43","24.53","45.5","9","0","3","0","0","-9","82","9","26","10.98","10.98","48.08",
"Dawson, Mrs Sarah","1","0","0","0","0","-1","1","0","0","0","0","-1","105","2","9","1.9","8.57","-94.4","526","63","45","0","3","0","6.67","-45","3","1","2","33.33","33.33","-0.9","67","2","9","2.99","2.99","-56.4",
"Dempsey, J P","1","0","0","0","0","-1","2","0","0","0","0","-2","171","12","39","7.02","22.81","-92.29","125","30","65","5","13","7.69","20","-39.92","16","3","8","18.75","18.75","-7.37","97","7","23","7.22","7.22","-35",
"Derham, Harry","2","0","0","0","0","-2","4","1","1","25","25","0.5","34","8","14","23.53","41.18","32.2","8","3","34","8","14","23.53","41.18","32.2","6","2","3","33.33","33.33","-1.8","16","5","7","31.25","31.25","18",
"Dobbs, Mrs Prunella","1","0","0","0","0","-1","1","0","0","0","0","-1","110","3","14","2.73","12.73","-64.5","62","9","57","3","6","5.26","10.53","-11.5","5","0","3","0","0","-5","48","3","10","6.25","6.25","-2.5",
"Donoghue, Ian","0","0","0","0","0","0","1","0","0","0","0","-1","18","0","4","0","22.22","-18","9999","9999","17","0","3","0","17.65","-17","1","0","1","0","0","-1","8","0","0","0","0","-8",
"Doyle, Miss Elizabeth","1","0","0","0","0","-1","6","0","0","0","0","-6","287","19","79","6.62","27.53","-79","43","20","152","12","48","7.89","31.58","-14.5","27","2","10","7.41","7.41","-20.5","139","10","39","7.19","7.19","-16.5",
