trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allwood, S","0","0","0","0","0","0","1","0","1","0","100","-1","144","6","22","4.17","15.28","-122.65","426","97","73","0","9","0","12.33","-73","7","3","4","42.86","42.86","2.1","101","6","22","5.94","5.94","-79.65",
"Appleby, M","1","0","1","0","100","-1","12","0","4","0","33.33","-12","1777","209","555","11.76","31.23","-448.72","21","22","881","103","283","11.69","32.12","-209.97","278","76","153","27.34","27.34","-58.75","1508","172","470","11.41","11.41","-386.24",
"Attwater, M J","1","0","0","0","0","-1","4","0","0","0","0","-4","617","40","133","6.48","21.56","-278.5","19","16","314","19","59","6.05","18.79","-207.08","30","10","16","33.33","33.33","-1.96","516","35","108","6.78","6.78","-215.55",
"Bailey, K C","4","0","0","0","0","-4","16","6","7","37.5","43.75","1.63","517","81","191","15.67","36.94","-57.5","8","6","244","38","87","15.57","35.66","-35.73","92","28","55","30.43","30.43","-14.39","318","52","119","16.35","16.35","-10.77",
"Baker, George","0","0","0","0","0","0","2","0","1","0","50","-2","401","40","121","9.98","30.17","-146.88","43","19","187","21","71","11.23","37.97","-58.26","52","12","23","23.08","23.08","-17.26","335","38","110","11.34","11.34","-90.76",
"Balding, A M","0","0","0","0","0","0","14","0","3","0","21.43","-14","1893","276","694","14.58","36.66","-418.97","17","19","954","141","354","14.78","37.11","-199.27","335","107","200","31.94","31.94","-55.69","814","114","262","14","14","-130.48",
"Bandey, R J","1","0","0","0","0","-1","3","0","0","0","0","-3","177","29","63","16.38","35.59","-15.69","23","8","82","6","21","7.32","25.61","-43.17","40","11","22","27.5","27.5","-14.77","126","18","44","14.29","14.29","-22.84",
"Banham, Chelsea","0","0","0","0","0","0","1","1","1","100","100","1.63","243","20","52","8.23","21.4","-86.58","13","1","120","11","23","9.17","19.17","-39.71","20","5","9","25","25","-3.41","166","14","38","8.43","8.43","-46.41",
"Barclay, Stella","2","0","0","0","0","-2","4","0","0","0","0","-4","542","35","116","6.46","21.4","-30.18","21","11","292","22","65","7.53","22.26","-64.59","25","5","12","20","20","-9.26","464","32","103","6.9","6.9","24.49",
"Beckett, R M","0","0","0","0","0","0","2","0","1","0","50","-2","1217","224","488","18.41","40.1","-197.78","30","22","650","133","280","20.46","43.08","-99.69","287","107","183","37.28","37.28","-5.94","532","101","198","18.98","18.98","-71.66",
