trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Appleby, Charlie","8","3","5","37.5","62.5","1.53","15","5","8","33.33","53.33","0.04","900","270","484","30","53.78","-37.78","2","1","419","118","220","28.16","52.51","-32.64","429","185","291","43.12","43.12","-34.77","225","57","104","25.33","25.33","1.97",
"Appleby, M","21","2","6","9.52","28.57","-1","50","2","12","4","24","-30","1841","229","577","12.44","31.34","-302.14","3","11","923","106","289","11.48","31.31","-223.09","278","87","165","31.29","31.29","-25.8","1579","195","497","12.35","12.35","-234.24",
"Bailey, K C","1","0","0","0","0","-1","1","0","0","0","0","-1","522","72","184","13.79","35.25","-107.59","37","5","262","37","89","14.12","33.97","-52.85","85","23","49","27.06","27.06","-24.35","315","43","107","13.65","13.65","-36.78",
"Bailey, Liam","2","0","0","0","0","-2","4","1","1","25","25","1.5","283","13","48","4.59","16.96","-147.5","13","4","150","8","28","5.33","18.67","-93","12","2","4","16.67","16.67","-5","220","10","34","4.55","4.55","-102.5",
"Balding, A M","41","4","16","9.76","39.02","-21.45","67","7","28","10.45","41.79","-36.05","1854","270","659","14.56","35.54","-292.97","3","13","898","136","318","15.14","35.41","-160.23","316","104","187","32.91","32.91","-42.44","830","122","276","14.7","14.7","-104.35",
"Barcoe, James M","2","0","1","0","50","-2","5","0","1","0","20","-5","183","12","37","6.56","20.22","-11.25","35","20","96","3","15","3.13","15.63","-30.5","5","1","2","20","20","-1.25","132","10","32","7.58","7.58","-9.75",
"Bedi, Miss J","1","0","1","0","100","-1","2","0","1","0","50","-2","92","3","13","3.26","14.13","-71.5","98","20","57","2","9","3.51","15.79","-41","1","0","0","0","0","-1","80","3","13","3.75","3.75","-59.5",
"Birrane, F","1","0","0","0","0","-1","2","0","0","0","0","-2","75","2","10","2.67","13.33","32.5","389","31","26","0","3","0","11.54","-26","2","0","0","0","0","-2","52","1","7","1.92","1.92","-45.5",
"Bowen, P","11","4","6","36.36","54.55","7","14","4","8","28.57","57.14","4","465","68","142","14.62","30.54","-100.96","1","3","240","40","73","16.67","30.42","-49.41","79","34","52","43.04","43.04","18.33","362","58","120","16.02","16.02","-37.43",
"Brace, D","2","0","1","0","50","-2","2","0","1","0","50","-2","86","7","21","8.14","24.42","-48.42","84","14","30","1","5","3.33","16.67","-20","4","3","4","75","75","2.2","58","5","19","8.62","8.62","-25.1",
"Breen, Leanne","1","0","0","0","0","-1","5","0","0","0","0","-5","136","6","18","4.41","13.24","-79.5","52","12","68","4","11","5.88","16.18","-29.5","5","1","2","20","20","-0.5","121","6","18","4.96","4.96","-64.5",
"Bridger, J / Cook, R","2","0","0","0","0","-2","8","0","1","0","12.5","-8","253","8","36","3.16","14.23","-176.62","24","13","125","6","19","4.8","15.2","-78.62","11","1","6","9.09","9.09","-8.62","188","8","35","4.26","4.26","-111.62",
"Broad, D","0","0","0","0","0","0","0","0","0","0","0","0","87","4","11","4.6","12.64","-17","179","23","46","1","5","2.17","10.87","-39","0","0","0","0","0","0","55","4","11","7.27","7.27","15",
"Browne, W P","1","0","0","0","0","-1","5","0","2","0","40","-5","102","9","33","8.82","32.35","-35.14","52","13","64","7","22","10.94","34.38","-22.64","4","3","4","75","75","3.61","22","0","3","0","0","-22",
