trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allwood, S","3","0","1","0","33.33","-3","6","0","1","0","16.67","-6","146","6","22","4.11","15.07","-124.65","409","94","78","0","8","0","10.26","-78","8","3","5","37.5","37.5","1.1","103","6","22","5.83","5.83","-81.65",
"Appleby, Charlie","6","1","4","16.67","66.67","-4.2","15","3","8","20","53.33","-9.04","869","260","464","29.92","53.39","-33.22","3","2","375","108","193","28.8","51.47","-30.02","411","180","282","43.8","43.8","-18.34","217","55","99","25.35","25.35","18.38",
"Appleby, M","19","1","5","5.26","26.32","-13.5","33","3","9","9.09","27.27","-17.67","1803","216","563","11.98","31.23","-406.68","4","9","904","106","291","11.73","32.19","-195.72","280","78","155","27.86","27.86","-56.34","1534","179","478","11.67","11.67","-344.2",
"Attwater, M J","8","1","3","12.5","37.5","4","14","3","6","21.43","42.86","13.5","618","40","132","6.47","21.36","-279.5","2","7","316","20","58","6.33","18.35","-203.58","30","10","16","33.33","33.33","-1.96","515","35","107","6.8","6.8","-214.55",
"Baker, George","0","0","0","0","0","0","7","0","0","0","0","-7","399","40","119","10.03","29.82","-144.88","26","14","188","21","70","11.17","37.23","-59.26","53","12","23","22.64","22.64","-18.26","335","38","108","11.34","11.34","-90.76",
"Balding, A M","15","2","4","13.33","26.67","-8.78","32","2","12","6.25","37.5","-25.78","1895","277","693","14.62","36.57","-392.97","4","10","945","139","349","14.71","36.93","-213.27","334","107","201","32.04","32.04","-54.69","812","116","264","14.29","14.29","-118.48",
"Bandey, R J","6","1","3","16.67","50","-1.67","11","1","5","9.09","45.45","-6.67","180","32","67","17.78","37.22","-13.45","6","4","84","7","22","8.33","26.19","-41.42","43","14","25","32.56","32.56","-12.53","128","20","46","15.63","15.63","-21.04",
"Banham, Chelsea","3","0","0","0","0","-3","5","1","1","20","20","5","247","20","52","8.1","21.05","-72.21","9","4","121","9","23","7.44","19.01","-53.34","19","4","8","21.05","21.05","-5.04","169","14","38","8.28","8.28","-31.04",
"Barclay, Stella","3","1","1","33.33","33.33","23","6","1","2","16.67","33.33","20","540","35","117","6.48","21.67","-28.18","4","3","290","22","66","7.59","22.76","-62.59","25","5","12","20","20","-9.26","462","32","104","6.93","6.93","26.49",
"Beckett, R M","7","0","2","0","28.57","-7","22","1","8","4.55","36.36","-18.5","1226","227","490","18.52","39.97","-192.03","13","16","659","134","284","20.33","43.1","-93.69","287","108","184","37.63","37.63","-3.94","535","102","198","19.07","19.07","-72.66",
"Bell, M L W","7","1","1","14.29","14.29","2","15","2","4","13.33","26.67","1.5","718","85","239","11.84","33.29","-273.7","1","1","391","47","125","12.02","31.97","-114.7","104","33","53","31.73","31.73","-12.78","421","49","136","11.64","11.64","-151.05",
"Best, Jim/Suzi","2","1","1","50","50","21","3","1","1","33.33","33.33","20","106","8","23","7.55","21.7","-19.5","5","1","65","4","13","6.15","20","4","7","2","4","28.57","28.57","-1","65","8","20","12.31","12.31","21.5",
