trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Alexander, N W","5","0","3","0","60","-5","15","2","6","13.33","40","-3.67","431","52","134","12.06","31.09","-77.14","11","11","186","24","61","12.9","32.8","-30.34","38","13","25","34.21","34.21","0.37","293","40","101","13.65","13.65","-16.91",
"Allen, C N","4","0","1","0","25","-4","5","0","2","0","40","-5","209","23","72","11","34.45","-63.29","42","17","106","10","31","9.43","29.25","-45.87","29","6","13","20.69","20.69","-9.37","165","22","59","13.33","13.33","-23.79",
"Allwood, S","2","0","1","0","50","-2","3","0","1","0","33.33","-3","155","9","30","5.81","19.35","-114.9","156","49","69","3","12","4.35","17.39","-58","10","4","6","40","40","2.35","109","9","30","8.26","8.26","-68.9",
"Appleby, M","23","1","4","4.35","17.39","-20.5","50","5","15","10","30","14.38","1862","234","575","12.57","30.88","-168.1","1","7","933","121","309","12.97","33.12","-136.68","274","88","164","32.12","32.12","-16.6","1608","203","508","12.62","12.62","-84.2",
"Aprahamian, Billy","1","0","0","0","0","-1","1","0","0","0","0","-1","15","1","3","6.67","20","36","133","12","15","1","3","6.67","20","36","0","0","0","0","0","0","13","1","3","7.69","7.69","38",
"Attwater, M J","10","0","4","0","40","-10","15","0","5","0","33.33","-15","646","35","130","5.42","20.12","-251.76","42","40","300","18","68","6","22.67","-118.42","23","7","12","30.43","30.43","-1.14","517","29","104","5.61","5.61","-189.92",
"Bailey, K C","4","0","1","0","25","-4","8","0","1","0","12.5","-8","548","76","184","13.87","33.58","-141.21","59","36","252","35","86","13.89","34.13","-66.18","89","26","57","29.21","29.21","-22.23","319","40","100","12.54","12.54","-75.56",
"Baker, George","2","0","0","0","0","-2","9","0","1","0","11.11","-9","404","39","99","9.65","24.5","-78.74","52","13","219","18","50","8.22","22.83","-95.13","42","9","20","21.43","21.43","-14.37","310","33","83","10.65","10.65","-44.12",
"Balding, A M","2","2","2","100","100","6.25","10","2","7","20","70","-1.75","1855","286","681","15.42","36.71","-122.65","2","1","940","136","340","14.47","36.17","-182.91","310","99","190","31.94","31.94","-48.59","851","130","307","15.28","15.28","-57.58",
"Banham, Chelsea","6","0","1","0","16.67","-6","10","0","2","0","20","-10","267","17","55","6.37","20.6","-127.62","79","33","111","7","20","6.31","18.02","-48.62","17","5","9","29.41","29.41","-0.12","201","12","41","5.97","5.97","-94.12",
