trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Allen, C N","1","0","0","0","0","-1","4","1","1","25","25","-0.75","207","21","55","10.14","26.57","-35.24","13","4","104","10","25","9.62","24.04","4.38","18","6","9","33.33","33.33","-0.24","162","20","45","12.35","12.35","-19.24",
"Appleby, Charlie","4","3","3","75","75","1.41","10","6","7","60","70","1.47","852","259","455","30.4","53.4","-31.9","1","1","372","107","184","28.76","49.46","-46.97","409","182","280","44.5","44.5","-14.36","211","55","98","26.07","26.07","25.21",
"Appleby, M","19","2","8","10.53","42.11","-10","45","4","18","8.89","40","-26.4","1788","214","574","11.97","32.1","-361.14","1","2","873","91","268","10.42","30.7","-217.65","279","75","147","26.88","26.88","-60.29","1518","174","484","11.46","11.46","-303.76",
"Attwater, M J","9","1","2","11.11","22.22","-5","12","1","2","8.33","16.67","-8","623","43","138","6.9","22.15","-295.5","2","3","326","23","70","7.06","21.47","-189.33","36","11","20","30.56","30.56","-5.21","526","37","112","7.03","7.03","-229.55",
"Bailey, K C","1","0","0","0","0","-1","6","0","0","0","0","-6","496","70","165","14.11","33.27","-116.33","34","25","242","35","78","14.46","32.23","-48.15","86","26","50","30.23","30.23","-17.39","319","48","108","15.05","15.05","-28.77",
"Bailey, Liam","2","1","1","50","50","10","5","1","2","20","40","7","292","17","56","5.82","19.18","-134","7","2","127","10","26","7.87","20.47","-65","12","2","5","16.67","16.67","-5","221","12","39","5.43","5.43","-91.5",
"Balding, A M","11","3","6","27.27","54.55","-3.62","19","5","10","26.32","52.63","-6.57","1947","285","717","14.64","36.83","-412.44","3","1","1005","147","375","14.63","37.31","-230.91","343","112","209","32.65","32.65","-51.66","848","125","286","14.74","14.74","-106.8",
"Barcoe, James M","1","0","0","0","0","-1","3","0","0","0","0","-3","180","7","33","3.89","18.33","-75.5","214","72","100","2","16","2","16","-85.5","5","0","1","0","0","-5","131","6","28","4.58","4.58","-35",
"Bell, M L W","0","0","0","0","0","0","1","0","0","0","0","-1","727","88","245","12.1","33.7","-269.63","31","7","385","46","124","11.95","32.21","-109.88","110","36","59","32.73","32.73","-11.96","422","50","139","11.85","11.85","-142.8",
"Botti, M","8","1","1","12.5","12.5","-4","18","2","6","11.11","33.33","-11.62","809","92","254","11.37","31.4","1.63","7","8","415","47","126","11.33","30.36","-38.99","83","16","40","19.28","19.28","-37.24","493","59","151","11.97","11.97","8.47",
