trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Ahern, G","3","0","1","0","33.33","-3","4","0","2","0","50","-4","99","4","14","4.04","14.14","-49","52","12","44","3","8","6.82","18.18","-6","1","0","1","0","0","-1","58","4","11","6.9","6.9","-8",
"Appleby, Charlie","6","1","3","16.67","50","-2.75","28","5","9","17.86","32.14","4.25","821","238","428","28.99","52.13","-43.51","1","1","365","101","178","27.67","48.77","-41.04","389","166","258","42.67","42.67","-32.21","187","46","84","24.6","24.6","18.8",
"Bailey, Liam","3","0","0","0","0","-3","11","0","1","0","9.09","-11","320","20","63","6.25","19.69","-196.13","29","23","147","14","31","9.52","21.09","-68.38","14","4","8","28.57","28.57","-2.13","245","14","44","5.71","5.71","-155.63",
"Baker, George","4","0","1","0","25","-4","5","0","1","0","20","-5","374","33","106","8.82","28.34","-123.38","41","16","169","16","58","9.47","34.32","-37.76","47","9","18","19.15","19.15","-21.13","309","33","96","10.68","10.68","-58.38",
"Balding, A M","30","9","14","30","46.67","40.96","59","11","27","18.64","45.76","37.71","1925","293","713","15.22","37.04","-295.7","1","1","1008","150","394","14.88","39.09","-154.99","347","117","218","33.72","33.72","-34.67","843","128","282","15.18","15.18","-76.62",
"Barclay, Stella","2","0","1","0","50","-2","6","0","1","0","16.67","-6","563","41","135","7.28","23.98","-69.2","37","26","261","22","67","8.43","25.67","-53.81","30","7","15","23.33","23.33","-8.53","467","37","116","7.92","7.92","-1.28",
"Barron, T D","7","1","1","14.29","14.29","-0.5","17","2","2","11.76","11.76","-8.12","473","55","141","11.63","29.81","-123.6","6","5","238","28","66","11.76","27.73","-26.8","59","17","35","28.81","28.81","-5.59","382","46","119","12.04","12.04","-67.06",
"Beckett, R M","22","5","8","22.73","36.36","-4.5","36","8","14","22.22","38.89","-6.42","1249","228","503","18.25","40.27","-202.63","1","4","649","128","276","19.72","42.53","-106.69","294","109","191","37.07","37.07","-7.74","526","101","197","19.2","19.2","-65.81",
"Bedi, Miss J","3","0","0","0","0","-3","5","0","1","0","20","-5","105","4","15","3.81","14.29","-43.5","159","29","62","2","9","3.23","14.52","-11","0","0","0","0","0","0","89","4","15","4.49","4.49","-27.5",
"Bell, M L W","7","0","0","0","0","-7","19","2","4","10.53","21.05","3","748","86","248","11.5","33.16","-256.53","8","9","399","44","126","11.03","31.58","-112.02","114","32","56","28.07","28.07","-27.9","448","50","144","11.16","11.16","-132.46",
"Bolger, E","6","2","3","33.33","50","0.5","8","2","4","25","50","-1.5","157","18","46","11.46","29.3","-77.31","4","1","81","13","32","16.05","39.51","-25.04","21","9","13","42.86","42.86","6.36","83","10","26","12.05","12.05","-35.21",
