trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Appleby, M","23","3","6","13.04","26.09","-2.5","36","5","11","13.89","30.56","-5.25","1764","216","560","12.24","31.75","-379.52","2","4","873","108","273","12.37","31.27","-158.12","283","78","156","27.56","27.56","-57.42","1497","179","474","11.96","11.96","-319.91",
"Attwater, M J","7","0","1","0","14.29","-7","9","0","1","0","11.11","-9","621","40","134","6.44","21.58","-282.5","49","43","322","19","62","5.9","19.25","-215.08","30","10","16","33.33","33.33","-1.96","524","35","110","6.68","6.68","-223.55",
"Bailey, K C","3","0","0","0","0","-3","6","0","0","0","0","-6","509","78","184","15.32","36.15","-74.2","22","20","240","37","86","15.42","35.83","-45.35","91","28","54","30.77","30.77","-15.01","318","52","114","16.35","16.35","-12.14",
"Balding, A M","10","0","1","0","10","-10","17","0","4","0","23.53","-17","1914","278","697","14.52","36.42","-422.33","19","23","985","146","367","14.82","37.26","-204.44","338","109","203","32.25","32.25","-53.3","830","116","269","13.98","13.98","-136.75",
"Barclay, Stella","2","1","1","50","50","3","3","1","1","33.33","33.33","2","532","35","113","6.58","21.24","-56.18","2","2","290","23","65","7.93","22.41","-57.59","25","5","12","20","20","-9.26","452","31","99","6.86","6.86","-4.51",
"Barron, T D","4","1","1","25","25","25","4","1","1","25","25","25","466","59","157","12.66","33.69","-70.5","6","3","242","26","77","10.74","31.82","-42.58","68","16","41","23.53","23.53","-16.32","378","50","134","13.23","13.23","-13.46",
"Bell, M L W","1","0","1","0","100","-1","2","0","1","0","50","-2","725","88","244","12.14","33.66","-262.29","29","8","390","48","127","12.31","32.56","-101.79","108","34","56","31.48","31.48","-14.87","424","51","139","12.03","12.03","-137.55",
"Boanas, Miss G","3","1","1","33.33","33.33","9","5","1","1","20","20","7","253","21","65","8.3","25.69","-91.5","7","3","110","9","26","8.18","23.64","-36.29","17","6","13","35.29","35.29","4.09","194","20","57","10.31","10.31","-36.25",
"Boughey, George","7","1","3","14.29","42.86","2.5","13","2","5","15.38","38.46","-0.37","1480","240","549","16.22","37.09","-344.98","1","1","687","105","239","15.28","34.79","-150.78","299","121","205","40.47","40.47","-2.76","826","146","327","17.68","17.68","-67.92",
"Boultbee-brooks, Clive","1","0","0","0","0","-1","5","0","0","0","0","-5","63","6","16","9.52","25.4","-20.08","369","37","35","0","9","0","25.71","-35","2","2","2","100","100","3.42","27","1","7","3.7","3.7","-19",
"Boyle, J R","0","0","0","0","0","0","3","1","3","33.33","100","1","432","41","116","9.49","26.85","-168.17","12","2","182","18","55","9.89","30.22","-68.42","38","9","19","23.68","23.68","-6.79","369","40","108","10.84","10.84","-113.67",
