trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Ahern, G","0","0","0","0","0","0","0","0","0","0","0","0","80","1","7","1.25","8.75","-68","391","59","53","0","5","0","9.43","-53","1","0","1","0","0","-1","41","1","5","2.44","2.44","-29",
"Aherne, Sean","3","0","1","0","33.33","-3","4","0","1","0","25","-4","123","10","29","8.13","23.58","22","81","22","63","5","12","7.94","19.05","18","8","1","5","12.5","12.5","-2","86","8","25","9.3","9.3","25",
"Appleby, Charlie","6","3","5","50","83.33","-0.75","13","5","8","38.46","61.54","-1.22","892","270","489","30.27","54.82","-39.23","2","1","439","129","243","29.38","55.35","-43.44","422","187","294","44.31","44.31","-17.46","221","59","105","26.7","26.7","-1.5",
"Appleby, M","25","4","6","16","24","1.17","35","6","11","17.14","31.43","0.67","1814","228","561","12.57","30.93","-252.23","5","14","914","114","308","12.47","33.7","-185.82","272","86","161","31.62","31.62","-21.77","1567","194","488","12.38","12.38","-197.5",
"Attwater, M J","3","0","1","0","33.33","-3","13","0","3","0","23.08","-13","654","37","131","5.66","20.03","-289.63","21","17","314","19","65","6.05","20.7","-137.24","27","8","13","29.63","29.63","-4.84","529","31","105","5.86","5.86","-204.59",
"Bailey, Liam","1","0","0","0","0","-1","1","0","0","0","0","-1","298","11","50","3.69","16.78","-168.75","46","23","153","5","28","3.27","18.3","-112.25","11","1","2","9.09","9.09","-7.25","241","8","38","3.32","3.32","-129.75",
"Baker, George","4","0","1","0","25","-4","13","1","4","7.69","30.77","-11.09","412","44","116","10.68","28.16","-115.83","11","10","190","18","50","9.47","26.32","-73.71","49","12","25","24.49","24.49","-13.21","328","38","99","11.59","11.59","-91.21",
"Balding, A M","27","3","8","11.11","29.63","-16.72","50","8","18","16","36","-17.77","1862","286","672","15.36","36.09","-207.2","4","12","895","138","311","15.42","34.75","-166.64","320","108","193","33.75","33.75","-38.34","838","128","288","15.27","15.27","-57.18",
"Bandey, R J","0","0","0","0","0","0","4","1","2","25","50","1.5","175","32","69","18.29","39.43","-9.28","14","4","87","13","28","14.94","32.18","-18.32","43","15","26","34.88","34.88","-9.03","121","20","46","16.53","16.53","-14.87",
"Barclay, Stella","7","0","2","0","28.57","-7","9","0","2","0","22.22","-9","514","37","115","7.2","22.37","29.87","15","10","302","21","72","6.95","23.84","0.58","28","8","16","28.57","28.57","-3.63","430","35","102","8.14","8.14","94.87",
