trainer,7Day_Runs,7Day_Wins,7Day_Places,7Day_Win_Strike,7Day_Place_Strike,7Day_SP_ProfitLoss,14Day_Runs,14Day_Wins,14Day_Places,14Day_Win_Strike,14Day_Place_Strike,14Day_SP_ProfitLoss,2YR_Runs,2YR_Wins,2YR_Places,2YR_Win_Strike,2YR_Place_Strike,2YR_SP_ProfitLoss,DaysSinceWin,RunsSinceWin,1YR_Runs,1YR_Wins,1YR_Places,1YR_Win_Strike,1YR_Place_Strike,1YR_SP_ProfitLoss,2yr_fav_Runs,2yr_fav_Wins,2yr_fav_Places,2yr_fav_Win_Strike,2yr_fav_Place_Strike,2yr_fav_SP_ProfitLoss,2yr_hcap_Runs,2yr_hcap_Wins,2yr_hcap_Places,2yr_hcap_Win_Strike,2yr_hcap_Place_Strike,2yr_hcap_SP_ProfitLoss,
"Appleby, M","21","1","5","4.76","23.81","-15","29","2","9","6.9","31.03","-18.5","1841","232","568","12.6","30.85","-166.32","7","21","926","114","302","12.31","32.61","-173.28","276","89","165","32.25","32.25","-15.44","1587","201","500","12.67","12.67","-86.17",
"Bailey, Liam","6","0","2","0","33.33","-6","11","1","4","9.09","36.36","-2.5","325","12","56","3.69","17.23","-193.75","9","7","178","7","34","3.93","19.1","-124.5","11","1","4","9.09","9.09","-8.5","271","8","44","2.95","2.95","-161",
"Balding, A M","20","6","8","30","40","9.93","36","10","15","27.78","41.67","5.94","1880","295","689","15.69","36.65","-114.38","1","3","951","146","344","15.35","36.17","-157.04","318","105","192","33.02","33.02","-39.93","851","129","305","15.16","15.16","-65.75",
"Barclay, Stella","4","0","2","0","50","-4","13","1","4","7.69","30.77","2","482","28","102","5.81","21.16","9.29","11","8","282","14","61","4.96","21.63","-20.59","24","6","13","25","25","-4.46","400","26","89","6.5","6.5","72.29",
"Beckett, R M","2","1","2","50","100","8","5","1","2","20","40","5","1098","178","408","16.21","37.16","-156.33","4","1","596","93","215","15.6","36.07","-112.29","236","77","134","32.63","32.63","-21.78","520","82","177","15.77","15.77","-129.59",
"Bell, M L W","10","2","4","20","40","-2.17","16","3","7","18.75","43.75","3.83","680","95","224","13.97","32.94","-215.31","5","5","352","45","128","12.78","36.36","-151.74","114","39","61","34.21","34.21","-4.63","403","53","133","13.15","13.15","-151.44",
"Bennallick, Miss A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9999","9999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"Bethell, Ed","3","1","1","33.33","33.33","-1.2","5","2","2","40","40","-1.37","354","52","129","14.69","36.44","-32.64","2","1","206","30","71","14.56","34.47","-11.88","66","16","37","24.24","24.24","-27.47","197","34","75","17.26","17.26","27.21",
"Blackford, Miss L A","0","0","0","0","0","0","1","0","1","0","100","-1","32","1","7","3.13","21.88","-29.5","46","4","12","1","3","8.33","25","-9.5","1","1","1","100","100","1.5","27","0","6","0","0","-27",
"Botti, M","13","2","4","15.38","30.77","1","15","2","4","13.33","26.67","-1","770","94","244","12.21","31.69","73.93","1","4","384","42","125","10.94","32.55","15.99","93","20","44","21.51","21.51","-34.28","497","66","158","13.28","13.28","-6.49",
"Boughey, George","18","2","6","11.11","33.33","-7.5","28","3","9","10.71","32.14","-9.5","1303","217","495","16.65","37.99","-344.12","5","12","807","140","313","17.35","38.79","-177.64","293","122","202","41.64","41.64","8.56","697","125","280","17.93","17.93","-87.69",
"Bourne, J","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","33.33","66.67","4.5","347","3","3","1","2","33.33","66.67","4.5","0","0","0","0","0","0","0","0","0","0","0","0",
"Bowen, Mickey","0","0","0","0","0","0","0","0","0","0","0","0","6","2","2","33.33","33.33","-2.36","329","3","4","2","2","50","50","-0.36","2","2","2","100","100","1.64","0","0","0","0","0","0",
